Date,TradeStat,Sector,Measure,Value
2001-02-01,E,GT,WMF,11191.86322069
2001-02-01,E,GT,N,9.5
2001-02-01,E,GT,R,7.7
2001-02-01,E,CHEM,WMF,2106.45674148
2001-02-01,E,CHEM,N,19.6
2001-02-01,E,CHEM,R,16.7
2001-02-01,E,ME,WMF,2597.50928299
2001-02-01,E,ME,N,3.5
2001-02-01,E,ME,R,2.4
2001-02-01,E,UHR,WMF,148.61743549
2001-02-01,E,UHR,N,32.9
2001-02-01,E,UHR,R,10.3
2001-02-01,E,PI,WMF,372.65188659
2001-02-01,E,PI,N,5.2
2001-02-01,E,PI,R,7.5
2001-02-01,E,MET,WMF,929.3910827
2001-02-01,E,MET,N,5.6
2001-02-01,E,MET,R,4.5
2001-02-01,E,FZ,WMF,1312.31221842
2001-02-01,E,FZ,N,18.4
2001-02-01,E,FZ,R,13.3
2001-02-01,E,TBS,WMF,757.33204669
2001-02-01,E,TBS,N,2.2
2001-02-01,E,TBS,R,1.6
2001-02-01,A,GT,WMF,11229.45086879
2001-02-01,A,GT,N,11.9
2001-02-01,A,GT,R,6.9
2001-02-01,A,CHEM,WMF,3388.41496011
2001-02-01,A,CHEM,N,11.1
2001-02-01,A,CHEM,R,5.3
2001-02-01,A,ME,WMF,3252.62617658
2001-02-01,A,ME,N,8.6
2001-02-01,A,ME,R,6.7
2001-02-01,A,UHR,WMF,1009.14228033
2001-02-01,A,UHR,N,32.4
2001-02-01,A,UHR,R,11.3
2001-02-01,A,PI,WMF,707.42809735
2001-02-01,A,PI,N,17.8
2001-02-01,A,PI,R,15.9
2001-02-01,A,MET,WMF,915.47068676
2001-02-01,A,MET,N,5.2
2001-02-01,A,MET,R,1.8
2001-02-01,A,FZ,WMF,345.12492414
2001-02-01,A,FZ,N,54.8
2001-02-01,A,FZ,R,46.5
2001-02-01,A,TBS,WMF,330.41619637
2001-02-01,A,TBS,N,3.2
2001-02-01,A,TBS,R,3.0
2001-02-01,H,GT,WMF,37.58764809
2001-03-01,E,GT,WMF,11046.93325459
2001-03-01,E,GT,N,8.7
2001-03-01,E,GT,R,7.8
2001-03-01,E,CHEM,WMF,2156.7818534
2001-03-01,E,CHEM,N,28.8
2001-03-01,E,CHEM,R,30.6
2001-03-01,E,ME,WMF,2629.42528916
2001-03-01,E,ME,N,7.5
2001-03-01,E,ME,R,5.1
2001-03-01,E,UHR,WMF,140.4537149
2001-03-01,E,UHR,N,13.7
2001-03-01,E,UHR,R,-1.8
2001-03-01,E,PI,WMF,395.2947404
2001-03-01,E,PI,N,12.1
2001-03-01,E,PI,R,13.1
2001-03-01,E,MET,WMF,903.52237058
2001-03-01,E,MET,N,5.5
2001-03-01,E,MET,R,5.1
2001-03-01,E,FZ,WMF,1138.48830029
2001-03-01,E,FZ,N,-6.1
2001-03-01,E,FZ,R,-9.5
2001-03-01,E,TBS,WMF,762.58692
2001-03-01,E,TBS,N,3.9
2001-03-01,E,TBS,R,3.0
2001-03-01,A,GT,WMF,11062.52611554
2001-03-01,A,GT,N,11.1
2001-03-01,A,GT,R,10.1
2001-03-01,A,CHEM,WMF,3412.12032733
2001-03-01,A,CHEM,N,16.3
2001-03-01,A,CHEM,R,15.4
2001-03-01,A,ME,WMF,3378.94231247
2001-03-01,A,ME,N,15.5
2001-03-01,A,ME,R,15.8
2001-03-01,A,UHR,WMF,811.21639041
2001-03-01,A,UHR,N,-0.8
2001-03-01,A,UHR,R,-8.0
2001-03-01,A,PI,WMF,707.45169761
2001-03-01,A,PI,N,13.3
2001-03-01,A,PI,R,12.1
2001-03-01,A,MET,WMF,908.02416628
2001-03-01,A,MET,N,3.7
2001-03-01,A,MET,R,2.6
2001-03-01,A,FZ,WMF,253.06101813
2001-03-01,A,FZ,N,3.7
2001-03-01,A,FZ,R,4.0
2001-03-01,A,TBS,WMF,329.37880539
2001-03-01,A,TBS,N,2.8
2001-03-01,A,TBS,R,2.8
2001-03-01,H,GT,WMF,15.59286095
2001-04-01,E,GT,WMF,11288.4806153
2001-04-01,E,GT,N,12.7
2001-04-01,E,GT,R,10.8
2001-04-01,E,CHEM,WMF,2259.14574215
2001-04-01,E,CHEM,N,34.6
2001-04-01,E,CHEM,R,34.6
2001-04-01,E,ME,WMF,2629.9368319
2001-04-01,E,ME,N,5.6
2001-04-01,E,ME,R,3.7
2001-04-01,E,UHR,WMF,145.89738518
2001-04-01,E,UHR,N,16.1
2001-04-01,E,UHR,R,-3.0
2001-04-01,E,PI,WMF,401.65550644
2001-04-01,E,PI,N,16.5
2001-04-01,E,PI,R,20.1
2001-04-01,E,MET,WMF,904.26662725
2001-04-01,E,MET,N,6.8
2001-04-01,E,MET,R,4.5
2001-04-01,E,FZ,WMF,1235.68643231
2001-04-01,E,FZ,N,14.2
2001-04-01,E,FZ,R,9.6
2001-04-01,E,TBS,WMF,773.68422096
2001-04-01,E,TBS,N,7.6
2001-04-01,E,TBS,R,5.0
2001-04-01,A,GT,WMF,10969.28047579
2001-04-01,A,GT,N,11.3
2001-04-01,A,GT,R,8.4
2001-04-01,A,CHEM,WMF,3581.11653825
2001-04-01,A,CHEM,N,30.5
2001-04-01,A,CHEM,R,20.5
2001-04-01,A,ME,WMF,3124.25004581
2001-04-01,A,ME,N,6.4
2001-04-01,A,ME,R,6.2
2001-04-01,A,UHR,WMF,890.8076986
2001-04-01,A,UHR,N,4.2
2001-04-01,A,UHR,R,3.5
2001-04-01,A,PI,WMF,703.80676488
2001-04-01,A,PI,N,1.8
2001-04-01,A,PI,R,5.7
2001-04-01,A,MET,WMF,891.70715433
2001-04-01,A,MET,N,1.9
2001-04-01,A,MET,R,0.3
2001-04-01,A,FZ,WMF,223.47701
2001-04-01,A,FZ,N,4.7
2001-04-01,A,FZ,R,-0.6
2001-04-01,A,TBS,WMF,338.45328345
2001-04-01,A,TBS,N,4.5
2001-04-01,A,TBS,R,4.5
2001-04-01,H,GT,WMF,-319.20013951
2001-05-01,E,GT,WMF,11115.06223198
2001-05-01,E,GT,N,4.1
2001-05-01,E,GT,R,2.0
2001-05-01,E,CHEM,WMF,2164.53901756
2001-05-01,E,CHEM,N,24.4
2001-05-01,E,CHEM,R,18.3
2001-05-01,E,ME,WMF,2531.42852345
2001-05-01,E,ME,N,-7.7
2001-05-01,E,ME,R,-6.8
2001-05-01,E,UHR,WMF,139.56825497
2001-05-01,E,UHR,N,-4.7
2001-05-01,E,UHR,R,-15.5
2001-05-01,E,PI,WMF,383.59207808
2001-05-01,E,PI,N,2.6
2001-05-01,E,PI,R,1.2
2001-05-01,E,MET,WMF,919.68884777
2001-05-01,E,MET,N,3.5
2001-05-01,E,MET,R,3.1
2001-05-01,E,FZ,WMF,1206.33071052
2001-05-01,E,FZ,N,-3.9
2001-05-01,E,FZ,R,-8.3
2001-05-01,E,TBS,WMF,769.65860417
2001-05-01,E,TBS,N,5.2
2001-05-01,E,TBS,R,2.2
2001-05-01,A,GT,WMF,10974.50375941
2001-05-01,A,GT,N,5.5
2001-05-01,A,GT,R,4.9
2001-05-01,A,CHEM,WMF,3565.0463036
2001-05-01,A,CHEM,N,18.9
2001-05-01,A,CHEM,R,19.8
2001-05-01,A,ME,WMF,3090.17838739
2001-05-01,A,ME,N,-2.3
2001-05-01,A,ME,R,-2.3
2001-05-01,A,UHR,WMF,870.42653651
2001-05-01,A,UHR,N,3.3
2001-05-01,A,UHR,R,-4.3
2001-05-01,A,PI,WMF,714.42526138
2001-05-01,A,PI,N,8.9
2001-05-01,A,PI,R,11.8
2001-05-01,A,MET,WMF,880.84043696
2001-05-01,A,MET,N,-5.6
2001-05-01,A,MET,R,-4.4
2001-05-01,A,FZ,WMF,285.09959962
2001-05-01,A,FZ,N,36.2
2001-05-01,A,FZ,R,28.6
2001-05-01,A,TBS,WMF,328.57486793
2001-05-01,A,TBS,N,-2.0
2001-05-01,A,TBS,R,-4.3
2001-05-01,H,GT,WMF,-140.55847257
2001-06-01,E,GT,WMF,11087.37454972
2001-06-01,E,GT,N,4.2
2001-06-01,E,GT,R,3.5
2001-06-01,E,CHEM,WMF,2232.22423051
2001-06-01,E,CHEM,N,20.6
2001-06-01,E,CHEM,R,18.4
2001-06-01,E,ME,WMF,2510.45583535
2001-06-01,E,ME,N,-3.4
2001-06-01,E,ME,R,-2.3
2001-06-01,E,UHR,WMF,136.64090119
2001-06-01,E,UHR,N,5.9
2001-06-01,E,UHR,R,-2.8
2001-06-01,E,PI,WMF,408.31370971
2001-06-01,E,PI,N,13.1
2001-06-01,E,PI,R,10.6
2001-06-01,E,MET,WMF,880.96896512
2001-06-01,E,MET,N,5.2
2001-06-01,E,MET,R,6.3
2001-06-01,E,FZ,WMF,1251.95060724
2001-06-01,E,FZ,N,-4.0
2001-06-01,E,FZ,R,-4.9
2001-06-01,E,TBS,WMF,774.57557843
2001-06-01,E,TBS,N,8.5
2001-06-01,E,TBS,R,5.6
2001-06-01,A,GT,WMF,10964.80075623
2001-06-01,A,GT,N,7.8
2001-06-01,A,GT,R,5.9
2001-06-01,A,CHEM,WMF,3550.9112435
2001-06-01,A,CHEM,N,22.0
2001-06-01,A,CHEM,R,15.9
2001-06-01,A,ME,WMF,3023.12413353
2001-06-01,A,ME,N,-0.1
2001-06-01,A,ME,R,1.6
2001-06-01,A,UHR,WMF,907.77260209
2001-06-01,A,UHR,N,4.8
2001-06-01,A,UHR,R,0.7
2001-06-01,A,PI,WMF,702.12269564
2001-06-01,A,PI,N,10.2
2001-06-01,A,PI,R,14.7
2001-06-01,A,MET,WMF,899.87859222
2001-06-01,A,MET,N,1.2
2001-06-01,A,MET,R,-1.5
2001-06-01,A,FZ,WMF,243.90739357
2001-06-01,A,FZ,N,-8.8
2001-06-01,A,FZ,R,-18.1
2001-06-01,A,TBS,WMF,339.3568363
2001-06-01,A,TBS,N,7.2
2001-06-01,A,TBS,R,7.0
2001-06-01,H,GT,WMF,-122.57379349
2001-07-01,E,GT,WMF,11053.1162565
2001-07-01,E,GT,N,3.7
2001-07-01,E,GT,R,-1.2
2001-07-01,E,CHEM,WMF,2222.02257911
2001-07-01,E,CHEM,N,16.8
2001-07-01,E,CHEM,R,0.3
2001-07-01,E,ME,WMF,2502.3619857
2001-07-01,E,ME,N,-4.9
2001-07-01,E,ME,R,-5.1
2001-07-01,E,UHR,WMF,140.60249002
2001-07-01,E,UHR,N,4.7
2001-07-01,E,UHR,R,-11.4
2001-07-01,E,PI,WMF,408.39850362
2001-07-01,E,PI,N,11.1
2001-07-01,E,PI,R,9.0
2001-07-01,E,MET,WMF,860.16177244
2001-07-01,E,MET,N,-6.0
2001-07-01,E,MET,R,-5.3
2001-07-01,E,FZ,WMF,1212.32001268
2001-07-01,E,FZ,N,8.1
2001-07-01,E,FZ,R,-2.3
2001-07-01,E,TBS,WMF,776.10517247
2001-07-01,E,TBS,N,6.3
2001-07-01,E,TBS,R,3.4
2001-07-01,A,GT,WMF,10976.21030214
2001-07-01,A,GT,N,5.7
2001-07-01,A,GT,R,3.4
2001-07-01,A,CHEM,WMF,3604.70248823
2001-07-01,A,CHEM,N,20.5
2001-07-01,A,CHEM,R,18.0
2001-07-01,A,ME,WMF,3021.55913426
2001-07-01,A,ME,N,-3.6
2001-07-01,A,ME,R,-5.2
2001-07-01,A,UHR,WMF,939.90200742
2001-07-01,A,UHR,N,12.2
2001-07-01,A,UHR,R,7.6
2001-07-01,A,PI,WMF,702.08592396
2001-07-01,A,PI,N,5.0
2001-07-01,A,PI,R,8.4
2001-07-01,A,MET,WMF,896.15674594
2001-07-01,A,MET,N,-1.4
2001-07-01,A,MET,R,-2.8
2001-07-01,A,FZ,WMF,248.81662334
2001-07-01,A,FZ,N,-1.4
2001-07-01,A,FZ,R,-8.9
2001-07-01,A,TBS,WMF,335.41188722
2001-07-01,A,TBS,N,5.2
2001-07-01,A,TBS,R,2.3
2001-07-01,H,GT,WMF,-76.90595436
2001-08-01,E,GT,WMF,10925.20909843
2001-08-01,E,GT,N,-3.3
2001-08-01,E,GT,R,-0.6
2001-08-01,E,CHEM,WMF,2272.41316573
2001-08-01,E,CHEM,N,23.3
2001-08-01,E,CHEM,R,22.4
2001-08-01,E,ME,WMF,2423.65612075
2001-08-01,E,ME,N,-14.4
2001-08-01,E,ME,R,-8.2
2001-08-01,E,UHR,WMF,137.05578491
2001-08-01,E,UHR,N,3.2
2001-08-01,E,UHR,R,-10.0
2001-08-01,E,PI,WMF,378.22734169
2001-08-01,E,PI,N,-0.2
2001-08-01,E,PI,R,4.6
2001-08-01,E,MET,WMF,847.57788424
2001-08-01,E,MET,N,-10.9
2001-08-01,E,MET,R,-8.9
2001-08-01,E,FZ,WMF,1181.21176314
2001-08-01,E,FZ,N,-16.1
2001-08-01,E,FZ,R,-13.6
2001-08-01,E,TBS,WMF,757.77143472
2001-08-01,E,TBS,N,-1.1
2001-08-01,E,TBS,R,-4.5
2001-08-01,A,GT,WMF,10837.11168706
2001-08-01,A,GT,N,0.0
2001-08-01,A,GT,R,-1.1
2001-08-01,A,CHEM,WMF,3558.99391643
2001-08-01,A,CHEM,N,8.7
2001-08-01,A,CHEM,R,5.4
2001-08-01,A,ME,WMF,2946.0958783
2001-08-01,A,ME,N,-6.1
2001-08-01,A,ME,R,-3.4
2001-08-01,A,UHR,WMF,911.53014346
2001-08-01,A,UHR,N,6.0
2001-08-01,A,UHR,R,-2.0
2001-08-01,A,PI,WMF,711.30931786
2001-08-01,A,PI,N,3.4
2001-08-01,A,PI,R,4.2
2001-08-01,A,MET,WMF,871.92154621
2001-08-01,A,MET,N,-5.7
2001-08-01,A,MET,R,-6.3
2001-08-01,A,FZ,WMF,279.70411003
2001-08-01,A,FZ,N,4.2
2001-08-01,A,FZ,R,0.2
2001-08-01,A,TBS,WMF,337.43933869
2001-08-01,A,TBS,N,4.9
2001-08-01,A,TBS,R,2.2
2001-08-01,H,GT,WMF,-88.09741137
2001-09-01,E,GT,WMF,10507.27153222
2001-09-01,E,GT,N,-2.3
2001-09-01,E,GT,R,2.3
2001-09-01,E,CHEM,WMF,2133.83475007
2001-09-01,E,CHEM,N,28.9
2001-09-01,E,CHEM,R,31.2
2001-09-01,E,ME,WMF,2308.41917529
2001-09-01,E,ME,N,-16.9
2001-09-01,E,ME,R,-9.1
2001-09-01,E,UHR,WMF,132.80388352
2001-09-01,E,UHR,N,-3.3
2001-09-01,E,UHR,R,-17.3
2001-09-01,E,PI,WMF,363.99893525
2001-09-01,E,PI,N,-3.7
2001-09-01,E,PI,R,-5.7
2001-09-01,E,MET,WMF,829.47489768
2001-09-01,E,MET,N,-9.2
2001-09-01,E,MET,R,-4.7
2001-09-01,E,FZ,WMF,1134.3015985
2001-09-01,E,FZ,N,6.2
2001-09-01,E,FZ,R,3.7
2001-09-01,E,TBS,WMF,743.90246672
2001-09-01,E,TBS,N,-1.8
2001-09-01,E,TBS,R,-2.8
2001-09-01,A,GT,WMF,10373.66816703
2001-09-01,A,GT,N,-3.6
2001-09-01,A,GT,R,-3.5
2001-09-01,A,CHEM,WMF,3398.15635838
2001-09-01,A,CHEM,N,9.0
2001-09-01,A,CHEM,R,7.5
2001-09-01,A,ME,WMF,2819.78899111
2001-09-01,A,ME,N,-12.3
2001-09-01,A,ME,R,-9.5
2001-09-01,A,UHR,WMF,865.84500791
2001-09-01,A,UHR,N,-1.9
2001-09-01,A,UHR,R,-13.6
2001-09-01,A,PI,WMF,684.85380332
2001-09-01,A,PI,N,-1.5
2001-09-01,A,PI,R,4.9
2001-09-01,A,MET,WMF,841.6588117
2001-09-01,A,MET,N,-8.5
2001-09-01,A,MET,R,-7.9
2001-09-01,A,FZ,WMF,228.68985643
2001-09-01,A,FZ,N,-25.7
2001-09-01,A,FZ,R,-26.3
2001-09-01,A,TBS,WMF,335.2125193
2001-09-01,A,TBS,N,0.4
2001-09-01,A,TBS,R,-1.2
2001-09-01,H,GT,WMF,-133.60336519
2001-10-01,E,GT,WMF,10675.88044006
2001-10-01,E,GT,N,-5.5
2001-10-01,E,GT,R,-3.4
2001-10-01,E,CHEM,WMF,2418.37053247
2001-10-01,E,CHEM,N,18.8
2001-10-01,E,CHEM,R,10.9
2001-10-01,E,ME,WMF,2288.09348504
2001-10-01,E,ME,N,-16.0
2001-10-01,E,ME,R,-10.8
2001-10-01,E,UHR,WMF,132.87282815
2001-10-01,E,UHR,N,-19.2
2001-10-01,E,UHR,R,-24.7
2001-10-01,E,PI,WMF,369.16525103
2001-10-01,E,PI,N,-6.2
2001-10-01,E,PI,R,-2.8
2001-10-01,E,MET,WMF,808.47458672
2001-10-01,E,MET,N,-12.6
2001-10-01,E,MET,R,-7.0
2001-10-01,E,FZ,WMF,1082.02100276
2001-10-01,E,FZ,N,-17.1
2001-10-01,E,FZ,R,-17.9
2001-10-01,E,TBS,WMF,723.16586264
2001-10-01,E,TBS,N,-6.8
2001-10-01,E,TBS,R,-6.0
2001-10-01,A,GT,WMF,10547.80560938
2001-10-01,A,GT,N,0.3
2001-10-01,A,GT,R,-0.9
2001-10-01,A,CHEM,WMF,3538.72101035
2001-10-01,A,CHEM,N,21.9
2001-10-01,A,CHEM,R,15.7
2001-10-01,A,ME,WMF,2819.52991373
2001-10-01,A,ME,N,-11.5
2001-10-01,A,ME,R,-12.0
2001-10-01,A,UHR,WMF,895.38033599
2001-10-01,A,UHR,N,0.6
2001-10-01,A,UHR,R,-1.7
2001-10-01,A,PI,WMF,703.82942075
2001-10-01,A,PI,N,2.9
2001-10-01,A,PI,R,4.6
2001-10-01,A,MET,WMF,821.59612401
2001-10-01,A,MET,N,-11.0
2001-10-01,A,MET,R,-9.3
2001-10-01,A,FZ,WMF,244.8621626
2001-10-01,A,FZ,N,-21.5
2001-10-01,A,FZ,R,-12.8
2001-10-01,A,TBS,WMF,312.12221925
2001-10-01,A,TBS,N,-6.6
2001-10-01,A,TBS,R,-6.1
2001-10-01,H,GT,WMF,-128.07483068
2001-11-01,E,GT,WMF,10098.45757262
2001-11-01,E,GT,N,-12.6
2001-11-01,E,GT,R,-11.5
2001-11-01,E,CHEM,WMF,2184.55667174
2001-11-01,E,CHEM,N,5.6
2001-11-01,E,CHEM,R,-7.3
2001-11-01,E,ME,WMF,2265.32392299
2001-11-01,E,ME,N,-13.8
2001-11-01,E,ME,R,-9.8
2001-11-01,E,UHR,WMF,124.42763623
2001-11-01,E,UHR,N,-16.2
2001-11-01,E,UHR,R,-25.6
2001-11-01,E,PI,WMF,344.08219829
2001-11-01,E,PI,N,-10.3
2001-11-01,E,PI,R,-7.6
2001-11-01,E,MET,WMF,755.88184945
2001-11-01,E,MET,N,-18.9
2001-11-01,E,MET,R,-13.3
2001-11-01,E,FZ,WMF,1098.45962769
2001-11-01,E,FZ,N,-31.4
2001-11-01,E,FZ,R,-33.3
2001-11-01,E,TBS,WMF,695.05352065
2001-11-01,E,TBS,N,-8.5
2001-11-01,E,TBS,R,-7.0
2001-11-01,A,GT,WMF,10236.19320255
2001-11-01,A,GT,N,-3.8
2001-11-01,A,GT,R,-2.5
2001-11-01,A,CHEM,WMF,3360.50611824
2001-11-01,A,CHEM,N,5.2
2001-11-01,A,CHEM,R,6.3
2001-11-01,A,ME,WMF,2818.83055796
2001-11-01,A,ME,N,-7.7
2001-11-01,A,ME,R,-7.4
2001-11-01,A,UHR,WMF,816.46653624
2001-11-01,A,UHR,N,-9.4
2001-11-01,A,UHR,R,-8.3
2001-11-01,A,PI,WMF,699.05668928
2001-11-01,A,PI,N,-0.4
2001-11-01,A,PI,R,2.1
2001-11-01,A,MET,WMF,798.85284557
2001-11-01,A,MET,N,-14.3
2001-11-01,A,MET,R,-12.7
2001-11-01,A,FZ,WMF,224.19765502
2001-11-01,A,FZ,N,-1.1
2001-11-01,A,FZ,R,0.8
2001-11-01,A,TBS,WMF,325.165251
2001-11-01,A,TBS,N,-3.3
2001-11-01,A,TBS,R,-0.7
2001-11-01,H,GT,WMF,137.73562993
2001-12-01,E,GT,WMF,10110.16460783
2001-12-01,E,GT,N,-15.1
2001-12-01,E,GT,R,-13.9
2001-12-01,E,CHEM,WMF,2063.95190056
2001-12-01,E,CHEM,N,-6.7
2001-12-01,E,CHEM,R,-18.6
2001-12-01,E,ME,WMF,2203.34582385
2001-12-01,E,ME,N,-22.0
2001-12-01,E,ME,R,-16.0
2001-12-01,E,UHR,WMF,111.54555275
2001-12-01,E,UHR,N,-21.8
2001-12-01,E,UHR,R,-30.8
2001-12-01,E,PI,WMF,331.8118291
2001-12-01,E,PI,N,-18.1
2001-12-01,E,PI,R,-19.2
2001-12-01,E,MET,WMF,759.29787109
2001-12-01,E,MET,N,-23.0
2001-12-01,E,MET,R,-19.3
2001-12-01,E,FZ,WMF,1148.67042859
2001-12-01,E,FZ,N,-13.3
2001-12-01,E,FZ,R,-14.2
2001-12-01,E,TBS,WMF,721.34285062
2001-12-01,E,TBS,N,-9.0
2001-12-01,E,TBS,R,-9.3
2001-12-01,A,GT,WMF,10543.1079827
2001-12-01,A,GT,N,-5.7
2001-12-01,A,GT,R,-7.0
2001-12-01,A,CHEM,WMF,3706.84151321
2001-12-01,A,CHEM,N,20.5
2001-12-01,A,CHEM,R,10.1
2001-12-01,A,ME,WMF,2722.98484189
2001-12-01,A,ME,N,-20.5
2001-12-01,A,ME,R,-17.3
2001-12-01,A,UHR,WMF,842.89873536
2001-12-01,A,UHR,N,-13.5
2001-12-01,A,UHR,R,-19.4
2001-12-01,A,PI,WMF,695.94779014
2001-12-01,A,PI,N,-2.1
2001-12-01,A,PI,R,-1.9
2001-12-01,A,MET,WMF,819.36710493
2001-12-01,A,MET,N,-20.4
2001-12-01,A,MET,R,-19.7
2001-12-01,A,FZ,WMF,222.7631565
2001-12-01,A,FZ,N,-19.3
2001-12-01,A,FZ,R,-13.8
2001-12-01,A,TBS,WMF,313.8889172
2001-12-01,A,TBS,N,-7.1
2001-12-01,A,TBS,R,-7.4
2001-12-01,H,GT,WMF,432.94337487
2002-01-01,E,GT,WMF,11029.22255892
2002-01-01,E,GT,N,-3.0
2002-01-01,E,GT,R,0.9
2002-01-01,E,CHEM,WMF,2209.82400935
2002-01-01,E,CHEM,N,8.0
2002-01-01,E,CHEM,R,8.8
2002-01-01,E,ME,WMF,2237.74473522
2002-01-01,E,ME,N,-20.0
2002-01-01,E,ME,R,-14.0
2002-01-01,E,UHR,WMF,156.60706537
2002-01-01,E,UHR,N,3.2
2002-01-01,E,UHR,R,-10.1
2002-01-01,E,PI,WMF,396.34657505
2002-01-01,E,PI,N,-1.4
2002-01-01,E,PI,R,-2.5
2002-01-01,E,MET,WMF,785.22580293
2002-01-01,E,MET,N,-16.5
2002-01-01,E,MET,R,-11.9
2002-01-01,E,FZ,WMF,1339.80622839
2002-01-01,E,FZ,N,9.8
2002-01-01,E,FZ,R,8.4
2002-01-01,E,TBS,WMF,784.21720774
2002-01-01,E,TBS,N,1.4
2002-01-01,E,TBS,R,-0.2
2002-01-01,A,GT,WMF,11317.0245075
2002-01-01,A,GT,N,2.1
2002-01-01,A,GT,R,-0.1
2002-01-01,A,CHEM,WMF,3873.38473781
2002-01-01,A,CHEM,N,13.7
2002-01-01,A,CHEM,R,3.4
2002-01-01,A,ME,WMF,2767.29889052
2002-01-01,A,ME,N,-14.4
2002-01-01,A,ME,R,-10.4
2002-01-01,A,UHR,WMF,902.98865243
2002-01-01,A,UHR,N,-2.1
2002-01-01,A,UHR,R,-14.2
2002-01-01,A,PI,WMF,703.93598066
2002-01-01,A,PI,N,1.8
2002-01-01,A,PI,R,1.7
2002-01-01,A,MET,WMF,804.30237803
2002-01-01,A,MET,N,-13.7
2002-01-01,A,MET,R,-11.2
2002-01-01,A,FZ,WMF,512.86345994
2002-01-01,A,FZ,N,83.7
2002-01-01,A,FZ,R,86.0
2002-01-01,A,TBS,WMF,344.90793501
2002-01-01,A,TBS,N,4.1
2002-01-01,A,TBS,R,0.3
2002-01-01,H,GT,WMF,287.80194859
2002-02-01,E,GT,WMF,11085.47322049
2002-02-01,E,GT,N,-1.0
2002-02-01,E,GT,R,2.5
2002-02-01,E,CHEM,WMF,2549.15645076
2002-02-01,E,CHEM,N,21.0
2002-02-01,E,CHEM,R,17.7
2002-02-01,E,ME,WMF,2278.24032846
2002-02-01,E,ME,N,-12.3
2002-02-01,E,ME,R,-7.1
2002-02-01,E,UHR,WMF,155.38599735
2002-02-01,E,UHR,N,4.6
2002-02-01,E,UHR,R,-9.9
2002-02-01,E,PI,WMF,380.77982391
2002-02-01,E,PI,N,2.2
2002-02-01,E,PI,R,3.6
2002-02-01,E,MET,WMF,784.12596864
2002-02-01,E,MET,N,-15.6
2002-02-01,E,MET,R,-9.8
2002-02-01,E,FZ,WMF,1119.36476212
2002-02-01,E,FZ,N,-14.7
2002-02-01,E,FZ,R,-12.4
2002-02-01,E,TBS,WMF,746.04123186
2002-02-01,E,TBS,N,-1.5
2002-02-01,E,TBS,R,-1.9
2002-02-01,A,GT,WMF,10775.11751415
2002-02-01,A,GT,N,-4.0
2002-02-01,A,GT,R,-2.7
2002-02-01,A,CHEM,WMF,3508.2235952
2002-02-01,A,CHEM,N,3.5
2002-02-01,A,CHEM,R,5.4
2002-02-01,A,ME,WMF,2698.18532797
2002-02-01,A,ME,N,-17.0
2002-02-01,A,ME,R,-14.7
2002-02-01,A,UHR,WMF,904.24895174
2002-02-01,A,UHR,N,-10.4
2002-02-01,A,UHR,R,-10.6
2002-02-01,A,PI,WMF,721.37341469
2002-02-01,A,PI,N,2.0
2002-02-01,A,PI,R,-4.0
2002-02-01,A,MET,WMF,808.19105672
2002-02-01,A,MET,N,-11.7
2002-02-01,A,MET,R,-7.7
2002-02-01,A,FZ,WMF,368.21364468
2002-02-01,A,FZ,N,6.7
2002-02-01,A,FZ,R,-5.8
2002-02-01,A,TBS,WMF,351.71582542
2002-02-01,A,TBS,N,6.4
2002-02-01,A,TBS,R,1.9
2002-02-01,H,GT,WMF,-310.35570634
2002-03-01,E,GT,WMF,10710.45832209
2002-03-01,E,GT,N,-3.0
2002-03-01,E,GT,R,-0.5
2002-03-01,E,CHEM,WMF,2078.76262934
2002-03-01,E,CHEM,N,-3.6
2002-03-01,E,CHEM,R,-3.8
2002-03-01,E,ME,WMF,2255.55184559
2002-03-01,E,ME,N,-14.2
2002-03-01,E,ME,R,-9.7
2002-03-01,E,UHR,WMF,163.46526632
2002-03-01,E,UHR,N,16.4
2002-03-01,E,UHR,R,18.5
2002-03-01,E,PI,WMF,393.30517998
2002-03-01,E,PI,N,-0.5
2002-03-01,E,PI,R,2.0
2002-03-01,E,MET,WMF,772.74161807
2002-03-01,E,MET,N,-14.5
2002-03-01,E,MET,R,-9.4
2002-03-01,E,FZ,WMF,1218.39879292
2002-03-01,E,FZ,N,7.0
2002-03-01,E,FZ,R,6.9
2002-03-01,E,TBS,WMF,734.62274339
2002-03-01,E,TBS,N,-3.7
2002-03-01,E,TBS,R,-5.7
2002-03-01,A,GT,WMF,11082.47909897
2002-03-01,A,GT,N,0.2
2002-03-01,A,GT,R,1.1
2002-03-01,A,CHEM,WMF,3641.17888097
2002-03-01,A,CHEM,N,6.7
2002-03-01,A,CHEM,R,6.7
2002-03-01,A,ME,WMF,2704.60985558
2002-03-01,A,ME,N,-20.0
2002-03-01,A,ME,R,-18.0
2002-03-01,A,UHR,WMF,867.30966072
2002-03-01,A,UHR,N,6.9
2002-03-01,A,UHR,R,5.2
2002-03-01,A,PI,WMF,769.74770936
2002-03-01,A,PI,N,8.8
2002-03-01,A,PI,R,8.6
2002-03-01,A,MET,WMF,817.34506387
2002-03-01,A,MET,N,-10.0
2002-03-01,A,MET,R,-6.2
2002-03-01,A,FZ,WMF,505.31165638
2002-03-01,A,FZ,N,99.7
2002-03-01,A,FZ,R,89.2
2002-03-01,A,TBS,WMF,358.08219828
