Date,TradeStat,Sector,Measure,Value
2008-02-01,A,TBS,R,-2.6
2008-02-01,H,GT,WMF,905.90675456
2008-03-01,E,GT,WMF,15589.30857245
2008-03-01,E,GT,N,3.6
2008-03-01,E,GT,R,-0.1
2008-03-01,E,CHEM,WMF,3264.8330376
2008-03-01,E,CHEM,N,-10.0
2008-03-01,E,CHEM,R,-7.3
2008-03-01,E,ME,WMF,2969.25560447
2008-03-01,E,ME,N,3.0
2008-03-01,E,ME,R,0.5
2008-03-01,E,UHR,WMF,213.48489932
2008-03-01,E,UHR,N,11.6
2008-03-01,E,UHR,R,12.9
2008-03-01,E,PI,WMF,574.85028819
2008-03-01,E,PI,N,5.9
2008-03-01,E,PI,R,7.7
2008-03-01,E,MET,WMF,1541.42641853
2008-03-01,E,MET,N,2.1
2008-03-01,E,MET,R,1.7
2008-03-01,E,FZ,WMF,1332.80118768
2008-03-01,E,FZ,N,3.8
2008-03-01,E,FZ,R,2.7
2008-03-01,E,TBS,WMF,835.53946579
2008-03-01,E,TBS,N,0.5
2008-03-01,E,TBS,R,1.1
2008-03-01,A,GT,WMF,17024.02137544
2008-03-01,A,GT,N,9.1
2008-03-01,A,GT,R,7.9
2008-03-01,A,CHEM,WMF,6317.72346799
2008-03-01,A,CHEM,N,15.9
2008-03-01,A,CHEM,R,19.3
2008-03-01,A,ME,WMF,3775.69527465
2008-03-01,A,ME,N,7.8
2008-03-01,A,ME,R,5.3
2008-03-01,A,UHR,WMF,1437.47625833
2008-03-01,A,UHR,N,10.4
2008-03-01,A,UHR,R,1.1
2008-03-01,A,PI,WMF,1181.23403518
2008-03-01,A,PI,N,2.5
2008-03-01,A,PI,R,4.5
2008-03-01,A,MET,WMF,1356.10811364
2008-03-01,A,MET,N,7.2
2008-03-01,A,MET,R,6.6
2008-03-01,A,FZ,WMF,422.58693649
2008-03-01,A,FZ,N,-25.8
2008-03-01,A,FZ,R,-27.4
2008-03-01,A,TBS,WMF,375.14619632
2008-03-01,A,TBS,N,-4.1
2008-03-01,A,TBS,R,-3.0
2008-03-01,H,GT,WMF,1434.71280299
2008-04-01,E,GT,WMF,15817.78378259
2008-04-01,E,GT,N,6.3
2008-04-01,E,GT,R,7.4
2008-04-01,E,CHEM,WMF,3190.8646911
2008-04-01,E,CHEM,N,1.5
2008-04-01,E,CHEM,R,18.3
2008-04-01,E,ME,WMF,3061.20319836
2008-04-01,E,ME,N,6.2
2008-04-01,E,ME,R,8.0
2008-04-01,E,UHR,WMF,221.43464093
2008-04-01,E,UHR,N,-0.4
2008-04-01,E,UHR,R,-13.4
2008-04-01,E,PI,WMF,577.71755568
2008-04-01,E,PI,N,2.3
2008-04-01,E,PI,R,7.1
2008-04-01,E,MET,WMF,1564.78016445
2008-04-01,E,MET,N,-0.3
2008-04-01,E,MET,R,0.2
2008-04-01,E,FZ,WMF,1540.98786197
2008-04-01,E,FZ,N,12.3
2008-04-01,E,FZ,R,7.1
2008-04-01,E,TBS,WMF,842.79489793
2008-04-01,E,TBS,N,0.1
2008-04-01,E,TBS,R,-2.6
2008-04-01,A,GT,WMF,17034.55732264
2008-04-01,A,GT,N,9.5
2008-04-01,A,GT,R,2.1
2008-04-01,A,CHEM,WMF,6129.98208196
2008-04-01,A,CHEM,N,9.0
2008-04-01,A,CHEM,R,-5.7
2008-04-01,A,ME,WMF,3784.65695761
2008-04-01,A,ME,N,8.9
2008-04-01,A,ME,R,8.5
2008-04-01,A,UHR,WMF,1404.09586741
2008-04-01,A,UHR,N,10.1
2008-04-01,A,UHR,R,4.2
2008-04-01,A,PI,WMF,1272.4648411
2008-04-01,A,PI,N,13.1
2008-04-01,A,PI,R,8.6
2008-04-01,A,MET,WMF,1349.17465484
2008-04-01,A,MET,N,4.8
2008-04-01,A,MET,R,4.4
2008-04-01,A,FZ,WMF,547.0614346
2008-04-01,A,FZ,N,35.3
2008-04-01,A,FZ,R,2.6
2008-04-01,A,TBS,WMF,379.06911049
2008-04-01,A,TBS,N,-2.2
2008-04-01,A,TBS,R,-1.0
2008-04-01,H,GT,WMF,1216.77354005
2008-05-01,E,GT,WMF,16072.90729718
2008-05-01,E,GT,N,1.0
2008-05-01,E,GT,R,0.0
2008-05-01,E,CHEM,WMF,3323.01007552
2008-05-01,E,CHEM,N,-6.0
2008-05-01,E,CHEM,R,9.2
2008-05-01,E,ME,WMF,3050.05642027
2008-05-01,E,ME,N,3.0
2008-05-01,E,ME,R,1.5
2008-05-01,E,UHR,WMF,231.690909
2008-05-01,E,UHR,N,11.4
2008-05-01,E,UHR,R,4.1
2008-05-01,E,PI,WMF,580.44177852
2008-05-01,E,PI,N,2.8
2008-05-01,E,PI,R,2.4
2008-05-01,E,MET,WMF,1560.51715834
2008-05-01,E,MET,N,-3.7
2008-05-01,E,MET,R,-2.9
2008-05-01,E,FZ,WMF,1505.74598056
2008-05-01,E,FZ,N,-15.4
2008-05-01,E,FZ,R,-19.4
2008-05-01,E,TBS,WMF,839.41682099
2008-05-01,E,TBS,N,-1.9
2008-05-01,E,TBS,R,-4.2
2008-05-01,A,GT,WMF,16931.29519526
2008-05-01,A,GT,N,4.8
2008-05-01,A,GT,R,1.4
2008-05-01,A,CHEM,WMF,6026.90840526
2008-05-01,A,CHEM,N,1.8
2008-05-01,A,CHEM,R,2.5
2008-05-01,A,ME,WMF,3649.1924315
2008-05-01,A,ME,N,1.3
2008-05-01,A,ME,R,-1.9
2008-05-01,A,UHR,WMF,1470.24415347
2008-05-01,A,UHR,N,14.1
2008-05-01,A,UHR,R,5.0
2008-05-01,A,PI,WMF,1232.93415903
2008-05-01,A,PI,N,7.4
2008-05-01,A,PI,R,6.4
2008-05-01,A,MET,WMF,1303.15897255
2008-05-01,A,MET,N,-0.7
2008-05-01,A,MET,R,-0.1
2008-05-01,A,FZ,WMF,599.83344629
2008-05-01,A,FZ,N,24.1
2008-05-01,A,FZ,R,-4.8
2008-05-01,A,TBS,WMF,384.21655239
2008-05-01,A,TBS,N,-2.9
2008-05-01,A,TBS,R,-2.8
2008-05-01,H,GT,WMF,858.38789808
2008-06-01,E,GT,WMF,15994.61439909
2008-06-01,E,GT,N,5.0
2008-06-01,E,GT,R,2.2
2008-06-01,E,CHEM,WMF,3271.78367216
2008-06-01,E,CHEM,N,-4.2
2008-06-01,E,CHEM,R,4.1
2008-06-01,E,ME,WMF,2971.97073014
2008-06-01,E,ME,N,-1.0
2008-06-01,E,ME,R,-0.4
2008-06-01,E,UHR,WMF,232.1241903
2008-06-01,E,UHR,N,9.4
2008-06-01,E,UHR,R,-2.8
2008-06-01,E,PI,WMF,589.53517718
2008-06-01,E,PI,N,3.2
2008-06-01,E,PI,R,7.0
2008-06-01,E,MET,WMF,1578.98130722
2008-06-01,E,MET,N,-0.9
2008-06-01,E,MET,R,-0.3
2008-06-01,E,FZ,WMF,1449.89962883
2008-06-01,E,FZ,N,-2.2
2008-06-01,E,FZ,R,-6.1
2008-06-01,E,TBS,WMF,852.67005067
2008-06-01,E,TBS,N,1.3
2008-06-01,E,TBS,R,0.8
2008-06-01,A,GT,WMF,17629.90663626
2008-06-01,A,GT,N,10.3
2008-06-01,A,GT,R,7.9
2008-06-01,A,CHEM,WMF,6468.89592784
2008-06-01,A,CHEM,N,13.7
2008-06-01,A,CHEM,R,20.9
2008-06-01,A,ME,WMF,3750.10460215
2008-06-01,A,ME,N,1.8
2008-06-01,A,ME,R,0.2
2008-06-01,A,UHR,WMF,1537.87355428
2008-06-01,A,UHR,N,16.3
2008-06-01,A,UHR,R,10.5
2008-06-01,A,PI,WMF,1258.59347205
2008-06-01,A,PI,N,12.1
2008-06-01,A,PI,R,-1.3
2008-06-01,A,MET,WMF,1330.674789
2008-06-01,A,MET,N,0.9
2008-06-01,A,MET,R,0.9
2008-06-01,A,FZ,WMF,551.08487419
2008-06-01,A,FZ,N,18.9
2008-06-01,A,FZ,R,-12.9
2008-06-01,A,TBS,WMF,386.22774817
2008-06-01,A,TBS,N,1.5
2008-06-01,A,TBS,R,3.6
2008-06-01,H,GT,WMF,1635.29223716
2008-07-01,E,GT,WMF,16062.93214991
2008-07-01,E,GT,N,2.8
2008-07-01,E,GT,R,1.5
2008-07-01,E,CHEM,WMF,3348.52857249
2008-07-01,E,CHEM,N,-9.0
2008-07-01,E,CHEM,R,1.1
2008-07-01,E,ME,WMF,2990.1703457
2008-07-01,E,ME,N,1.2
2008-07-01,E,ME,R,2.1
2008-07-01,E,UHR,WMF,246.0555795
2008-07-01,E,UHR,N,16.3
2008-07-01,E,UHR,R,12.8
2008-07-01,E,PI,WMF,613.30001085
2008-07-01,E,PI,N,13.1
2008-07-01,E,PI,R,14.8
2008-07-01,E,MET,WMF,1585.00708586
2008-07-01,E,MET,N,0.6
2008-07-01,E,MET,R,1.3
2008-07-01,E,FZ,WMF,1383.36326023
2008-07-01,E,FZ,N,-3.5
2008-07-01,E,FZ,R,-6.6
2008-07-01,E,TBS,WMF,834.604163
2008-07-01,E,TBS,N,0.0
2008-07-01,E,TBS,R,-0.3
2008-07-01,A,GT,WMF,17282.0511857
2008-07-01,A,GT,N,4.8
2008-07-01,A,GT,R,2.6
2008-07-01,A,CHEM,WMF,6274.93717983
2008-07-01,A,CHEM,N,7.0
2008-07-01,A,CHEM,R,6.5
2008-07-01,A,ME,WMF,3692.05590815
2008-07-01,A,ME,N,-3.0
2008-07-01,A,ME,R,0.0
2008-07-01,A,UHR,WMF,1502.53953663
2008-07-01,A,UHR,N,5.8
2008-07-01,A,UHR,R,6.0
2008-07-01,A,PI,WMF,1274.47432221
2008-07-01,A,PI,N,7.4
2008-07-01,A,PI,R,0.7
2008-07-01,A,MET,WMF,1316.05310446
2008-07-01,A,MET,N,0.6
2008-07-01,A,MET,R,-1.8
2008-07-01,A,FZ,WMF,520.37214629
2008-07-01,A,FZ,N,16.6
2008-07-01,A,FZ,R,-7.0
2008-07-01,A,TBS,WMF,382.64408483
2008-07-01,A,TBS,N,0.2
2008-07-01,A,TBS,R,3.6
2008-07-01,H,GT,WMF,1219.11903579
2008-08-01,E,GT,WMF,15884.94948782
2008-08-01,E,GT,N,4.0
2008-08-01,E,GT,R,0.8
2008-08-01,E,CHEM,WMF,3077.02537149
2008-08-01,E,CHEM,N,-7.2
2008-08-01,E,CHEM,R,5.8
2008-08-01,E,ME,WMF,3019.29669737
2008-08-01,E,ME,N,2.5
2008-08-01,E,ME,R,-0.5
2008-08-01,E,UHR,WMF,230.43762308
2008-08-01,E,UHR,N,1.1
2008-08-01,E,UHR,R,-7.9
2008-08-01,E,PI,WMF,613.37711639
2008-08-01,E,PI,N,9.9
2008-08-01,E,PI,R,6.9
2008-08-01,E,MET,WMF,1560.4126831
2008-08-01,E,MET,N,2.2
2008-08-01,E,MET,R,0.4
2008-08-01,E,FZ,WMF,1377.48336075
2008-08-01,E,FZ,N,-8.5
2008-08-01,E,FZ,R,-11.5
2008-08-01,E,TBS,WMF,827.24126063
2008-08-01,E,TBS,N,-0.7
2008-08-01,E,TBS,R,-0.8
2008-08-01,A,GT,WMF,17395.65081911
2008-08-01,A,GT,N,8.6
2008-08-01,A,GT,R,3.6
2008-08-01,A,CHEM,WMF,6192.0988831
2008-08-01,A,CHEM,N,9.8
2008-08-01,A,CHEM,R,4.8
2008-08-01,A,ME,WMF,3769.84730949
2008-08-01,A,ME,N,2.6
2008-08-01,A,ME,R,2.5
2008-08-01,A,UHR,WMF,1397.77911975
2008-08-01,A,UHR,N,11.4
2008-08-01,A,UHR,R,4.8
2008-08-01,A,PI,WMF,1261.32902562
2008-08-01,A,PI,N,5.7
2008-08-01,A,PI,R,2.3
2008-08-01,A,MET,WMF,1319.00513173
2008-08-01,A,MET,N,1.4
2008-08-01,A,MET,R,-0.6
2008-08-01,A,FZ,WMF,806.65736659
2008-08-01,A,FZ,N,73.3
2008-08-01,A,FZ,R,33.0
2008-08-01,A,TBS,WMF,371.15453226
2008-08-01,A,TBS,N,-3.9
2008-08-01,A,TBS,R,-2.2
2008-08-01,H,GT,WMF,1510.70133129
2008-09-01,E,GT,WMF,15784.81907405
2008-09-01,E,GT,N,2.5
2008-09-01,E,GT,R,0.3
2008-09-01,E,CHEM,WMF,3022.97929531
2008-09-01,E,CHEM,N,-13.1
2008-09-01,E,CHEM,R,-6.7
2008-09-01,E,ME,WMF,3120.83545857
2008-09-01,E,ME,N,6.0
2008-09-01,E,ME,R,7.6
2008-09-01,E,UHR,WMF,248.49593882
2008-09-01,E,UHR,N,14.4
2008-09-01,E,UHR,R,7.0
2008-09-01,E,PI,WMF,629.00948216
2008-09-01,E,PI,N,8.7
2008-09-01,E,PI,R,6.7
2008-09-01,E,MET,WMF,1523.67244973
2008-09-01,E,MET,N,1.7
2008-09-01,E,MET,R,1.6
2008-09-01,E,FZ,WMF,1469.52080044
2008-09-01,E,FZ,N,-2.0
2008-09-01,E,FZ,R,-8.2
2008-09-01,E,TBS,WMF,808.08351226
2008-09-01,E,TBS,N,-4.6
2008-09-01,E,TBS,R,-4.4
2008-09-01,A,GT,WMF,16813.83981815
2008-09-01,A,GT,N,2.3
2008-09-01,A,GT,R,1.2
2008-09-01,A,CHEM,WMF,5900.26154542
2008-09-01,A,CHEM,N,-3.5
2008-09-01,A,CHEM,R,-0.4
2008-09-01,A,ME,WMF,3586.99531398
2008-09-01,A,ME,N,0.8
2008-09-01,A,ME,R,2.3
2008-09-01,A,UHR,WMF,1489.87371515
2008-09-01,A,UHR,N,8.5
2008-09-01,A,UHR,R,3.2
2008-09-01,A,PI,WMF,1289.34658204
2008-09-01,A,PI,N,9.7
2008-09-01,A,PI,R,6.8
2008-09-01,A,MET,WMF,1285.28110822
2008-09-01,A,MET,N,-0.4
2008-09-01,A,MET,R,-1.6
2008-09-01,A,FZ,WMF,465.21328573
2008-09-01,A,FZ,N,10.0
2008-09-01,A,FZ,R,-5.1
2008-09-01,A,TBS,WMF,352.89670826
2008-09-01,A,TBS,N,-10.1
2008-09-01,A,TBS,R,-3.7
2008-09-01,H,GT,WMF,1029.0207441
2008-10-01,E,GT,WMF,14919.54856133
2008-10-01,E,GT,N,-4.9
2008-10-01,E,GT,R,-5.4
2008-10-01,E,CHEM,WMF,2812.81899735
2008-10-01,E,CHEM,N,-22.0
2008-10-01,E,CHEM,R,-14.4
2008-10-01,E,ME,WMF,2813.83232144
2008-10-01,E,ME,N,-5.0
2008-10-01,E,ME,R,-3.8
2008-10-01,E,UHR,WMF,233.99914775
2008-10-01,E,UHR,N,11.0
2008-10-01,E,UHR,R,-3.4
2008-10-01,E,PI,WMF,584.95448822
2008-10-01,E,PI,N,1.1
2008-10-01,E,PI,R,2.2
2008-10-01,E,MET,WMF,1407.5806282
2008-10-01,E,MET,N,-6.8
2008-10-01,E,MET,R,-4.8
2008-10-01,E,FZ,WMF,1341.91290572
2008-10-01,E,FZ,N,-3.2
2008-10-01,E,FZ,R,-12.2
2008-10-01,E,TBS,WMF,811.84249472
2008-10-01,E,TBS,N,-4.3
2008-10-01,E,TBS,R,-4.4
2008-10-01,A,GT,WMF,16048.36994302
2008-10-01,A,GT,N,-2.4
2008-10-01,A,GT,R,-6.7
2008-10-01,A,CHEM,WMF,5704.85407193
2008-10-01,A,CHEM,N,0.9
2008-10-01,A,CHEM,R,-7.8
2008-10-01,A,ME,WMF,3565.29086996
2008-10-01,A,ME,N,-4.7
2008-10-01,A,ME,R,-3.9
2008-10-01,A,UHR,WMF,1432.27970936
2008-10-01,A,UHR,N,1.2
2008-10-01,A,UHR,R,-5.5
2008-10-01,A,PI,WMF,1235.3028647
2008-10-01,A,PI,N,4.3
2008-10-01,A,PI,R,0.9
2008-10-01,A,MET,WMF,1188.38148818
2008-10-01,A,MET,N,-9.4
2008-10-01,A,MET,R,-9.4
2008-10-01,A,FZ,WMF,364.71250046
2008-10-01,A,FZ,N,-44.8
2008-10-01,A,FZ,R,-44.2
2008-10-01,A,TBS,WMF,358.70092009
2008-10-01,A,TBS,N,-7.3
2008-10-01,A,TBS,R,-5.6
2008-10-01,H,GT,WMF,1128.82138168
2008-11-01,E,GT,WMF,14506.03311891
2008-11-01,E,GT,N,-6.8
2008-11-01,E,GT,R,-2.9
2008-11-01,E,CHEM,WMF,2972.36782308
2008-11-01,E,CHEM,N,-13.0
2008-11-01,E,CHEM,R,1.0
2008-11-01,E,ME,WMF,2809.65545078
2008-11-01,E,ME,N,-4.0
2008-11-01,E,ME,R,-3.7
2008-11-01,E,UHR,WMF,225.28525953
2008-11-01,E,UHR,N,-0.8
2008-11-01,E,UHR,R,-15.0
2008-11-01,E,PI,WMF,586.95234372
2008-11-01,E,PI,N,2.1
2008-11-01,E,PI,R,-0.8
2008-11-01,E,MET,WMF,1328.72678697
2008-11-01,E,MET,N,-11.3
2008-11-01,E,MET,R,-7.7
2008-11-01,E,FZ,WMF,1261.52766145
2008-11-01,E,FZ,N,-9.3
2008-11-01,E,FZ,R,-16.5
2008-11-01,E,TBS,WMF,802.47631902
2008-11-01,E,TBS,N,-6.7
2008-11-01,E,TBS,R,-5.8
2008-11-01,A,GT,WMF,15716.36336624
2008-11-01,A,GT,N,-4.5
2008-11-01,A,GT,R,-4.5
2008-11-01,A,CHEM,WMF,5663.16628302
2008-11-01,A,CHEM,N,-5.1
2008-11-01,A,CHEM,R,-5.4
2008-11-01,A,ME,WMF,3480.8578299
2008-11-01,A,ME,N,-5.0
2008-11-01,A,ME,R,-4.1
2008-11-01,A,UHR,WMF,1228.70102757
2008-11-01,A,UHR,N,-14.9
2008-11-01,A,UHR,R,-15.5
2008-11-01,A,PI,WMF,1266.28142363
2008-11-01,A,PI,N,4.9
2008-11-01,A,PI,R,5.4
2008-11-01,A,MET,WMF,1090.02415753
2008-11-01,A,MET,N,-15.6
2008-11-01,A,MET,R,-15.8
2008-11-01,A,FZ,WMF,526.05765462
2008-11-01,A,FZ,N,35.4
2008-11-01,A,FZ,R,25.1
2008-11-01,A,TBS,WMF,363.15838925
2008-11-01,A,TBS,N,-6.4
2008-11-01,A,TBS,R,-6.5
2008-11-01,H,GT,WMF,1210.33024733
2008-12-01,E,GT,WMF,14387.86634835
2008-12-01,E,GT,N,-9.5
2008-12-01,E,GT,R,-5.4
2008-12-01,E,CHEM,WMF,3412.09437541
2008-12-01,E,CHEM,N,-1.7
2008-12-01,E,CHEM,R,11.5
2008-12-01,E,ME,WMF,2708.11581612
2008-12-01,E,ME,N,-10.1
2008-12-01,E,ME,R,-9.1
2008-12-01,E,UHR,WMF,230.3497921
2008-12-01,E,UHR,N,7.9
2008-12-01,E,UHR,R,-13.5
2008-12-01,E,PI,WMF,585.27217303
2008-12-01,E,PI,N,2.1
2008-12-01,E,PI,R,-0.2
2008-12-01,E,MET,WMF,1261.35932105
2008-12-01,E,MET,N,-17.7
2008-12-01,E,MET,R,-16.4
2008-12-01,E,FZ,WMF,1114.6926487
2008-12-01,E,FZ,N,-19.1
2008-12-01,E,FZ,R,-24.4
2008-12-01,E,TBS,WMF,808.30807151
2008-12-01,E,TBS,N,-6.5
2008-12-01,E,TBS,R,-7.0
2008-12-01,A,GT,WMF,14894.42623314
2008-12-01,A,GT,N,-8.3
2008-12-01,A,GT,R,-9.8
2008-12-01,A,CHEM,WMF,5557.14542335
2008-12-01,A,CHEM,N,-3.9
2008-12-01,A,CHEM,R,-5.9
2008-12-01,A,ME,WMF,3150.21938968
2008-12-01,A,ME,N,-11.3
2008-12-01,A,ME,R,-12.2
2008-12-01,A,UHR,WMF,1253.94091224
2008-12-01,A,UHR,N,-11.4
2008-12-01,A,UHR,R,-14.9
2008-12-01,A,PI,WMF,1214.21902652
2008-12-01,A,PI,N,0.2
2008-12-01,A,PI,R,-1.3
2008-12-01,A,MET,WMF,1001.38937137
2008-12-01,A,MET,N,-22.8
2008-12-01,A,MET,R,-22.5
2008-12-01,A,FZ,WMF,383.82120343
2008-12-01,A,FZ,N,-11.4
2008-12-01,A,FZ,R,-14.4
2008-12-01,A,TBS,WMF,338.23705315
2008-12-01,A,TBS,N,-12.7
2008-12-01,A,TBS,R,-16.4
2008-12-01,H,GT,WMF,506.55988479
2009-01-01,E,GT,WMF,13702.92249545
2009-01-01,E,GT,N,-13.5
2009-01-01,E,GT,R,-8.5
2009-01-01,E,CHEM,WMF,2936.77199776
2009-01-01,E,CHEM,N,-4.4
2009-01-01,E,CHEM,R,0.5
2009-01-01,E,ME,WMF,2592.37470629
2009-01-01,E,ME,N,-14.9
2009-01-01,E,ME,R,-13.0
2009-01-01,E,UHR,WMF,228.79188456
2009-01-01,E,UHR,N,-1.0
2009-01-01,E,UHR,R,-11.8
2009-01-01,E,PI,WMF,539.63545342
2009-01-01,E,PI,N,-7.4
2009-01-01,E,PI,R,-15.3
2009-01-01,E,MET,WMF,1160.11470962
2009-01-01,E,MET,N,-24.8
2009-01-01,E,MET,R,-18.5
2009-01-01,E,FZ,WMF,1052.50749505
2009-01-01,E,FZ,N,-27.2
2009-01-01,E,FZ,R,-29.6
2009-01-01,E,TBS,WMF,790.55261179
2009-01-01,E,TBS,N,-12.4
2009-01-01,E,TBS,R,-10.7
2009-01-01,A,GT,WMF,14999.45889999
2009-01-01,A,GT,N,-8.3
2009-01-01,A,GT,R,-9.3
2009-01-01,A,CHEM,WMF,5761.08937981
2009-01-01,A,CHEM,N,6.9
2009-01-01,A,CHEM,R,3.4
2009-01-01,A,ME,WMF,3108.61637896
2009-01-01,A,ME,N,-19.2
2009-01-01,A,ME,R,-17.5
2009-01-01,A,UHR,WMF,1208.46540507
2009-01-01,A,UHR,N,-16.7
2009-01-01,A,UHR,R,-22.5
2009-01-01,A,PI,WMF,1219.72692049
2009-01-01,A,PI,N,1.6
2009-01-01,A,PI,R,-0.1
2009-01-01,A,MET,WMF,934.6830248
2009-01-01,A,MET,N,-29.9
2009-01-01,A,MET,R,-25.9
2009-01-01,A,FZ,WMF,419.29230616
2009-01-01,A,FZ,N,-15.0
2009-01-01,A,FZ,R,-14.9
2009-01-01,A,TBS,WMF,336.22170137
2009-01-01,A,TBS,N,-12.5
2009-01-01,A,TBS,R,-13.1
2009-01-01,H,GT,WMF,1296.53640454
2009-02-01,E,GT,WMF,14109.58441981
2009-02-01,E,GT,N,-11.1
2009-02-01,E,GT,R,-6.3
2009-02-01,E,CHEM,WMF,2913.23130453
2009-02-01,E,CHEM,N,-19.6
2009-02-01,E,CHEM,R,-15.4
2009-02-01,E,ME,WMF,2563.33708336
2009-02-01,E,ME,N,-14.5
2009-02-01,E,ME,R,-12.3
2009-02-01,E,UHR,WMF,177.69720347
2009-02-01,E,UHR,N,-15.6
2009-02-01,E,UHR,R,-20.6
2009-02-01,E,PI,WMF,542.4657301
2009-02-01,E,PI,N,-5.7
2009-02-01,E,PI,R,-13.3
2009-02-01,E,MET,WMF,1073.9411031
2009-02-01,E,MET,N,-29.9
2009-02-01,E,MET,R,-23.9
2009-02-01,E,FZ,WMF,1041.76933854
2009-02-01,E,FZ,N,-30.3
2009-02-01,E,FZ,R,-30.5
2009-02-01,E,TBS,WMF,779.3048192
2009-02-01,E,TBS,N,-7.4
2009-02-01,E,TBS,R,-5.4
2009-02-01,A,GT,WMF,14663.48360804
2009-02-01,A,GT,N,-12.6
2009-02-01,A,GT,R,-12.3
2009-02-01,A,CHEM,WMF,5736.32078254
2009-02-01,A,CHEM,N,-6.0
2009-02-01,A,CHEM,R,-3.8
2009-02-01,A,ME,WMF,3008.95862478
2009-02-01,A,ME,N,-20.7
2009-02-01,A,ME,R,-21.1
2009-02-01,A,UHR,WMF,1191.41591674
2009-02-01,A,UHR,N,-14.8
2009-02-01,A,UHR,R,-20.2
2009-02-01,A,PI,WMF,1195.8763974
2009-02-01,A,PI,N,-1.5
2009-02-01,A,PI,R,-2.0
2009-02-01,A,MET,WMF,884.98633496
2009-02-01,A,MET,N,-33.3
2009-02-01,A,MET,R,-28.2
2009-02-01,A,FZ,WMF,417.13352793
2009-02-01,A,FZ,N,6.6
2009-02-01,A,FZ,R,-6.8
2009-02-01,A,TBS,WMF,327.74211967
2009-02-01,A,TBS,N,-12.8
2009-02-01,A,TBS,R,-13.2
2009-02-01,H,GT,WMF,553.89918823
2009-03-01,E,GT,WMF,13704.51192354
2009-03-01,E,GT,N,-12.1
2009-03-01,E,GT,R,-9.0
2009-03-01,E,CHEM,WMF,2723.60760661
2009-03-01,E,CHEM,N,-16.6
2009-03-01,E,CHEM,R,-16.8
2009-03-01,E,ME,WMF,2425.91837342
2009-03-01,E,ME,N,-18.3
2009-03-01,E,ME,R,-16.0
2009-03-01,E,UHR,WMF,207.84995362
2009-03-01,E,UHR,N,-2.6
2009-03-01,E,UHR,R,-12.3
2009-03-01,E,PI,WMF,580.55250978
2009-03-01,E,PI,N,1.0
2009-03-01,E,PI,R,-8.6
2009-03-01,E,MET,WMF,1000.79511535
2009-03-01,E,MET,N,-35.1
2009-03-01,E,MET,R,-28.8
2009-03-01,E,FZ,WMF,1250.73765027
2009-03-01,E,FZ,N,-6.2
2009-03-01,E,FZ,R,-9.6
2009-03-01,E,TBS,WMF,716.09763624
2009-03-01,E,TBS,N,-14.3
2009-03-01,E,TBS,R,-14.6
2009-03-01,A,GT,WMF,13925.8177889
2009-03-01,A,GT,N,-18.2
2009-03-01,A,GT,R,-21.9
2009-03-01,A,CHEM,WMF,5536.6551677
2009-03-01,A,CHEM,N,-12.4
2009-03-01,A,CHEM,R,-24.1
2009-03-01,A,ME,WMF,2867.883873
2009-03-01,A,ME,N,-24.0
2009-03-01,A,ME,R,-25.3
2009-03-01,A,UHR,WMF,1018.44684525
2009-03-01,A,UHR,N,-29.2
2009-03-01,A,UHR,R,-28.4
2009-03-01,A,PI,WMF,1172.10033439
2009-03-01,A,PI,N,-0.8
2009-03-01,A,PI,R,-1.6
2009-03-01,A,MET,WMF,811.62883748
2009-03-01,A,MET,N,-40.2
2009-03-01,A,MET,R,-36.2
2009-03-01,A,FZ,WMF,352.34869547
2009-03-01,A,FZ,N,-16.6
2009-03-01,A,FZ,R,-19.5
2009-03-01,A,TBS,WMF,297.61946173
2009-03-01,A,TBS,N,-20.7
2009-03-01,A,TBS,R,-21.9
2009-03-01,H,GT,WMF,221.30586536
2009-04-01,E,GT,WMF,12880.81925271
2009-04-01,E,GT,N,-18.6
2009-04-01,E,GT,R,-14.8
2009-04-01,E,CHEM,WMF,2728.80464624
2009-04-01,E,CHEM,N,-14.5
2009-04-01,E,CHEM,R,-12.2
2009-04-01,E,ME,WMF,2417.39672619
2009-04-01,E,ME,N,-21.0
2009-04-01,E,ME,R,-20.7
2009-04-01,E,UHR,WMF,218.55898899
2009-04-01,E,UHR,N,-1.3
2009-04-01,E,UHR,R,-9.9
2009-04-01,E,PI,WMF,532.39117577
2009-04-01,E,PI,N,-7.8
2009-04-01,E,PI,R,-16.3
2009-04-01,E,MET,WMF,990.67507035
2009-04-01,E,MET,N,-36.7
2009-04-01,E,MET,R,-28.2
2009-04-01,E,FZ,WMF,1215.83616711
2009-04-01,E,FZ,N,-21.1
2009-04-01,E,FZ,R,-23.1
2009-04-01,E,TBS,WMF,754.59922316
2009-04-01,E,TBS,N,-10.5
2009-04-01,E,TBS,R,-8.2
2009-04-01,A,GT,WMF,15167.56501166
2009-04-01,A,GT,N,-11.0
2009-04-01,A,GT,R,-12.4
2009-04-01,A,CHEM,WMF,6157.65193708
2009-04-01,A,CHEM,N,0.5
2009-04-01,A,CHEM,R,-3.0
2009-04-01,A,ME,WMF,2948.57370678
2009-04-01,A,ME,N,-22.1
2009-04-01,A,ME,R,-23.5
2009-04-01,A,UHR,WMF,1098.99364533
2009-04-01,A,UHR,N,-21.7
2009-04-01,A,UHR,R,-22.9
2009-04-01,A,PI,WMF,1221.85027062
2009-04-01,A,PI,N,-4.0
2009-04-01,A,PI,R,-3.4
