"CubeId";"devkum"
"PublishingDate";"2022-10-03 14:30"

"Date";"D0";"D1";"Value"
"2021-06";"M0";"BRL100";"18.02775"
"2021-06";"M0";"MXN100";"4.53609"
"2021-06";"M0";"ZAR1";"0.06526"
"2021-06";"M0";"JPY100";"0.82468"
"2021-06";"M0";"AUD1";"0.69401"
"2021-06";"M0";"CNY100";"14.13304"
"2021-06";"M0";"HKD100";"11.69718"
"2021-06";"M0";"KRW100";"0.08092"
"2021-06";"M0";"MYR100";"21.95766"
"2021-06";"M0";"NZD1";"0.6457"
"2021-06";"M0";"SGD1";"0.68088"
"2021-06";"M0";"THB100";"2.8879"
"2021-06";"M0";"XDR1";"1.30273"
"2021-06";"M0";"USD3M";"0.9057"
"2021-06";"M0";"USD6M";"0.9035"
"2021-07";"M0";"EUR1";"1.0854"
"2021-07";"M0";"GBP1";"1.26725"
"2021-07";"M0";"DKK100";"14.59438"
"2021-07";"M0";"NOK100";"10.45764"
"2021-07";"M0";"CZK100";"4.23432"
"2021-07";"M0";"HUF100";"0.30378"
"2021-07";"M0";"PLN100";"23.78405"
"2021-07";"M0";"RUB1";"0.01242"
"2021-07";"M0";"SEK100";"10.64391"
"2021-07";"M0";"TRY100";"10.66861"
"2021-07";"M0";"USD1";"0.91801"
"2021-07";"M0";"CAD1";"0.73309"
"2021-07";"M0";"ARS1";"0.00955"
"2021-07";"M0";"BRL100";"17.8162"
"2021-07";"M0";"MXN100";"4.59495"
"2021-07";"M0";"ZAR1";"0.06321"
"2021-07";"M0";"JPY100";"0.83257"
"2021-07";"M0";"AUD1";"0.68158"
"2021-07";"M0";"CNY100";"14.18181"
"2021-07";"M0";"HKD100";"11.81348"
"2021-07";"M0";"KRW100";"0.08018"
"2021-07";"M0";"MYR100";"21.84979"
"2021-07";"M0";"NZD1";"0.64108"
"2021-07";"M0";"SGD1";"0.67758"
"2021-07";"M0";"THB100";"2.81308"
"2021-07";"M0";"XDR1";"1.30625"
"2021-07";"M0";"USD3M";"0.9158"
"2021-07";"M0";"USD6M";"0.9132"
"2021-08";"M0";"EUR1";"1.07602"
"2021-08";"M0";"GBP1";"1.26153"
"2021-08";"M0";"DKK100";"14.46858"
"2021-08";"M0";"NOK100";"10.32178"
"2021-08";"M0";"CZK100";"4.22482"
"2021-08";"M0";"HUF100";"0.30582"
"2021-08";"M0";"PLN100";"23.55002"
"2021-08";"M0";"RUB1";"0.01243"
"2021-08";"M0";"SEK100";"10.53222"
"2021-08";"M0";"TRY100";"10.78453"
"2021-08";"M0";"USD1";"0.91421"
"2021-08";"M0";"CAD1";"0.72575"
"2021-08";"M0";"ARS1";"0.00941"
"2021-08";"M0";"BRL100";"17.39887"
"2021-08";"M0";"MXN100";"4.55599"
"2021-08";"M0";"ZAR1";"0.06186"
"2021-08";"M0";"JPY100";"0.83228"
"2021-08";"M0";"AUD1";"0.66746"
"2021-08";"M0";"CNY100";"14.11566"
"2021-08";"M0";"HKD100";"11.74486"
"2021-08";"M0";"KRW100";"0.07874"
"2021-08";"M0";"MYR100";"21.67136"
"2021-08";"M0";"NZD1";"0.63756"
"2021-08";"M0";"SGD1";"0.67467"
"2021-08";"M0";"THB100";"2.76201"
"2021-08";"M0";"XDR1";"1.29987"
"2021-08";"M0";"USD3M";"0.912"
"2021-08";"M0";"USD6M";"0.9096"
"2021-09";"M0";"EUR1";"1.08595"
"2021-09";"M0";"GBP1";"1.26734"
"2021-09";"M0";"DKK100";"14.60398"
"2021-09";"M0";"NOK100";"10.65417"
"2021-09";"M0";"CZK100";"4.27845"
"2021-09";"M0";"HUF100";"0.30827"
"2021-09";"M0";"PLN100";"23.77532"
"2021-09";"M0";"RUB1";"0.01265"
"2021-09";"M0";"SEK100";"10.67276"
"2021-09";"M0";"TRY100";"10.7955"
"2021-09";"M0";"USD1";"0.92233"
"2021-09";"M0";"CAD1";"0.72861"
"2021-09";"M0";"ARS1";"0.00939"
"2021-09";"M0";"BRL100";"17.52316"
"2021-09";"M0";"MXN100";"4.60592"
"2021-09";"M0";"ZAR1";"0.06338"
"2021-09";"M0";"JPY100";"0.83728"
"2021-09";"M0";"AUD1";"0.67549"
"2021-09";"M0";"CNY100";"14.28441"
"2021-09";"M0";"HKD100";"11.85431"
"2021-09";"M0";"KRW100";"0.07867"
"2021-09";"M0";"MYR100";"22.13273"
"2021-09";"M0";"NZD1";"0.65154"
"2021-09";"M0";"SGD1";"0.68449"
"2021-09";"M0";"THB100";"2.79031"
"2021-09";"M0";"XDR1";"1.31085"
"2021-09";"M0";"USD3M";"0.9202"
"2021-09";"M0";"USD6M";"0.9178"
"2021-10";"M0";"EUR1";"1.07137"
"2021-10";"M0";"GBP1";"1.26398"
"2021-10";"M0";"DKK100";"14.40046"
"2021-10";"M0";"NOK100";"10.90088"
"2021-10";"M0";"CZK100";"4.2023"
"2021-10";"M0";"HUF100";"0.29682"
"2021-10";"M0";"PLN100";"23.32327"
"2021-10";"M0";"RUB1";"0.01294"
"2021-10";"M0";"SEK100";"10.64842"
"2021-10";"M0";"TRY100";"10.04283"
"2021-10";"M0";"USD1";"0.92356"
"2021-10";"M0";"CAD1";"0.74204"
"2021-10";"M0";"ARS1";"0.00931"
"2021-10";"M0";"BRL100";"16.70066"
"2021-10";"M0";"MXN100";"4.51115"
"2021-10";"M0";"ZAR1";"0.06218"
"2021-10";"M0";"JPY100";"0.81663"
"2021-10";"M0";"AUD1";"0.68326"
"2021-10";"M0";"CNY100";"14.38428"
"2021-10";"M0";"HKD100";"11.87079"
"2021-10";"M0";"KRW100";"0.0781"
"2021-10";"M0";"MYR100";"22.18013"
"2021-10";"M0";"NZD1";"0.65092"
"2021-10";"M0";"SGD1";"0.6836"
"2021-10";"M0";"THB100";"2.76053"
"2021-10";"M0";"XDR1";"1.30324"
"2021-10";"M0";"USD3M";"0.921"
"2021-10";"M0";"USD6M";"0.9188"
"2021-11";"M0";"EUR1";"1.05217"
"2021-11";"M0";"GBP1";"1.24082"
"2021-11";"M0";"DKK100";"14.14731"
"2021-11";"M0";"NOK100";"10.56299"
"2021-11";"M0";"CZK100";"4.14278"
"2021-11";"M0";"HUF100";"0.28869"
"2021-11";"M0";"PLN100";"22.63431"
"2021-11";"M0";"RUB1";"0.01266"
"2021-11";"M0";"SEK100";"10.47546"
"2021-11";"M0";"TRY100";"8.70018"
"2021-11";"M0";"USD1";"0.92184"
"2021-11";"M0";"CAD1";"0.73375"
"2021-11";"M0";"ARS1";"0.00919"
"2021-11";"M0";"BRL100";"16.58544"
"2021-11";"M0";"MXN100";"4.41642"
"2021-11";"M0";"ZAR1";"0.05941"
"2021-11";"M0";"JPY100";"0.80879"
"2021-11";"M0";"AUD1";"0.67368"
"2021-11";"M0";"CNY100";"14.4293"
"2021-11";"M0";"HKD100";"11.8332"
"2021-11";"M0";"KRW100";"0.0779"
"2021-11";"M0";"MYR100";"22.06395"
"2021-11";"M0";"NZD1";"0.64708"
"2021-11";"M0";"SGD1";"0.67931"
"2021-11";"M0";"THB100";"2.78574"
"2021-11";"M0";"XDR1";"1.29376"
"2021-11";"M0";"USD3M";"0.9191"
"2021-11";"M0";"USD6M";"0.9167"
"2021-12";"M0";"EUR1";"1.04078"
"2021-12";"M0";"GBP1";"1.2259"
"2021-12";"M0";"DKK100";"13.99625"
"2021-12";"M0";"NOK100";"10.26689"
"2021-12";"M0";"CZK100";"4.12174"
"2021-12";"M0";"HUF100";"0.2833"
"2021-12";"M0";"PLN100";"22.5478"
"2021-12";"M0";"RUB1";"0.01248"
"2021-12";"M0";"SEK100";"10.13557"
"2021-12";"M0";"TRY100";"6.86317"
"2021-12";"M0";"USD1";"0.9209"
"2021-12";"M0";"CAD1";"0.71976"
"2021-12";"M0";"ARS1";"0.00904"
"2021-12";"M0";"BRL100";"16.28731"
"2021-12";"M0";"MXN100";"4.40168"
"2021-12";"M0";"ZAR1";"0.05802"
"2021-12";"M0";"JPY100";"0.80808"
"2021-12";"M0";"AUD1";"0.65938"
"2021-12";"M0";"CNY100";"14.46188"
"2021-12";"M0";"HKD100";"11.80821"
"2021-12";"M0";"KRW100";"0.07778"
"2021-12";"M0";"MYR100";"21.87046"
"2021-12";"M0";"NZD1";"0.62512"
"2021-12";"M0";"SGD1";"0.67564"
"2021-12";"M0";"THB100";"2.74434"
"2021-12";"M0";"XDR1";"1.28692"
"2021-12";"M0";"USD3M";"0.9183"
"2021-12";"M0";"USD6M";"0.9157"
"2022-01";"M0";"EUR1";"1.04018"
"2022-01";"M0";"GBP1";"1.24588"
"2022-01";"M0";"DKK100";"13.97931"
"2022-01";"M0";"NOK100";"10.39293"
"2022-01";"M0";"CZK100";"4.2518"
"2022-01";"M0";"HUF100";"0.29001"
"2022-01";"M0";"PLN100";"22.84826"
"2022-01";"M0";"RUB1";"0.01202"
"2022-01";"M0";"SEK100";"10.05149"
"2022-01";"M0";"TRY100";"6.77205"
"2022-01";"M0";"USD1";"0.91868"
"2022-01";"M0";"CAD1";"0.72822"
"2022-01";"M0";"ARS1";"0.00885"
"2022-01";"M0";"BRL100";"16.58074"
"2022-01";"M0";"MXN100";"4.48265"
"2022-01";"M0";"ZAR1";"0.05935"
"2022-01";"M0";"JPY100";"0.79952"
"2022-01";"M0";"AUD1";"0.65982"
"2022-01";"M0";"CNY100";"14.45474"
"2022-01";"M0";"HKD100";"11.78955"
"2022-01";"M0";"KRW100";"0.07682"
"2022-01";"M0";"MYR100";"21.9261"
"2022-01";"M0";"NZD1";"0.61981"
"2022-01";"M0";"SGD1";"0.68021"
"2022-01";"M0";"THB100";"2.76562"
"2022-01";"M0";"XDR1";"1.28656"
"2022-01";"M0";"USD3M";"0.9162"
"2022-01";"M0";"USD6M";"0.9132"
"2022-02";"M0";"EUR1";"1.04611"
"2022-02";"M0";"GBP1";"1.24925"
"2022-02";"M0";"DKK100";"14.05885"
"2022-02";"M0";"NOK100";"10.39822"
"2022-02";"M0";"CZK100";"4.28312"
"2022-02";"M0";"HUF100";"0.29317"
"2022-02";"M0";"PLN100";"22.99345"
"2022-02";"M0";"RUB1";"0.01183"
"2022-02";"M0";"SEK100";"9.92367"
"2022-02";"M0";"TRY100";"6.7559"
"2022-02";"M0";"USD1";"0.92266"
"2022-02";"M0";"CAD1";"0.7253"
"2022-02";"M0";"ARS1";"0.00869"
"2022-02";"M0";"BRL100";"17.75218"
"2022-02";"M0";"MXN100";"4.50944"
"2022-02";"M0";"ZAR1";"0.0606"
"2022-02";"M0";"JPY100";"0.80117"
"2022-02";"M0";"AUD1";"0.66085"
"2022-02";"M0";"CNY100";"14.54277"
"2022-02";"M0";"HKD100";"11.82933"
"2022-02";"M0";"KRW100";"0.07697"
"2022-02";"M0";"MYR100";"22.03235"
"2022-02";"M0";"NZD1";"0.6157"
"2022-02";"M0";"SGD1";"0.68504"
"2022-02";"M0";"THB100";"2.82734"
"2022-02";"M0";"XDR1";"1.29276"
"2022-02";"M0";"USD3M";"0.9197"
"2022-02";"M0";"USD6M";"0.9157"
"2022-03";"M0";"EUR1";"1.02458"
"2022-03";"M0";"GBP1";"1.22444"
"2022-03";"M0";"DKK100";"13.77083"
"2022-03";"M0";"NOK100";"10.52065"
"2022-03";"M0";"CZK100";"4.10213"
"2022-03";"M0";"HUF100";"0.27214"
"2022-03";"M0";"PLN100";"21.55273"
"2022-03";"M0";"RUB1";"0.00872"
"2022-03";"M0";"SEK100";"9.7168"
"2022-03";"M0";"TRY100";"6.35487"
"2022-03";"M0";"USD1";"0.92967"
"2022-03";"M0";"CAD1";"0.73428"
"2022-03";"M0";"ARS1";"0.00851"
"2022-03";"M0";"BRL100";"18.65366"
"2022-03";"M0";"MXN100";"4.51944"
"2022-03";"M0";"ZAR1";"0.06202"
"2022-03";"M0";"JPY100";"0.78397"
"2022-03";"M0";"AUD1";"0.68516"
"2022-03";"M0";"CNY100";"14.65311"
"2022-03";"M0";"HKD100";"11.88409"
"2022-03";"M0";"KRW100";"0.07615"
"2022-03";"M0";"MYR100";"22.13094"
"2022-03";"M0";"NZD1";"0.63815"
"2022-03";"M0";"SGD1";"0.68398"
"2022-03";"M0";"THB100";"2.79513"
"2022-03";"M0";"XDR1";"1.2849"
"2022-03";"M0";"USD3M";"0.926"
"2022-03";"M0";"USD6M";"0.9209"
"2022-04";"M0";"EUR1";"1.02172"
"2022-04";"M0";"GBP1";"1.22122"
"2022-04";"M0";"DKK100";"13.73474"
"2022-04";"M0";"NOK100";"10.61003"
"2022-04";"M0";"CZK100";"4.18104"
"2022-04";"M0";"HUF100";"0.27238"
"2022-04";"M0";"PLN100";"21.97446"
"2022-04";"M0";"RUB1";"0.01191"
"2022-04";"M0";"SEK100";"9.90104"
"2022-04";"M0";"TRY100";"6.41082"
"2022-04";"M0";"USD1";"0.94391"
"2022-04";"M0";"CAD1";"0.74814"
"2022-04";"M0";"ARS1";"0.00834"
"2022-04";"M0";"BRL100";"19.92795"
"2022-04";"M0";"MXN100";"4.7026"
"2022-04";"M0";"ZAR1";"0.06282"
"2022-04";"M0";"JPY100";"0.7473"
"2022-04";"M0";"AUD1";"0.69682"
"2022-04";"M0";"CNY100";"14.66993"
"2022-04";"M0";"HKD100";"12.03787"
"2022-04";"M0";"KRW100";"0.07641"
"2022-04";"M0";"MYR100";"22.09732"
"2022-04";"M0";"NZD1";"0.63928"
"2022-04";"M0";"SGD1";"0.69102"
"2022-04";"M0";"THB100";"2.79307"
"2022-04";"M0";"XDR1";"1.2891"
"2022-04";"M0";"USD3M";"0.9394"
"2022-04";"M0";"USD6M";"0.9331"
"2022-05";"M0";"EUR1";"1.03591"
"2022-05";"M0";"GBP1";"1.21942"
"2022-05";"M0";"DKK100";"13.92306"
"2022-05";"M0";"NOK100";"10.21936"
"2022-05";"M0";"CZK100";"4.18452"
"2022-05";"M0";"HUF100";"0.26978"
"2022-05";"M0";"PLN100";"22.26913"
"2022-05";"M0";"RUB1";"0.01523"
"2022-05";"M0";"SEK100";"9.87572"
"2022-05";"M0";"TRY100";"6.2913"
"2022-05";"M0";"USD1";"0.98024"
"2022-05";"M0";"CAD1";"0.76282"
"2022-05";"M0";"ARS1";"0.00834"
"2022-05";"M0";"BRL100";"19.73513"
"2022-05";"M0";"MXN100";"4.88533"
"2022-05";"M0";"ZAR1";"0.06161"
"2022-05";"M0";"JPY100";"0.76041"
"2022-05";"M0";"AUD1";"0.69113"
"2022-05";"M0";"CNY100";"14.63506"
"2022-05";"M0";"HKD100";"12.48849"
"2022-05";"M0";"KRW100";"0.07732"
"2022-05";"M0";"MYR100";"22.37555"
"2022-05";"M0";"NZD1";"0.6274"
"2022-05";"M0";"SGD1";"0.70881"
"2022-05";"M0";"THB100";"2.84735"
"2022-05";"M0";"XDR1";"1.31461"
"2022-05";"M0";"USD3M";"0.974"
"2022-05";"M0";"USD6M";"0.967"
"2022-06";"M0";"EUR1";"1.02495"
"2022-06";"M0";"GBP1";"1.19485"
"2022-06";"M0";"DKK100";"13.77732"
"2022-06";"M0";"NOK100";"9.94607"
"2022-06";"M0";"CZK100";"4.14539"
"2022-06";"M0";"HUF100";"0.25822"
"2022-06";"M0";"PLN100";"22.05405"
"2022-06";"M0";"RUB1";"0.01703"
"2022-06";"M0";"SEK100";"9.66685"
"2022-06";"M0";"TRY100";"5.69668"
"2022-06";"M0";"USD1";"0.96962"
"2022-06";"M0";"CAD1";"0.75647"
"2022-06";"M0";"ARS1";"0.00791"
"2022-06";"M0";"BRL100";"19.2346"
"2022-06";"M0";"MXN100";"4.84534"
"2022-06";"M0";"ZAR1";"0.06138"
"2022-06";"M0";"JPY100";"0.72381"
"2022-06";"M0";"AUD1";"0.68082"
"2022-06";"M0";"CNY100";"14.47895"
"2022-06";"M0";"HKD100";"12.35462"
"2022-06";"M0";"KRW100";"0.07582"
"2022-06";"M0";"MYR100";"22.02477"
"2022-06";"M0";"NZD1";"0.61565"
"2022-06";"M0";"SGD1";"0.70067"
"2022-06";"M0";"THB100";"2.77386"
"2022-06";"M0";"XDR1";"1.2963"
"2022-06";"M0";"USD3M";"0.9631"
"2022-06";"M0";"USD6M";"0.9558"
"2022-07";"M0";"EUR1";"0.98765"
"2022-07";"M0";"GBP1";"1.16254"
"2022-07";"M0";"DKK100";"13.2707"
"2022-07";"M0";"NOK100";"9.68793"
"2022-07";"M0";"CZK100";"4.01505"
"2022-07";"M0";"HUF100";"0.24444"
"2022-07";"M0";"PLN100";"20.69005"
"2022-07";"M0";"RUB1";"0.01642"
"2022-07";"M0";"SEK100";"9.33381"
"2022-07";"M0";"TRY100";"5.54941"
"2022-07";"M0";"USD1";"0.96954"
"2022-07";"M0";"CAD1";"0.74919"
"2022-07";"M0";"ARS1";"0.00757"
"2022-07";"M0";"BRL100";"18.04921"
"2022-07";"M0";"MXN100";"4.72285"
"2022-07";"M0";"ZAR1";"0.05752"
"2022-07";"M0";"JPY100";"0.70908"
"2022-07";"M0";"AUD1";"0.66437"
"2022-07";"M0";"CNY100";"14.40007"
"2022-07";"M0";"HKD100";"12.35213"
"2022-07";"M0";"KRW100";"0.07414"
"2022-07";"M0";"MYR100";"21.83229"
"2022-07";"M0";"NZD1";"0.60063"
"2022-07";"M0";"SGD1";"0.69464"
"2022-07";"M0";"THB100";"2.66648"
"2022-07";"M0";"XDR1";"1.27828"
"2022-07";"M0";"USD3M";"0.9626"
"2022-07";"M0";"USD6M";"0.954"
"2022-08";"M0";"EUR1";"0.96899"
"2022-08";"M0";"GBP1";"1.14693"
"2022-08";"M0";"DKK100";"13.0253"
"2022-08";"M0";"NOK100";"9.8602"
"2022-08";"M0";"CZK100";"3.94514"
"2022-08";"M0";"HUF100";"0.24092"
"2022-08";"M0";"PLN100";"20.52874"
"2022-08";"M0";"RUB1";"0.01576"
"2022-08";"M0";"SEK100";"9.21974"
"2022-08";"M0";"TRY100";"5.30527"
"2022-08";"M0";"USD1";"0.95717"
"2022-08";"M0";"CAD1";"0.74116"
"2022-08";"M0";"ARS1";"0.00709"
"2022-08";"M0";"BRL100";"18.61382"
"2022-08";"M0";"MXN100";"4.75566"
"2022-08";"M0";"ZAR1";"0.05734"
"2022-08";"M0";"JPY100";"0.70772"
"2022-08";"M0";"AUD1";"0.66613"
"2022-08";"M0";"CNY100";"14.06791"
"2022-08";"M0";"HKD100";"12.1992"
"2022-08";"M0";"KRW100";"0.07249"
"2022-08";"M0";"MYR100";"21.42617"
"2022-08";"M0";"NZD1";"0.59962"
"2022-08";"M0";"SGD1";"0.69142"
"2022-08";"M0";"THB100";"2.67159"
"2022-08";"M0";"XDR1";"1.2583"
"2022-08";"M0";"USD3M";"0.9497"
"2022-08";"M0";"USD6M";"0.9411"
"2022-09";"M0";"EUR1";"0.96419"
"2022-09";"M0";"GBP1";"1.10347"
"2022-09";"M0";"DKK100";"12.96564"
"2022-09";"M0";"NOK100";"9.50279"
"2022-09";"M0";"CZK100";"3.92288"
"2022-09";"M0";"HUF100";"0.23873"
"2022-09";"M0";"PLN100";"20.32739"
"2022-09";"M0";"RUB1";"0.0162"
"2022-09";"M0";"SEK100";"8.94482"
"2022-09";"M0";"TRY100";"5.31038"
"2022-09";"M0";"USD1";"0.97293"
"2022-09";"M0";"CAD1";"0.73088"
"2022-09";"M0";"ARS1";"0.0068"
"2022-09";"M0";"BRL100";"18.62051"
"2022-09";"M0";"MXN100";"4.84742"
"2022-09";"M0";"ZAR1";"0.05544"
"2022-09";"M0";"JPY100";"0.68075"
"2022-09";"M0";"AUD1";"0.65041"
"2022-09";"M0";"CNY100";"13.85476"
"2022-09";"M0";"HKD100";"12.39519"
"2022-09";"M0";"KRW100";"0.06972"
"2022-09";"M0";"MYR100";"21.40682"
"2022-09";"M0";"NZD1";"0.57777"
"2022-09";"M0";"SGD1";"0.68832"
"2022-09";"M0";"THB100";"2.62679"
"2022-09";"M0";"XDR1";"1.25636"
"2022-09";"M0";"USD3M";"0.9651"
"2022-09";"M0";"USD6M";"0.9566"
