country,code,year,books_pc
Algeria,DZA,1953,10.59620991
Algeria,DZA,1954,8.115622229
Algeria,DZA,1963,12.59660576
Algeria,DZA,1964,13.60560854
Algeria,DZA,1965,10.9503472
Algeria,DZA,1966,15.88441334
Algeria,DZA,1967,20.21864505
Algeria,DZA,1968,21.98342693
Algeria,DZA,1979,14.09769384
Algeria,DZA,1980,14.62294523
Algeria,DZA,1982,25.15754287
Algeria,DZA,1983,10.05754949
Algeria,DZA,1984,33.64487488
Algeria,DZA,1985,32.62383312
Algeria,DZA,1991,19.23145949
Algeria,DZA,1992,19.24067768
Algeria,DZA,1994,11.73628914
Algeria,DZA,1996,23.42326141
Argentina,ARG,1938,61.3523754
Argentina,ARG,1939,77.94622426
Argentina,ARG,1940,111.6521985
Argentina,ARG,1941,97.00041661
Argentina,ARG,1942,91.47424512
Argentina,ARG,1943,139.4770451
Argentina,ARG,1944,105.6179775
Argentina,ARG,1945,93.0474334
Argentina,ARG,1946,129.6154338
Argentina,ARG,1947,86.8147033
Argentina,ARG,1950,210.7830424
Argentina,ARG,1951,202.3137985
Argentina,ARG,1952,238.1277886
Argentina,ARG,1953,252.8685496
Argentina,ARG,1954,171.308086
Argentina,ARG,1955,138.2620852
Argentina,ARG,1957,130.5420586
Argentina,ARG,1958,131.5015101
Argentina,ARG,1959,182.484721
Argentina,ARG,1960,197.0798519
Argentina,ARG,1961,176.749258
Argentina,ARG,1962,156.1282597
Argentina,ARG,1963,184.5357898
Argentina,ARG,1964,151.2124973
Argentina,ARG,1965,158.8199128
Argentina,ARG,1966,160.0947903
Argentina,ARG,1967,158.9327741
Argentina,ARG,1969,186.2286084
Argentina,ARG,1970,193.094882
Argentina,ARG,1971,181.0061281
Argentina,ARG,1972,184.7472613
Argentina,ARG,1973,171.044397
Argentina,ARG,1974,186.9660234
Argentina,ARG,1975,197.1100243
Argentina,ARG,1976,253.2482413
Argentina,ARG,1977,195.8580525
Argentina,ARG,1978,168.6207775
Argentina,ARG,1979,159.5227807
Argentina,ARG,1980,165.5986354
Argentina,ARG,1981,147.3585691
Argentina,ARG,1982,169.1783157
Argentina,ARG,1983,141.5525114
Argentina,ARG,1986,154.6957778
Argentina,ARG,1987,152.916996
Argentina,ARG,1990,148.7770917
Argentina,ARG,1991,181.8290353
Argentina,ARG,1992,165.6902288
Argentina,ARG,1994,260.1371711
Argentina,ARG,1995,258.3489256
Argentina,ARG,1996,276.0418126
Armenia,ARM,1924,192.2646098
Armenia,ARM,1925,251.1995938
Armenia,ARM,1926,324.2565491
Armenia,ARM,1927,352.4960912
Armenia,ARM,1928,290.1759074
Armenia,ARM,1929,327.9692052
Armenia,ARM,1930,437.6621807
Armenia,ARM,1931,471.9739793
Armenia,ARM,1932,459.9865992
Armenia,ARM,1933,395.4816803
Armenia,ARM,1934,503.9076242
Armenia,ARM,1935,413.4226638
Armenia,ARM,1936,450.8251556
Armenia,ARM,1937,418.5701743
Armenia,ARM,1938,478.1662131
Armenia,ARM,1939,530.203347
Armenia,ARM,1940,545.2498906
Armenia,ARM,1941,486.1737069
Armenia,ARM,1942,221.7070157
Armenia,ARM,1943,204.0959047
Armenia,ARM,1944,227.4365389
Armenia,ARM,1945,247.6091877
Armenia,ARM,1946,304.7365505
Armenia,ARM,1947,403.5821734
Armenia,ARM,1948,546.0079296
Armenia,ARM,1949,581.5538702
Armenia,ARM,1950,612.4245445
Armenia,ARM,1951,583.9997248
Armenia,ARM,1952,561.8604073
Armenia,ARM,1953,503.5111834
Armenia,ARM,1954,627.6284015
Armenia,ARM,1955,635.6491191
Armenia,ARM,1956,597.8509515
Armenia,ARM,1957,576.4160911
Armenia,ARM,1958,636.9996394
Armenia,ARM,1959,650.2026595
Armenia,ARM,1960,667.2545499
Armenia,ARM,1961,559.7286551
Armenia,ARM,1962,617.8828245
Armenia,ARM,1963,577.5511251
Armenia,ARM,1964,535.8464406
Armenia,ARM,1965,468.3038109
Armenia,ARM,1966,443.7710423
Armenia,ARM,1967,462.3485338
Armenia,ARM,1968,459.5484936
Armenia,ARM,1969,443.740198
Armenia,ARM,1970,421.8680859
Armenia,ARM,1971,429.5667419
Armenia,ARM,1972,446.159571
Armenia,ARM,1973,371.9134227
Armenia,ARM,1974,388.2531454
Armenia,ARM,1975,366.9548674
Armenia,ARM,1976,402.7373696
Armenia,ARM,1977,379.3689615
Armenia,ARM,1978,463.4971908
Armenia,ARM,1979,352.8192607
Armenia,ARM,1980,373.9620947
Armenia,ARM,1981,321.2155783
Armenia,ARM,1982,309.4425653
Armenia,ARM,1983,322.6148746
Armenia,ARM,1984,331.6885354
Armenia,ARM,1985,330.2177065
Armenia,ARM,1986,334.8940291
Armenia,ARM,1987,321.1432469
Armenia,ARM,1988,277.3342011
Armenia,ARM,1989,301.5641649
Armenia,ARM,1990,241.9462548
Australia,AUS,1937,62.27159772
Australia,AUS,1938,61.70336037
Australia,AUS,1939,61.11031416
Australia,AUS,1940,90.03124112
Australia,AUS,1941,89.15764309
Australia,AUS,1942,88.38700683
Australia,AUS,1943,87.61746821
Australia,AUS,1944,86.74237242
Australia,AUS,1945,113.2764921
Australia,AUS,1946,111.9882258
Australia,AUS,1947,110.4513064
Australia,AUS,1948,108.4899546
Australia,AUS,1949,105.6951635
Australia,AUS,1950,72.57476017
Australia,AUS,1951,69.32531196
Australia,AUS,1952,72.14183706
Australia,AUS,1953,58.25292698
Australia,AUS,1954,59.35558153
Australia,AUS,1955,59.50143617
Australia,AUS,1956,62.73284041
Australia,AUS,1958,62.63068861
Australia,AUS,1959,57.24590541
Australia,AUS,1960,90.62592984
Australia,AUS,1961,170.585124
Australia,AUS,1962,166.0959069
Australia,AUS,1963,152.1613041
Australia,AUS,1964,188.709452
Australia,AUS,1965,289.0015756
Australia,AUS,1966,235.4337588
Australia,AUS,1967,287.392531
Australia,AUS,1968,283.4321903
Australia,AUS,1969,318.1903074
Australia,AUS,1970,389.8055001
Australia,AUS,1971,357.418916
Australia,AUS,1972,271.6096228
Australia,AUS,1973,119.951571
Australia,AUS,1974,129.4938636
Australia,AUS,1975,127.8737093
Australia,AUS,1976,231.7559556
Australia,AUS,1977,218.6285446
Australia,AUS,1978,537.4563115
Australia,AUS,1979,581.8928158
Australia,AUS,1980,658.2557352
Australia,AUS,1981,455.1954466
Australia,AUS,1982,552.2358528
Australia,AUS,1983,214.6207975
Australia,AUS,1985,653.137942
Australia,AUS,1986,469.1823899
Australia,AUS,1987,679.370391
Australia,AUS,1989,642.8271686
Australia,AUS,1990,632.4015098
Australia,AUS,1994,609.3583038
Austria,AUT,1937,219.0027945
Austria,AUT,1945,411.6851062
Austria,AUT,1946,411.2268089
Austria,AUT,1947,410.8316173
Austria,AUT,1948,410.5081455
Austria,AUT,1949,409.7125122
Austria,AUT,1950,542.1219293
Austria,AUT,1951,613.4583612
Austria,AUT,1952,553.8183598
Austria,AUT,1953,696.8376581
Austria,AUT,1954,509.8273964
Austria,AUT,1955,420.9977102
Austria,AUT,1957,564.1676004
Austria,AUT,1958,441.6786191
Austria,AUT,1959,387.8271351
Austria,AUT,1960,463.7644104
Austria,AUT,1961,435.018959
Austria,AUT,1962,476.357176
Austria,AUT,1963,538.3654011
Austria,AUT,1964,476.3923973
Austria,AUT,1965,533.2110046
Austria,AUT,1966,588.3639482
Austria,AUT,1967,658.0107965
Austria,AUT,1968,682.5699472
Austria,AUT,1969,687.5930675
Austria,AUT,1970,632.2146488
Austria,AUT,1971,643.8900976
Austria,AUT,1972,670.5139313
Austria,AUT,1973,706.1813606
Austria,AUT,1974,728.6180825
Austria,AUT,1975,746.2038402
Austria,AUT,1976,838.746265
Austria,AUT,1977,899.4975513
Austria,AUT,1978,850.7920333
Austria,AUT,1979,894.9844061
Austria,AUT,1980,933.9730527
Austria,AUT,1981,814.6451541
Austria,AUT,1982,872.2052303
Austria,AUT,1984,1144.540174
Austria,AUT,1985,1056.505653
Austria,AUT,1986,1190.900326
Austria,AUT,1987,1107.18536
Austria,AUT,1988,1037.111214
Austria,AUT,1989,1172.508723
Austria,AUT,1990,774.6370606
Austria,AUT,1991,803.6662501
Austria,AUT,1992,614.5379263
Austria,AUT,1993,692.1070528
Austria,AUT,1994,980.2030163
Austria,AUT,1995,1007.270183
Austria,AUT,1996,985.4721153
Azerbaijan,AZE,1924,189.3695584
Azerbaijan,AZE,1925,242.7412871
Azerbaijan,AZE,1926,308.0556355
Azerbaijan,AZE,1927,329.8159422
Azerbaijan,AZE,1928,267.7961129
Azerbaijan,AZE,1929,294.5678675
Azerbaijan,AZE,1930,382.5299234
Azerbaijan,AZE,1931,401.401212
Azerbaijan,AZE,1932,380.6234297
Azerbaijan,AZE,1933,318.3590153
Azerbaijan,AZE,1934,382.6550518
Azerbaijan,AZE,1935,352.3797336
Azerbaijan,AZE,1936,353.0606257
Azerbaijan,AZE,1937,302.9560389
Azerbaijan,AZE,1938,321.4801822
Azerbaijan,AZE,1939,351.385797
Azerbaijan,AZE,1940,356.1251338
Azerbaijan,AZE,1941,292.1334557
Azerbaijan,AZE,1942,122.2081492
Azerbaijan,AZE,1943,102.8538221
Azerbaijan,AZE,1944,104.3738838
Azerbaijan,AZE,1945,102.9949403
Azerbaijan,AZE,1946,134.1266794
Azerbaijan,AZE,1947,192.9979706
Azerbaijan,AZE,1948,280.9899471
Azerbaijan,AZE,1949,319.5564528
Azerbaijan,AZE,1950,356.9779838
Azerbaijan,AZE,1951,303.7170152
Azerbaijan,AZE,1952,258.4946552
Azerbaijan,AZE,1953,240.2678844
Azerbaijan,AZE,1954,309.6896556
Azerbaijan,AZE,1955,288.1959177
Azerbaijan,AZE,1956,285.3616498
Azerbaijan,AZE,1957,309.9554691
Azerbaijan,AZE,1958,296.095125
Azerbaijan,AZE,1959,305.8336158
Azerbaijan,AZE,1960,341.8740883
Azerbaijan,AZE,1961,328.7465015
Azerbaijan,AZE,1962,372.1164284
Azerbaijan,AZE,1963,320.0676087
Azerbaijan,AZE,1964,349.6469559
Azerbaijan,AZE,1965,323.6287055
Azerbaijan,AZE,1966,330.3039519
Azerbaijan,AZE,1967,277.7959615
Azerbaijan,AZE,1968,255.802004
Azerbaijan,AZE,1969,212.4785594
Azerbaijan,AZE,1970,251.5006366
Azerbaijan,AZE,1971,240.17447
Azerbaijan,AZE,1972,227.1176215
Azerbaijan,AZE,1973,233.3671773
Azerbaijan,AZE,1974,232.8818034
Azerbaijan,AZE,1975,202.9452696
Azerbaijan,AZE,1976,218.141572
Azerbaijan,AZE,1977,217.1040628
Azerbaijan,AZE,1978,238.3725718
Azerbaijan,AZE,1979,213.9068382
Azerbaijan,AZE,1980,198.5952223
Azerbaijan,AZE,1981,201.737301
Azerbaijan,AZE,1982,203.1673699
Azerbaijan,AZE,1983,228.1200987
Azerbaijan,AZE,1984,209.3054752
Azerbaijan,AZE,1985,213.7184816
Azerbaijan,AZE,1986,206.5971487
Azerbaijan,AZE,1987,236.6897305
Azerbaijan,AZE,1988,193.3828933
Azerbaijan,AZE,1989,170.9623898
Azerbaijan,AZE,1990,110.5732871
Belarus,BLR,1924,89.81932359
Belarus,BLR,1925,114.4721668
Belarus,BLR,1926,144.5111413
Belarus,BLR,1927,153.9754163
Belarus,BLR,1928,124.4686732
Belarus,BLR,1929,138.4781343
Belarus,BLR,1930,250.1946058
Belarus,BLR,1931,270.1935255
Belarus,BLR,1932,263.6967297
Belarus,BLR,1933,227.0251125
Belarus,BLR,1934,217.8650803
Belarus,BLR,1935,181.2249514
Belarus,BLR,1936,173.7948027
Belarus,BLR,1937,142.3876245
Belarus,BLR,1938,143.8663885
Belarus,BLR,1939,147.1871347
Belarus,BLR,1940,138.6577428
Belarus,BLR,1941,113.597706
Belarus,BLR,1942,47.45309473
Belarus,BLR,1943,39.87271445
Belarus,BLR,1944,40.38633058
Belarus,BLR,1945,39.76648593
Belarus,BLR,1946,33.53986031
Belarus,BLR,1947,46.59234984
Belarus,BLR,1948,65.84721818
Belarus,BLR,1949,73.00157729
Belarus,BLR,1950,79.77047858
Belarus,BLR,1951,83.04877207
Belarus,BLR,1952,88.59157453
Belarus,BLR,1953,78.91145496
Belarus,BLR,1954,95.21024904
Belarus,BLR,1955,86.11199829
Belarus,BLR,1956,94.44060488
Belarus,BLR,1957,117.2809128
Belarus,BLR,1958,149.1990417
Belarus,BLR,1959,163.0901181
Belarus,BLR,1960,196.1332129
Belarus,BLR,1961,198.2331352
Belarus,BLR,1962,192.706029
Belarus,BLR,1963,191.4945832
Belarus,BLR,1964,228.8979013
Belarus,BLR,1965,224.7757074
Belarus,BLR,1966,200.2528408
Belarus,BLR,1967,203.7126459
Belarus,BLR,1968,217.2643731
Belarus,BLR,1969,224.4555751
Belarus,BLR,1970,240.827774
Belarus,BLR,1971,285.4507155
Belarus,BLR,1972,286.3949528
Belarus,BLR,1973,285.3905688
Belarus,BLR,1974,333.3938429
Belarus,BLR,1975,302.0239773
Belarus,BLR,1976,264.631158
Belarus,BLR,1977,246.3683143
Belarus,BLR,1978,274.991912
Belarus,BLR,1979,292.8554745
Belarus,BLR,1980,312.0169777
Belarus,BLR,1981,328.3309452
Belarus,BLR,1982,298.9125127
Belarus,BLR,1983,331.5329927
Belarus,BLR,1984,329.2226895
Belarus,BLR,1985,343.7275089
Belarus,BLR,1986,316.8002498
Belarus,BLR,1987,297.2038672
Belarus,BLR,1988,291.8338159
Belarus,BLR,1989,292.6134545
Belarus,BLR,1990,276.7529846
Belgium,BEL,1500,25.6
Belgium,BEL,1501,4.791256538
Belgium,BEL,1502,9.426764909
Belgium,BEL,1503,9.273548175
Belgium,BEL,1504,0
Belgium,BEL,1505,0
Belgium,BEL,1506,8.828678461
Belgium,BEL,1507,0
Belgium,BEL,1508,8.544019128
Belgium,BEL,1509,0
Belgium,BEL,1510,8.268537946
Belgium,BEL,1511,0
Belgium,BEL,1512,16.00387797
Belgium,BEL,1513,11.80782072
Belgium,BEL,1514,0
Belgium,BEL,1515,30.47228312
Belgium,BEL,1516,14.98850285
Belgium,BEL,1517,14.74488911
Belgium,BEL,1518,10.87892619
Belgium,BEL,1519,21.40421387
Belgium,BEL,1520,42.11264636
Belgium,BEL,1521,20.71408689
Belgium,BEL,1522,20.37741309
Belgium,BEL,1523,43.43345798
Belgium,BEL,1524,39.44078562
Belgium,BEL,1525,38.79973978
Belgium,BEL,1526,31.80759426
Belgium,BEL,1527,46.9359203
Belgium,BEL,1528,64.64227454
Belgium,BEL,1529,39.36624063
Belgium,BEL,1530,68.5159498
Belgium,BEL,1531,23.44429024
Belgium,BEL,1532,46.12648286
Belgium,BEL,1533,79.40935081
Belgium,BEL,1534,80.90863383
Belgium,BEL,1535,85.08280904
Belgium,BEL,1536,51.29995485
Belgium,BEL,1537,45.1539304
Belgium,BEL,1538,60.09768317
Belgium,BEL,1539,64.26184028
Belgium,BEL,1540,118.8486529
Belgium,BEL,1541,65.32935167
Belgium,BEL,1542,81.51293837
Belgium,BEL,1543,88.02155013
Belgium,BEL,1544,87.12288455
Belgium,BEL,1545,58.95876981
Belgium,BEL,1546,72.09293216
Belgium,BEL,1547,38.91801409
Belgium,BEL,1548,50.5745561
Belgium,BEL,1549,51.94569068
Belgium,BEL,1550,94.20827989
Belgium,BEL,1551,92.57874144
Belgium,BEL,1552,82.22316359
Belgium,BEL,1553,68.99975233
Belgium,BEL,1554,82.64887862
Belgium,BEL,1555,98.41905938
Belgium,BEL,1556,114.8538648
Belgium,BEL,1557,79.31391032
Belgium,BEL,1558,78.44971356
Belgium,BEL,1559,68.24905732
Belgium,BEL,1560,79.59837801
Belgium,BEL,1561,113.8116059
Belgium,BEL,1562,106.4593678
Belgium,BEL,1563,82.01695517
Belgium,BEL,1564,135.9713335
Belgium,BEL,1565,127.9071088
Belgium,BEL,1566,180.1623679
Belgium,BEL,1567,162.8419852
Belgium,BEL,1568,139.2236341
Belgium,BEL,1569,114.9853553
Belgium,BEL,1570,98.58053039
Belgium,BEL,1571,105.4296006
Belgium,BEL,1572,117.1644777
Belgium,BEL,1573,115.5504448
Belgium,BEL,1574,100.6603317
Belgium,BEL,1575,101.8724869
Belgium,BEL,1576,111.4377212
Belgium,BEL,1577,116.1012508
Belgium,BEL,1578,145.0356953
Belgium,BEL,1579,164.859417
Belgium,BEL,1580,131.3707233
Belgium,BEL,1581,140.1035745
Belgium,BEL,1582,143.2929093
Belgium,BEL,1583,118.2763734
Belgium,BEL,1584,113.9425221
Belgium,BEL,1585,92.49530661
Belgium,BEL,1586,85.48779756
Belgium,BEL,1587,94.20661287
Belgium,BEL,1588,100.8491416
Belgium,BEL,1589,82.3007984
Belgium,BEL,1590,63.14076132
Belgium,BEL,1591,72.51349384
Belgium,BEL,1592,75.08725353
Belgium,BEL,1593,81.70277332
Belgium,BEL,1594,76.16195075
Belgium,BEL,1595,92.84251354
Belgium,BEL,1596,100.731952
Belgium,BEL,1597,83.12006296
Belgium,BEL,1598,98.35800257
Belgium,BEL,1599,89.49635582
Belgium,BEL,1600,88.66666667
Belgium,BEL,1601,80.35581762
Belgium,BEL,1602,30.68585179
Belgium,BEL,1603,47.14995144
Belgium,BEL,1604,40.02732789
Belgium,BEL,1605,42.32886329
Belgium,BEL,1606,39.92725428
Belgium,BEL,1607,46.91448392
Belgium,BEL,1608,42.17022091
Belgium,BEL,1609,84.23494471
Belgium,BEL,1610,79.45571403
Belgium,BEL,1611,77.02231735
Belgium,BEL,1612,69.93270373
Belgium,BEL,1613,60.53253138
Belgium,BEL,1614,69.75786272
Belgium,BEL,1615,58.0588385
Belgium,BEL,1616,76.54180472
Belgium,BEL,1617,83.39570457
Belgium,BEL,1618,90.23233827
Belgium,BEL,1619,90.11947129
Belgium,BEL,1620,73.85168861
Belgium,BEL,1621,66.8443759
Belgium,BEL,1622,94.38590732
Belgium,BEL,1623,87.37019767
Belgium,BEL,1624,101.0389493
Belgium,BEL,1625,87.15176061
Belgium,BEL,1626,68.71795813
Belgium,BEL,1627,68.63200238
Belgium,BEL,1628,82.25538497
Belgium,BEL,1629,63.89638574
Belgium,BEL,1630,50.14150511
Belgium,BEL,1631,75.11817852
Belgium,BEL,1632,79.57113931
Belgium,BEL,1633,52.22419946
Belgium,BEL,1634,61.22998358
Belgium,BEL,1635,115.5119667
Belgium,BEL,1636,52.02847081
Belgium,BEL,1637,38.40772384
Belgium,BEL,1638,58.66774833
Belgium,BEL,1639,51.83347573
Belgium,BEL,1640,42.76539818
Belgium,BEL,1641,53.95188019
Belgium,BEL,1642,67.3554932
Belgium,BEL,1643,56.05936807
Belgium,BEL,1644,69.42666541
Belgium,BEL,1645,73.81336015
Belgium,BEL,1646,73.72103082
Belgium,BEL,1647,51.31705426
Belgium,BEL,1648,89.07970671
Belgium,BEL,1649,126.8590881
Belgium,BEL,1650,91.13538016
Belgium,BEL,1651,68.82104615
Belgium,BEL,1652,73.16947509
Belgium,BEL,1653,73.07795116
Belgium,BEL,1654,50.68509842
Belgium,BEL,1655,61.85051228
Belgium,BEL,1656,35.29894095
Belgium,BEL,1657,70.50957465
Belgium,BEL,1658,79.09829763
Belgium,BEL,1659,68.13537603
Belgium,BEL,1660,83.41631167
Belgium,BEL,1661,109.6210138
Belgium,BEL,1662,109.4838945
Belgium,BEL,1663,91.8514353
Belgium,BEL,1664,115.7627805
Belgium,BEL,1665,109.073565
Belgium,BEL,1666,80.61347653
Belgium,BEL,1667,97.92077995
Belgium,BEL,1668,86.93181857
Belgium,BEL,1669,119.381735
Belgium,BEL,1670,88.88233946
Belgium,BEL,1671,149.3953687
Belgium,BEL,1672,136.2338458
Belgium,BEL,1673,125.2647523
Belgium,BEL,1674,187.6620977
Belgium,BEL,1675,131.4145863
Belgium,BEL,1676,124.7952784
Belgium,BEL,1677,92.40490813
Belgium,BEL,1678,81.55800689
Belgium,BEL,1679,70.73809674
Belgium,BEL,1680,89.60438861
Belgium,BEL,1681,68.42302268
Belgium,BEL,1682,85.42179481
Belgium,BEL,1683,119.4409231
Belgium,BEL,1684,125.6821378
Belgium,BEL,1685,148.9278813
Belgium,BEL,1686,108.3688764
Belgium,BEL,1687,125.2110996
Belgium,BEL,1688,116.5762097
Belgium,BEL,1689,57.15673715
Belgium,BEL,1690,93.02780297
Belgium,BEL,1691,82.35332118
Belgium,BEL,1692,59.05150437
Belgium,BEL,1693,124.2743126
Belgium,BEL,1694,113.6003165
Belgium,BEL,1695,96.64959455
Belgium,BEL,1696,79.74110045
Belgium,BEL,1697,114.8147701
Belgium,BEL,1698,127.6854202
Belgium,BEL,1699,127.5257051
Belgium,BEL,1700,203.1117647
Belgium,BEL,1701,77.43631404
Belgium,BEL,1702,82.46740284
Belgium,BEL,1703,76.50565115
Belgium,BEL,1704,43.45401289
Belgium,BEL,1705,67.48765479
Belgium,BEL,1706,56.34794011
Belgium,BEL,1707,42.67299786
Belgium,BEL,1708,58.32171333
Belgium,BEL,1709,63.24020316
Belgium,BEL,1710,83.81204061
Belgium,BEL,1711,52.06679602
Belgium,BEL,1712,67.27886059
Belgium,BEL,1713,43.72487966
Belgium,BEL,1714,51.13098026
Belgium,BEL,1715,30.49367667
Belgium,BEL,1716,20.20658647
Belgium,BEL,1717,12.55299607
Belgium,BEL,1718,32.44106943
Belgium,BEL,1719,37.2063863
Belgium,BEL,1720,36.98212929
Belgium,BEL,1721,39.20983889
Belgium,BEL,1722,14.61506487
Belgium,BEL,1723,33.89627343
Belgium,BEL,1724,14.43941474
Belgium,BEL,1725,45.44921254
Belgium,BEL,1726,21.39881348
Belgium,BEL,1727,25.99646464
Belgium,BEL,1728,25.83977408
Belgium,BEL,1729,21.01420469
Belgium,BEL,1730,20.88754411
Belgium,BEL,1731,23.06849662
Belgium,BEL,1732,52.73774428
Belgium,BEL,1733,22.79124951
Belgium,BEL,1734,6.796163401
Belgium,BEL,1735,15.76213414
Belgium,BEL,1736,17.90529117
Belgium,BEL,1737,15.57269804
Belgium,BEL,1738,30.95767096
Belgium,BEL,1739,19.78140685
Belgium,BEL,1740,21.84686312
Belgium,BEL,1741,21.71518379
Belgium,BEL,1742,25.90115776
Belgium,BEL,1743,30.03588193
Belgium,BEL,1744,19.19239989
Belgium,BEL,1745,29.6748978
Belgium,BEL,1746,23.1754568
Belgium,BEL,1747,20.94160866
Belgium,BEL,1748,10.40769282
Belgium,BEL,1749,16.55193873
Belgium,BEL,1750,8.226086957
Belgium,BEL,1751,22.48487468
Belgium,BEL,1752,24.3814433
Belgium,BEL,1753,14.13748933
Belgium,BEL,1754,18.06876061
Belgium,BEL,1755,55.88185654
Belgium,BEL,1756,17.85654362
Belgium,BEL,1757,23.66972477
Belgium,BEL,1758,23.53233831
Belgium,BEL,1759,50.69249794
Belgium,BEL,1760,19.3852459
Belgium,BEL,1761,7.709861451
Belgium,BEL,1762,15.33225284
Belgium,BEL,1763,30.49153908
Belgium,BEL,1764,36.00560897
Belgium,BEL,1765,22.61354582
Belgium,BEL,1766,22.4881141
Belgium,BEL,1767,22.36406619
Belgium,BEL,1768,16.68103448
Belgium,BEL,1769,23.96336711
Belgium,BEL,1770,34.83333333
Belgium,BEL,1771,20.05782575
Belgium,BEL,1772,23.57745399
Belgium,BEL,1773,25.25553013
Belgium,BEL,1774,28.71016692
Belgium,BEL,1775,23.20377358
Belgium,BEL,1776,44.38813814
Belgium,BEL,1777,33.55862584
Belgium,BEL,1778,29.86998514
Belgium,BEL,1779,34.95934959
Belgium,BEL,1780,19.12867647
Belgium,BEL,1781,36.33138259
Belgium,BEL,1782,22.37627365
Belgium,BEL,1783,23.97538016
Belgium,BEL,1784,42.59726225
Belgium,BEL,1785,37.29749104
Belgium,BEL,1786,33.73751783
Belgium,BEL,1787,140.9936125
Belgium,BEL,1788,56.78672316
Belgium,BEL,1789,88.08503162
Belgium,BEL,1790,345.6538462
Belgium,BEL,1791,80.64370216
Belgium,BEL,1792,16.37811634
Belgium,BEL,1793,60.30668504
Belgium,BEL,1794,8.11042524
Belgium,BEL,1795,9.686006826
Belgium,BEL,1796,4.819972826
Belgium,BEL,1797,7.995267072
Belgium,BEL,1798,7.957604307
Belgium,BEL,1799,7.920294709
Belgium,BEL,1800,6.306666667
Belgium,BEL,1875,213.8412219
Belgium,BEL,1876,153.0402245
Belgium,BEL,1877,169.0767519
Belgium,BEL,1878,143.1459022
Belgium,BEL,1879,133.2847779
Belgium,BEL,1880,196.3544487
Belgium,BEL,1881,165.715305
Belgium,BEL,1882,167.1073506
Belgium,BEL,1883,240.2439024
Belgium,BEL,1884,258.6533494
Belgium,BEL,1885,281.6541865
Belgium,BEL,1886,261.530664
Belgium,BEL,1887,215.1962429
Belgium,BEL,1888,249.8751457
Belgium,BEL,1889,247.5623864
Belgium,BEL,1890,242.9461942
Belgium,BEL,1891,259.0850097
Belgium,BEL,1892,263.0396405
Belgium,BEL,1893,267.4603175
Belgium,BEL,1894,297.3312402
Belgium,BEL,1895,379.2514366
Belgium,BEL,1896,347.8595627
Belgium,BEL,1897,357.5137447
Belgium,BEL,1898,371.592974
Belgium,BEL,1899,369.1083759
Belgium,BEL,1900,434.4396488
Belgium,BEL,1901,413.3215704
Belgium,BEL,1902,385.4845719
Belgium,BEL,1903,403.3157067
Belgium,BEL,1904,407.1408411
Belgium,BEL,1905,378.2578397
Belgium,BEL,1906,377.2389088
Belgium,BEL,1907,372.3085309
Belgium,BEL,1908,368.2364053
Belgium,BEL,1909,361.4602835
Belgium,BEL,1910,387.9701254
Belgium,BEL,1911,396.4347479
Belgium,BEL,1912,422.2661397
Belgium,BEL,1913,403.6003131
Belgium,BEL,1914,307.2640166
Belgium,BEL,1915,180.4356231
Belgium,BEL,1916,163.8752899
Belgium,BEL,1917,157.7176866
Belgium,BEL,1918,145.8224543
Belgium,BEL,1919,211.719979
Belgium,BEL,1920,282.4417373
Belgium,BEL,1921,261.8603412
Belgium,BEL,1922,161.5374455
Belgium,BEL,1923,299.8035363
Belgium,BEL,1924,321.6556377
Belgium,BEL,1925,343.4888803
Belgium,BEL,1926,276.1346252
Belgium,BEL,1927,267.965587
Belgium,BEL,1928,310.8684739
Belgium,BEL,1929,338.0229084
Belgium,BEL,1930,444.7746409
Belgium,BEL,1931,529.4117647
Belgium,BEL,1932,558.2702174
Belgium,BEL,1933,518.2845341
Belgium,BEL,1934,517.7923021
Belgium,BEL,1935,522.0801158
Belgium,BEL,1936,561.5153337
Belgium,BEL,1937,688.9527918
Belgium,BEL,1938,671.9608311
Belgium,BEL,1939,623.8083889
Belgium,BEL,1940,385.3342919
Belgium,BEL,1941,641.3726438
Belgium,BEL,1942,558.1423548
Belgium,BEL,1943,482.2858529
Belgium,BEL,1944,487.2753588
Belgium,BEL,1945,548.0273414
Belgium,BEL,1946,628.062627
Belgium,BEL,1947,646.1538462
Belgium,BEL,1948,630.9454248
Belgium,BEL,1949,600.7661946
Belgium,BEL,1950,584.3019322
Belgium,BEL,1951,605.6425699
Belgium,BEL,1952,607.9901219
Belgium,BEL,1953,552.0699605
Belgium,BEL,1954,536.2054929
Belgium,BEL,1955,402.0984442
Belgium,BEL,1956,341.4447472
Belgium,BEL,1957,395.478485
Belgium,BEL,1958,423.0778705
Belgium,BEL,1959,442.4560529
Belgium,BEL,1960,509.063792
Belgium,BEL,1961,436.8413014
Belgium,BEL,1962,478.4995227
Belgium,BEL,1963,502.3106505
Belgium,BEL,1964,474.7517882
Belgium,BEL,1965,334.3529387
Belgium,BEL,1966,880.5401881
Belgium,BEL,1967,713.1271909
Belgium,BEL,1968,706.0626916
Belgium,BEL,1969,713.8473062
Belgium,BEL,1970,661.2504929
Belgium,BEL,1971,667.5626777
Belgium,BEL,1972,711.394465
Belgium,BEL,1973,645.3832252
Belgium,BEL,1974,534.716108
Belgium,BEL,1975,770.5108833
Belgium,BEL,1976,841.7082866
