Gasverbrauch,Stromverbrauch,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Wind Speed [10 m],Basel Wind Direction [10 m],Hour,Traffic
0.29449368033569817,-1.1162586569714927,-0.9264666501656814,-0.3148053042551812,-0.6940661139775754,0.11589053424975992,0,-1.1421513136322528
0.3575180153083051,-1.368316827991824,-1.041966929000637,-0.3148053042551812,-0.9180243318234241,0.047361332672753206,1,-1.2954794849567368
0.3854140872823172,-1.5237033301465803,-1.1624348473187405,-0.3148053042551812,-0.8576752768683011,-0.14311249290853495,2,-1.2954794849567368
0.6171313389499639,-1.5465180634027331,-1.1351122402409652,-0.3148053042551812,-0.831117633786482,-0.006355003443664716,3,-1.2954794849567368
1.1098597524266947,-1.4326849326865836,-1.1636768099718846,-0.3148053042551812,-0.687749929054336,-0.14831633255069918,4,-1.2954794849567368
1.6703311322877221,-1.3312432336642435,-1.2307414519488256,-0.3148053042551812,-0.5098408072148946,-0.24825458938694656,5,-1.2954794849567368
1.4551017258200716,-1.1733246912208373,-1.277935039218049,-0.3148053042551812,-0.46589559208782705,-0.28262446673192454,6,-0.6821667996588003
1.4722702011600224,-1.1224397986345742,-1.305257708392715,-0.3148053042551812,-0.47608190965300223,-0.3410322029070922,7,-0.22218228568534795
1.5557344965124809,-0.9853296042808758,-1.3139512606740515,-0.3148053042551812,-0.4457909306585458,-0.2257448619278426,8,-0.8354949709832844
1.401258193238443,-0.8157377559106118,-1.0891604914311044,-0.3148053042551812,-0.20432917516943805,-0.019529380896452446,9,-0.5288386283343162
1.2182802465128892,-0.7040636788920521,-0.8059987070088216,-0.3148053042551812,-0.380368438889453,-0.2056125039345068,10,0.23780222828810443
0.9414370867307417,-0.6137858398390037,-0.587417688934704,-0.3148053042551812,-0.24620186174863737,-0.1712426265895291,11,0.5444585709370726
0.5640714749346324,-0.6930802997081966,-0.3638688823449011,-0.3148053042551812,-0.3477834157167511,-0.15450905845075427,12,0.23780222828810443
0.5569911782390528,-0.6219820162444542,-0.21235240689269932,-0.3148053042551812,-0.34090998746811,-0.23793413616121672,13,1.6177557702084615
0.613694529099225,-0.6285908196634804,-0.11423938165295441,-0.3148053042551812,-0.4041840205819836,-0.2591183950247891,14,1.157771256235009
0.7969400520472385,-0.5436283911418135,-0.309223618511838,-0.3148053042551812,-0.2784723686419468,-0.13951190497292837,15,1.3110994275594934
0.9793509661326874,-0.1887365371103148,-0.7103694953009614,-0.3148053042551812,-0.40418389382053566,-0.08336696624108217,16,0.5444585709370726
1.005392329843265,-0.06915840025856401,-0.8730633489857625,-0.3148053042551812,-0.3318030225057346,-0.07168364638230525,17,0.23780222828810443
1.064681649573988,-0.2172677610302227,-0.8966601674591306,-0.3148053042551812,-0.3523865464317382,-0.035822711443316425,18,-0.9888231423077686
1.1004887788822746,-0.44336106543596976,-0.9749022870236961,-0.3148053042551812,-0.4837823929691097,-0.19000347100472753,19,-0.37551045700983204
1.033403780224586,-0.6717215783992337,-1.0593540211439316,-0.3148053042551812,-0.4457909306585458,-0.2257448619278426,20,0.0844740569636203
0.6724551935257718,-0.9071530845194085,-1.1313864019590456,-0.3148053042551812,-0.4457909306585458,-0.2257448619278426,21,0.23780222828810443
0.30673616223038647,-1.1277119612863358,-1.1736123000676089,-0.3148053042551812,-0.29821673178220026,-0.2682250333334664,22,0.6977867422615568
0.3508852816375649,-1.3269487895397822,-1.192241379702804,-0.3148053042551812,-0.21052998604809087,-0.20142813911849067,23,-0.9888231423077686
0.38201059211112587,-1.4783414730747488,-1.2593060216797447,-0.3148053042551812,-0.2784723686419468,-0.13951190497292837,0,-1.2954794849567368
0.46875459004962544,-1.6028526459124643,-1.2419188426008032,-0.3148053042551812,-0.25901744414129013,-0.06125878129460991,1,-1.2954794849567368
0.5599481418479707,-1.6402764425823304,-1.3238867880279102,-0.3148053042551812,-0.25901744414129013,-0.06125878129460991,2,-1.2954794849567368
0.8502509698550951,-1.6352781128464036,-1.3300964398417146,-0.3148053042551812,-0.07613363265586988,-0.1712426265895291,3,-1.2954794849567368
1.3687732926346232,-1.5116594637292253,-1.3214028875603783,-0.3148053042551812,0.10241694436426024,-0.23296668238045903,4,-1.2954794849567368
1.7844208773996075,-1.3587299685500236,-1.316435136302827,-0.3148053042551812,0.17532072777896326,-0.314355188348525,5,-1.2954794849567368
1.6664309059203253,-1.1860230070555562,-1.2965641188532442,-0.3148053042551812,0.010242674355738514,-0.3292750597546066,6,-0.22218228568534795
1.622433946758469,-1.0408886784711868,-1.2518543451159054,-0.3148053042551812,-0.10667257816951921,-0.21340188824548853,7,0.23780222828810443
1.6744735191325086,-0.7902570545824991,-1.1748542130432402,-0.3148053042551812,-0.13784649290310136,-0.1137993490523722,8,-0.37551045700983204
1.5670206384208272,-0.6514283723292863,-0.9885635408850711,-0.3148053042551812,-0.1437655130828535,0.018908235592635946,9,0.5444585709370726
1.400033960369657,-0.4867519091843617,-0.8047568064525683,-0.3148053042551812,0.7510141819367535,0.11589053424975992,10,1.3110994275594934
1.176404753107417,-0.3393391557224768,-0.5812079998627652,-0.3148053042551812,0.9214988223861963,0.28568011056732295,11,-0.37551045700983204
1.1353457340473845,-0.34602503178550775,-0.3812560117463301,-0.3148053042551812,0.6456137280786037,0.24223710182589278,12,0.0844740569636203
1.0071919729360066,-0.5134846542078972,-0.17757821018673192,-0.3148053042551812,0.5831085031468416,0.3355568788032008,13,1.157771256235009
0.9782807871261686,-0.53097307706057,-0.10802956838723402,-0.3148053042551812,0.846011746295823,0.43739357243402666,14,0.8511149135860409
1.0591002421746207,-0.4089444731565249,-0.12417475997427521,-0.3148053042551812,0.6749573131376269,0.5144055352314444,15,1.004443084910525
1.2271956029394797,-0.022446752251194246,-0.21732009605335983,-0.3148053042551812,0.736247318321243,0.5023429387436437,16,0.23780222828810443
1.2554462301682978,0.10572551182026241,-0.2831429244096944,-0.3148053042551812,1.2993799805968578,0.625207489618721,17,0.39113039961258855
1.2280702422104293,-0.08181223758294195,-0.2930784269247968,-0.3148053042551812,1.588545026734938,0.5291478200027335,18,0.6977867422615568
1.2345877131108653,-0.32765663764565023,-0.2508525412356118,-0.3148053042551812,1.7267640194799112,0.7127693739472029,19,0.23780222828810443
0.9803319821776043,-0.5969689897511543,-0.1614330185996905,-0.3148053042551812,1.6020942410078827,0.7489596494073187,20,0.39113039961258855
0.33082858230114953,-0.8714688371148233,-0.057110180094224965,-0.3148053042551812,1.5785727036208927,0.7286279793296513,21,0.23780222828810443
-0.13483339860044535,-1.2142208003718609,-0.09685225225152522,-0.3148053042551812,1.8022622928315242,0.6708103971568977,22,0.39113039961258855
-0.18949678730000546,-1.4282750202396262,-0.08940062536519838,-0.3148053042551812,2.3372237021730227,0.6614843426165538,23,-0.8354949709832844
0.08346200107032324,-1.5921632116665105,-0.09064256317958616,-0.3148053042551812,2.675462330212939,0.7275773755011783,0,-1.1421513136322528
0.30380480855863956,-1.6450766759330733,-0.06952962033499366,-0.3148053042551812,2.7471330416422366,0.7967006222058892,1,-1.2954794849567368
0.10369213834886966,-1.6241152373816883,-0.06952962033499366,-0.3148053042551812,2.5094669464443653,0.7913034152541429,2,-1.2954794849567368
0.13317673635087213,-1.5431260232054542,-0.05835218000550352,-0.3148053042551812,1.9386762025569981,0.706100849893553,3,-1.2954794849567368
0.7375170408134157,-1.1470088838855361,-0.08070706066448378,-0.3148053042551812,1.9993414850710618,0.7898553762119562,4,-1.2954794849567368
1.2355316838410484,-0.4193157014589367,-0.13783620012632244,-0.3148053042551812,1.5585329863068025,0.7080161482310574,5,-0.9888231423077686
1.159437633019746,0.3817178329613376,-0.15894914297091495,-0.3148053042551812,1.158627237775474,0.7481523489963247,6,-0.22218228568534795
1.1799392171889356,0.8070024322838586,-0.16764270767162956,-0.3148053042551812,0.8139637057437509,0.6160409712152932,7,-0.8354949709832844
1.0478057548851325,1.0098434263099858,-0.16764270767162956,-0.3148053042551812,1.2227305020283379,0.6968155440819472,8,-0.9888231423077686
1.197668498823765,1.190880210706191,-0.16640076985724178,0.990908166003937,1.6272338882785742,0.6435064790792829,9,0.5444585709370726
1.1239912130993543,1.2753200431020169,-0.1514975160845881,0.6644797984391574,1.2441162146510927,0.5905978757211141,10,0.8511149135860409
0.9706848313595798,1.2685292469798122,-0.1365942623119347,0.3380514308743779,1.1164697604764382,0.5040273636472365,11,0.39113039961258855
0.8509163847023978,1.0923044396675148,-0.10306181712968271,0.3380514308743779,1.351658303173178,0.5910225488118621,12,0.23780222828810443
0.684671512670097,0.9817405322026996,-0.08070706066448378,0.01162306330959832,1.46297323492586,0.5697169084565843,13,0.6977867422615568
0.7005960656235709,0.872959632848052,-0.08567481192203508,-0.3148053042551812,1.409747793063911,0.7245267332733157,14,0.39113039961258855
0.7682162118469816,0.9308338750331155,-0.09312631461458035,-0.3148053042551812,1.2441162146510927,0.6139646235254816,15,0.5444585709370726
0.9193761765850009,1.0928581883310324,-0.12169100853928103,-0.3148053042551812,1.1407893668131188,0.6386682971276253,16,0.8511149135860409
0.9829733758157785,1.040849237644318,-0.14404576500447996,-0.3148053042551812,0.9042801810973141,0.49564479890305935,17,0.23780222828810443
0.9434077340213947,0.6302875526576291,-0.18751371270183428,0.3380514308743779,1.0465354696156408,0.41096299581053364,18,0.23780222828810443
0.892684518663322,0.11242527643000055,-0.19869115303132442,0.3380514308743779,1.3526358452063265,0.39590574606433,19,-0.5288386283343162
0.7248509093337351,-0.2971040851862578,-0.20738471773203904,0.3380514308743779,1.094073547844055,0.4655237061150208,20,-0.37551045700983204
0.18647102828978535,-0.5900597366318447,-0.19869115303132442,1.3173365335687166,1.2227305020283379,0.5077468470778349,21,0.0844740569636203
-0.12858478715167942,-0.9579653698931402,-0.23222334982601348,1.643764901133496,1.889386281117244,0.5927543157398247,22,0.6977867422615568
-0.11950554625365263,-1.2743529686427175,-0.19620715320876733,0.6644797984391574,1.9687334545682529,0.5275800207710462,23,-0.37551045700983204
-0.09933144413046367,-1.3104227550717156,-0.2011749044663186,1.643764901133496,1.6020942410078827,0.4556027417524634,0,-1.2954794849567368
-0.08772232611594628,-1.4585347880700825,-0.19869115303132442,2.296621636263055,1.7406175668625923,0.3463091388493782,1,-1.2954794849567368
-0.048971034263968635,-1.5506059373704753,-0.13286844886877117,0.990908166003937,1.4020675281987591,0.3399065083572558,2,-1.2954794849567368
0.11186385661754791,-1.4454391894777858,-0.12541682198244455,0.990908166003937,1.7852511177791999,0.32832241219339003,3,-1.2954794849567368
0.6305737279813157,-1.0560153803269792,-0.08691662554264151,2.296621636263055,2.9293279046577845,0.49155619900391845,4,-1.2954794849567368
1.1336454670545784,-0.33125384156453846,-0.10927163039540312,2.9494783713926145,3.1411739605128326,0.4965462429287247,5,-0.37551045700983204
0.8904493261083268,0.46244207476292654,-0.11051356820979089,2.296621636263055,3.2251075744215094,0.4204639348153294,6,-0.9888231423077686
0.7556013202463568,0.9187816754877361,-0.0148842323081494,-0.3148053042551812,4.0522093323546935,0.5077468470778349,7,-0.37551045700983204
0.6404344866949341,1.064056753065697,0.08695454427786846,-0.3148053042551812,4.0368555632349485,0.5194130892200586,8,-0.8354949709832844
0.5720277282847613,1.2613600846522524,0.14035799449032493,-0.3148053042551812,3.81467105495022,0.48485503273255276,9,0.23780222828810443
0.48084055213511684,1.252278205736545,0.2844227188624186,-0.3148053042551812,4.499153930278402,0.6623769235235012,10,-0.22218228568534795
0.37298408656650034,1.3384575170758963,0.36018086344318323,-0.3148053042551812,3.8396880605199737,0.7005352436861729,11,-0.37551045700983204
0.774007500898036,1.2615746363282188,0.401164935511762,0.01162306330959832,4.133403842641202,0.7427360106785658,12,0.23780222828810443
0.5748052896192821,1.1135337689463967,0.25461627341400206,0.990908166003937,4.348072242135936,0.7838494243258519,13,-0.06885411436086382
0.5465429044978797,1.0414205315858278,0.044728658588683454,2.296621636263055,3.9972544418038836,0.8920723192531286,14,0.23780222828810443
0.5505268818198846,1.0335729401222853,0.0012608350851106818,0.6644797984391574,2.8966916909869993,1.0363146043881744,15,-0.06885411436086382
0.8139979598696172,1.1645626453270028,0.031067466824199128,0.3380514308743779,1.2114637332611473,1.1221145655676914,16,-0.06885411436086382
0.8160965543829569,1.076273646162408,-0.05835218000550352,1.9701932686982755,0.514679081942867,1.245770095744905,17,-0.37551045700983204
0.8256697082521265,0.6821752334770206,-0.19869115303132442,3.9287634740869533,0.3367981222717891,1.4191929022157908,18,-0.5288386283343162
1.0467125494770566,0.18203301996461274,-0.42223995962112737,4.255191841651732,0.49137356719017455,1.5909383094259686,19,-0.5288386283343162
0.9772564838078571,-0.2492971758373039,-0.6134982588430663,5.234476944346071,0.9214988223861963,1.5882368956929411,20,-0.5288386283343162
0.6193930806878445,-0.5440850254610153,-0.7165792216310348,3.6023351065221734,0.8282592280417868,1.5065335328367742,21,1.157771256235009
0.28567994639204086,-0.8882142402991063,-0.8358052518122632,4.581620209216512,0.5282693880518712,1.0445115840733508,22,1.004443084910525
0.29379569049534293,-1.18078948620843,-0.9128053963043063,4.908048576781292,0.31283978606190443,0.7245267332733157,23,-0.5288386283343162
0.36126846638261406,-1.2505757766802035,-0.9202570231906332,3.275906738957394,0.22178239004478958,0.29885470419373805,0,-1.2954794849567368
0.372593142249161,-1.4128438955043658,-0.9214988989081302,1.643764901133496,1.0639199571323212,0.33188160287937685,1,-1.2954794849567368
0.41289167576672536,-1.4934637094990686,-0.9364022147776745,1.9701932686982755,1.4967072027363126,0.5052988969227671,2,-1.2954794849567368
0.6125233462921449,-1.406014563060158,-0.9376441029145497,2.296621636263055,1.4221868939560083,0.5361805966183126,3,-1.2954794849567368
1.3149005595136358,-0.9897045316544827,-0.9575150955253763,1.9701932686982755,1.7093657994730311,0.6929977016509467,4,-1.2954794849567368
1.8710595880891685,-0.17650072746138082,-1.014644234987215,1.3173365335687166,1.6317024405896028,0.9863968712499308,5,-0.6821667996588003
1.8395066485563054,0.654783960374304,-1.0941282426886554,0.6644797984391574,1.6698815098432043,1.3243162427749715,6,-0.22218228568534795
2.0600215453762827,1.166266576623134,-1.1351122402409652,0.6644797984391574,1.522693722114174,1.3690741276041973,7,-1.1421513136322528
2.148243595505812,1.3751266909877191,-1.1897574543965157,-0.3148053042551812,1.0498038022832035,1.2317842024953911,8,-1.2954794849567368
2.083296929993777,1.4621927948245363,-1.2282575763200498,-0.3148053042551812,1.1481482914075942,1.1572008423134013,9,-0.06885411436086382
2.1245539239973583,1.4727199616197224,-1.219563986780579,-0.3148053042551812,1.5346855663639165,1.163824294165768,10,0.5444585709370726
1.9529367518885725,1.454417072195094,-1.2133542728698838,-0.3148053042551812,1.5346855663639165,1.163824294165768,11,0.0844740569636203
1.7560604867451317,1.2893969817920212,-1.1574670960611892,-0.3148053042551812,1.602995409268612,1.2368261280907393,12,-0.5288386283343162
1.7399683523515055,1.153883583539982,-1.1077895710662995,-0.3148053042551812,1.5115828699280218,1.2257302600640356,13,-1.2954794849567368
1.7287552354556697,1.0783294675229544,-1.115241197952626,-0.3148053042551812,1.0069975176394945,1.1790962043238389,14,-1.2954794849567368
1.7763683155016494,1.1788810337644438,-1.1524993572230164,-0.3148053042551812,0.39399500029953255,0.994137508407966,15,-1.2954794849567368
1.8126974273222223,1.3965213818746098,-1.3189190119316028,-0.3148053042551812,-0.10667257816951921,0.7593794344147737,16,-1.2954794849567368
1.9945972292617593,1.3828403546679509,-1.3748062135790535,-0.3148053042551812,-0.4187022838710609,0.6584261343117372,17,-1.2954794849567368
