name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Basel,2024-12-02T23:00:00,43.7,42.1,38.2,80.96,0,29,,0,0,3,3.4,155.5,1024.7,11.2,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-03T00:00:00,43.4,41.7,38,81.32,0,29,,0,0,3.1,3.5,154.7,1024.3,13.9,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-03T01:00:00,43.1,41.2,37.8,81.68,0,29,,0,0,3.1,3.6,154,1024,16.7,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-03T02:00:00,42.8,41,37.7,81.85,0,19.4,,0,0,3.1,3.5,152.8,1024,23,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-12-03T03:00:00,42.6,40.8,37.5,82.03,0,19.4,,0,0,3,3.4,151.7,1024,29.3,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-12-03T04:00:00,42.3,40.6,37.3,82.2,0,19.4,,0,0,2.9,3.4,150.5,1024,35.6,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-12-03T05:00:00,42.2,40.3,37.2,82.38,0,19.4,,0,0,3.1,3.5,149,1023.7,25.4,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-12-03T06:00:00,42,39.9,37.1,82.57,0,19.4,,0,0,3.2,3.7,147.6,1023.3,15.2,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-03T07:00:00,41.8,39.6,36.9,82.75,0,19.4,,0,0,3.4,3.8,146.1,1023,5,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-03T08:00:00,43.1,41.2,37.3,79.96,0,9.7,,0,0,3.6,3.6,139.8,1023,5,15,18,0.1,0,10,Clear,clear-day,
Basel,2024-12-03T09:00:00,44.3,42.9,37.7,77.29,0,9.7,,0,0,3.8,3.4,133.5,1023,5,15,36,0.1,0,10,Clear,clear-day,
Basel,2024-12-03T10:00:00,45.6,44.6,38,74.72,0,9.7,,0,0,4,3.1,127.2,1023,5,15,54,0.2,1,10,Clear,clear-day,
Basel,2024-12-03T11:00:00,47.7,47,38.5,70.18,0,9.7,,0,0,4,3.1,117.2,1022.3,5,15,129.3,0.5,1,10,Clear,clear-day,
Basel,2024-12-03T12:00:00,49.9,49.5,39,65.97,0,9.7,,0,0,3.9,3.1,107.1,1021.7,5,15,204.7,0.7,2,10,Clear,clear-day,
Basel,2024-12-03T13:00:00,52.1,52.1,39.5,62.05,0,9.7,,0,0,3.8,3.1,97.1,1021,5,15,280,1,3,10,Clear,clear-day,
Basel,2024-12-03T14:00:00,50.7,50.7,39.8,65.92,0,12.9,,0,0,3.6,3.2,98.7,1021,5,15,251.3,0.9,3,10,Clear,clear-day,
Basel,2024-12-03T15:00:00,49.4,48.8,40.1,70.04,0,12.9,,0,0,3.4,3.3,100.2,1021,5,15,222.7,0.8,2,10,Clear,clear-day,
Basel,2024-12-03T16:00:00,48.1,47.2,40.4,74.44,0,12.9,,0,0,3.1,3.4,101.8,1021,5,15,194,0.7,2,10,Clear,clear-day,
Basel,2024-12-03T17:00:00,46.4,45.3,39.4,76.22,0,12.9,,0,0,3.1,3.4,111.2,1021.3,5,15,129.3,0.5,0,10,Clear,clear-night,
Basel,2024-12-03T18:00:00,44.8,43.4,38.3,78.06,0,12.9,,0,0,3,3.4,120.5,1021.7,5,15,64.7,0.2,0,10,Clear,clear-night,
Basel,2024-12-03T19:00:00,43.1,41.5,37.3,79.96,0,12.9,,0,0,2.9,3.4,129.9,1022,5,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-03T20:00:00,42.5,40.9,36.3,78.79,0,9.7,,0,0,2.8,3.2,132,1022.3,5,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-03T21:00:00,41.9,40.4,35.4,77.62,0,9.7,,0,0,2.8,3.1,134.2,1022.7,5,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-03T22:00:00,41.3,41.3,34.4,76.46,0,9.7,,0,0,2.7,2.9,136.3,1023,5,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-03T23:00:00,40.8,40.8,33.8,75.88,0,9.7,,0,0,2.7,3,140.7,1023,3.3,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T00:00:00,40.4,38.8,33.2,75.29,0,9.7,,0,0,2.7,3.1,145.2,1023,1.7,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T01:00:00,40,38.2,32.6,74.71,0,9.7,,0,0,2.7,3.1,149.6,1023,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T02:00:00,39.7,37.7,32.3,74.68,0,16.1,,0,0,2.8,3.3,149.3,1023.3,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T03:00:00,39.4,37.2,32,74.65,0,16.1,,0,0,3,3.4,148.9,1023.7,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T04:00:00,39.1,36.7,31.7,74.62,0,16.1,,0,0,3.1,3.6,148.6,1024,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T05:00:00,38.9,36.4,31.7,75.32,0,16.1,,0,0,3.1,3.6,149.3,1024.3,0.3,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T06:00:00,38.6,36.2,31.7,76.03,0,16.1,,0,0,3,3.6,150,1024.7,0.5,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T07:00:00,38.4,35.9,31.7,76.75,0,16.1,,0,0,2.9,3.6,150.7,1025,0.6,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T08:00:00,39.9,38.1,32.4,74.34,0,25.8,,0,0,2.8,3.1,146.5,1025.3,2.1,15,18,0.1,0,10,Clear,clear-night,
Basel,2024-12-04T09:00:00,41.4,41.4,33.1,72.03,0,25.8,,0,0,2.6,2.7,142.4,1025.7,3.5,15,36,0.1,0,10,Clear,clear-day,
Basel,2024-12-04T10:00:00,42.9,42.9,33.7,69.81,0,25.8,,0,0,2.5,2.2,138.2,1026,5,15,54,0.2,1,10,Clear,clear-day,
Basel,2024-12-04T11:00:00,45.3,45.3,34.4,65.41,0,25.8,,0,0,2.2,1.7,118.7,1026,5,15,129.3,0.5,1,10,Clear,clear-day,
Basel,2024-12-04T12:00:00,47.8,47.8,35.2,61.34,0,25.8,,0,0,1.9,1.2,99.1,1026,5,15,204.7,0.7,2,10,Clear,clear-day,
Basel,2024-12-04T13:00:00,50.3,50.3,35.9,57.58,0,25.8,,0,0,1.6,0.7,79.6,1026,5,15,280,1,3,10,Clear,clear-day,
Basel,2024-12-04T14:00:00,49.2,49.2,36.6,61.67,0,19.4,,0,0,1.9,1.3,98,1026,5,15,251,0.9,3,10,Clear,clear-day,
Basel,2024-12-04T15:00:00,48.1,48.1,37.3,66.06,0,19.4,,0,0,2.2,2,116.3,1026,5,15,222,0.8,2,10,Clear,clear-day,
Basel,2024-12-04T16:00:00,47,47,38,70.77,0,19.4,,0,0,2.5,2.7,134.7,1026,5,15,193,0.7,2,10,Clear,clear-day,
Basel,2024-12-04T17:00:00,45.8,44.8,38.1,74.22,0,19.4,,0,0,2.8,3.1,139.7,1026.7,5,15,128.7,0.5,0,10,Clear,clear-night,
Basel,2024-12-04T18:00:00,44.6,43,38.1,77.86,0,19.4,,0,0,3.1,3.6,144.8,1027.3,5,15,64.3,0.2,0,10,Clear,clear-night,
Basel,2024-12-04T19:00:00,43.4,41.3,38.2,81.7,0,19.4,,0,0,3.4,4,149.8,1028,5,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T20:00:00,42.8,40.9,37.6,81.66,0,29,,0,0,3.1,3.7,152.9,1028.3,4.1,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T21:00:00,42.2,40.6,37,81.61,0,29,,0,0,2.9,3.3,156,1028.7,3.2,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T22:00:00,41.6,41.6,36.4,81.57,0,29,,0,0,2.7,2.9,159.1,1029,2.3,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-04T23:00:00,41.4,39.9,36.2,81.36,0,29,,0,0,2.8,3.1,158.7,1029,1.5,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T00:00:00,41.3,39.6,35.9,81.16,0,29,,0,0,2.8,3.2,158.4,1029,0.8,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T01:00:00,41.1,39.2,35.7,80.95,0,29,,0,0,2.9,3.4,158,1029,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T02:00:00,41,38.8,35.5,80.75,0,29,,0,0,3.1,3.6,155.9,1029.3,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T03:00:00,40.8,38.5,35.3,80.55,0,29,,0,0,3.2,3.8,153.9,1029.7,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T04:00:00,40.7,38.1,35.1,80.35,0,29,,0,0,3.4,4,151.8,1030,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T05:00:00,40.4,37.9,35,80.71,0,29,,0,0,3.3,4,151.9,1030,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T06:00:00,40.1,37.6,34.8,81.07,0,29,,0,0,3.2,3.9,151.9,1030,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T07:00:00,39.8,37.3,34.6,81.43,0,29,,0,0,3.1,3.8,152,1030,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T08:00:00,41.4,39.4,35.3,78.69,0,25.8,,0,0,3.1,3.5,147.9,1030.3,0,15,17,0.1,0,10,Clear,clear-night,
Basel,2024-12-05T09:00:00,43,41.5,35.9,76.07,0,25.8,,0,0,3.1,3.2,143.7,1030.7,0,15,34,0.1,0,10,Clear,clear-day,
Basel,2024-12-05T10:00:00,44.5,44.5,36.6,73.57,0,25.8,,0,0,3.1,2.9,139.6,1031,0,15,51,0.2,1,10,Clear,clear-day,
Basel,2024-12-05T11:00:00,46.9,46.9,37.6,69.93,0,25.8,,0,0,3.1,2.6,134.3,1030.7,0,15,124,0.5,1,10,Clear,clear-day,
Basel,2024-12-05T12:00:00,49.3,49.3,38.6,66.52,0,25.8,,0,0,3,2.3,129.1,1030.3,0,15,197,0.7,2,10,Clear,clear-day,
Basel,2024-12-05T13:00:00,51.7,51.7,39.6,63.32,0,25.8,,0,0,2.9,2,123.8,1030,0,15,270,1,3,10,Clear,clear-day,
Basel,2024-12-05T14:00:00,50.5,50.5,40.2,67.76,0,22.6,,0,0,2.8,2.2,121.3,1030,0,15,242.3,0.9,2,10,Clear,clear-day,
Basel,2024-12-05T15:00:00,49.3,49.3,40.8,72.52,0,22.6,,0,0,2.6,2.3,118.9,1030,0,15,214.7,0.8,2,10,Clear,clear-day,
Basel,2024-12-05T16:00:00,48.1,48.1,41.4,77.62,0,22.6,,0,0,2.5,2.5,116.4,1030,0,15,187,0.7,2,10,Clear,clear-day,
Basel,2024-12-05T17:00:00,46.8,46.8,41.1,80.44,0,22.6,,0,0,2.8,2.9,128.9,1030.3,0,15,124.7,0.5,0,10,Clear,clear-night,
Basel,2024-12-05T18:00:00,45.5,44.2,40.7,83.39,0,22.6,,0,0,3.1,3.4,141.5,1030.7,0,15,62.3,0.2,0,10,Clear,clear-night,
Basel,2024-12-05T19:00:00,44.1,42.3,40.4,86.47,0,22.6,,0,0,3.4,3.8,154,1031,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T20:00:00,43.7,41.7,39.4,84.64,0,35.5,,0,0,3.3,3.8,154.8,1031.3,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T21:00:00,43.2,41.2,38.3,82.85,0,35.5,,0,0,3.2,3.8,155.6,1031.7,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T22:00:00,42.7,40.6,37.3,81.07,0,35.5,,0,0,3.1,3.8,156.4,1032,0,15,0,0,0,10,Clear,clear-night,
Basel,2024-12-05T23:00:00,42.2,40.1,37,81.42,0,35.5,,0,0,3.1,3.8,155.1,1032,0,15,0,0,0,10,Clear,clear-night,
