location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Wind Speed,Wind Direction
unit,°C,mm,km/h,°
level,2 m elevation corrected,sfc,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20230406T2100,8.750245,0.0,3.9763298,185.19443
20230406T2200,8.650246,0.0,5.771239,176.42366
20230406T2300,8.100245,0.0,4.68,180.0
20230407T0000,7.900245,0.0,4.3349743,175.23636
20230407T0100,6.940245,0.0,4.0249224,169.69516
20230407T0200,6.4702454,0.0,3.396233,147.99461
20230407T0300,5.9702454,0.0,2.9024127,150.25511
20230407T0400,6.3002453,0.0,3.0758414,159.44395
20230407T0500,5.6202455,0.0,4.3349743,175.23636
20230407T0600,6.1002455,0.2,5.3999996,180.0
20230407T0700,6.1602454,0.3,6.28713,193.24052
20230407T0800,6.0502453,0.3,6.763786,205.20113
20230407T0900,5.790245,0.4,6.6087217,209.35776
20230407T1000,6.9502454,0.3,6.3690495,227.29062
20230407T1100,7.6802454,0.3,6.1305785,229.76364
20230407T1200,8.000245,0.3,5.0911684,225.0
20230407T1300,8.700245,0.2,4.3349743,228.36647
20230407T1400,8.960245,0.4,4.5820518,225.0
20230407T1500,9.140245,0.2,3.396233,237.99463
20230407T1600,9.370245,0.1,3.0758414,249.44395
20230407T1700,9.140245,0.2,3.8939953,236.30994
20230407T1800,8.300245,0.0,4.510787,241.38954
20230407T1900,7.6402454,0.0,1.484318,194.03624
20230407T2000,6.730245,0.0,0.8049845,153.43495
20230407T2100,6.770245,0.0,0.5091169,135.0
20230407T2200,5.770245,0.0,2.1897945,99.46232
20230407T2300,5.5702453,0.0,2.1897945,80.537674
20230408T0000,5.360245,0.0,1.1384199,71.56504
20230408T0100,5.5302453,0.0,1.1384199,18.434952
20230408T0200,5.7802453,0.0,1.9386592,21.801407
20230408T0300,5.8702455,0.0,3.6,36.86989
20230408T0400,5.7802453,0.0,2.5455842,44.999985
20230408T0500,5.8902454,0.0,1.0182338,44.999985
20230408T0600,5.3202453,0.0,0.8049845,26.565033
20230408T0700,6.7402453,0.0,1.835647,11.309921
20230408T0800,8.220245,0.0,4.6938252,4.398697
20230408T0900,9.550245,0.0,5.771239,3.5763245
20230408T1000,10.380245,0.0,5.1544156,347.90524
20230408T1100,10.840245,0.2,6.0347,342.646
20230408T1200,11.350245,0.2,7.928178,357.39746
20230408T1300,11.490245,0.0,8.64,360.0
20230408T1400,11.650246,0.1,9.028754,4.573929
20230408T1500,12.010245,0.0,9.779817,6.340164
20230408T1600,12.030245,0.0,10.182337,8.130096
20230408T1700,11.730246,0.0,8.287822,2.4895477
20230408T1800,10.250245,0.0,5.506941,11.309921
20230408T1900,9.530245,0.0,6.28713,13.240509
20230408T2000,8.880245,0.0,6.830519,18.434952
20230408T2100,8.650246,0.0,6.696387,36.25383
20230408T2200,7.8902454,0.0,6.193674,54.46232
20230408T2300,6.7402453,0.0,5.95906,64.98311
20230409T0000,5.770245,0.0,5.4833565,66.8014
20230409T0100,4.4402456,0.0,4.2136917,70.016884
20230409T0200,3.7902455,0.0,4.0249224,63.43495
20230409T0300,3.4802456,0.0,4.829907,63.43495
20230409T0400,3.4302454,0.0,4.829907,63.43495
20230409T0500,2.8502455,0.0,5.0142193,68.96249
20230409T0600,4.4602456,0.0,5.04,89.99999
20230409T0700,6.6202455,0.0,4.379589,99.46232
20230409T0800,8.340245,0.0,5.1544156,102.09476
20230409T0900,9.790245,0.0,6.924738,98.97262
20230409T1000,11.540245,0.0,6.87779,83.99099
20230409T1100,12.720245,0.0,9.255571,76.504265
20230409T1200,13.450245,0.0,8.311245,72.34988
20230409T1300,14.380245,0.0,7.968939,71.56504
20230409T1400,15.010245,0.0,7.172949,72.47443
20230409T1500,15.340245,0.0,5.815978,68.19859
20230409T1600,15.130245,0.0,4.510787,61.38954
20230409T1700,14.280245,0.0,2.5455842,44.999985
20230409T1800,12.780245,0.0,2.7416782,23.198593
20230409T1900,11.640245,0.0,3.671294,78.69006
20230409T2000,8.740245,0.0,5.3517847,109.653824
20230409T2100,6.2802453,0.0,5.154415,114.77514
20230409T2200,6.1002455,0.0,6.439876,116.56505
20230409T2300,5.230245,0.0,6.9153743,128.6598
20230410T0000,4.730245,0.0,6.9153743,128.6598
20230410T0100,4.2502456,0.0,4.198285,120.96376
20230410T0200,3.5702453,0.0,4.6800003,112.61986
20230410T0300,3.0702453,0.0,5.3517847,109.653824
20230410T0400,2.9702454,0.0,6.193674,125.537674
20230410T0500,2.3702455,0.0,5.3517847,137.72632
20230410T0600,3.4102454,0.0,5.6233797,129.80557
20230410T0700,6.3702455,0.0,5.3999996,126.869896
20230410T0800,9.010245,0.0,5.3517847,132.27368
20230410T0900,11.250245,0.0,6.618519,135.0
20230410T1000,13.440246,0.0,7.491114,144.78241
20230410T1100,14.990245,0.0,8.4042845,170.13419
20230410T1200,16.130245,0.0,8.759178,189.46233
20230410T1300,16.880245,0.0,9.565437,199.79887
20230410T1400,17.380245,0.0,10.009036,217.69424
20230410T1500,17.500246,0.0,9.686609,221.98721
20230410T1600,17.330246,0.0,6.8777895,222.8789
20230410T1700,16.290245,0.0,6.4096174,231.84277
20230410T1800,15.490245,0.0,8.161764,228.57634
20230410T1900,14.360246,0.0,8.4963045,233.61565
20230410T2000,13.710245,0.0,7.9036193,210.06859
20230410T2100,13.980246,0.0,9.114471,189.09027
20230410T2200,14.260245,0.0,12.413476,196.8584
20230410T2300,14.580245,0.0,16.363178,219.64418
20230411T0000,14.520246,0.0,17.057314,225.8551
20230411T0100,13.620245,0.4,16.075521,235.95407
20230411T0200,13.210245,0.4,14.654254,242.1759
20230411T0300,12.3102455,0.7,15.646544,246.97452
20230411T0400,11.610246,0.5,15.546833,264.68546
20230411T0500,10.690246,0.4,14.84318,284.03625
20230411T0600,10.140245,0.3,12.0694,287.35403
20230411T0700,9.960245,0.5,10.105681,265.91437
20230411T0800,9.790245,0.4,11.726277,252.1213
20230411T0900,10.240245,0.2,13.661038,251.56506
20230411T1000,11.280245,0.0,14.578888,249.77515
20230411T1100,11.870245,0.0,17.057314,262.725
20230411T1200,12.570246,0.0,16.808569,260.1342
20230411T1300,13.030245,0.0,15.273505,261.8699
20230411T1400,13.370245,0.0,12.849528,258.69006
20230411T1500,13.570246,0.0,11.726277,252.1213
20230411T1600,13.270246,0.0,9.793058,252.89728
20230411T1700,12.590245,0.0,3.8268526,228.81409
20230411T1800,11.300245,0.0,2.8116899,230.19443
20230411T1900,10.520246,0.0,2.5455842,171.8699
20230411T2000,10.110246,0.0,4.896529,162.89728
20230411T2100,9.600245,0.0,6.28713,166.75948
20230411T2200,9.250245,0.2,7.172949,162.47443
20230411T2300,8.780245,0.3,8.225035,156.8014
20230412T0000,8.570246,0.3,7.2,143.1301
20230412T0100,8.360246,0.2,7.386582,136.97493
20230412T0200,8.120246,0.2,7.2,143.1301
20230412T0300,8.200246,0.3,7.10031,149.53445
20230412T0400,8.420245,0.4,8.39657,149.03624
20230412T0500,8.870245,0.4,8.707237,150.25511
20230412T0600,9.540245,0.3,8.557102,157.75098
20230412T0700,10.300245,0.1,8.654986,163.07248
20230412T0800,11.170245,0.2,9.36,180.0
20230412T0900,11.730246,0.2,11.770403,203.4287
20230412T1000,12.860246,0.2,15.281989,226.90915
20230412T1100,12.760245,0.3,13.104198,217.18471
20230412T1200,12.670245,0.2,15.484185,215.53769
20230412T1300,13.800245,0.2,17.0763,214.69516
20230412T1400,13.800245,0.4,18.837324,225.0
20230412T1500,12.250245,0.9,17.884428,229.8991
20230412T1600,11.250245,0.8,14.277983,236.30994
20230412T1700,10.630245,0.6,15.315873,246.44774
20230412T1800,9.870245,0.2,11.808878,232.43141
20230412T1900,9.480246,1.3,14.57889,237.09476
20230412T2000,9.200245,0.3,16.854767,250.0169
20230412T2100,8.460245,0.3,17.811815,255.96376
20230412T2200,7.5702453,0.0,15.0038395,239.74356
20230412T2300,7.170245,0.0,13.783817,229.23639
20230413T0000,6.920245,0.0,13.044722,230.59933
20230413T0100,6.3902454,0.0,12.538134,230.82635
20230413T0200,6.2402453,0.0,12.031756,231.07246
20230413T0300,5.9702454,0.0,12.261157,229.76364
20230413T0400,5.8102455,0.0,12.218805,225.0
20230413T0500,5.9302454,0.0,12.031756,218.92755
20230413T0600,6.190245,0.0,12.599998,216.8699
20230413T0700,7.0802455,0.0,14.003028,223.95837
20230413T0800,7.980245,0.1,16.92383,246.16125
20230413T0900,8.580245,0.0,16.071491,254.4072
20230413T1000,8.860246,0.0,13.849477,242.10274
20230413T1100,9.270246,0.0,14.241629,253.85567
20230413T1200,9.250245,0.0,12.9249525,257.125
20230413T1300,9.280245,0.0,11.792404,257.66092
20230413T1400,9.590245,0.0,11.525623,268.21008
20230413T1500,9.570246,0.0,10.182337,278.1301
20230413T1600,9.610246,0.0,7.2359104,275.7106
20230413T1700,9.670245,0.4,5.506941,258.69006
20230413T1800,8.400246,0.2,5.0911684,225.0
20230413T1900,7.3902454,0.0,4.6938252,184.39871
20230413T2000,6.000245,0.0,4.802999,167.00539
20230413T2100,5.4502454,0.0,4.896529,197.10272
20230413T2200,5.0902452,0.0,6.3690495,227.29062
20230413T2300,4.4702454,0.0,6.8777895,227.1211
20230414T0000,3.9602456,0.0,6.4096174,218.15723
20230414T0100,3.5102453,0.0,6.638072,220.6013
20230414T0200,3.3702455,0.0,5.95906,205.01689
20230414T0300,2.6302452,0.0,5.634891,206.56505
20230414T0400,2.3202453,0.0,5.1919937,213.69006
20230414T0500,2.1202455,0.0,5.0142193,201.0375
20230414T0600,3.6102452,0.0,4.1046314,195.25513
20230414T0700,5.8202453,0.0,4.0249224,206.56505
20230414T0800,7.980245,0.0,4.6938257,237.52881
20230414T0900,9.660245,0.0,4.5536795,251.56506
20230414T1000,10.730246,0.0,3.319036,257.4712
20230414T1100,11.630245,0.0,3.671294,191.30994
20230414T1200,12.750245,0.0,5.0528407,175.91438
20230414T1300,13.210245,0.0,5.8603754,190.61966
20230414T1400,13.760245,0.0,6.4799995,180.0
20230414T1500,14.110246,0.0,6.130579,176.63354
20230414T1600,14.190246,0.0,4.510787,151.38954
20230414T1700,13.850245,0.0,4.73506,98.74616
20230414T1800,11.240245,0.0,6.9899354,78.11134
20230414T1900,10.640245,0.0,7.342588,78.69006
20230414T2000,8.710245,0.0,6.519877,83.65981
20230414T2100,6.9702454,0.0,4.6938252,94.398705
20230414T2200,5.730245,0.0,3.8268526,131.18591
20230414T2300,5.0302453,0.0,2.8116899,140.19443
20230415T0000,4.4502454,0.0,3.219938,153.43495
20230415T0100,5.1202455,0.0,3.671294,168.69006
20230415T0200,5.5602455,0.0,3.6179552,174.28941
20230415T0300,6.130245,0.0,2.968636,165.96376
20230415T0400,6.5602455,0.0,3.396233,147.99461
20230415T0500,6.5702453,0.0,3.6,143.1301
20230415T0600,6.9102454,0.0,4.8965297,126.027374
20230415T0700,7.5802455,0.3,4.6938257,122.47119
20230415T0800,8.330246,0.5,4.072935,135.0
20230415T0900,9.280245,0.3,4.1046314,164.74487
20230415T1000,9.940246,0.2,4.1046314,105.25512
20230415T1100,10.550245,0.2,4.1046314,127.874985
20230415T1200,11.210245,0.2,2.0991426,149.03624
20230415T1300,11.590245,0.1,2.4149535,243.43495
20230415T1400,12.120245,0.0,3.0758414,290.55603
20230415T1500,12.480246,0.0,3.8939953,303.69006
20230415T1600,12.780245,0.0,4.39436,304.99203
20230415T1700,12.450245,0.0,5.771239,273.57632
20230415T1800,10.500245,0.0,6.519877,263.65982
20230415T1900,9.340245,0.0,6.4799995,270.0
20230415T2000,9.350245,0.0,5.815978,291.8014
20230415T2100,9.240245,0.0,4.8965297,306.02737
20230415T2200,8.880245,0.1,4.5820518,315.0
20230415T2300,8.780245,0.1,4.510787,298.61047
20230416T0000,8.600245,0.0,3.6179552,275.7106
20230416T0100,8.540245,0.2,3.2599385,263.65982
20230416T0200,8.450246,0.3,3.671294,258.69006
20230416T0300,8.460245,0.4,4.452954,255.96376
20230416T0400,8.400246,0.4,4.802999,257.00537
20230416T0500,8.300245,0.3,4.379589,260.5377
20230416T0600,8.320246,0.2,5.0528407,274.08563
20230416T0700,8.530246,0.3,6.379216,286.38956
20230416T0800,8.430245,0.2,9.957108,319.3987
20230416T0900,8.710245,0.2,10.383987,326.30994
20230416T1000,8.860246,0.2,7.7043357,322.59467
20230416T1100,9.030245,0.3,8.534353,332.35403
20230416T1200,9.270246,0.2,7.771331,346.6075
20230416T1300,9.530245,0.1,8.049845,349.69516
20230416T1400,9.740245,0.0,7.2805495,351.46924
20230416T1500,10.120245,0.0,7.5942073,354.5597
20230416T1600,10.170245,0.1,9.028754,355.4261
20230416T1700,9.720245,0.3,6.849467,356.98724
20230416T1800,9.140245,0.2,5.3517847,340.3462
20230416T1900,8.860246,0.1,4.39436,325.008
20230416T2000,8.590245,0.1,4.072935,315.0
20230416T2100,8.320246,0.0,4.1046314,307.875
20230416T2200,7.9902453,0.0,4.198285,329.03625
20230416T2300,8.180245,0.0,4.8433046,311.98724
20230417T0000,8.160246,0.0,4.198285,300.96378
20230417T0100,8.240246,0.1,4.6938257,302.4712
20230417T0200,8.270246,0.2,4.6102495,308.65982
20230417T0300,8.280246,0.3,5.1165614,320.7106
20230417T0400,8.100245,0.3,6.6185193,337.61987
20230417T0500,8.100245,0.3,7.2805495,351.46924
20230417T0600,8.160246,0.3,7.5599995,360.0
20230417T0700,8.740245,0.2,10.041354,14.534454
20230417T0800,9.200245,0.1,12.397806,25.820984
20230417T0900,9.970245,0.2,13.551501,39.610672
20230417T1000,11.270246,0.1,10.495713,30.963745
20230417T1100,12.140245,0.2,10.296251,36.469223
20230417T1200,12.780245,0.2,10.787993,25.709946
20230417T1300,13.650246,0.2,12.758432,16.389526
20230417T1400,13.820246,0.4,14.759999,12.680374
20230417T1500,13.690246,0.1,16.09969,26.565033
20230417T1600,13.340245,0.0,13.1041975,20.924484
20230417T1700,12.320246,0.0,12.522619,18.434952
20230417T1800,11.040245,0.0,11.440978,12.724335
20230417T1900,10.330245,0.0,10.390226,14.03624
20230417T2000,9.5602455,0.0,9.793058,17.102722
20230417T2100,8.920245,0.0,8.427383,19.983109
20230417T2200,7.8202453,0.0,7.771331,13.392487
20230417T2300,7.610245,0.0,8.311245,17.650116
20230418T0000,7.5502453,0.0,7.8625183,15.945404
20230418T0100,7.5902452,0.0,7.8625183,15.945404
20230418T0200,7.7202454,0.0,7.289444,20.224854
20230418T0300,7.9502454,0.0,5.937272,14.03624
20230418T0400,8.090245,0.0,6.87779,6.0090027
20230418T0500,8.220245,0.0,7.5942073,5.440323
20230418T0600,8.480246,0.0,8.473393,12.2647705
20230418T0700,9.300245,0.0,9.227524,20.55603
20230418T0800,9.870245,0.0,13.783817,49.23639
20230418T0900,10.460245,0.0,13.397612,59.300278
20230418T1000,11.250245,0.0,11.246759,50.194427
20230418T1100,12.080245,0.0,14.113652,52.25319
20230418T1200,13.050245,0.0,11.966954,43.781113
20230418T1300,13.840245,0.0,12.096214,36.528854
20230418T1400,14.630245,0.0,10.948973,43.66777
20230418T1500,15.660245,0.0,10.195057,47.862396
20230418T1600,15.760245,0.0,10.182337,44.999985
20230418T1700,15.040245,0.0,8.942214,40.100906
20230418T1800,13.680245,0.0,7.2,36.86989
20230418T1900,11.200245,0.0,7.8954163,43.15239
20230418T2000,10.120245,0.0,8.14587,44.999985
20230418T2100,8.650246,0.0,8.161764,48.576324
20230418T2200,7.750245,0.0,8.714677,51.70984
20230418T2300,7.150245,0.0,6.792466,57.994614
20230419T0000,7.000245,0.0,6.6087217,60.64225
20230419T0100,6.5602455,0.0,6.439876,63.43495
20230419T0200,6.4502454,0.0,4.6800003,67.380135
20230419T0300,7.210245,0.0,3.8268526,48.81407
20230419T0400,7.6802454,0.0,5.6002855,44.999985
20230419T0500,7.7202454,0.0,6.4096174,51.842773
20230419T0600,8.180245,0.0,4.8433046,41.987198
20230419T0700,9.490245,0.0,5.00128,30.256424
20230419T0800,10.670245,0.0,8.0899935,57.72435
20230419T0900,11.730246,0.0,8.854829,63.43495
20230419T1000,12.400246,0.0,6.4096174,51.842773
20230419T1100,12.750245,0.0,8.14587,44.999985
20230419T1200,13.040245,0.0,9.387651,32.47119
20230419T1300,13.490245,0.0,9.504273,24.623566
20230419T1400,13.380245,0.0,9.904906,19.093475
20230419T1500,13.090245,0.0,12.0694,17.35402
20230419T1600,13.070246,0.0,12.758432,16.389526
20230419T1700,12.5602455,0.0,11.090103,13.134018
20230419T1800,11.820246,0.1,10.163227,22.932098
20230419T1900,10.890245,0.2,9.686609,41.987198
20230419T2000,9.950245,0.3,10.144082,62.52556
20230419T2100,9.020246,0.2,8.427383,70.016884
20230419T2200,8.400246,0.2,5.315336,61.699234
20230419T2300,7.7802453,0.0,5.3517847,47.726303
20230420T0000,7.170245,0.0,6.193674,54.46232
20230420T0100,6.170245,0.0,4.829907,63.43495
20230420T0200,5.9702454,0.0,5.692099,55.304832
20230420T0300,5.2402453,0.0,5.315336,28.30075
20230420T0400,4.7402453,0.0,5.0142193,21.037506
20230420T0500,4.5002456,0.0,5.1544156,12.094757
20230420T0600,5.2002454,0.0,6.379216,16.389526
20230420T0700,5.790245,0.3,7.729527,27.75853
20230420T0800,6.3302455,0.3,8.669949,48.366455
20230420T0900,7.130245,0.2,9.339208,62.447174
20230420T1000,8.220245,0.1,7.928177,50.527527
20230420T1100,8.750245,0.2,9.021574,61.38954
20230420T1200,8.750245,0.2,8.891344,68.62937
20230420T1300,8.700245,0.3,6.130579,86.63353
20230420T1400,8.850245,0.1,3.2399998,89.99999
20230420T1500,9.280245,0.0,2.1897945,99.46232
20230420T1600,9.270246,0.3,2.3051248,141.34018
20230420T1700,9.020246,0.0,3.096837,144.46231
20230420T1800,8.500245,0.0,5.00128,120.25643
20230420T1900,7.7602453,0.0,6.9899354,101.88866
20230420T2000,6.690245,0.0,6.9899354,101.88866
20230420T2100,6.1002455,0.0,6.725354,105.5241
20230420T2200,4.920245,0.0,9.085988,123.69006
20230420T2300,4.8002453,0.0,9.449572,130.36453
20230421T0000,4.2102456,0.0,6.3690495,132.70938
20230421T0100,3.5002456,0.0,6.638072,130.60129
20230421T0200,2.9802456,0.0,5.95906,115.01689
20230421T0300,2.6302452,0.0,5.154415,114.77514
20230421T0400,2.8102455,0.0,5.154415,114.77514
20230421T0500,2.8402452,0.0,5.495161,121.6075
20230421T0600,4.0002456,0.0,4.829907,116.56505
20230421T0700,5.730245,0.0,4.5536795,108.434944
20230421T0800,7.4502454,0.0,5.0911684,98.1301
20230421T0900,8.690246,0.0,5.1544156,102.09476
20230421T1000,10.350245,0.0,3.096837,125.537674
20230421T1100,11.330245,0.0,7.42159,165.96376
20230421T1200,12.220245,0.0,12.429127,190.00798
20230421T1300,12.900246,0.0,11.177405,194.93143
20230421T1400,12.630245,0.7,9.746631,175.76361
20230421T1500,12.700245,0.7,7.2805495,188.53076
20230421T1600,13.300245,0.0,5.6920996,161.56505
20230421T1700,12.990245,0.0,4.5820518,135.0
20230421T1800,11.510245,0.0,5.6233797,140.19443
20230421T1900,10.870245,0.0,5.8603754,137.48955
20230421T2000,10.140245,0.0,4.1046314,142.12502
20230421T2100,9.800245,0.0,4.3349743,138.36646
20230421T2200,9.0602455,0.0,6.297428,149.03624
20230421T2300,8.860246,0.0,8.766573,160.82098
20230422T0000,8.640245,0.0,8.217153,151.18921
20230422T0100,7.940245,0.0,6.3690495,137.2906
20230422T0200,7.440245,0.0,5.1165614,129.2894
20230422T0300,7.2002454,0.0,5.3999996,126.869896
20230422T0400,6.940245,0.0,5.8603754,132.51044
20230422T0500,6.5102453,0.0,5.692099,145.30484
20230422T0600,8.490246,0.0,6.489992,146.30994
20230422T0700,10.740245,0.0,5.991594,147.26477
20230422T0800,12.3102455,0.0,5.8048253,150.25511
20230422T0900,13.850245,0.0,6.2145634,190.00798
20230422T1000,16.230246,0.0,5.815978,201.8014
20230422T1100,17.080246,0.1,8.699793,204.44395
20230422T1200,18.130245,0.0,10.685391,212.61925
20230422T1300,18.370245,0.0,15.782622,225.0
20230422T1400,18.550245,0.0,20.188908,230.06363
20230422T1500,17.520245,0.0,14.4,233.1301
20230422T1600,16.380245,0.0,9.19939,239.42078
20230422T1700,15.520246,0.0,4.802999,257.00537
20230422T1800,14.070246,0.0,4.1046314,285.25513
20230422T1900,13.920245,0.0,1.484318,284.03625
20230422T2000,13.240245,0.0,1.484318,165.96376
20230422T2100,12.820246,0.2,1.835647,191.30994
20230422T2200,12.110246,0.3,3.6179552,174.28941
20230422T2300,11.690246,0.4,5.771239,183.57634
20230423T0000,11.730246,0.6,6.725354,195.52411
20230423T0100,11.540245,0.5,6.151683,200.55605
20230423T0200,11.080245,0.3,4.6938252,184.39871
20230423T0300,10.260245,0.1,4.3349743,175.23636
20230423T0400,9.970245,0.0,3.9763298,174.80557
20230423T0500,9.750245,0.0,3.671294,168.69006
20230423T0600,10.890245,0.0,5.5887027,165.06857
20230423T0700,12.670245,0.0,4.896529,162.89728
20230423T0800,13.950245,0.0,6.130579,176.63354
20230423T0900,15.190246,0.0,7.6367526,188.1301
20230423T1000,16.240246,0.2,7.2,143.1301
20230423T1100,17.380245,0.2,11.720751,169.38034
20230423T1200,18.580246,0.2,14.417988,177.13759
20230423T1300,19.450245,0.0,14.759999,192.68039
20230423T1400,16.790245,1.5,15.530151,224.0608
20230423T1500,16.470245,0.0,15.646544,246.97452
20230423T1600,16.430246,0.0,7.491114,234.78241
20230423T1700,14.8102455,0.6,11.246759,219.80557
20230423T1800,12.840245,0.4,15.30741,228.81409
20230423T1900,12.080245,0.3,14.512064,223.99492
20230423T2000,11.780245,0.1,12.181624,214.1597
20230423T2100,11.600245,0.0,11.4862,212.19574
20230423T2200,11.300245,0.0,10.495713,202.16635
20230423T2300,11.190246,0.0,12.55879,207.29958
20230424T0000,11.210245,0.0,12.88981,215.90973
20230424T0100,10.750245,0.0,13.237038,225.0
20230424T0200,10.530245,0.0,14.4,233.1301
20230424T0300,10.260245,0.0,13.779114,236.72511
20230424T0400,10.120245,0.1,13.089354,238.49574
20230424T0500,9.880245,0.1,13.854155,245.43283
20230424T0600,9.960245,0.0,15.716793,249.90477
20230424T0700,10.130245,0.0,18.692286,254.35776
20230424T0800,10.200245,0.0,20.617662,257.90524
20230424T0900,10.730246,0.0,20.12461,259.69516
20230424T1000,10.5602455,0.0,20.721119,262.01068
20230424T1100,11.200245,0.0,19.35314,260.36246
20230424T1200,11.750245,0.1,18.289274,259.79602
20230424T1300,12.370245,0.0,17.873556,260.72742
20230424T1400,12.970245,0.2,17.462784,261.70285
20230424T1500,13.020246,0.1,15.188415,264.5597
20230424T1600,12.770246,0.4,14.081478,265.6013
20230424T1700,12.410245,0.0,11.609651,262.875
20230424T1800,11.740245,0.0,9.178235,258.69006
20230424T1900,10.510245,0.0,7.8625183,254.0546
20230424T2000,9.910245,0.0,6.28713,246.37064
20230424T2100,8.920245,0.0,6.3690495,222.7094
20230424T2200,9.080245,0.0,8.161764,228.57634
20230424T2300,9.580245,0.0,7.729527,207.75854
20230425T0000,8.610246,0.0,6.28713,203.62938
20230425T0100,8.200246,0.0,6.763786,205.20113
20230425T0200,7.290245,0.0,5.3517847,199.65382
20230425T0300,6.5802455,0.0,5.95906,205.01689
20230425T0400,6.290245,0.1,5.95906,205.01689
20230425T0500,6.670245,0.5,6.28713,203.62938
20230425T0600,7.1402454,0.8,8.209263,217.87498
20230425T0700,6.9502454,0.8,9.83268,246.2505
20230425T0800,7.210245,1.3,11.879999,270.0
20230425T0900,8.240246,1.0,12.313893,285.25513
20230425T1000,9.670245,0.5,5.4477882,277.59464
20230425T1100,10.400246,0.3,8.350138,262.5686
20230425T1200,10.610246,0.3,9.178235,258.69006
20230425T1300,11.320246,0.3,9.3876505,265.6013
20230425T1400,10.890245,0.2,9.36,270.0
20230425T1500,10.840245,0.3,9.47012,278.74615
20230425T1600,10.410245,0.2,9.346143,285.64224
20230425T1700,10.100245,0.2,9.565437,289.7989
20230425T1800,9.500245,0.0,5.315336,298.30078
20230425T1900,8.0602455,0.0,5.3517847,317.72632
20230425T2000,8.730246,0.0,2.0364676,315.0
20230425T2100,8.610246,0.0,1.2979984,236.30994
20230425T2200,7.5502453,0.0,2.9024127,29.744873
20230425T2300,6.7402453,0.0,3.396233,32.005356
20230426T0000,5.670245,0.0,2.0991426,30.963745
20230426T0100,5.0502453,0.0,1.2979984,33.690063
20230426T0200,4.6002455,0.0,2.16,89.99999
20230426T0300,4.0402455,0.0,2.6208394,105.9454
20230426T0400,3.8002453,0.0,3.319036,102.52881
20230426T0500,4.0702453,0.0,1.609969,116.56505
20230426T0600,5.500245,0.0,1.484318,104.03624
20230426T0700,6.6802454,0.0,4.3349743,85.23635
20230426T0800,8.040245,0.0,3.7585104,73.30075
20230426T0900,9.650246,0.0,2.7416782,66.8014
20230426T1000,11.080245,0.0,1.9386592,68.19859
20230426T1100,12.210245,0.0,1.0182338,315.0
20230426T1200,12.940246,0.0,2.0991426,300.96378
20230426T1300,13.720245,0.0,2.5455842,315.0
20230426T1400,14.500245,0.0,2.5455842,8.130096
20230426T1500,14.920245,0.0,2.16,360.0
20230426T1600,15.040245,0.0,2.968636,14.03624
20230426T1700,14.840245,0.0,3.5455887,23.962494
20230426T1800,14.350245,0.0,5.00128,30.256424
20230426T1900,11.280245,0.0,5.3999996,36.86989
20230426T2000,9.960245,0.0,4.5820518,44.999985
20230426T2100,9.770246,0.0,3.8773184,68.19859
20230426T2200,9.050245,0.0,4.3498964,65.55604
20230426T2300,8.890245,0.0,3.6,89.99999
20230427T0000,8.750245,0.0,3.396233,122.00538
20230427T0100,8.3102455,0.0,3.219938,116.56505
20230427T0200,8.670245,0.0,3.219938,116.56505
20230427T0300,8.3102455,0.0,3.0547013,135.0
20230427T0400,8.610246,0.0,3.319036,139.3987
20230427T0500,8.530246,0.0,3.096837,144.46231
20230427T0600,9.720245,0.0,3.0758414,159.44395
20230427T0700,11.220245,0.0,2.8116899,140.19443
20230427T0800,13.460245,0.0,2.8116899,140.19443
20230427T0900,15.040245,0.0,1.8,126.869896
20230427T1000,16.090246,0.0,1.609969,63.43495
20230427T1100,17.220245,0.0,0.0,180.0
20230427T1200,17.470245,0.0,2.3051248,231.3402
20230427T1300,18.040245,0.0,2.3051248,218.65982
20230427T1400,18.750246,0.0,2.3051248,218.65982
20230427T1500,19.050245,0.0,1.08,270.0
20230427T1600,18.960245,0.0,2.7416782,23.198593
20230427T1700,18.600245,0.0,3.7064266,60.945396
20230427T1800,17.830246,0.0,5.154415,65.224846
20230427T1900,15.290245,0.0,4.1046314,105.25512
20230427T2000,12.420245,0.0,4.8433046,131.98721
20230427T2100,11.690246,0.0,3.8268526,138.81407
20230427T2200,12.210245,0.0,6.12,151.9275
20230427T2300,11.880245,0.0,5.495161,148.3925
20230428T0000,12.000245,0.0,5.495161,148.3925
20230428T0100,12.220245,0.0,5.8048253,187.12502
20230428T0200,12.860246,0.4,5.2416787,195.9454
20230428T0300,12.970245,0.6,5.04,180.0
20230428T0400,12.740245,0.8,7.208994,177.13759
20230428T0500,12.860246,1.0,7.9932976,187.76517
20230428T0600,13.250245,0.6,9.227524,200.55605
20230428T0700,13.760245,1.3,10.799999,216.8699
20230428T0800,14.300245,1.4,10.97262,221.0091
20230428T0900,14.900246,1.3,10.514218,218.04704
20230428T1000,15.110246,0.9,7.10031,210.46555
20230428T1100,16.720245,0.4,10.948973,223.66779
