location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Wind Speed,Wind Direction
unit,°C,mm,km/h,°
level,2 m elevation corrected,sfc,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20220705T1600,27.950245,0.0,7.172949,342.47443
20220705T1700,27.730246,0.0,8.654986,343.0725
20220705T1800,26.880245,0.0,7.9932976,352.23483
20220705T1900,24.060246,0.0,6.87779,353.991
20220705T2000,21.400246,0.0,7.9526596,354.8056
20220705T2100,19.790245,0.0,7.5942073,354.5597
20220705T2200,18.630245,0.0,6.924738,351.02737
20220705T2300,16.930244,0.0,7.729527,332.24146
20220706T0000,16.540245,0.0,6.297428,300.96375
20220706T0100,16.320246,0.0,3.7585104,286.69925
20220706T0200,16.140245,0.0,2.2768397,288.43497
20220706T0300,15.820246,0.0,3.0758414,290.55603
20220706T0400,15.5602455,0.0,4.8433046,318.01282
20220706T0500,16.110247,0.0,6.2145634,349.992
20220706T0600,17.940245,0.0,9.028754,4.573929
20220706T0700,19.420246,0.0,9.531505,10.885529
20220706T0800,20.900246,0.0,9.0645685,6.8427734
20220706T0900,22.380245,0.0,9.028754,355.4261
20220706T1000,23.430244,0.0,7.9526596,5.194412
20220706T1100,24.420246,0.0,5.937272,345.96375
20220706T1200,25.320246,0.0,7.5685663,334.65384
20220706T1300,25.740246,0.0,7.289444,339.77515
20220706T1400,26.370245,0.0,9.255571,346.50427
20220706T1500,26.130245,0.0,12.313893,344.74487
20220706T1600,25.570246,0.0,13.32,360.0
20220706T1700,24.380245,0.0,14.77755,2.792694
20220706T1800,22.960245,0.0,16.563911,1.2453613
20220706T1900,21.790245,0.0,11.570515,5.3558044
20220706T2000,20.000246,0.0,9.028754,355.4261
20220706T2100,17.530245,0.0,6.489992,356.8202
20220706T2200,16.570246,0.0,6.8399997,360.0
20220706T2300,14.620245,0.0,6.792466,327.99463
20220707T0000,14.490245,0.0,6.696387,323.74615
20220707T0100,14.730246,0.0,3.671294,281.30994
20220707T0200,14.480246,0.0,4.3349743,228.36647
20220707T0300,13.430245,0.0,5.3517847,250.34618
20220707T0400,12.870245,0.0,4.6102495,231.3402
20220707T0500,13.940246,0.0,3.096837,215.53769
20220707T0600,16.670246,0.0,4.6102495,231.3402
20220707T0700,18.940245,0.0,4.802999,257.00537
20220707T0800,21.050245,0.0,6.28713,256.7595
20220707T0900,22.510244,0.0,8.654986,286.92752
20220707T1000,23.240246,0.0,8.225035,293.1986
20220707T1100,23.870245,0.0,11.91812,295.0169
20220707T1200,24.070246,0.0,13.70839,299.93152
20220707T1300,23.930244,0.0,15.807239,300.0686
20220707T1400,23.640245,0.0,15.815435,311.3086
20220707T1500,22.640245,0.0,15.072783,319.844
20220707T1600,21.900246,0.0,16.323528,318.57635
20220707T1700,21.720245,0.0,15.2947035,333.43497
20220707T1800,21.170246,0.0,13.556282,349.2869
20220707T1900,20.500246,0.0,10.390226,345.96375
20220707T2000,18.550245,0.0,8.759178,350.5377
20220707T2100,17.470245,0.0,6.519877,353.65985
20220707T2200,17.490246,0.0,6.0347,17.35402
20220707T2300,16.800245,0.0,8.12197,12.804245
20220708T0000,16.030245,0.0,7.771331,13.392487
20220708T0100,15.110246,0.0,8.350138,7.431381
20220708T0200,15.020246,0.0,8.669949,4.7636414
20220708T0300,15.090245,0.0,8.350138,7.431381
20220708T0400,14.670245,0.0,7.6367526,8.130096
20220708T0500,15.170245,0.0,7.69592,10.7842865
20220708T0600,16.520247,0.0,7.8954163,24.227737
20220708T0700,17.850245,0.0,8.427383,19.983109
20220708T0800,19.030245,0.0,7.968939,18.434952
20220708T0900,20.240246,0.0,7.628263,19.29004
20220708T1000,21.650246,0.0,7.8954163,24.227737
20220708T1100,22.760244,0.0,8.225035,23.198593
20220708T1200,23.800245,0.0,9.346143,15.642242
20220708T1300,24.550245,0.0,10.041354,14.534454
20220708T1400,24.980246,0.0,9.9571085,12.528793
20220708T1500,25.290245,0.0,10.308831,12.094757
20220708T1600,25.280245,0.0,10.594036,9.782394
20220708T1700,24.910246,0.0,10.594036,9.782394
20220708T1800,23.910246,0.0,10.538843,7.853302
20220708T1900,22.080246,0.0,9.3876505,4.398697
20220708T2000,19.770245,0.0,8.707238,7.125
20220708T2100,17.340246,0.0,6.5693827,9.462311
20220708T2200,15.830245,0.0,7.628263,19.29004
20220708T2300,15.550245,0.0,8.161764,48.576324
20220709T0000,14.610246,0.0,7.4128532,60.945396
20220709T0100,13.390245,0.0,6.379216,73.61045
20220709T0200,12.610246,0.0,5.1544156,77.905235
20220709T0300,12.270246,0.0,4.379589,80.537674
20220709T0400,11.740245,0.0,4.452954,75.96376
20220709T0500,13.910245,0.0,2.5455842,81.869896
20220709T0600,16.790245,0.0,2.2768397,71.56504
20220709T0700,19.220245,0.0,3.319036,49.398697
20220709T0800,21.540245,0.0,3.563818,44.999985
20220709T0900,23.290245,0.0,4.5820518,44.999985
20220709T1000,24.470245,0.0,5.904439,52.431404
20220709T1100,25.650246,0.0,5.8603754,47.489548
20220709T1200,26.670246,0.0,6.1094027,44.999985
20220709T1300,27.500246,0.0,5.00128,30.256424
20220709T1400,28.060246,0.0,6.130579,3.3664398
20220709T1500,28.140245,0.0,5.7599998,360.0
20220709T1600,28.030245,0.0,6.5693827,350.5377
20220709T1700,27.660246,0.0,9.3669195,2.202591
20220709T1800,26.700245,0.0,8.654986,16.927505
20220709T1900,24.430244,0.0,5.95906,25.016876
20220709T2000,21.000246,0.0,6.297428,30.963745
20220709T2100,18.980246,0.0,6.489992,19.440033
20220709T2200,17.980246,0.0,5.3999996,360.0
20220709T2300,17.510244,0.0,6.489992,340.55997
20220710T0000,17.890245,0.0,7.342588,348.69006
20220710T0100,17.320246,0.0,7.2359104,354.28943
20220710T0200,16.400246,0.0,7.69592,349.2157
20220710T0300,15.610246,0.0,7.42159,345.96375
20220710T0400,15.570246,0.0,7.2359104,354.28943
20220710T0500,16.560246,0.0,7.9526596,5.194412
20220710T0600,17.720245,0.0,10.390226,14.03624
20220710T0700,19.060246,0.0,9.793058,17.102722
20220710T0800,20.550245,0.0,8.557102,14.620865
20220710T0900,21.660246,0.0,10.239453,10.124664
20220710T1000,22.610245,0.0,9.904906,19.093475
20220710T1100,23.340246,0.0,9.605998,12.994629
20220710T1200,24.320246,0.0,10.538843,7.853302
20220710T1300,25.040245,0.0,11.212135,5.527527
20220710T1400,25.220245,0.0,12.6462,4.8990936
20220710T1500,25.100245,0.0,14.205182,8.74614
20220710T1600,24.780245,0.0,14.05845,13.324524
20220710T1700,24.160246,0.0,14.241629,16.144318
20220710T1800,23.060246,0.0,13.905509,21.250488
20220710T1900,21.400246,0.0,11.503113,20.136307
20220710T2000,19.540245,0.0,10.587917,17.818878
20220710T2100,18.270245,0.0,9.793058,17.102722
20220710T2200,16.630245,0.0,6.489992,19.440033
20220710T2300,15.440246,0.0,6.9247384,27.897263
20220711T0000,14.550245,0.0,6.4096174,38.157227
20220711T0100,13.420245,0.0,6.489992,33.690063
20220711T0200,12.840245,0.0,6.696387,36.25383
20220711T0300,12.630245,0.0,6.4096174,38.157227
20220711T0400,12.160245,0.0,6.4096174,38.157227
20220711T0500,14.290245,0.0,5.692099,34.69516
20220711T0600,16.790245,0.0,6.638072,40.601288
20220711T0700,18.930244,0.0,7.9932966,54.16234
20220711T0800,20.810246,0.0,8.891343,58.24051
20220711T0900,22.310246,0.0,9.290511,54.46232
20220711T1000,23.810246,0.0,9.449572,40.364532
20220711T1100,25.140245,0.0,10.464797,40.81508
20220711T1200,26.310246,0.0,10.739832,39.55966
20220711T1300,27.460245,0.0,10.685391,32.619232
20220711T1400,28.260244,0.0,10.495713,30.963745
20220711T1500,28.520245,0.0,11.592895,25.769318
20220711T1600,28.380245,0.0,12.522619,18.434952
20220711T1700,27.690245,0.0,14.494192,14.381378
20220711T1800,26.340246,0.0,14.145756,14.743561
20220711T1900,24.690245,0.0,10.661107,11.689362
20220711T2000,22.880245,0.0,9.255571,13.495728
20220711T2100,20.760244,0.0,7.42159,22.833649
20220711T2200,18.870245,0.0,7.127636,44.999985
20220711T2300,17.640245,0.0,5.1165614,50.7106
20220712T0000,16.520247,0.0,5.6233797,50.194427
20220712T0100,15.910245,0.0,5.1919937,56.30993
20220712T0200,15.370245,0.0,4.6102495,51.34018
20220712T0300,15.390245,0.0,4.6102495,38.659805
20220712T0400,15.300245,0.0,5.0911684,44.999985
20220712T0500,16.630245,0.0,5.904439,37.568573
20220712T0600,18.920246,0.0,4.3349743,48.366455
20220712T0700,20.920246,0.0,5.6233797,39.805573
20220712T0800,23.000246,0.0,7.145796,40.914368
20220712T0900,24.780245,0.0,7.653705,48.81407
20220712T1000,26.180244,0.0,8.217153,28.810776
20220712T1100,27.350245,0.0,8.287822,34.380325
20220712T1200,28.440245,0.0,8.217153,28.810776
20220712T1300,29.420246,0.0,8.534353,27.645966
20220712T1400,29.990246,0.0,9.021574,28.610443
20220712T1500,30.150246,0.0,8.707237,29.744873
20220712T1600,29.780245,0.0,10.787993,25.709946
20220712T1700,29.270245,0.0,11.298495,22.479431
20220712T1800,28.410246,0.0,9.904906,19.093475
20220712T1900,25.710245,0.0,7.5170207,16.69925
20220712T2000,22.550245,0.0,6.924738,8.972626
20220712T2100,20.740246,0.0,7.9036193,30.068573
20220712T2200,19.630245,0.0,7.8954163,46.847595
20220712T2300,17.820246,0.0,6.9153743,51.34018
20220713T0000,16.560246,0.0,5.154415,65.224846
20220713T0100,15.410245,0.0,4.1046314,74.74488
20220713T0200,15.260245,0.0,3.9763298,95.19443
20220713T0300,14.840245,0.0,4.6102495,141.34018
20220713T0400,14.180245,0.0,3.396233,147.99461
20220713T0500,16.300245,0.0,2.7416782,156.8014
20220713T0600,19.360245,0.0,1.5273507,135.0
20220713T0700,22.470245,0.0,2.16,89.99999
20220713T0800,25.030245,0.0,2.6208394,74.054596
20220713T0900,27.200245,0.0,3.219938,63.43495
20220713T1000,28.850245,0.0,2.7416782,23.198593
20220713T1100,30.500246,0.0,0.8049845,116.56505
20220713T1200,31.870245,0.0,2.2768397,198.43495
20220713T1300,32.88025,0.0,3.096837,234.46233
20220713T1400,33.300247,0.0,2.16,270.0
20220713T1500,33.480247,0.0,1.835647,258.69006
20220713T1600,33.11025,0.0,3.4152596,251.56506
20220713T1700,32.220245,0.0,3.8773184,248.1986
20220713T1800,30.690245,0.0,3.8268526,221.18593
20220713T1900,30.660246,0.0,6.12,208.0725
20220713T2000,28.880245,0.0,3.8268526,228.81409
20220713T2100,27.110245,0.0,2.6208394,254.0546
20220713T2200,26.330246,0.0,1.1384199,108.434944
20220713T2300,24.690245,0.0,2.5455842,188.1301
20220714T0000,22.480246,0.0,2.16,180.0
20220714T0100,21.380245,0.0,3.0547013,135.0
20220714T0200,21.130245,0.0,3.219938,153.43495
20220714T0300,20.870245,0.0,4.0249224,169.69516
20220714T0400,20.690245,0.0,3.2599385,173.6598
20220714T0500,21.550245,0.0,3.096837,144.46231
20220714T0600,23.850245,0.0,4.510787,151.38954
20220714T0700,27.190245,0.0,4.68,180.0
20220714T0800,29.310246,0.0,6.193674,234.46233
20220714T0900,30.950245,0.0,8.049845,243.43495
20220714T1000,32.360245,0.0,9.227524,249.44395
20220714T1100,33.710247,0.0,11.792404,238.73627
20220714T1200,34.61025,0.0,13.363711,242.74467
20220714T1300,35.210247,0.0,14.039999,247.38013
20220714T1400,35.63025,0.0,15.281989,254.98164
20220714T1500,35.79025,0.0,16.263872,264.9204
20220714T1600,35.45025,0.0,16.954432,273.65222
20220714T1700,34.350246,0.0,15.328561,279.46234
20220714T1800,33.04025,0.0,13.217443,299.35776
20220714T1900,30.610245,0.0,11.792404,328.73627
20220714T2000,27.970245,0.0,10.661107,348.31064
20220714T2100,26.630245,0.0,8.647496,357.61407
20220714T2200,24.430244,0.0,9.007196,2.2906036
20220714T2300,23.210245,0.0,12.015589,8.615646
20220715T0000,21.380245,0.0,9.3876505,4.398697
20220715T0100,19.920246,0.0,7.2,360.0
20220715T0200,18.760244,0.0,7.208994,2.8624115
20220715T0300,17.870245,0.0,6.519877,6.340164
20220715T0400,17.100245,0.0,6.5693827,9.462311
20220715T0500,18.170246,0.0,8.209263,15.255127
20220715T0600,20.050245,0.0,7.0911775,23.962494
20220715T0700,21.930244,0.0,6.9247384,27.897263
20220715T0800,23.580246,0.0,7.5170207,16.69925
20220715T0900,25.060246,0.0,8.049845,10.30484
20220715T1000,26.510244,0.0,9.007196,2.2906036
20220715T1100,27.610245,0.0,9.0,360.0
20220715T1200,28.400246,0.0,9.605998,347.00537
20220715T1300,28.930244,0.0,9.83268,336.25052
20220715T1400,29.370245,0.0,9.255571,346.50427
20220715T1500,29.570246,0.0,9.449572,342.25534
20220715T1600,29.350245,0.0,9.255571,346.50427
20220715T1700,28.470245,0.0,10.446206,1.9749298
20220715T1800,27.110245,0.0,11.792404,12.339081
20220715T1900,25.250246,0.0,9.793058,17.102722
20220715T2000,23.020245,0.0,7.8625183,15.945404
20220715T2100,20.420246,0.0,5.8603754,10.619659
20220715T2200,18.480246,0.0,5.1919937,33.690063
20220715T2300,18.000246,0.0,5.315336,28.30075
20220716T0000,18.420246,0.0,5.6920996,18.434952
20220716T0100,17.450245,0.0,5.0142193,21.037506
20220716T0200,16.960245,0.0,4.6938257,32.47119
20220716T0300,15.940246,0.0,5.00128,30.256424
20220716T0400,14.150246,0.0,6.151683,20.556046
20220716T0500,15.410245,0.0,6.5693827,9.462311
20220716T0600,17.600245,0.0,6.28713,13.240509
20220716T0700,19.750246,0.0,6.9527545,21.250488
20220716T0800,22.010244,0.0,9.227524,20.55603
20220716T0900,24.030245,0.0,9.227524,20.55603
20220716T1000,25.650246,0.0,8.905908,14.03624
20220716T1100,26.820246,0.0,8.557102,14.620865
20220716T1200,27.670246,0.0,8.473393,12.2647705
20220716T1300,28.220245,0.0,10.105681,4.085617
20220716T1400,28.690245,0.0,11.542478,3.5763245
20220716T1500,28.620245,0.0,12.324414,6.7098236
20220716T1600,28.280245,0.0,13.039754,6.340164
20220716T1700,27.610245,0.0,13.441071,7.6960297
20220716T1800,26.500246,0.0,13.493999,9.211014
20220716T1900,24.760244,0.0,11.609651,7.125
20220716T2000,22.100245,0.0,9.47012,8.74614
20220716T2100,19.730246,0.0,6.9899354,11.888657
20220716T2200,18.450245,0.0,6.297428,30.963745
20220716T2300,17.720245,0.0,7.145796,49.085617
20220717T0000,16.870245,0.0,6.9153743,51.34018
20220717T0100,15.820246,0.0,6.638072,49.398697
20220717T0200,15.210245,0.0,6.3690495,47.29059
20220717T0300,14.430245,0.0,6.3690495,42.70938
20220717T0400,14.100245,0.0,6.1305785,40.236343
20220717T0500,15.940246,0.0,5.6002855,44.999985
20220717T0600,18.810246,0.0,6.6087217,29.357742
20220717T0700,21.040245,0.0,7.7879906,33.690063
20220717T0800,23.480246,0.0,8.78872,34.99202
20220717T0900,25.670246,0.0,11.384198,34.69516
20220717T1000,27.400246,0.0,11.183201,33.178513
20220717T1100,28.740246,0.0,9.931042,43.53119
20220717T1200,30.180244,0.0,8.654987,44.999985
20220717T1300,31.100245,0.0,8.942214,40.100906
20220717T1400,31.600245,0.0,10.464797,26.565033
20220717T1500,31.750246,0.0,11.631956,21.801407
20220717T1600,31.600245,0.0,11.440979,24.145538
20220717T1700,30.930244,0.0,12.181625,18.970398
20220717T1800,29.740246,0.0,11.792404,12.339081
20220717T1900,27.210245,0.0,9.3876505,4.398697
20220717T2000,24.020245,0.0,7.5942073,5.440323
20220717T2100,21.140245,0.0,6.5693827,9.462311
20220717T2200,19.640245,0.0,7.771331,13.392487
20220717T2300,18.970245,0.0,6.12,28.07248
20220718T0000,18.150246,0.0,5.3517847,47.726303
20220718T0100,16.690245,0.0,4.6938257,57.5288
20220718T0200,15.670245,0.0,3.7585104,73.30075
20220718T0300,15.160245,0.0,3.319036,77.47118
20220718T0400,14.570246,0.0,2.9024127,82.874985
20220718T0500,16.550245,0.0,4.198285,120.96376
20220718T0600,19.830246,0.0,2.4149535,116.56505
20220718T0700,23.070246,0.0,2.9024127,82.874985
20220718T0800,25.730246,0.0,3.9763298,95.19443
20220718T0900,28.180244,0.0,4.379589,99.46232
20220718T1000,30.050245,0.0,7.653705,41.18593
20220718T1100,31.830246,0.0,6.297428,59.036255
20220718T1200,33.170246,0.0,4.6800003,67.380135
20220718T1300,34.220245,0.0,4.1046314,52.125
20220718T1400,34.920246,0.0,5.3999996,36.86989
20220718T1500,35.350246,0.0,7.4128532,29.05458
20220718T1600,35.18025,0.0,8.534353,27.645966
20220718T1700,34.640247,0.0,9.504273,24.623566
20220718T1800,33.34025,0.0,8.557102,22.249008
20220718T1900,30.310246,0.0,6.9527545,21.250488
20220718T2000,26.510244,0.0,8.049845,26.565033
20220718T2100,23.840246,0.0,7.8954163,43.15239
20220718T2200,21.900246,0.0,6.989936,55.491463
20220718T2300,20.730246,0.0,6.6185193,67.61986
20220719T0000,19.500246,0.0,5.937272,75.96376
20220719T0100,18.310246,0.0,5.506941,78.69006
20220719T0200,17.400246,0.0,4.6938252,94.398705
20220719T0300,17.020245,0.0,3.671294,101.30993
20220719T0400,16.600245,0.0,3.319036,102.52881
20220719T0500,18.060246,0.0,3.8268526,131.18591
20220719T0600,21.440245,0.0,2.8116899,129.80557
20220719T0700,24.780245,0.0,3.8773184,111.80141
20220719T0800,27.720245,0.0,5.4833565,113.19859
20220719T0900,30.030245,0.0,6.9247384,117.89726
20220719T1000,31.920246,0.0,6.519877,96.34019
20220719T1100,33.470245,0.0,7.42159,104.03624
20220719T1200,34.750248,0.0,6.725354,105.5241
20220719T1300,35.740246,0.0,4.829907,116.56505
20220719T1400,36.470245,0.0,3.0547013,135.0
20220719T1500,36.88025,0.0,2.3051248,128.6598
20220719T1600,36.93025,0.0,2.0364676,135.0
20220719T1700,36.370247,0.0,2.2768397,161.56505
20220719T1800,34.710247,0.0,1.484318,165.96376
20220719T1900,31.890245,0.0,2.1897945,99.46232
20220719T2000,28.210245,0.0,6.5693827,99.46232
20220719T2100,26.680244,0.0,5.815978,111.80141
20220719T2200,25.490246,0.0,4.6800003,112.61986
20220719T2300,25.410246,0.0,4.6938257,122.47119
20220720T0000,24.740246,0.0,5.495161,121.6075
20220720T0100,23.390245,0.0,5.5887027,165.06857
20220720T0200,22.570246,0.0,6.489992,183.17982
20220720T0300,22.330246,0.0,7.2805495,171.46924
20220720T0400,22.040245,0.0,9.531505,169.11447
20220720T0500,23.550245,0.0,9.531505,169.11447
20220720T0600,25.850245,0.0,9.605998,192.99461
20220720T0700,27.570246,2.7,7.4128532,209.05461
20220720T0800,28.820246,0.8,7.7043357,232.59465
20220720T0900,29.810246,0.0,7.24486,243.43495
20220720T1000,29.920246,0.0,0.8049845,243.43495
20220720T1100,31.710245,0.0,2.9024127,60.25511
20220720T1200,32.95025,0.0,8.39657,120.96376
20220720T1300,33.510246,0.0,8.287822,145.61966
20220720T1400,31.960245,0.8,12.261157,130.23636
20220720T1500,30.270245,0.3,13.684735,153.43495
20220720T1600,29.030245,0.0,12.661564,165.17352
20220720T1700,25.190245,1.0,11.440978,167.27565
20220720T1800,21.430244,1.1,9.531505,190.88553
20220720T1900,21.040245,1.3,7.289445,237.09476
20220720T2000,20.980246,0.2,8.287822,272.48956
20220720T2100,20.720245,0.6,7.6367526,278.1301
20220720T2200,19.930244,0.0,2.7416782,203.1986
20220720T2300,19.820246,0.0,8.699793,204.44395
20220721T0000,19.630245,0.0,6.2145634,190.00798
20220721T0100,19.060246,0.0,6.130579,183.36646
20220721T0200,18.720245,0.0,4.802999,192.99461
20220721T0300,18.650246,0.0,5.8603754,227.48956
20220721T0400,18.300245,0.0,6.9153743,231.3402
20220721T0500,18.590246,0.0,6.9153743,231.3402
20220721T0600,20.060246,0.0,6.12,241.92752
20220721T0700,21.320246,0.0,5.8048253,240.25513
20220721T0800,22.810246,0.0,5.692099,235.30484
20220721T0900,24.210245,0.0,5.315336,241.69925
20220721T1000,25.560246,0.0,6.12,241.92752
20220721T1100,26.750246,0.0,6.1094027,225.0
20220721T1200,27.520245,0.0,6.297428,239.03625
20220721T1300,28.160246,0.0,5.8603754,259.38034
20220721T1400,28.650246,0.0,5.2416787,285.9454
20220721T1500,28.940245,0.0,5.3999996,323.13013
20220721T1600,29.280245,0.0,6.6185193,337.61987
20220721T1700,29.010244,0.0,6.87779,353.991
20220721T1800,27.870245,0.0,9.007196,2.2906036
20220721T1900,25.710245,0.0,8.350138,7.431381
20220721T2000,22.210245,0.0,7.172949,17.525558
20220721T2100,20.660246,0.0,6.763786,25.201126
20220721T2200,18.730246,0.0,7.2805495,8.530762
20220721T2300,18.030245,0.0,6.6087217,29.357742
20220722T0000,17.220245,0.0,6.1305785,49.76364
20220722T0100,16.800245,0.0,5.8603754,47.489548
20220722T0200,16.530245,0.0,5.8603754,42.510437
20220722T0300,16.190247,0.0,5.3517847,47.726303
20220722T0400,15.840245,0.0,5.3999996,53.130096
20220722T0500,17.110245,0.0,5.692099,34.69516
20220722T0600,19.390245,0.0,5.6002855,44.999985
20220722T0700,21.720245,0.0,5.8048253,60.25511
20220722T0800,24.010244,0.0,6.0347,72.64597
20220722T0900,25.840246,0.0,5.937272,75.96376
20220722T1000,27.690245,0.0,3.6,53.130096
20220722T1100,29.260244,0.0,2.0991426,120.96376
20220722T1200,30.620245,0.0,2.2768397,108.434944
20220722T1300,31.660246,0.0,4.2136917,70.016884
20220722T1400,32.440247,0.0,9.36,270.0
20220722T1500,32.920246,0.0,1.8,323.13013
20220722T1600,33.230247,0.0,2.52,180.0
20220722T1700,31.740246,0.0,5.3999996,233.1301
20220722T1800,30.080246,0.0,3.8268526,228.81409
20220722T1900,30.130245,0.0,4.39436,145.00798
20220722T2000,28.560246,0.0,3.396233,212.00539
20220722T2100,25.840246,0.0,9.0,270.0
20220722T2200,25.000246,0.0,1.9386592,68.19859
20220722T2300,22.680244,0.0,4.896529,162.89728
20220723T0000,20.950245,0.3,7.5942082,148.57043
20220723T0100,20.450245,0.2,2.3051248,51.34018
20220723T0200,19.660246,0.6,5.3517847,47.726303
20220723T0300,19.220245,0.8,3.2599385,173.6598
20220723T0400,19.420246,0.3,4.1046314,195.25513
20220723T0500,19.330246,0.0,4.6800003,202.61987
20220723T0600,20.000246,0.0,6.4096174,231.84277
20220723T0700,21.060246,0.0,7.2,233.1301
20220723T0800,22.200245,0.0,7.5685663,244.65384
20220723T0900,23.510244,0.0,6.924738,261.02737
20220723T1000,24.590246,0.0,1.609969,26.565033
20220723T1100,25.570246,0.1,2.0991426,210.96376
20220723T1200,26.710245,0.0,3.319036,257.4712
20220723T1300,27.640245,0.0,6.489992,303.69006
20220723T1400,28.430244,0.0,6.439876,333.43497
20220723T1500,29.240246,0.0,3.4152596,341.56506
20220723T1600,29.260244,0.0,3.319036,319.3987
20220723T1700,28.710245,0.0,3.8939953,326.30994
20220723T1800,27.710245,0.0,1.5273507,315.0
20220723T1900,25.740246,0.0,1.5273507,225.0
20220723T2000,23.900246,0.0,2.5455842,171.8699
20220723T2100,23.540245,0.0,0.5091169,225.0
20220723T2200,22.490246,0.0,6.1305785,319.76367
20220723T2300,22.250246,0.0,5.0911684,315.0
20220724T0000,21.500246,0.0,5.692099,325.30484
20220724T0100,20.620245,0.0,7.072878,345.25644
20220724T0200,19.650246,0.0,5.154415,24.775131
20220724T0300,18.680244,0.0,4.39436,34.99202
20220724T0400,18.280245,0.0,2.3051248,51.34018
20220724T0500,18.600245,0.0,1.0182338,44.999985
20220724T0600,21.160246,0.0,2.16,360.0
20220724T0700,23.340246,0.0,2.52,360.0
20220724T0800,25.420246,0.0,3.219938,26.565033
20220724T0900,27.180244,0.0,3.6,36.86989
20220724T1000,28.330246,0.0,2.52,360.0
20220724T1100,29.450245,0.0,2.8799999,360.0
20220724T1200,30.310246,0.0,1.9386592,21.801407
20220724T1300,31.100245,0.0,1.9386592,68.19859
20220724T1400,31.660246,0.0,1.835647,78.69006
20220724T1500,32.180244,0.0,2.6208394,74.054596
20220724T1600,32.290245,0.0,3.2399998,89.99999
20220724T1700,32.010246,0.0,3.0758414,110.556046
20220724T1800,30.440245,0.0,0.35999998,360.0
20220724T1900,26.610245,0.0,3.6,360.0
20220724T2000,23.390245,0.0,6.4096174,38.157227
20220724T2100,21.780245,0.0,7.5685663,64.65382
20220724T2200,21.190245,0.0,5.771239,86.42367
20220724T2300,21.040245,0.0,3.6,126.869896
20220725T0000,20.790245,0.0,3.219938,153.43495
20220725T0100,19.860245,0.0,4.39436,145.00798
20220725T0200,19.310246,0.0,4.5820518,135.0
20220725T0300,18.570246,0.0,4.3349743,138.36646
20220725T0400,18.300245,0.0,4.0249224,153.43495
20220725T0500,19.440245,0.0,5.692099,145.30484
20220725T0600,22.200245,0.0,5.4833565,156.8014
20220725T0700,25.230246,0.0,4.802999,167.00539
20220725T0800,28.180244,0.0,5.6920996,198.43495
20220725T0900,30.480246,0.0,7.7043357,232.59465
20220725T1000,32.220245,0.0,11.753876,220.03026
20220725T1100,33.660248,0.0,11.966954,223.78113
20220725T1200,34.710247,0.0,11.923557,241.11342
20220725T1300,34.640247,0.1,15.273505,261.8699
20220725T1400,33.850246,0.0,14.618837,279.92624
20220725T1500,33.420246,0.0,15.111424,282.38077
20220725T1600,32.850246,0.0,16.854767,289.98312
20220725T1700,31.520245,0.0,16.58346,297.1213
20220725T1800,30.050245,0.0,13.70839,299.93152
20220725T1900,28.820246,0.0,9.339208,297.55283
20220725T2000,26.840246,0.0,6.28713,283.2405
20220725T2100,25.560246,0.0,6.28713,256.7595
20220725T2200,25.110245,0.0,13.392774,306.25385
20220725T2300,24.610245,0.0,8.209263,285.25513
20220726T0000,23.860245,0.1,8.350138,277.4314
20220726T0100,22.250246,0.4,7.9526596,275.19443
20220726T0200,21.540245,0.2,9.531505,280.88553
20220726T0300,20.940245,0.2,10.144082,297.47443
20220726T0400,20.360245,0.0,7.386582,313.0251
20220726T0500,20.180244,0.0,5.6233797,320.19443
20220726T0600,20.880245,0.0,3.319036,310.60132
20220726T0700,21.810246,0.0,4.1046314,285.25513
20220726T0800,23.160246,0.0,6.725354,285.5241
20220726T0900,24.380245,0.0,9.693296,291.8014
20220726T1000,25.220245,0.0,11.770403,293.4287
20220726T1100,26.230246,0.0,11.177405,284.93143
20220726T1200,26.270245,0.0,10.829958,291.44775
20220726T1300,27.000246,0.0,10.495713,300.96378
20220726T1400,27.310246,0.0,10.182337,315.0
20220726T1500,27.290245,0.0,10.464797,333.43497
20220726T1600,27.150246,0.0,10.390226,345.96375
20220726T1700,26.500246,0.0,10.823973,356.18594
20220726T1800,25.560246,0.0,10.805999,1.9091492
20220726T1900,24.240246,0.0,8.473393,12.2647705
20220726T2000,22.670246,0.0,5.3517847,19.653809
20220726T2100,21.710245,0.0,5.4477882,7.594635
20220726T2200,20.530245,0.0,5.8603754,349.38034
20220726T2300,19.880245,0.0,6.830519,341.56506
20220727T0000,19.470245,0.0,6.489992,3.1798248
20220727T0100,18.900246,0.0,6.28713,23.629364
20220727T0200,17.980246,0.0,5.937272,14.03624
20220727T0300,17.720245,0.0,6.849467,3.0127716
20220727T0400,16.980246,0.0,8.311245,355.03027
20220727T0500,17.180244,0.0,8.647496,357.61407
20220727T0600,18.460245,0.0,7.208994,2.8624115
20220727T0700,20.420246,0.0,7.5685663,357.2737
20220727T0800,22.000246,0.0,9.726665,357.8789
20220727T0900,23.750246,0.0,10.464798,3.9451752
