location,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697
variable,Temperature,Temperature,Temperature,Precipitation Total,Wind Speed,Wind Speed,Wind Speed,Wind Direction Dominant
unit,°C,°C,°C,mm,km/h,km/h,km/h,°
level,2 m elevation corrected,2 m elevation corrected,2 m elevation corrected,sfc,10 m,10 m,10 m,10 m
resolution,daily,daily,daily,daily,daily,daily,daily,daily
aggregation,Maximum,Minimum,Mean,Summation,Maximum,Minimum,Mean,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Wind Speed [10 m],Basel Wind Speed [10 m],Basel Wind Speed [10 m],Basel Wind Direction Dominant [10 m]
20220830T0000,29.05053,16.600529,23.500113,1.0,15.725037,2.4149535,9.059189,104.43205
20220831T0000,23.40053,16.420528,20.454279,0.1,18.782204,2.52,10.85691,120.57922
20220901T0000,25.14053,13.910529,19.46428,0.0,14.830076,4.829907,10.386681,106.11157
20220902T0000,26.55053,13.410529,20.147612,3.5,19.0392,1.2979984,10.338849,124.43663
20220903T0000,23.580528,16.680529,20.295944,8.099999,13.104198,0.8049845,6.7597604,150.84111
20220904T0000,27.490528,15.080529,21.801363,0.0,12.303366,1.5273507,6.8628182,114.51761
20220905T0000,29.580528,16.87053,23.234278,0.0,9.504273,1.835647,6.0836835,120.12431
20220906T0000,29.830528,19.940529,25.293863,3.6999998,11.043261,0.35999998,4.9206758,147.26477
20220907T0000,28.39053,18.64053,22.900528,4.5000005,13.004921,1.1384199,5.6160607,229.2679
20220908T0000,23.280529,14.700529,19.387194,4.6,25.455843,2.8116899,15.660829,254.8107
20220909T0000,21.81053,13.610529,18.005114,0.0,25.071096,4.0249224,14.715751,252.78116
20220910T0000,19.510529,14.750529,16.930944,2.9999998,22.42427,6.193674,14.393268,259.4706
20220911T0000,23.56053,13.380529,18.270529,0.0,11.923557,0.35999998,5.8970437,142.79208
20220912T0000,26.15053,12.8005295,19.155529,0.0,19.130875,7.92,12.303311,112.3062
20220913T0000,30.090528,14.470529,22.347616,1.2,14.480773,2.4149535,10.222201,113.70696
20220914T0000,27.100529,19.660528,22.638445,1.6,23.411074,2.4149535,11.8707695,253.5719
20220915T0000,21.95053,15.740529,18.70678,6.3999996,23.411074,3.6179552,13.172017,261.15485
20220916T0000,16.72053,9.780529,14.313446,5.0,19.839235,2.7416782,9.211593,313.85602
20220917T0000,14.280529,7.7605286,11.074696,0.4,26.758923,5.4119864,14.887306,284.47577
20220918T0000,17.65053,7.6005287,12.892196,0.0,23.664352,8.311245,15.899663,270.55038
20220919T0000,17.090528,10.290529,13.123444,0.0,13.363711,3.319036,8.227512,347.86047
20220920T0000,17.40053,7.3705287,12.155946,0.0,15.856356,1.2979984,7.0114017,6.3401947
20220921T0000,18.90053,5.8205285,12.170527,0.0,18.888851,1.4399999,9.550432,88.50971
20220922T0000,19.190529,6.0505285,12.58553,0.0,9.114471,3.219938,5.453362,104.28842
20220923T0000,22.90053,6.7005286,15.691363,0.0,12.605142,0.35999998,7.100106,173.70064
20220924T0000,19.240528,12.490529,15.813862,4.8,19.523155,1.4399999,7.9959145,201.67465
20220925T0000,17.440529,10.720529,14.432612,0.4,10.308831,2.2768397,7.2679424,302.1523
20220926T0000,17.57053,10.210529,13.669696,1.5,27.698954,5.904439,16.332037,241.97067
20220927T0000,13.130529,7.7805285,10.577195,1.7,32.407997,16.645864,25.48335,263.37378
20220928T0000,12.120529,9.710529,10.670947,9.8,25.045238,5.1919937,13.180932,261.70792
20220929T0000,12.590529,8.5505295,10.257195,4.4999995,17.193533,2.0364676,9.633618,270.0
20220930T0000,16.420528,7.4105287,11.566779,0.0,8.311245,0.0,3.9579947,297.58203
20221001T0000,16.31053,8.340529,13.349694,3.3999999,33.88019,6.8399997,19.682604,243.84761
20221002T0000,19.32053,13.190529,16.070112,3.7,31.421213,2.2768397,16.680193,273.98965
20221003T0000,18.740528,10.860529,14.462196,0.1,11.177405,0.71999997,5.1852503,30.037827
20221004T0000,21.40053,9.060529,14.635113,0.0,16.171976,5.6233797,10.959477,117.49719
20221005T0000,25.410528,12.040529,17.484697,0.0,11.928989,2.3051248,6.9089413,149.84317
20221006T0000,20.05053,12.170529,15.882611,0.0,17.377226,4.0249224,8.904973,326.05045
20221007T0000,21.610529,10.960529,16.745111,0.0,10.365251,0.8049845,4.375598,126.347466
20221008T0000,19.160528,11.000529,15.581361,0.1,16.575644,0.5091169,9.321233,337.9239
20221009T0000,19.06053,6.3605285,13.101361,0.0,11.620809,0.35999998,6.0072026,97.86254
20221010T0000,23.21053,13.970529,17.94678,0.7,10.440001,0.0,6.17438,186.34021
20221011T0000,19.47053,13.080529,15.99678,0.2,12.303366,3.0758414,7.137123,339.4145
20221012T0000,19.830528,10.460529,15.131362,0.0,10.086427,0.0,4.5774617,102.20047
20221013T0000,19.500528,10.740529,15.041362,0.2,13.324863,2.4149535,7.019439,199.9516
20221014T0000,19.56053,12.8005295,15.311364,6.5000005,24.20314,4.2136917,10.525354,212.51598
20221015T0000,23.160528,14.030529,17.592196,0.0,25.210283,3.0758414,14.822753,250.76358
20221016T0000,25.07053,12.850529,18.220945,0.0,18.214718,6.4096174,10.847974,141.81104
20221017T0000,24.680529,14.130529,19.563864,0.0,15.379206,2.5455842,7.559283,114.330246
20221018T0000,24.04053,15.750529,19.42553,2.8,10.182337,1.609969,5.5445952,108.615685
20221019T0000,22.910528,12.0505295,16.99011,0.0,19.469976,3.396233,11.9217,113.246796
20221020T0000,22.110529,11.640529,17.208029,0.0,24.66197,1.4399999,13.427661,125.82713
20221021T0000,20.270529,15.360529,17.467613,5.7000003,17.377226,3.4152596,11.510307,171.0736
20221022T0000,21.170528,12.130529,17.260113,4.2000003,11.966954,1.08,6.8283234,150.21259
20221023T0000,24.40053,9.310529,17.064695,2.5,51.524033,6.28713,19.310865,167.63351
20221024T0000,21.280529,14.470529,17.822195,6.4999995,42.73702,4.3349743,14.788212,214.59775
20221025T0000,19.670528,12.100529,15.918862,0.4,15.9134655,3.219938,7.628818,120.51823
20221026T0000,21.88053,13.930529,17.548029,0.8,21.349546,3.2399998,12.130619,168.05023
20221027T0000,24.930529,13.200529,17.69178,0.0,17.399586,9.290511,13.114559,121.18196
20221028T0000,27.63053,13.740529,19.840946,0.0,13.089354,5.6920996,9.207858,121.94238
20221029T0000,25.930529,14.360529,19.566362,0.0,17.727943,4.198285,10.925228,114.830414
20221030T0000,22.97053,14.910529,18.940529,0.0,12.783802,2.5959969,6.6153865,115.39213
20221031T0000,21.79053,13.5505295,17.00886,0.0,13.276144,4.0249224,9.365956,114.13655
20221101T0000,17.250528,12.590529,15.269279,0.7,21.96,2.52,11.652997,256.1809
20221102T0000,16.080528,8.730529,12.703446,0.0,15.7908325,2.52,8.215621,222.05595
20221103T0000,18.180529,7.1305285,12.102196,3.8,27.952787,9.178235,14.220764,153.68976
20221104T0000,12.440529,6.6605287,10.010947,0.3,20.957443,9.007196,12.910792,260.06363
20221105T0000,11.430529,6.5305285,8.98178,0.0,16.363178,4.3349743,9.917748,279.07767
20221106T0000,15.690529,3.2205286,9.643445,0.0,22.392464,1.4399999,11.326034,139.83958
20221107T0000,18.090528,7.3605285,12.287613,0.0,20.519999,3.6179552,10.812268,206.48624
20221108T0000,19.600529,7.2405286,13.348029,0.0,16.171976,5.771239,11.333861,159.53899
20221109T0000,15.420529,11.940529,13.733028,14.2,20.598795,4.39436,10.03395,204.23904
20221110T0000,14.700529,7.7305284,11.588863,0.0,10.390226,0.35999998,6.2946205,125.97687
20221111T0000,16.45053,5.0305285,10.401779,0.0,12.620554,4.0249224,8.908977,109.99151
20221112T0000,15.140529,5.8005285,10.033446,0.0,11.435313,2.968636,7.701796,107.7358
20221113T0000,13.600529,3.9105287,8.27803,0.0,13.797912,5.8603754,9.332296,109.85012
20221114T0000,15.660529,4.5805287,11.338447,2.5,22.553936,7.9526596,14.002762,161.65665
20221115T0000,16.270529,8.610529,11.648029,12.3,21.638964,0.8049845,13.035499,125.1844
20221116T0000,14.630529,8.710529,11.375112,0.7,16.75064,2.4149535,9.245603,213.15793
20221117T0000,15.740529,9.200529,12.480531,1.1,31.845247,3.4152596,16.087887,225.8799
20221118T0000,10.670529,7.1105285,9.098863,2.8999996,27.0024,7.7879906,20.732323,263.39078
20221119T0000,10.180529,5.6305285,7.9101124,0.1,18.72346,9.904906,14.40559,266.7467
20221120T0000,9.330529,5.5705285,7.167612,0.0,31.869658,11.440979,18.841852,257.99237
20221121T0000,11.730529,5.9205284,8.259696,1.7,28.483257,1.9386592,16.594587,227.63715
20221122T0000,9.860529,4.5205283,7.1601124,0.0,24.967499,6.28713,16.114176,247.26251
20221123T0000,11.390529,3.1105285,7.1759453,1.4000001,31.328272,7.289444,15.441026,214.98543
20221124T0000,11.370529,3.7905285,8.092611,0.0,22.065973,4.0249224,13.748848,244.30415
20221125T0000,10.450529,2.6305285,6.7980294,1.0,18.844202,4.68,12.021515,262.55756
20221126T0000,10.5505295,4.0505285,7.341778,0.0,13.009903,1.2979984,7.942438,126.37631
20221127T0000,11.830529,0.48052865,5.8688626,0.0,15.941944,7.0911775,13.148632,117.012665
20221128T0000,11.470529,7.0605288,8.900113,2.3,13.276144,1.484318,7.3014264,172.14668
20221129T0000,9.930529,6.8505287,8.09761,0.6,16.279802,5.634891,11.559762,319.784
20221130T0000,8.230529,4.5705285,6.868862,1.2,9.885262,1.08,5.5960197,18.824707
20221201T0000,5.9605284,3.7505286,4.637195,0.2,10.390226,1.609969,5.2106395,55.631462
20221202T0000,4.9905286,1.2005286,3.030945,0.0,8.647496,0.35999998,3.8470764,20.772247
20221203T0000,5.4205284,-0.58947134,2.075112,0.0,7.8954163,0.35999998,3.6126087,313.3363
20221204T0000,3.8605285,0.90052867,2.2455285,6.2,13.339445,1.2979984,5.725016,90.82138
20221205T0000,7.9305286,2.3005285,4.983862,0.3,18.057508,1.835647,6.785314,260.83765
20221206T0000,5.8405285,1.1205287,3.5617788,0.0,11.269782,1.0182338,5.9227796,336.06348
20221207T0000,5.0005283,1.1105287,2.3809457,0.0,9.504273,2.4149535,6.022259,321.43805
20221208T0000,4.7805285,-0.82947135,1.4109454,0.0,7.289444,2.2768397,4.8855205,106.22413
20221209T0000,2.9905286,-0.65947133,1.0855286,6.8,22.682856,4.379589,10.655232,350.34705
20221210T0000,1.8305286,-1.7894714,0.053028684,3.8999999,26.282465,4.5536795,16.442236,340.85608
20221211T0000,3.9505286,-3.2894714,-0.508638,0.0,11.808878,1.08,5.8689656,157.65651
20221212T0000,1.2505287,-2.9994714,-1.3832213,0.0,21.900904,8.942214,13.248592,120.73548
20221213T0000,2.3105285,-1.8994713,-0.15280466,0.2,36.719997,5.8048253,17.261597,113.56294
20221214T0000,7.8805285,1.0005287,4.218862,2.0,27.295977,2.3051248,12.194755,94.692856
20221215T0000,3.0605285,-0.68947136,1.230112,6.6000004,24.033876,1.8,9.187312,325.5022
20221216T0000,0.9505287,-4.3894715,-1.2857213,7.7,31.006012,3.396233,18.793312,338.2077
20221217T0000,2.0705285,-3.6294715,-1.7886381,0.0,20.12461,1.1384199,6.2015953,115.5724
20221218T0000,3.7105286,-3.9494715,-0.009054621,0.0,26.230639,13.779114,19.02054,125.77608
20221219T0000,12.570529,0.7105287,6.1351123,0.0,16.075521,9.227524,13.436259,144.95062
20221220T0000,14.640529,7.8305287,10.863862,0.0,18.681883,3.2399998,11.541862,165.8668
20221221T0000,13.200529,8.690529,10.776779,0.4,35.652725,4.379589,16.922499,230.33115
20221222T0000,12.940529,10.080529,11.204697,0.5,37.11319,19.296135,26.409819,239.28235
20221223T0000,15.470529,11.530529,13.226779,2.3,40.9847,15.379206,27.608164,250.26152
20221224T0000,13.150529,9.890529,11.059696,0.1,21.24305,2.968636,13.7148485,248.53334
20221225T0000,16.14053,8.920529,11.130113,0.0,20.192118,6.989936,10.42663,150.89873
20221226T0000,14.720529,7.8905287,10.387196,2.3,24.031178,2.52,13.57029,245.68675
20221227T0000,7.8005285,4.000529,5.985945,0.0,17.309973,0.8049845,6.413655,266.1859
20221228T0000,12.920529,4.1105285,7.70178,0.0,17.727943,0.35999998,8.75779,174.86221
20221229T0000,13.960529,7.9305286,9.903445,3.7000003,26.009842,7.2,17.835493,233.00586
20221230T0000,14.450529,3.7405286,9.671363,0.1,27.026386,1.08,16.555227,202.57344
20221231T0000,19.32053,12.0505295,15.142612,0.0,23.86341,5.8048253,14.522502,219.91467
20230101T0000,17.48053,7.8705287,13.326362,0.0,23.424908,3.563818,12.344514,202.33136
20230102T0000,16.190529,9.580529,13.075112,0.4,27.609911,3.4152596,11.924972,247.5047
20230103T0000,11.460529,6.2705283,8.952611,0.0,12.10157,1.2979984,5.3519745,274.66187
20230104T0000,12.500529,3.8005285,8.379277,0.0,23.906818,4.2136917,12.309387,228.95235
20230105T0000,12.740529,6.540529,10.551363,0.0,26.758923,6.792466,18.105745,254.21194
20230106T0000,12.010529,6.3605285,9.026363,0.1,13.493999,3.319036,6.6691136,205.19151
20230107T0000,13.8005295,4.8705287,8.385529,0.0,14.471821,4.1046314,9.995954,150.5279
20230108T0000,9.420529,4.2505283,7.270946,5.2,21.370783,5.1544156,14.044582,149.29184
20230109T0000,8.490529,4.0505285,5.8517785,0.6,36.35109,17.418196,28.65802,254.8281
20230110T0000,8.280529,2.1405284,5.188029,0.2,30.735231,4.896529,18.040304,252.82774
20230111T0000,14.190529,6.4705286,9.312613,0.2,31.82082,2.8116899,19.018358,250.75555
20230112T0000,10.880529,5.6505284,8.419695,0.0,28.61264,16.09969,20.636715,243.19185
20230113T0000,10.870529,5.2805285,8.077612,0.2,33.21573,20.316889,26.25535,249.87973
20230114T0000,12.460529,2.1505284,7.942612,0.0,32.11071,2.52,12.770058,215.69095
20230115T0000,10.850529,3.8405285,6.9701123,0.5,35.132755,16.548256,25.513046,245.82089
20230116T0000,7.7705283,2.5405285,4.2142787,0.0,46.88991,14.04,29.039003,227.1712
20230117T0000,6.5205283,0.020528657,3.051778,2.7,22.55106,2.5455842,10.998966,141.43164
20230118T0000,3.4605286,-0.45947134,1.1055287,5.7,28.820242,10.195057,16.671673,322.51074
20230119T0000,2.8605285,-1.2094713,0.5834452,0.0,32.791634,1.835647,14.253879,257.87433
20230120T0000,2.2005286,-1.6194713,-0.06738794,0.0,25.006397,1.8,7.5089364,257.49658
20230121T0000,3.2605286,-2.3894715,0.048861932,0.0,25.264202,3.0547013,13.029503,34.23654
20230122T0000,3.4805286,-1.1994714,0.56011194,0.0,28.496904,0.8049845,15.832798,16.070786
20230123T0000,4.5205283,-2.6494715,1.0217785,0.0,27.766712,1.609969,15.9282,72.85095
20230124T0000,5.040529,-1.3294713,1.7455287,0.0,18.775301,1.0182338,6.6243305,36.593475
20230125T0000,6.1005287,-2.1094716,1.2171953,0.0,11.503113,3.6,7.5797424,322.60577
20230126T0000,3.5205286,-1.6194713,0.8288619,0.0,25.984917,6.12,11.983471,347.97076
20230127T0000,4.9105287,-2.3094714,1.152612,0.0,22.881958,2.1897945,11.485863,37.05652
20230128T0000,4.6105285,-2.6594715,0.119695246,0.0,20.12461,3.319036,9.369386,35.916718
20230129T0000,4.7705283,-3.7994714,-0.27780473,0.0,13.493999,1.08,5.611509,278.99536
20230130T0000,5.8005285,-0.9894713,1.877195,0.0,37.806854,7.968939,19.752611,264.3508
20230131T0000,6.5205283,0.37052867,3.796362,0.0,21.313093,7.491114,14.235824,266.2483
20230201T0000,7.0705285,3.3705285,5.267612,0.0,29.16,18.079027,24.530798,260.60202
20230202T0000,8.860529,3.7905285,6.0996957,0.1,25.959969,15.683776,21.48144,261.56274
20230203T0000,9.8005295,5.0605288,7.653445,0.0,27.047956,17.551615,21.929426,256.0116
20230204T0000,9.640529,2.9905286,6.570112,0.0,18.430452,0.5091169,11.23259,317.7804
20230205T0000,6.6605287,1.2005286,3.9655287,3.1,20.945072,2.2768397,10.1533785,313.37976
20230206T0000,7.5305285,0.7705287,3.219695,0.0,18.723461,4.0249224,10.277704,50.45836
20230207T0000,5.0305285,-0.90947133,1.233862,0.0,35.105072,1.0182338,13.180379,78.79405
20230208T0000,4.4105287,-4.3794713,-0.19863816,0.0,10.805999,1.484318,6.4887524,17.258942
20230209T0000,7.2605286,-1.7494713,2.5046954,0.0,10.00256,1.835647,5.592713,172.45059
20230210T0000,6.7705283,-0.11947135,3.093445,0.0,7.42159,0.0,3.4317424,41.18593
20230211T0000,8.670529,1.6405287,4.312195,0.0,8.373386,0.71999997,3.6357822,290.1363
20230212T0000,12.070529,1.1205287,5.3501124,0.0,10.97262,0.35999998,5.3501167,95.348274
20230213T0000,12.010529,1.4305286,5.885945,0.0,17.786331,5.634891,11.279617,113.88238
20230214T0000,13.250529,3.2405286,6.930945,0.0,11.090103,4.3349743,6.973383,108.640305
20230215T0000,13.430529,3.7405286,8.298446,0.0,8.942214,0.35999998,4.3215966,133.1415
20230216T0000,14.510529,3.0605285,8.576778,0.0,9.826088,0.35999998,6.5093627,205.57574
20230217T0000,15.030529,8.250529,11.775947,0.0,23.97989,5.1165614,15.15154,254.38734
20230218T0000,16.13053,10.170529,12.391364,0.0,27.117346,7.5685663,15.182767,259.57733
20230219T0000,12.410529,8.400529,10.178028,0.0,28.664682,7.5170207,17.771578,276.55585
20230220T0000,14.690529,5.1405287,10.045945,0.0,7.2805495,1.2979984,4.4848304,232.125
20230221T0000,15.870529,6.0805287,10.453862,0.0,6.638072,0.71999997,4.272201,114.842384
20230222T0000,14.980529,6.6205287,10.682612,0.90000004,19.852295,2.52,8.965529,241.28198
20230223T0000,14.570529,7.8505287,10.931779,0.0,7.6367526,1.1384199,4.146612,139.1849
20230224T0000,14.640529,5.4805284,9.959278,3.5,23.4,0.35999998,8.994953,296.5067
20230225T0000,7.3505287,0.73052865,4.829695,0.0,21.046917,4.2136917,12.807003,9.171371
20230226T0000,3.0505285,-0.82947135,0.75969535,0.0,38.546906,5.991594,25.873764,60.225876
20230227T0000,5.1605287,-1.8694713,1.3855286,0.0,35.864742,20.870687,29.80816,74.75247
20230228T0000,8.3005295,-1.0494714,3.0859451,0.0,18.556595,2.5959969,10.118363,67.35791
20230301T0000,9.890529,-3.0494714,2.4726121,0.0,11.879999,2.2768397,6.9427314,353.65985
20230302T0000,10.220529,-1.6494713,3.7146957,0.0,15.629971,1.2979984,8.625361,316.66687
20230303T0000,11.080529,0.0005286578,5.878446,0.0,12.7279215,1.2979984,6.831756,340.3462
20230304T0000,9.470529,0.7505287,4.600945,0.0,19.137648,1.835647,10.083918,325.25922
20230305T0000,8.110529,-0.12947133,3.7796953,0.0,17.298738,0.71999997,7.6161,333.6612
20230306T0000,7.9205284,1.7705287,4.6542788,0.0,20.870687,1.4399999,10.674876,273.19458
20230307T0000,9.270529,0.7005287,4.9851117,0.0,22.963936,7.5685663,14.326093,261.53168
20230308T0000,16.04053,3.3105285,9.834696,7.1000004,40.65291,5.8603754,25.261267,238.57217
20230309T0000,15.980529,8.830529,12.215528,0.6,39.732323,13.905509,28.010805,247.9881
20230310T0000,11.330529,3.5905285,8.603862,2.8000002,47.541813,16.548256,32.585484,256.07767
20230311T0000,8.570529,0.65052867,4.9542785,0.5,18.64369,2.0364676,9.595933,326.27423
20230312T0000,13.790529,6.2805285,9.939696,1.5000001,37.095722,3.96,19.954016,255.95233
20230313T0000,21.520529,9.460529,15.629279,7.1000004,32.76791,4.6938252,18.456633,218.86717
20230314T0000,12.030529,2.5505285,8.717612,4.3,43.04522,12.24,27.771154,259.47528
20230315T0000,9.960529,0.50052863,5.647196,0.0,22.782625,0.8049845,10.740471,273.8981
20230316T0000,16.750528,1.5805286,8.213445,0.0,19.694992,8.942214,14.40161,125.94585
20230317T0000,20.96053,4.6905284,12.052611,0.0,21.479664,2.3051248,9.256497,171.37054
20230318T0000,17.38053,7.0505285,12.840945,0.0,11.792404,3.319036,6.605709,85.47754
20230319T0000,13.850529,8.8005295,11.488446,4.4,15.629971,1.835647,8.377534,241.48549
20230320T0000,14.750529,7.2205286,10.52428,0.0,12.144331,4.32,7.4624343,270.7004
20230321T0000,16.79053,6.7705283,12.0784445,0.0,11.874544,0.8049845,6.6708198,245.93127
20230322T0000,18.520529,7.1805286,13.414695,0.0,15.893093,0.71999997,8.131553,245.10452
20230323T0000,18.940529,10.440529,14.81803,0.0,24.881702,0.8049845,11.237309,232.075
20230324T0000,17.21053,10.270529,14.2605295,3.5,28.981676,13.53236,20.090357,249.43867
20230325T0000,12.840529,7.6305285,9.9984455,0.1,34.68166,12.096214,27.775885,254.02458
20230326T0000,11.880529,5.9205284,8.639696,2.5,44.274147,5.692099,21.645037,250.97156
20230327T0000,7.2205286,0.87052864,4.780112,4.5,27.952787,3.96,17.37657,331.12567
20230328T0000,12.630529,0.37052867,6.9471955,0.0,11.726277,0.35999998,5.09299,162.13513
20230329T0000,20.420528,7.9605284,14.510112,0.0,27.059933,0.71999997,11.097023,241.69925
20230330T0000,18.840528,10.830529,15.060112,0.70000005,34.268143,1.08,16.183805,250.25137
20230331T0000,14.140529,8.320529,11.604697,1.2,40.41792,8.557102,28.476707,247.87045
20230401T0000,12.000529,7.3205285,9.034695,0.0,36.785233,16.42247,29.612726,254.09064
20230402T0000,11.930529,7.3005285,9.646779,1.2,17.87718,4.3349743,11.424889,268.69577
20230403T0000,11.020529,2.6205285,7.148445,0.4,29.01743,5.2416787,19.128675,76.96787
20230404T0000,11.270529,-0.19947135,5.064278,0.0,24.923338,3.8268526,14.357177,85.00089
20230405T0000,10.450529,-0.83947134,5.1580286,0.0,11.966954,1.0182338,5.930757,335.46655
20230406T0000,12.890529,2.0405285,8.228446,0.0,19.70815,0.5091169,9.043621,248.91315
20230407T0000,9.720529,5.9305286,7.946362,6.5,11.885453,1.609969,7.027851,271.06656
20230408T0000,13.130529,5.7305284,9.444695,0.0,17.771753,0.0,7.645782,18.324326
20230409T0000,15.730529,4.1205287,10.238862,0.0,14.830076,5.991594,10.300922,108.571686
20230410T0000,18.170528,3.4905286,12.265113,0.0,19.826164,1.1384199,11.145345,156.30183
20230411T0000,14.360529,9.780529,11.724278,2.3999999,25.764534,3.219938,19.06373,266.62454
20230412T0000,18.670528,6.1105285,11.9584465,1.2,34.268143,6.830519,20.109755,247.93066
20230413T0000,10.480529,3.3505285,6.9855285,0.1,24.40046,10.739833,16.88408,273.4748
20230414T0000,13.950529,3.0405285,8.760944,0.0,11.525623,1.1384199,7.665432,269.28384
20230415T0000,13.420529,4.8705287,9.798446,0.6,15.629972,2.8799999,7.774048,335.3177
20230416T0000,12.510529,5.8505287,9.290946,0.2,20.833395,8.714677,14.897438,300.83463
20230417T0000,14.0505295,5.6005287,10.110529,1.5000001,19.44,0.8049845,11.9796295,10.869827
20230418T0000,17.37053,3.9005284,10.654279,0.0,22.682856,0.5091169,10.327653,80.83765
20230419T0000,15.290529,4.9805284,10.090944,7.7,17.163355,1.4399999,6.429005,34.34314
20230420T0000,11.100529,2.9205287,7.267195,0.1,14.982228,2.0364676,9.677215,131.0943
20230421T0000,17.660528,2.4905286,11.563447,0.0,16.992609,1.1384199,9.91465,135.85724
20230422T0000,23.15053,10.290529,15.718448,0.0,28.775238,4.6938257,13.245091,242.98982
20230423T0000,20.40053,10.350529,14.228863,1.9000001,24.609364,3.8268526,13.171638,238.53687
20230424T0000,13.820529,6.9205284,10.490529,0.0,32.402,7.8954163,21.388252,264.54984
20230425T0000,11.500529,5.8105288,9.030112,1.6000001,29.627363,3.8773184,13.446861,276.6325
20230426T0000,15.8005295,3.6805286,10.658445,0.0,10.00256,3.5455887,6.3167896,300.96375
20230427T0000,18.530529,9.820529,14.583863,0.0,8.049845,1.1384199,4.388178,100.954056
20230428T0000,18.020529,12.320529,15.473446,7.6999993,24.48,0.8049845,11.377076,259.69516
20230429T0000,19.70053,12.770529,16.562613,0.6,18.751125,0.8049845,8.384236,337.72092
20230430T0000,20.110529,9.110529,15.198445,0.0,16.575644,1.835647,7.75807,61.24913
20230501T0000,15.950529,11.320529,13.157613,21.499998,17.298738,0.71999997,9.949979,259.39786
20230502T0000,17.37053,9.240529,13.415944,0.0,16.595179,2.16,9.881011,357.0701
20230503T0000,21.22053,6.0305285,14.411362,0.0,20.192118,1.08,12.66381,86.71731
20230504T0000,23.940529,8.240529,17.215946,0.0,15.978484,0.8049845,7.288143,116.135635
20230505T0000,21.88053,14.430529,17.96303,1.7000002,12.979984,0.8049845,7.9442306,213.64088
20230506T0000,22.65053,13.3005295,18.201363,0.0,5.904439,0.5091169,3.29925,329.03625
20230507T0000,18.830528,13.680529,15.853862,9.2,9.605998,1.1384199,6.2936516,233.0198
20230508T0000,19.80053,13.580529,16.38178,1.6000001,16.23596,0.71999997,9.498252,283.26562
20230509T0000,20.830528,12.460529,16.098028,6.0,29.16889,0.35999998,8.258523,246.56201
20230510T0000,15.410529,10.170529,12.606778,0.0,26.319422,11.792404,20.818663,270.67157
20230511T0000,15.040529,9.200529,12.1009445,1.0,16.575644,4.6102495,11.838582,295.46686
20230512T0000,16.82053,10.410529,13.313029,0.1,14.799459,1.609969,9.096658,340.10645
20230513T0000,16.30053,10.410529,13.33928,0.4,10.948973,1.1384199,4.4477816,353.34192
20230514T0000,16.660528,10.490529,13.743028,0.4,17.31746,0.0,9.471731,334.06754
20230515T0000,18.090528,11.640529,14.893028,1.2,10.829959,5.3517847,7.7517686,307.97723
20230516T0000,14.650529,7.1205287,11.697613,3.8000002,29.522196,1.4399999,15.868659,359.8891
20230517T0000,16.430529,3.6805286,10.620112,0.0,21.986542,2.9024127,12.721749,26.448593
20230518T0000,18.750528,2.8405285,12.330112,0.0,20.418695,1.9386592,11.03796,52.833786
20230519T0000,19.98053,7.6305285,14.709694,0.4,10.787993,0.71999997,6.497293,12.1237335
20230520T0000,22.47053,10.480529,17.268448,0.3,12.620554,0.71999997,4.3909698,347.97473
20230521T0000,24.180529,13.910529,19.71178,0.0,11.966953,0.0,5.359012,331.97192
20230522T0000,24.88053,14.880529,19.77053,0.3,17.727943,1.8,6.9264865,280.9779
20230523T0000,21.87053,13.600529,18.24428,0.4,16.854767,1.8,8.232457,355.36087
20230524T0000,18.090528,10.270529,14.060945,2.8000002,21.349546,5.315336,11.1795435,360.0
20230525T0000,24.81053,8.000528,16.367195,0.6,13.1041975,1.1384199,9.17986,359.71353
20230526T0000,24.30053,10.560529,18.013863,0.0,17.462784,1.1384199,9.664474,359.70392
20230527T0000,25.580528,10.790529,18.351366,0.0,18.374111,0.8049845,9.262782,59.801994
20230528T0000,26.12053,11.740529,19.132198,0.0,13.722565,1.1384199,7.144596,82.114456
20230529T0000,26.780529,12.450529,19.720526,0.0,21.188072,0.35999998,9.1799,66.34494
20230530T0000,25.030529,11.120529,18.215113,0.0,21.24,2.0364676,12.281539,20.434937
20230531T0000,25.46053,9.020529,18.595112,0.0,26.525429,3.6,12.140849,82.685936
20230601T0000,25.71053,12.420529,20.271364,0.0,9.793058,0.5091169,3.6573935,347.56677
20230602T0000,25.46053,12.790529,19.57178,0.0,18.709612,1.8,10.486344,339.45596
20230603T0000,25.520529,12.900529,20.058863,0.2,11.879999,2.9024127,5.6313176,331.9519
20230604T0000,25.850529,16.010529,20.809694,0.0,11.304229,0.0,5.2572436,66.6096
20230605T0000,25.330528,15.400529,20.260529,0.0,10.137692,1.1384199,5.8742547,64.54854
20230606T0000,26.12053,14.5505295,20.730947,0.0,11.367109,2.5455842,7.7034564,97.98119
