datum;Hotelkategorie;Anzahl Logiernächte;Anzahl verfügbare Zimmer;Anzahl belegte Zimmer;Jahr;Monat;Tag
2019-11-25;3-Stern;1157;1655;1018;2019;11;25
2019-11-25;1- und 2-Stern;407;708;331;2019;11;25
2019-11-25;Übrige;232;340;201;2019;11;25
2019-11-24;4- und 5-Stern;800;1780;648;2019;11;24
2019-11-24;1- und 2-Stern;283;708;206;2019;11;24
2019-11-24;Übrige;147;340;118;2019;11;24
2019-11-22;3-Stern;1089;1655;772;2019;11;22
2019-11-22;Übrige;311;340;150;2019;11;22
2019-11-20;4- und 5-Stern;1660;1780;1489;2019;11;20
2019-11-20;1- und 2-Stern;504;708;454;2019;11;20
2019-11-19;4- und 5-Stern;1842;1780;1702;2019;11;19
2019-11-18;1- und 2-Stern;711;708;580;2019;11;18
2019-11-17;4- und 5-Stern;1704;1780;1481;2019;11;17
2019-11-17;1- und 2-Stern;520;708;406;2019;11;17
2019-11-16;3-Stern;1707;1655;1242;2019;11;16
2019-11-16;1- und 2-Stern;726;708;466;2019;11;16
2019-11-15;4- und 5-Stern;1601;1780;1248;2019;11;15
2019-11-15;1- und 2-Stern;661;708;437;2019;11;15
2019-11-14;3-Stern;1330;1655;1152;2019;11;14
2019-11-14;1- und 2-Stern;454;708;378;2019;11;14
2019-11-12;4- und 5-Stern;1721;1780;1643;2019;11;12
2019-11-12;3-Stern;1536;1655;1405;2019;11;12
2019-11-11;4- und 5-Stern;1634;1780;1522;2019;11;11
2019-11-11;3-Stern;1342;1655;1219;2019;11;11
2019-11-11;Übrige;237;340;212;2019;11;11
2019-11-10;3-Stern;937;1655;763;2019;11;10
2019-11-10;Übrige;196;340;146;2019;11;10
2019-11-09;1- und 2-Stern;667;708;402;2019;11;9
2019-11-08;Übrige;357;340;260;2019;11;8
2019-11-07;4- und 5-Stern;1781;1780;1684;2019;11;7
2019-11-07;1- und 2-Stern;698;708;568;2019;11;7
2019-11-07;Übrige;431;340;291;2019;11;7
2019-11-06;4- und 5-Stern;1797;1780;1711;2019;11;6
2019-11-06;3-Stern;1704;1655;1568;2019;11;6
2019-11-05;Übrige;337;340;259;2019;11;5
2019-11-04;4- und 5-Stern;1304;1780;1201;2019;11;4
2019-11-04;1- und 2-Stern;444;708;381;2019;11;4
2019-11-04;Übrige;291;340;226;2019;11;4
2019-11-02;3-Stern;1653;1655;991;2019;11;2
2019-11-02;1- und 2-Stern;724;708;447;2019;11;2
2019-11-01;4- und 5-Stern;1670;1780;975;2019;11;1
2019-11-01;1- und 2-Stern;715;708;447;2019;11;1
2019-10-31;4- und 5-Stern;1352;1717;983;2019;10;31
2019-10-30;3-Stern;1761;1715;1491;2019;10;30
2019-10-29;4- und 5-Stern;1839;1717;1637;2019;10;29
2019-10-29;1- und 2-Stern;724;709;570;2019;10;29
2019-10-28;Übrige;431;337;270;2019;10;28
2019-10-25;3-Stern;1756;1715;1208;2019;10;25
2019-10-24;1- und 2-Stern;822;709;610;2019;10;24
2019-10-23;3-Stern;1940;1715;1591;2019;10;23
2019-10-23;1- und 2-Stern;800;709;586;2019;10;23
2019-10-23;Übrige;444;337;282;2019;10;23
2019-10-22;4- und 5-Stern;1935;1717;1661;2019;10;22
2019-10-22;1- und 2-Stern;732;709;583;2019;10;22
2019-10-21;3-Stern;1897;1715;1621;2019;10;21
2019-10-21;1- und 2-Stern;750;709;584;2019;10;21
2019-10-19;1- und 2-Stern;591;709;380;2019;10;19
2019-10-17;3-Stern;1640;1715;1402;2019;10;17
2019-10-16;1- und 2-Stern;746;709;590;2019;10;16
2019-10-16;Übrige;410;340;293;2019;10;16
2019-10-15;3-Stern;1821;1715;1648;2019;10;15
2019-10-14;4- und 5-Stern;1819;1717;1615;2019;10;14
2019-10-13;4- und 5-Stern;1232;1717;952;2019;10;13
2019-10-13;Übrige;287;340;149;2019;10;13
2019-10-12;3-Stern;1414;1715;914;2019;10;12
2019-10-11;3-Stern;1387;1715;984;2019;10;11
2019-10-11;1- und 2-Stern;558;709;347;2019;10;11
2019-10-10;3-Stern;1364;1715;1129;2019;10;10
2019-10-10;1- und 2-Stern;584;709;347;2019;10;10
2019-10-08;4- und 5-Stern;1674;1717;1416;2019;10;8
2019-10-08;3-Stern;1450;1715;1226;2019;10;8
2019-10-08;1- und 2-Stern;523;709;407;2019;10;8
2019-10-07;4- und 5-Stern;1499;1717;1255;2019;10;7
2019-10-07;1- und 2-Stern;458;709;342;2019;10;7
2019-10-06;3-Stern;915;1715;600;2019;10;6
2019-10-06;Übrige;247;340;131;2019;10;6
2019-10-05;Übrige;332;340;167;2019;10;5
2019-10-04;4- und 5-Stern;1333;1717;789;2019;10;4
2019-10-04;1- und 2-Stern;604;709;360;2019;10;4
2019-10-04;Übrige;270;340;149;2019;10;4
2019-10-03;4- und 5-Stern;1323;1717;1007;2019;10;3
2019-10-02;1- und 2-Stern;523;709;358;2019;10;2
2019-10-02;Übrige;386;340;208;2019;10;2
2019-09-30;3-Stern;1258;1715;1022;2019;9;30
2019-09-30;1- und 2-Stern;490;709;361;2019;9;30
2019-09-30;Übrige;286;340;197;2019;9;30
2019-09-29;4- und 5-Stern;1016;1720;723;2019;9;29
2019-09-29;3-Stern;1080;1715;825;2019;9;29
2019-09-29;1- und 2-Stern;540;709;279;2019;9;29
2019-09-27;3-Stern;1565;1715;1101;2019;9;27
2019-09-27;1- und 2-Stern;648;709;422;2019;9;27
2019-09-27;Übrige;397;340;228;2019;9;27
2019-09-26;1- und 2-Stern;599;709;453;2019;9;26
2019-09-25;1- und 2-Stern;692;709;551;2019;9;25
2019-09-24;Übrige;420;340;275;2019;9;24
2019-09-23;3-Stern;1664;1715;1490;2019;9;23
2019-09-23;1- und 2-Stern;611;709;510;2019;9;23
2019-09-22;Übrige;239;337;132;2019;9;22
2019-09-21;Übrige;467;337;244;2019;9;21
2019-09-20;4- und 5-Stern;1440;1720;971;2019;9;20
2019-09-17;4- und 5-Stern;1756;1720;1616;2019;9;17
2019-09-17;1- und 2-Stern;652;709;533;2019;9;17
2019-09-15;4- und 5-Stern;1280;1720;1014;2019;9;15
2019-09-15;1- und 2-Stern;365;709;261;2019;9;15
2019-09-14;Übrige;418;337;223;2019;9;14
2024-10-31;1- und 2-Stern;514;545;321;2024;10;31
2024-10-30;3-Stern;1321;1499;978;2024;10;30
2024-10-27;4- und 5-Stern;1394;2031;908;2024;10;27
2024-10-27;Übrige;301;625;172;2024;10;27
2024-10-26;Übrige;825;625;382;2024;10;26
2024-10-25;3-Stern;1673;1499;1092;2024;10;25
2024-10-25;Übrige;699;625;341;2024;10;25
2024-10-24;3-Stern;1412;1499;1094;2024;10;24
2024-10-23;1- und 2-Stern;511;545;400;2024;10;23
2024-10-22;3-Stern;1632;1499;1409;2024;10;22
2024-10-21;3-Stern;1662;1499;1424;2024;10;21
2024-10-21;1- und 2-Stern;620;545;455;2024;10;21
2024-10-20;3-Stern;1195;1499;894;2024;10;20
2024-10-19;4- und 5-Stern;2460;1969;1407;2024;10;19
2024-10-19;Übrige;697;625;358;2024;10;19
2024-10-18;1- und 2-Stern;570;545;352;2024;10;18
2024-10-17;3-Stern;1376;1499;1041;2024;10;17
2024-10-16;4- und 5-Stern;2342;1969;1859;2024;10;16
2024-10-16;3-Stern;1594;1499;1298;2024;10;16
2024-10-16;Übrige;631;625;389;2024;10;16
2024-10-15;Übrige;588;625;394;2024;10;15
2024-10-14;1- und 2-Stern;463;545;369;2024;10;14
2024-10-13;1- und 2-Stern;416;545;320;2024;10;13
2024-10-12;3-Stern;1510;1499;1229;2024;10;12
2024-10-12;1- und 2-Stern;592;545;398;2024;10;12
2024-10-11;Übrige;704;625;426;2024;10;11
2024-10-09;4- und 5-Stern;2101;1969;1666;2024;10;9
2024-10-09;3-Stern;1515;1499;1248;2024;10;9
2024-10-09;1- und 2-Stern;474;545;356;2024;10;9
2024-10-08;3-Stern;1585;1499;1309;2024;10;8
2024-10-08;1- und 2-Stern;446;545;351;2024;10;8
2024-10-06;3-Stern;958;1499;669;2024;10;6
2024-10-06;Übrige;290;625;172;2024;10;6
2024-10-05;Übrige;602;625;320;2024;10;5
2024-10-04;3-Stern;1686;1499;1148;2024;10;4
2024-10-02;4- und 5-Stern;2117;1969;1702;2024;10;2
2024-10-02;1- und 2-Stern;576;545;399;2024;10;2
2024-10-02;Übrige;541;625;347;2024;10;2
2024-09-30;4- und 5-Stern;1922;1974;1568;2024;9;30
2024-09-27;Übrige;469;625;277;2024;9;27
2024-09-26;4- und 5-Stern;1859;1974;1413;2024;9;26
2024-09-26;1- und 2-Stern;535;563;352;2024;9;26
2024-09-26;Übrige;646;625;380;2024;9;26
2024-09-25;4- und 5-Stern;2188;1974;1780;2024;9;25
2024-09-25;3-Stern;1557;1503;1320;2024;9;25
2024-09-24;Übrige;651;625;398;2024;9;24
2024-09-23;3-Stern;1415;1503;1140;2024;9;23
2024-09-21;4- und 5-Stern;2056;1974;1213;2024;9;21
2024-09-20;1- und 2-Stern;701;563;459;2024;9;20
2024-09-19;3-Stern;1415;1503;1084;2024;9;19
2024-09-18;3-Stern;1513;1503;1233;2024;9;18
2024-09-18;Übrige;580;625;403;2024;9;18
2024-09-16;4- und 5-Stern;2056;1974;1678;2024;9;16
2024-09-15;3-Stern;1301;1503;923;2024;9;15
2024-09-15;1- und 2-Stern;498;563;307;2024;9;15
2024-09-14;4- und 5-Stern;2202;1974;1331;2024;9;14
2024-09-14;1- und 2-Stern;686;563;367;2024;9;14
2024-09-12;Übrige;540;625;352;2024;9;12
2024-09-11;Übrige;520;625;352;2024;9;11
2024-09-10;Übrige;539;625;395;2024;9;10
2024-09-08;3-Stern;1189;1503;843;2024;9;8
2024-09-08;1- und 2-Stern;541;563;330;2024;9;8
2024-09-07;Übrige;680;625;339;2024;9;7
2024-09-05;Übrige;484;625;292;2024;9;5
2024-09-04;4- und 5-Stern;2015;1974;1603;2024;9;4
2024-09-04;3-Stern;1288;1503;1040;2024;9;4
2024-09-03;4- und 5-Stern;1926;1974;1532;2024;9;3
2024-09-03;1- und 2-Stern;457;563;327;2024;9;3
2024-09-02;4- und 5-Stern;1661;1974;1267;2024;9;2
2024-09-01;3-Stern;1169;1503;777;2024;9;1
2024-09-01;Übrige;280;625;147;2024;9;1
2024-08-30;4- und 5-Stern;1838;1977;1036;2024;8;30
2024-08-30;3-Stern;1309;1503;799;2024;8;30
2024-08-29;1- und 2-Stern;605;563;318;2024;8;29
2024-08-28;Übrige;603;623;382;2024;8;28
2024-08-27;3-Stern;1823;1503;1388;2024;8;27
2024-08-27;Übrige;654;623;416;2024;8;27
2024-08-26;3-Stern;1878;1503;1411;2024;8;26
2024-08-26;1- und 2-Stern;799;563;472;2024;8;26
2024-08-25;1- und 2-Stern;726;563;450;2024;8;25
2024-08-24;4- und 5-Stern;2719;1977;1664;2024;8;24
2024-08-24;3-Stern;1839;1503;1207;2024;8;24
2024-08-24;Übrige;653;623;355;2024;8;24
2024-08-22;1- und 2-Stern;509;563;292;2024;8;22
2024-08-21;3-Stern;1605;1503;1202;2024;8;21
2024-08-21;1- und 2-Stern;579;563;375;2024;8;21
2024-08-21;Übrige;472;623;291;2024;8;21
2024-08-20;3-Stern;1503;1503;1102;2024;8;20
2024-08-20;1- und 2-Stern;638;563;406;2024;8;20
2024-08-20;Übrige;451;623;266;2024;8;20
2024-08-19;Übrige;373;623;240;2024;8;19
2024-08-18;4- und 5-Stern;1631;1977;907;2024;8;18
2024-08-18;1- und 2-Stern;392;563;229;2024;8;18
2024-08-17;1- und 2-Stern;675;563;388;2024;8;17
2024-08-16;4- und 5-Stern;2504;1977;1408;2024;8;16
2024-08-15;1- und 2-Stern;564;563;295;2024;8;15
2024-08-14;3-Stern;1349;1503;835;2024;8;14
2024-08-14;1- und 2-Stern;511;563;292;2024;8;14
2024-08-14;Übrige;423;623;230;2024;8;14
2024-08-13;3-Stern;1126;1503;714;2024;8;13
2024-08-13;1- und 2-Stern;465;563;301;2024;8;13
2024-08-13;Übrige;437;623;242;2024;8;13
2024-08-12;4- und 5-Stern;1864;1977;1131;2024;8;12
2024-08-11;4- und 5-Stern;1616;1977;844;2024;8;11
2024-08-11;1- und 2-Stern;437;563;245;2024;8;11
2024-08-10;3-Stern;1640;1503;905;2024;8;10
2024-08-09;3-Stern;1413;1503;800;2024;8;9
2024-08-08;1- und 2-Stern;503;563;304;2024;8;8
2024-08-08;Übrige;461;623;284;2024;8;8
2024-08-07;3-Stern;1338;1503;843;2024;8;7
2024-08-07;1- und 2-Stern;518;563;319;2024;8;7
2024-08-07;Übrige;553;623;291;2024;8;7
2024-08-06;1- und 2-Stern;625;563;375;2024;8;6
2024-08-05;3-Stern;1246;1503;734;2024;8;5
2024-08-05;Übrige;428;623;228;2024;8;5
2024-08-04;3-Stern;1187;1503;650;2024;8;4
2024-08-03;3-Stern;1549;1503;846;2024;8;3
2024-08-03;Übrige;573;623;280;2024;8;3
2024-08-02;1- und 2-Stern;642;563;350;2024;8;2
2024-07-31;4- und 5-Stern;2032;1973;1046;2024;7;31
2024-07-30;3-Stern;1198;1498;729;2024;7;30
2024-07-30;1- und 2-Stern;507;563;282;2024;7;30
2024-07-29;3-Stern;1196;1498;737;2024;7;29
2024-07-28;1- und 2-Stern;464;554;262;2024;7;28
2024-07-26;Übrige;620;604;288;2024;7;26
2024-07-25;Übrige;560;604;288;2024;7;25
2024-07-24;3-Stern;1699;1498;1003;2024;7;24
2024-07-23;4- und 5-Stern;2439;1973;1461;2024;7;23
2024-07-23;3-Stern;1665;1498;1057;2024;7;23
2024-07-22;3-Stern;1763;1498;1111;2024;7;22
2024-07-21;4- und 5-Stern;2302;1973;1224;2024;7;21
2024-07-20;4- und 5-Stern;3311;1973;1848;2024;7;20
2024-07-20;Übrige;878;581;434;2024;7;20
2024-07-19;4- und 5-Stern;3138;1973;1762;2024;7;19
2024-07-19;1- und 2-Stern;732;563;435;2024;7;19
2024-07-19;Übrige;734;581;356;2024;7;19
2024-07-18;4- und 5-Stern;2399;1973;1437;2024;7;18
2024-07-18;3-Stern;1779;1498;1113;2024;7;18
2024-07-18;Übrige;536;581;264;2024;7;18
2024-07-17;1- und 2-Stern;649;563;407;2024;7;17
2024-07-17;Übrige;525;581;291;2024;7;17
2024-07-15;4- und 5-Stern;2212;1973;1445;2024;7;15
2024-07-14;4- und 5-Stern;1963;1973;1183;2024;7;14
2024-07-14;3-Stern;1468;1498;830;2024;7;14
2024-07-14;Übrige;389;581;189;2024;7;14
2024-07-13;3-Stern;1497;1498;821;2024;7;13
2024-07-13;Übrige;572;581;287;2024;7;13
2024-07-12;3-Stern;1479;1498;880;2024;7;12
2024-07-12;1- und 2-Stern;489;563;298;2024;7;12
2024-07-11;3-Stern;1233;1498;840;2024;7;11
2024-07-10;4- und 5-Stern;1999;1973;1405;2024;7;10
2024-07-10;Übrige;523;581;305;2024;7;10
2024-07-09;4- und 5-Stern;2246;1973;1640;2024;7;9
2024-07-09;Übrige;551;581;332;2024;7;9
2024-07-08;4- und 5-Stern;1919;1973;1359;2024;7;8
2024-07-08;3-Stern;1310;1498;881;2024;7;8
2024-07-08;1- und 2-Stern;504;563;320;2024;7;8
2024-07-06;1- und 2-Stern;661;563;372;2024;7;6
2024-07-06;Übrige;759;581;378;2024;7;6
2024-07-05;1- und 2-Stern;637;563;370;2024;7;5
2024-07-04;4- und 5-Stern;2035;1973;1272;2024;7;4
2024-07-04;3-Stern;1338;1498;914;2024;7;4
2024-07-04;1- und 2-Stern;531;563;343;2024;7;4
2024-07-02;4- und 5-Stern;1818;1973;1318;2024;7;2
2024-07-02;3-Stern;1294;1498;928;2024;7;2
2024-07-02;Übrige;610;623;334;2024;7;2
2024-07-01;3-Stern;1218;1498;876;2024;7;1
2024-06-30;1- und 2-Stern;501;563;294;2024;6;30
2024-06-30;Übrige;305;587;168;2024;6;30
2024-06-29;4- und 5-Stern;2114;1974;1169;2024;6;29
2024-06-29;3-Stern;1589;1501;948;2024;6;29
2024-06-28;Übrige;485;587;268;2024;6;28
2024-06-27;4- und 5-Stern;2126;1974;1451;2024;6;27
2024-06-27;3-Stern;1498;1501;1160;2024;6;27
2024-06-27;1- und 2-Stern;675;563;390;2024;6;27
2024-06-27;Übrige;532;587;282;2024;6;27
2024-06-25;4- und 5-Stern;2336;1974;1738;2024;6;25
2024-06-25;3-Stern;1599;1527;1361;2024;6;25
2024-06-25;1- und 2-Stern;787;563;450;2024;6;25
2024-06-25;Übrige;673;587;401;2024;6;25
2024-06-24;3-Stern;1450;1527;1197;2024;6;24
2024-06-23;1- und 2-Stern;441;563;303;2024;6;23
2024-06-23;Übrige;400;587;280;2024;6;23
2024-06-22;1- und 2-Stern;708;563;436;2024;6;22
2024-06-22;Übrige;651;587;339;2024;6;22
2024-06-21;4- und 5-Stern;2514;1974;1391;2024;6;21
2024-06-20;3-Stern;1486;1527;1181;2024;6;20
2024-06-20;Übrige;665;629;396;2024;6;20
2024-06-19;4- und 5-Stern;2442;1974;1665;2024;6;19
2024-06-19;3-Stern;1680;1527;1298;2024;6;19
2024-06-17;Übrige;529;629;349;2024;6;17
2024-06-16;1- und 2-Stern;519;563;364;2024;6;16
2024-06-15;1- und 2-Stern;916;563;521;2024;6;15
2024-06-14;1- und 2-Stern;876;563;514;2024;6;14
2024-06-13;4- und 5-Stern;2209;1974;1412;2024;6;13
2024-06-13;3-Stern;1662;1547;1304;2024;6;13
2024-06-13;1- und 2-Stern;705;563;488;2024;6;13
2024-06-11;4- und 5-Stern;2610;1974;1743;2024;6;11
2024-06-11;Übrige;747;629;525;2024;6;11
2024-06-10;Übrige;724;629;509;2024;6;10
2024-06-09;1- und 2-Stern;456;563;324;2024;6;9
2024-06-08;3-Stern;1670;1547;1176;2024;6;8
2024-06-06;4- und 5-Stern;2038;1974;1365;2024;6;6
2024-06-06;3-Stern;1472;1547;1158;2024;6;6
2024-06-06;1- und 2-Stern;482;563;372;2024;6;6
2024-06-05;1- und 2-Stern;459;563;343;2024;6;5
2024-06-04;3-Stern;1398;1547;1120;2024;6;4
2024-06-01;4- und 5-Stern;2160;1974;1134;2024;6;1
2024-06-01;Übrige;560;629;287;2024;6;1
2024-05-30;3-Stern;1635;1547;1162;2024;5;30
2024-05-30;1- und 2-Stern;728;562;414;2024;5;30
2024-05-30;Übrige;593;628;326;2024;5;30
2024-05-29;1- und 2-Stern;496;562;317;2024;5;29
2024-05-29;Übrige;555;628;349;2024;5;29
2024-05-28;3-Stern;1368;1547;1042;2024;5;28
2024-05-27;1- und 2-Stern;457;562;297;2024;5;27
2024-05-27;Übrige;569;625;318;2024;5;27
2024-05-26;1- und 2-Stern;441;562;256;2024;5;26
2024-05-25;4- und 5-Stern;1989;1971;1079;2024;5;25
2024-05-25;3-Stern;1698;1547;940;2024;5;25
2024-05-25;1- und 2-Stern;627;562;337;2024;5;25
2024-05-24;4- und 5-Stern;1942;1971;1122;2024;5;24
2024-05-24;3-Stern;1501;1547;890;2024;5;24
2024-05-23;3-Stern;1330;1547;949;2024;5;23
2024-05-23;Übrige;551;625;292;2024;5;23
2024-05-22;3-Stern;1300;1547;1005;2024;5;22
2024-05-22;1- und 2-Stern;458;562;331;2024;5;22
2024-05-22;Übrige;574;625;350;2024;5;22
2024-05-20;1- und 2-Stern;281;562;188;2024;5;20
2024-05-20;Übrige;316;625;188;2024;5;20
2024-05-19;3-Stern;1343;1547;746;2024;5;19
2024-05-19;Übrige;458;625;228;2024;5;19
2024-05-18;1- und 2-Stern;707;562;409;2024;5;18
2024-05-18;Übrige;754;625;368;2024;5;18
2024-05-17;1- und 2-Stern;489;562;328;2024;5;17
2024-05-17;Übrige;495;625;303;2024;5;17
2024-05-15;1- und 2-Stern;656;562;467;2024;5;15
2024-05-14;4- und 5-Stern;2453;1971;1749;2024;5;14
2024-05-14;Übrige;720;625;445;2024;5;14
2024-05-13;1- und 2-Stern;394;562;294;2024;5;13
2024-05-13;Übrige;495;625;301;2024;5;13
2024-05-12;Übrige;497;625;309;2024;5;12
2024-05-11;4- und 5-Stern;3129;1971;1702;2024;5;11
2024-05-11;3-Stern;2224;1547;1433;2024;5;11
2024-05-11;1- und 2-Stern;766;562;502;2024;5;11
2024-05-10;Übrige;864;625;503;2024;5;10
2024-05-09;4- und 5-Stern;2775;1971;1465;2024;5;9
2024-05-07;3-Stern;983;1547;772;2024;5;7
2024-05-06;1- und 2-Stern;369;562;266;2024;5;6
2024-05-06;Übrige;347;625;237;2024;5;6
2024-05-05;4- und 5-Stern;1263;1971;810;2024;5;5
2024-05-05;Übrige;252;625;152;2024;5;5
2024-05-04;4- und 5-Stern;1918;1971;981;2024;5;4
2024-05-04;Übrige;557;625;267;2024;5;4
2024-05-03;4- und 5-Stern;1561;1971;877;2024;5;3
2024-05-01;4- und 5-Stern;1133;1971;686;2024;5;1
2024-05-01;3-Stern;872;1547;588;2024;5;1
2024-05-01;1- und 2-Stern;293;562;173;2024;5;1
2024-05-01;Übrige;339;628;161;2024;5;1
2024-04-30;4- und 5-Stern;1116;1970;702;2024;4;30
2024-04-29;3-Stern;1011;1545;721;2024;4;29
2024-04-29;Übrige;300;629;160;2024;4;29
2024-04-28;3-Stern;942;1545;595;2024;4;28
2024-04-27;3-Stern;1573;1545;888;2024;4;27
2024-04-27;1- und 2-Stern;752;558;398;2024;4;27
2024-04-27;Übrige;638;629;260;2024;4;27
2024-04-26;3-Stern;1501;1545;889;2024;4;26
2024-04-25;1- und 2-Stern;534;558;348;2024;4;25
2024-04-23;Übrige;558;629;363;2024;4;23
2024-04-21;3-Stern;1130;1545;861;2024;4;21
2024-04-20;1- und 2-Stern;457;558;279;2024;4;20
2024-04-19;4- und 5-Stern;1500;1970;933;2024;4;19
2024-04-19;Übrige;497;626;263;2024;4;19
2024-04-18;4- und 5-Stern;1758;1970;1290;2024;4;18
2024-04-18;1- und 2-Stern;395;558;300;2024;4;18
2024-04-18;Übrige;517;626;299;2024;4;18
2024-04-17;4- und 5-Stern;2127;1970;1637;2024;4;17
2024-04-17;3-Stern;1422;1545;1189;2024;4;17
2024-04-16;4- und 5-Stern;2198;1970;1710;2024;4;16
2024-04-15;1- und 2-Stern;408;558;293;2024;4;15
2024-04-14;1- und 2-Stern;287;558;177;2024;4;14
2024-04-13;3-Stern;1181;1545;713;2024;4;13
2024-04-13;1- und 2-Stern;502;558;284;2024;4;13
2024-04-13;Übrige;648;626;298;2024;4;13
2024-04-12;1- und 2-Stern;518;558;283;2024;4;12
2024-04-11;4- und 5-Stern;1630;1970;1143;2024;4;11
2024-04-11;1- und 2-Stern;509;558;321;2024;4;11
2024-04-09;4- und 5-Stern;1923;1970;1475;2024;4;9
2024-04-09;3-Stern;1279;1545;1032;2024;4;9
2024-04-09;1- und 2-Stern;455;558;325;2024;4;9
2024-04-09;Übrige;522;626;317;2024;4;9
2024-04-07;3-Stern;774;1545;496;2024;4;7
2024-04-06;3-Stern;989;1545;559;2024;4;6
2024-04-05;1- und 2-Stern;407;549;232;2024;4;5
2024-04-04;1- und 2-Stern;368;549;225;2024;4;4
2024-04-03;4- und 5-Stern;1449;1970;904;2024;4;3
2024-04-03;3-Stern;1173;1545;784;2024;4;3
2024-04-02;4- und 5-Stern;1326;1970;798;2024;4;2
2024-04-01;4- und 5-Stern;942;1970;517;2024;4;1
2024-04-01;1- und 2-Stern;257;549;142;2024;4;1
2024-04-01;Übrige;238;626;123;2024;4;1
2024-03-31;4- und 5-Stern;1640;1941;764;2024;3;31
2024-03-30;Übrige;649;583;277;2024;3;30
2024-03-29;3-Stern;1441;1454;797;2024;3;29
2024-03-28;4- und 5-Stern;1045;1956;547;2024;3;28
2024-03-28;1- und 2-Stern;450;474;234;2024;3;28
2024-03-28;Übrige;263;583;149;2024;3;28
2024-03-27;Übrige;330;583;176;2024;3;27
2024-03-26;4- und 5-Stern;1205;1956;843;2024;3;26
2024-03-26;3-Stern;801;1498;581;2024;3;26
2024-03-22;1- und 2-Stern;414;557;252;2024;3;22
2024-03-21;4- und 5-Stern;1555;1956;1089;2024;3;21
2024-03-20;4- und 5-Stern;1974;1956;1564;2024;3;20
2024-03-20;1- und 2-Stern;329;557;275;2024;3;20
2024-03-19;4- und 5-Stern;1935;1956;1559;2024;3;19
2024-03-18;4- und 5-Stern;1770;1956;1415;2024;3;18
2024-03-17;4- und 5-Stern;1258;1956;909;2024;3;17
2024-03-17;1- und 2-Stern;253;557;183;2024;3;17
2024-03-14;4- und 5-Stern;1394;1956;1052;2024;3;14
2024-03-14;3-Stern;1038;1498;899;2024;3;14
2024-03-14;1- und 2-Stern;385;557;265;2024;3;14
2024-03-12;4- und 5-Stern;1814;1956;1484;2024;3;12
2024-03-12;3-Stern;1169;1498;1031;2024;3;12
2024-03-12;Übrige;369;625;193;2024;3;12
2024-03-11;4- und 5-Stern;1649;1956;1331;2024;3;11
2024-03-11;1- und 2-Stern;256;557;191;2024;3;11
2024-03-10;4- und 5-Stern;1136;1956;836;2024;3;10
2024-03-10;1- und 2-Stern;188;557;138;2024;3;10
2024-03-09;1- und 2-Stern;355;557;221;2024;3;9
2024-03-09;Übrige;502;625;314;2024;3;9
2024-03-08;Übrige;359;625;247;2024;3;8
2024-03-05;4- und 5-Stern;1898;1956;1587;2024;3;5
2024-03-05;Übrige;332;625;267;2024;3;5
2024-03-04;3-Stern;1004;1498;851;2024;3;4
2024-03-04;Übrige;271;625;199;2024;3;4
2024-03-03;4- und 5-Stern;1238;1956;948;2024;3;3
2024-03-02;3-Stern;1201;1498;739;2024;3;2
2024-03-02;1- und 2-Stern;419;557;242;2024;3;2
2024-03-01;1- und 2-Stern;411;557;250;2024;3;1
2024-02-29;4- und 5-Stern;1377;1957;1019;2024;2;29
2024-02-28;4- und 5-Stern;1872;1957;1466;2024;2;28
2024-02-28;3-Stern;1084;1525;954;2024;2;28
2024-02-27;Übrige;339;564;263;2024;2;27
2024-02-25;Übrige;175;564;121;2024;2;25
2018-09-03;Übrige;390;343;220;2018;9;3
2018-08-31;1- und 2-Stern;673;709;467;2018;8;31
2018-08-31;Übrige;404;346;249;2018;8;31
2018-08-30;1- und 2-Stern;649;709;470;2018;8;30
2018-08-29;4- und 5-Stern;1751;1645;1341;2018;8;29
2018-08-29;3-Stern;1579;1673;1271;2018;8;29
2018-08-29;Übrige;422;346;283;2018;8;29
2018-08-28;Übrige;483;346;306;2018;8;28
2018-08-27;3-Stern;2144;1673;1648;2018;8;27
2018-08-27;1- und 2-Stern;812;709;559;2018;8;27
2018-08-26;4- und 5-Stern;2251;1645;1557;2018;8;26
2018-08-25;4- und 5-Stern;2336;1645;1472;2018;8;25
2018-08-25;3-Stern;2198;1673;1433;2018;8;25
2018-08-23;4- und 5-Stern;1425;1645;1032;2018;8;23
2018-08-22;4- und 5-Stern;1668;1645;1308;2018;8;22
2018-08-22;3-Stern;1680;1673;1275;2018;8;22
2018-08-21;4- und 5-Stern;1736;1645;1378;2018;8;21
2018-08-21;1- und 2-Stern;620;709;434;2018;8;21
2018-08-18;4- und 5-Stern;1588;1645;896;2018;8;18
2018-08-18;Übrige;464;343;238;2018;8;18
2018-08-17;1- und 2-Stern;715;709;410;2018;8;17
2018-08-17;Übrige;420;343;221;2018;8;17
2018-08-16;4- und 5-Stern;1351;1645;942;2018;8;16
2018-08-16;1- und 2-Stern;727;709;451;2018;8;16
2018-08-15;3-Stern;1856;1673;1341;2018;8;15
2018-08-14;3-Stern;1814;1673;1312;2018;8;14
2018-08-13;3-Stern;1771;1673;1256;2018;8;13
2018-08-13;Übrige;405;343;238;2018;8;13
2018-08-12;3-Stern;1218;1673;740;2018;8;12
2018-08-12;1- und 2-Stern;463;709;298;2018;8;12
2018-08-10;4- und 5-Stern;1366;1645;774;2018;8;10
