Datum;Gasverbrauch effektiv;Gasverbrauch erwartet;Differenz Gasverbrauch (effektiv - erwartet);Prognoseintervall tief;Prognoseintervall hoch;data split
2022-02-27;14.5911147179;13.5766341062847;1.01448061161532;11.618475696258;15.5347925163113;Test
2022-02-28;15.8859617724;14.4062388001878;1.47972297221223;12.4583681147907;16.3541094855849;Train
2022-03-05;15.4220834694;14.3093258460935;1.11275762330649;12.3569119367002;16.2617397554868;Train
2022-03-11;12.5062732096;10.5367894178197;1.96948379178032;8.58995117377548;12.4836276618639;Train
2022-03-24;8.9106335043;9.46506049097188;-0.554426986671883;7.52982072939863;11.4003002525451;Train
2022-03-28;6.9033450846;8.53626130280948;-1.63291621820948;6.59655279566924;10.4759698099497;Test
2022-03-29;6.5243458329;8.53520701236003;-2.01086117946003;6.58829527747123;10.4821187472488;Train
2022-04-01;13.1849701653;13.4091735714339;-0.224203406133903;11.4512984176559;15.3670487252119;Train
2022-04-02;15.3073013298;14.093438374644;1.21386295515602;12.1337073246964;16.0531694245915;Train
2022-04-04;14.1383343554;12.1544073352404;1.98392702015956;10.2105381094164;14.0982765610645;Train
2022-04-06;8.8224913144;7.37543998099497;1.44705133340503;5.4371732115501;9.31370675043984;Train
2022-04-07;7.5944874491;7.36767963378964;0.226807815310361;5.41910370208812;9.31625556549115;Train
2022-04-11;8.0599028477;7.19170461913299;0.868198228567014;5.24684340126229;9.13656583700369;Train
2022-04-13;4.8408617013;4.79053549314288;0.0503262081571245;2.84247942940961;6.73859155687614;Test
2022-04-16;4.6201804733;5.86919499099864;-1.24901451769864;3.93111717270172;7.80727280929557;Train
2022-04-19;6.6250016869;6.70221792475031;-0.0772162378503092;4.76095872392195;8.64347712557867;Train
2022-04-20;6.2754862147;6.55619091586682;-0.280704701166815;4.61055483201048;8.50182699972315;Test
2022-04-22;5.2153301108;6.34339801452658;-1.12806790372658;4.40021805540009;8.28657797365307;Train
2022-04-25;5.754503709;7.26750747685752;-1.51300376785752;5.32171151486368;9.21330343885136;Train
2022-04-30;5.2792833863;5.82068013350342;-0.541396747203416;3.88409213619601;7.75726813081082;Train
2022-05-04;4.6367160617;5.19808000910174;-0.561363947401738;3.26174199704891;7.13441802115457;Test
2022-05-06;5.4080532554;5.75900256308588;-0.350949307685877;3.80623252838291;7.71177259778884;Train
2022-05-07;4.2891038715;4.20685511136259;0.0822487601374142;2.27165071737606;6.14205950534911;Train
2022-05-09;3.8744652351;3.95553715823015;-0.0810719231301493;2.02141149712172;5.88966281933857;Train
2022-05-10;3.4782339226;3.49103214923875;-0.0127982266387496;1.55728225798539;5.42478204049211;Train
2022-05-11;3.57535813337;3.07794789226393;0.497410241106073;1.13153636238824;5.02435942213961;Test
2022-05-12;4.0287022973;3.39731082457914;0.631391472720859;1.46156693623581;5.33305471292247;Train
2022-05-15;3.0477929672;2.58277109101135;0.465021876188646;0.640843090205647;4.52469909181706;Test
2022-05-16;3.20316349003;3.32757919748713;-0.124415707457131;1.39169066358696;5.2634677313873;Train
2022-05-20;2.94249399956;2.78653475451942;0.155959245040584;0.812785726399659;4.76028378263917;Train
2022-05-23;3.27104861692;3.64522113190196;-0.374172514981964;1.69901258279016;5.59142968101376;Train
2022-05-26;2.68682771948;3.30953760431001;-0.622709884830006;1.32987032064152;5.28920488797849;Train
2022-05-27;3.50419089581;3.81120053657257;-0.30700964076257;1.88107865393794;5.7413224192072;Train
2022-06-01;3.8057183055;4.53491278247438;-0.729194476974385;2.57570722471635;6.49411834023242;Train
2022-06-06;3.00238400076;3.03242717998095;-0.0300431792209452;1.0342896557387;5.03056470422319;Test
2022-06-07;3.10618424783;4.22489854962003;-1.11871430179003;2.26839733440203;6.18139976483804;Train
2022-06-08;2.79261655982;4.35888061246686;-1.56626405264686;2.40583120396239;6.31193002097133;Train
2022-06-15;2.93433510219;2.96885910227544;-0.0345240000854417;1.02442683705334;4.91329136749754;Test
2022-06-17;2.48629928193;2.97664773916288;-0.490348457232882;1.03961167408055;4.91368380424522;Train
2022-06-18;2.5636050759;2.56617376837144;-0.00256869247144387;0.595194623511313;4.53715291323157;Train
2022-06-19;2.44383130031;2.59387215066947;-0.150040850359469;0.605294253609989;4.58245004772895;Train
2022-06-23;3.17082197041;2.77570907797879;0.395112892431206;0.828239647650446;4.72317850830714;Train
2022-06-25;2.89058784609;2.25681959081114;0.633768255278861;0.313469940809664;4.20016924081261;Train
2022-06-26;2.7699185592;2.34097342327589;0.428945135924115;0.394437710992866;4.28750913555891;Train
2022-07-02;2.91796711282;2.2659757470213;0.651991365798696;0.321392315063999;4.21055917897861;Train
2022-07-06;2.62013072779;3.24882256555768;-0.628691837767676;1.30826233938604;5.18938279172931;Train
2022-07-07;2.75823125934;3.59722521684873;-0.838993957508733;1.65314050921759;5.54130992447987;Train
2022-07-09;2.56666540503;2.49432582675734;0.0723395782726621;0.558031246825907;4.43062040668877;Test
2022-07-10;2.48874253101;2.62008961258717;-0.131347081577175;0.678831671959506;4.56134755321484;Train
2022-07-13;2.67482637635;2.91129918067714;-0.236472804327139;0.97074539150121;4.85185296985307;Train
2022-07-16;2.29159591256;2.45781875465426;-0.16622284209426;0.521323857217628;4.39431365209089;Train
2022-07-17;2.76800236984;2.32623385002219;0.441768519817815;0.390553254429989;4.26191444561438;Test
2022-07-18;2.2314185497;3.00900442926624;-0.777585879566241;1.06471425239091;4.95329460614157;Test
2022-07-20;2.6916468378;2.88345178406366;-0.191804946263661;0.93399886100833;4.83290470711899;Train
2022-07-22;2.21625024979;2.45792365003549;-0.241673400245495;0.517035780640244;4.39881151943075;Test
2022-07-26;2.04672861777;2.9332316515947;-0.886503033824698;0.999821924162268;4.86664137902713;Train
2022-07-27;1.93053920005;2.98598920992892;-1.05545000987892;1.05101070246211;4.92096771739574;Train
2022-07-28;2.25054684749;2.93653619660043;-0.685989349110426;1.00298753362774;4.87008485957311;Train
2022-07-30;1.87780001611;2.4086113833746;-0.530811367264604;0.474330679593596;4.34289208715561;Train
2022-08-04;2.22750094785;2.56168063210698;-0.334179684256977;0.551424767530576;4.57193649668338;Train
2022-08-06;2.64859504218;2.15558647901888;0.493008563161117;0.179920542774165;4.1312524152636;Test
2022-08-08;2.49007875874;2.30177510812591;0.188303650614094;0.348962966292446;4.25458724995937;Train
2022-08-11;2.47347979928;2.30045612530457;0.173023673975434;0.342898260775268;4.25801398983386;Train
2022-08-23;3.02957665728;2.82834037851217;0.201236278767831;0.876693894060546;4.77998686296379;Train
2022-08-24;2.99368216775;2.79244075693013;0.201241410819871;0.838649371505076;4.74623214235518;Train
2022-08-27;2.07417020356;1.99747675170565;0.0766934518543478;0.0360036696594017;3.9589498337519;Train
2022-08-30;2.67041584655;2.75040968241695;-0.0799938358669534;0.796469810884516;4.70434955394939;Test
2022-09-01;3.0426565748;1.83866085601937;1.20399571878063;-0.103593891219595;3.78091560325833;Test
2022-09-10;2.10131204705;2.09004979858405;0.0112622484659508;0.150432744063122;4.02966685310498;Train
2022-09-12;2.7497548019;2.11876286785464;0.630991934045364;0.180683540617516;4.05684219509176;Train
2022-09-14;2.34758670858;1.6260562356168;0.721530472963195;-0.321480845837948;3.57359331707156;Train
2022-09-20;5.0024543935;5.00875087112146;-0.00629647762145602;3.05849124545834;6.95901049678457;Train
2022-09-25;4.1589445183;3.24257672360106;0.91636779469894;1.29992627435882;5.1852271728433;Train
2022-09-28;7.0162831835;5.21196556734248;1.80431761615752;3.26229780384342;7.16163333084154;Test
2022-09-30;5.9745318069;4.87629706438061;1.09823474251939;2.93141218425462;6.8211819445066;Train
2022-10-06;4.3321217557;4.06629006763215;0.265831688067847;2.12424046551993;6.00833966974437;Train
2022-10-13;4.4848059304;4.17050433857121;0.314301591828787;2.22646962343284;6.11453905370959;Test
2022-10-16;3.19539723307;2.66437315152624;0.53102408154376;0.716462261336877;4.6122840417156;Test
2022-10-20;3.9566689918;3.76749741355327;0.189171578246725;1.81767909909987;5.71731572800668;Test
2022-10-22;3.6227175917;2.97315199400948;0.649565597690522;1.02892558300894;4.91737840501001;Train
2022-10-24;3.51751835557;4.13990319702879;-0.622384841458786;2.18976253927494;6.09004385478263;Train
2022-10-26;4.12761675211;3.61331438247774;0.514302369632265;1.66801197669501;5.55861678826046;Train
2022-10-30;3.40363121213;2.41426120874721;0.989370003382794;0.447437440611183;4.38108497688323;Train
2022-10-31;4.5954447305;3.7963913553746;0.799053375125401;1.82568905240685;5.76709365834235;Train
2022-11-02;4.8369672279;5.57111102180778;-0.734143793907782;3.61399111667212;7.52823092694344;Train
2022-11-10;7.107911868;6.47691556127444;0.630996306725558;4.51940829500528;8.43442282754361;Train
2022-11-11;8.1930183927;7.31587422266797;0.877144170032031;5.35960900309045;9.27213944224548;Test
2022-11-13;7.6403094119;7.83179843055903;-0.191489018659031;5.87964542806715;9.78395143305092;Train
2022-11-14;8.4414825626;8.11478538784348;0.326697174756514;6.16757581687477;10.0619949588122;Train
2022-11-15;7.3158800527;7.61750925030167;-0.301629197601673;5.67224887397959;9.56276962662376;Train
2022-11-20;7.6202638034;8.77342998671638;-1.15316618331638;6.81784478053819;10.7290151928946;Test
2022-11-25;8.4565765825;9.17587510286001;-0.719298520360006;7.23080662350164;11.1209435822184;Train
2022-11-27;8.4910729718;9.97896282281337;-1.48788985101337;8.02818927745436;11.9297363681724;Test
2022-11-30;9.9677330806;9.62138812328492;0.346344957315083;7.67572407370028;11.5670521728696;Train
2022-12-02;11.1856803687;13.268622906936;-2.08294253823595;11.3368281053033;15.2004177085686;Train
2022-12-04;11.2135665703;13.6148869953823;-2.40132042508227;11.6803294554319;15.5494445353326;Train
2022-12-06;12.1294964281;13.8684770114447;-1.7389805833447;11.9314226139257;15.8055314089637;Test
2022-12-13;19.044175166;20.7025500265968;-1.65837486059678;18.728721051465;22.6763790017286;Test
2022-12-14;17.0044091178;16.512438315479;0.491970802320996;14.5717125479029;18.4531640830551;Train
2022-12-18;18.1973086989;18.2072347062144;-0.00992600731443716;16.2539995777956;20.1604698346333;Train
2022-12-19;16.417601174;14.0071394127065;2.41046176129348;12.0720792925536;15.9421995328594;Train
2022-12-22;9.2355302503;8.2862603558052;0.949269894494801;6.33283808213426;10.2396826294761;Train
2022-12-23;6.2004332495;7.16216070366575;-0.961727454165754;5.21393980526368;9.11038160206782;Train
2022-12-25;6.9991589424;7.75599287073316;-0.756833928333156;5.78496050164466;9.72702523982165;Train
2023-01-02;8.4439173838;8.54106202745595;-0.0971446436559464;6.58797094819534;10.4941531067166;Train
2023-01-03;9.9138941195;10.1422410031858;-0.22834688368577;8.18787558279724;12.0966064235743;Train
2023-01-05;8.0581397764;7.93711377699238;0.12102599940762;5.98436399756378;9.88986355642098;Train
2023-01-10;12.136689671;11.9315720792517;0.205117591748252;9.9948064856333;13.8683376728702;Train
2023-01-14;9.2569229828;9.32278180567066;-0.0658588228706627;7.37965697703167;11.2659066343097;Train
2023-01-19;15.6225910735;16.9363805198522;-1.31378944635216;14.9968226093852;18.8759384303191;Train
2023-01-20;15.7553819021;17.5435007871791;-1.78811888507913;15.6005154842729;19.4864860900854;Train
2023-01-24;14.9932114105;13.8667382573608;1.12647315313917;11.9343897035324;15.7990868111892;Train
2023-02-05;12.7072621817;13.4447348156532;-0.737472633953182;11.5029267805837;15.3865428507227;Train
2023-02-11;15.2641638412;15.4858848903865;-0.221721049186494;13.5461542345771;17.4256155461959;Train
2023-02-12;14.3125790541;14.6251750437492;-0.312595989649228;12.6852164908563;16.5651335966421;Train
2023-02-17;9.6846063859;9.81897425353026;-0.134367867630258;7.87635156347138;11.7615969435891;Test
2023-02-18;7.6986309167;7.82729746917047;-0.128666552470473;5.87192579413672;9.78266914420423;Train
2023-02-20;8.594957561;10.2674136218946;-1.67245606089465;8.31565641824978;12.2191708255395;Train
2023-02-24;8.0302793112;9.76541613953851;-1.73513682833851;7.80778838578238;11.7230438932946;Train
2023-02-26;12.9692134656;15.7572707313551;-2.78805726575508;13.7890820263528;17.7254594363574;Test
2023-03-06;14.3008058075;14.203727735914;0.0970780715860364;12.258968674805;16.148486797023;Train
2023-03-07;13.2541275199;13.0429801080434;0.211147411856565;11.1055821089197;14.9803781071672;Test
2023-03-13;8.2855758452;7.2683373800587;1.0172384651413;5.32793620748309;9.20873855263431;Train
2023-03-14;10.0820983922;9.8895797097294;0.192518682470599;7.95193697049562;11.8272224489632;Test
2023-03-20;9.356624965;9.24451182124792;0.112113143752085;7.30591656079872;11.1831070816971;Train
2023-03-23;7.2758847313;7.19583176351727;0.0800529677827333;5.24592336064422;9.14574016639031;Train
2023-03-26;7.5029663267;8.88650016757299;-1.38353384087299;6.9520956630307;10.8209046721153;Train
2023-03-30;6.9403024806;6.93791852483601;0.00238395576398975;4.99360186430394;8.88223518536808;Test
2023-03-31;7.3668353713;7.84583770287539;-0.47900233157539;5.90839388160873;9.78328152414205;Train
2023-04-03;10.3746432616;10.4110190321122;-0.0363757705121941;8.45894383136839;12.363094232856;Train
2023-04-04;11.3213985803;10.435953509483;0.885445070816997;8.48370688841237;12.3882001305536;Train
2023-04-07;7.8606836702;8.47493242931567;-0.614248759115671;6.48663082329301;10.4632340353383;Test
2023-04-23;5.0034399093;4.79640291167948;0.207036997620521;2.85708017131596;6.735725652043;Train
2023-04-25;7.4662286846;8.27440956850388;-0.808180883903883;6.33619921903707;10.2126199179707;Train
