Datum,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Wind Speed [10 m],Basel Wind Direction [10 m]
2022-01-01 00:00:00,9.060529,0.0,7.729527,152.24146
2022-01-01 01:00:00,8.900529,0.0,8.287822,145.61966
2022-01-01 02:00:00,8.740529,0.0,8.14587,135.0
2022-01-01 03:00:00,8.290529,0.0,7.7043357,127.40535
2022-01-01 04:00:00,7.9805284,0.0,7.729527,117.75854
2022-01-01 05:00:00,7.4105287,0.0,8.089993,110.854454
2022-01-01 06:00:00,6.9405284,0.0,8.427383,109.9831
2022-01-01 07:00:00,6.3805285,0.0,8.891344,111.37062
2022-01-01 08:00:00,5.8405285,0.0,9.0,106.2602
2022-01-01 09:00:00,6.0705285,0.0,9.449572,107.74467
2022-01-01 10:00:00,7.9105287,0.0,10.24578,108.434944
2022-01-01 11:00:00,10.280529,0.0,9.885262,100.49147
2022-01-01 12:00:00,11.510529,0.0,10.390226,104.03624
2022-01-01 13:00:00,12.910529,0.0,9.9571085,102.52881
2022-01-01 14:00:00,13.560529,0.0,10.239453,100.124664
2022-01-01 15:00:00,13.080529,0.0,11.090103,103.13402
2022-01-01 16:00:00,12.130529,0.0,11.841756,109.53665
2022-01-01 17:00:00,9.540529,0.0,11.770403,113.42869
2022-01-01 18:00:00,7.9305286,0.0,9.83268,113.7495
2022-01-01 19:00:00,7.1705284,0.0,9.028754,113.498566
2022-01-01 20:00:00,7.0205283,0.0,7.754637,111.80141
2022-01-01 21:00:00,7.6405287,0.0,7.24486,116.56505
2022-01-01 22:00:00,8.490529,0.0,7.42159,112.83366
2022-01-01 23:00:00,8.780529,0.0,7.968939,108.434944
2022-01-02 00:00:00,8.600529,0.0,8.766573,109.17901
2022-01-02 01:00:00,8.200529,0.0,9.028754,113.498566
2022-01-02 02:00:00,8.350529,0.0,8.373386,115.46334
2022-01-02 03:00:00,8.010529,0.0,9.360001,112.61986
2022-01-02 04:00:00,7.6305285,0.0,9.693296,111.80141
2022-01-02 05:00:00,7.1205287,0.0,9.028754,113.498566
2022-01-02 06:00:00,7.0005283,0.0,7.754637,111.80141
2022-01-02 07:00:00,6.3905287,0.0,7.072878,104.74355
2022-01-02 08:00:00,6.6005287,0.0,6.6185193,112.380135
2022-01-02 09:00:00,7.5105286,0.0,6.489992,109.44003
2022-01-02 10:00:00,8.330529,0.0,6.9527545,111.2505
2022-01-02 11:00:00,10.280529,0.0,6.4096174,128.15723
2022-01-02 12:00:00,11.480529,0.0,8.557102,112.249016
2022-01-02 13:00:00,13.360529,0.0,4.0249224,169.69516
2022-01-02 14:00:00,16.270529,0.0,8.647496,272.38596
2022-01-02 15:00:00,15.970529,0.0,15.158522,265.91437
2022-01-02 16:00:00,14.760529,0.0,12.6462,265.10092
2022-01-02 17:00:00,13.320529,0.0,12.24,241.92752
2022-01-02 18:00:00,12.510529,0.0,13.237039,247.61987
2022-01-02 19:00:00,12.340529,0.0,14.81259,244.05771
2022-01-02 20:00:00,12.190529,0.0,16.394829,250.76932
2022-01-02 21:00:00,11.910529,0.0,17.31746,249.30457
2022-01-02 22:00:00,11.740529,0.0,21.829777,256.65128
2022-01-02 23:00:00,11.590529,0.0,20.150354,251.24136
2022-01-03 00:00:00,11.750529,0.0,27.155552,255.41107
2022-01-03 01:00:00,11.570529,0.0,26.6327,260.665
2022-01-03 02:00:00,11.210529,0.0,26.82906,258.38852
2022-01-03 03:00:00,10.580529,0.0,24.975283,254.96219
2022-01-03 04:00:00,10.530529,0.0,25.620771,252.83807
2022-01-03 05:00:00,10.3005295,0.0,22.35481,255.06857
2022-01-03 06:00:00,10.090529,0.0,22.086521,250.9744
2022-01-03 07:00:00,9.5505295,0.0,18.792551,253.30075
2022-01-03 08:00:00,9.530529,0.0,20.150354,251.24136
2022-01-03 09:00:00,10.600529,0.0,23.749088,255.96376
2022-01-03 10:00:00,11.530529,0.0,27.047956,260.0362
2022-01-03 11:00:00,12.040529,0.0,29.17777,260.7701
2022-01-03 12:00:00,12.930529,0.0,25.212852,260.1342
2022-01-03 13:00:00,13.220529,0.0,26.368616,265.30133
2022-01-03 14:00:00,13.120529,0.0,25.233406,255.96376
2022-01-03 15:00:00,12.630529,0.0,23.936617,257.84506
2022-01-03 16:00:00,11.580529,0.0,20.082708,255.46555
2022-01-03 17:00:00,11.440529,0.0,16.179985,249.14554
2022-01-03 18:00:00,11.510529,0.0,18.514643,243.43495
2022-01-03 19:00:00,11.200529,0.0,16.704155,232.88315
2022-01-03 20:00:00,11.090529,0.0,14.113652,232.2532
2022-01-03 21:00:00,11.270529,0.0,14.003028,223.95837
2022-01-03 22:00:00,11.140529,0.0,13.493999,226.08093
2022-01-03 23:00:00,10.400529,0.1,10.685391,212.61925
2022-01-04 00:00:00,10.440529,0.0,10.383987,213.69006
2022-01-04 01:00:00,10.500529,0.1,10.799999,216.8699
2022-01-04 02:00:00,10.440529,0.3,10.883676,235.7843
2022-01-04 03:00:00,10.730529,0.1,9.0,216.8699
2022-01-04 04:00:00,10.730529,0.1,16.870138,219.80557
2022-01-04 05:00:00,10.760529,0.2,22.545315,218.51694
2022-01-04 06:00:00,10.110529,0.4,28.227304,217.74681
2022-01-04 07:00:00,10.660529,0.3,26.758923,222.2737
2022-01-04 08:00:00,11.130529,0.6,29.275326,224.50179
2022-01-04 09:00:00,12.490529,0.9,35.426632,232.43141
2022-01-04 10:00:00,12.870529,0.6,33.270313,234.24611
2022-01-04 11:00:00,14.670529,0.4,39.777966,244.82648
2022-01-04 12:00:00,16.830528,0.0,34.322937,245.85446
2022-01-04 13:00:00,16.89053,0.0,30.75209,242.83502
2022-01-04 14:00:00,16.750528,0.0,29.723444,253.10135
2022-01-04 15:00:00,16.240528,0.0,28.943642,264.28943
2022-01-04 16:00:00,15.010529,0.0,22.086521,289.0256
2022-01-04 17:00:00,12.000529,0.0,15.379206,327.42596
2022-01-04 18:00:00,10.320529,0.1,18.043148,331.38956
2022-01-04 19:00:00,6.7705283,0.8,25.189713,329.03625
2022-01-04 20:00:00,6.8905287,1.1,16.548256,315.8814
2022-01-04 21:00:00,6.5805287,0.2,21.841648,278.53076
2022-01-04 22:00:00,6.0805287,0.0,22.68,270.0
2022-01-04 23:00:00,5.9205284,0.0,21.194187,249.10223
2022-01-05 00:00:00,6.540529,0.0,20.808498,232.7336
2022-01-05 01:00:00,6.790529,0.0,24.408424,232.79208
2022-01-05 02:00:00,6.7205286,0.0,22.59699,247.52057
2022-01-05 03:00:00,6.3805285,0.0,24.29133,263.19095
2022-01-05 04:00:00,5.7405286,0.0,24.86868,292.10944
2022-01-05 05:00:00,2.3605285,0.5,19.862083,313.5312
2022-01-05 06:00:00,3.0505285,0.2,24.464113,302.98853
2022-01-05 07:00:00,1.9105287,0.0,24.798225,297.68106
2022-01-05 08:00:00,1.3005286,0.0,25.161398,289.21268
2022-01-05 09:00:00,1.3505287,0.0,24.448214,283.627
2022-01-05 10:00:00,2.2805285,0.0,24.336637,277.65067
2022-01-05 11:00:00,3.0805285,0.0,24.905132,274.14462
2022-01-05 12:00:00,3.9505286,0.0,17.654686,286.58734
2022-01-05 13:00:00,4.6305285,0.0,20.545246,281.11304
2022-01-05 14:00:00,4.6505284,0.0,22.065973,275.61758
2022-01-05 15:00:00,4.3105288,0.0,21.288757,273.87854
2022-01-05 16:00:00,3.2905285,0.0,16.575644,272.48956
2022-01-05 17:00:00,2.6905286,0.0,14.917212,261.67435
2022-01-05 18:00:00,1.8405286,0.0,14.345898,252.47443
2022-01-05 19:00:00,2.1805286,0.0,16.299694,263.65982
2022-01-05 20:00:00,2.4005284,0.0,20.211363,265.91437
2022-01-05 21:00:00,2.2005286,0.0,21.602999,269.04517
2022-01-05 22:00:00,2.1605287,0.0,19.134262,274.31604
2022-01-05 23:00:00,2.1705287,0.0,16.700275,277.4314
2022-01-06 00:00:00,2.0005286,0.0,15.546833,275.31454
2022-01-06 01:00:00,1.8105286,0.0,15.496736,272.66302
2022-01-06 02:00:00,1.5405287,0.0,19.083395,271.08093
2022-01-06 03:00:00,1.2905287,0.0,20.880001,270.0
2022-01-06 04:00:00,1.0505286,0.0,22.366402,273.6914
2022-01-06 05:00:00,0.8905287,0.3,25.40743,277.32642
2022-01-06 06:00:00,0.92052865,0.2,25.721743,276.42877
2022-01-06 07:00:00,0.9405287,0.1,26.525429,277.8002
2022-01-06 08:00:00,1.1505287,0.1,25.509243,278.9306
2022-01-06 09:00:00,1.6105287,0.0,25.40743,277.32642
2022-01-06 10:00:00,2.4705286,0.0,24.216522,281.14288
2022-01-06 11:00:00,3.1505284,0.0,22.19773,278.39294
2022-01-06 12:00:00,3.6105285,0.0,9.659814,333.43497
2022-01-06 13:00:00,4.2205286,0.0,9.659814,333.43497
2022-01-06 14:00:00,4.3305287,0.0,11.841756,340.46335
2022-01-06 15:00:00,4.1505284,0.0,12.413476,343.1416
2022-01-06 16:00:00,3.2305286,0.0,8.209263,344.74487
2022-01-06 17:00:00,2.6205285,0.0,4.68,360.0
2022-01-06 18:00:00,1.8705287,0.0,3.8268526,41.18593
2022-01-06 19:00:00,1.3905287,0.0,2.0991426,239.03624
2022-01-06 20:00:00,1.5505286,0.0,4.8965297,233.97263
2022-01-06 21:00:00,1.5905286,0.0,4.39436,214.99202
2022-01-06 22:00:00,-0.009471342,0.0,6.151683,200.55605
2022-01-06 23:00:00,-0.6694713,0.0,5.937272,194.03624
2022-01-07 00:00:00,-0.7494713,0.0,4.1046314,195.25513
2022-01-07 01:00:00,-0.70947134,0.0,3.6179552,174.28941
2022-01-07 02:00:00,-0.6194713,0.0,2.5455842,135.0
2022-01-07 03:00:00,-0.68947136,0.0,2.8116899,129.80557
2022-01-07 04:00:00,-0.32947135,0.0,1.9386592,158.1986
2022-01-07 05:00:00,-0.43947133,0.0,0.5091169,225.0
2022-01-07 06:00:00,-0.6094713,0.0,3.319036,229.39871
2022-01-07 07:00:00,-0.32947135,0.0,6.1305785,229.76364
2022-01-07 08:00:00,1.2305287,0.0,10.464797,243.43495
2022-01-07 09:00:00,2.5105286,0.0,21.2522,243.869
2022-01-07 10:00:00,3.5205286,0.0,27.155552,255.41107
2022-01-07 11:00:00,4.0705285,0.0,26.141552,247.31944
2022-01-07 12:00:00,3.6805286,0.0,19.211996,257.00537
2022-01-07 13:00:00,3.7705286,0.0,19.09358,225.7639
2022-01-07 14:00:00,3.6005285,0.4,18.947083,255.69974
2022-01-07 15:00:00,3.1405284,0.8,19.930477,249.92847
2022-01-07 16:00:00,2.6305285,0.1,25.842384,251.31265
2022-01-07 17:00:00,2.8005285,0.0,28.019936,249.70242
2022-01-07 18:00:00,2.8205285,0.0,26.944744,247.20349
2022-01-07 19:00:00,2.6405284,0.0,29.620802,249.36246
2022-01-07 20:00:00,2.5505285,0.0,29.275326,253.57071
2022-01-07 21:00:00,2.5105286,0.0,24.379204,253.70596
2022-01-07 22:00:00,2.6305285,0.0,19.33639,245.82089
2022-01-07 23:00:00,2.1005285,0.0,16.08761,220.46222
2022-01-08 00:00:00,2.9405286,0.0,17.884428,229.8991
2022-01-08 01:00:00,3.3005285,0.0,13.854155,204.56717
2022-01-08 02:00:00,2.2805285,0.2,42.730953,230.81248
2022-01-08 03:00:00,3.2105286,0.8,51.82625,249.67686
2022-01-08 04:00:00,2.6305285,0.0,45.685966,257.71603
2022-01-08 05:00:00,2.4205287,0.0,42.63227,265.156
2022-01-08 06:00:00,1.1505287,0.0,42.084602,280.3487
2022-01-08 07:00:00,0.030528657,0.0,44.055527,281.30994
2022-01-08 08:00:00,0.15052865,0.0,34.786133,276.53662
2022-01-08 09:00:00,1.1005287,0.0,32.431984,267.4552
2022-01-08 10:00:00,2.2205286,0.0,28.202042,255.96376
2022-01-08 11:00:00,3.4705286,0.0,21.659918,254.57785
2022-01-08 12:00:00,6.4105287,0.0,21.915693,255.73549
2022-01-08 13:00:00,6.9605284,0.0,23.906818,251.56506
2022-01-08 14:00:00,6.9005284,0.0,22.55106,253.30075
2022-01-08 15:00:00,6.7405286,0.0,22.180206,234.24612
2022-01-08 16:00:00,5.6605287,0.0,24.967497,222.66269
2022-01-08 17:00:00,5.4505286,0.0,28.856194,229.55377
2022-01-08 18:00:00,4.9105287,0.1,34.63492,226.6847
2022-01-08 19:00:00,4.8305287,0.1,36.424103,222.99747
2022-01-08 20:00:00,4.9505286,0.1,39.28456,221.28471
2022-01-08 21:00:00,5.2205286,0.0,48.262825,220.46222
2022-01-08 22:00:00,5.7405286,0.7,51.34892,220.16559
2022-01-08 23:00:00,5.6805286,0.3,59.066338,224.01224
2022-01-09 00:00:00,6.4205284,0.5,63.93219,242.13628
2022-01-09 01:00:00,5.5305285,0.6,47.27528,253.63509
2022-01-09 02:00:00,4.0805287,0.6,50.73957,254.78055
2022-01-09 03:00:00,2.2105286,1.5,48.965294,270.84253
2022-01-09 04:00:00,3.3505285,0.1,44.456722,275.1104
2022-01-09 05:00:00,3.1205285,0.0,42.420467,276.82346
2022-01-09 06:00:00,2.9305286,0.0,38.202427,272.70062
2022-01-09 07:00:00,2.5405285,0.0,32.431984,267.4552
2022-01-09 08:00:00,2.9405286,0.0,30.018473,264.4945
2022-01-09 09:00:00,3.8805285,0.0,29.539747,267.90475
2022-01-09 10:00:00,4.7805285,0.0,29.888672,268.61966
2022-01-09 11:00:00,4.9105287,0.0,27.595823,277.49585
2022-01-09 12:00:00,5.0105286,0.0,21.746504,276.65442
2022-01-09 13:00:00,5.5805287,0.1,20.633371,276.009
2022-01-09 14:00:00,5.290529,0.0,19.083395,268.91907
2022-01-09 15:00:00,4.9605284,0.0,16.394829,261.1582
2022-01-09 16:00:00,3.9205287,0.1,13.009903,255.57922
2022-01-09 17:00:00,3.1305285,0.6,8.557102,255.37914
2022-01-09 18:00:00,2.1405284,0.7,9.793058,252.89728
2022-01-09 19:00:00,2.3505285,0.5,7.289444,290.22485
2022-01-09 20:00:00,2.0305285,0.5,8.311245,287.65012
2022-01-09 21:00:00,1.7205287,0.2,10.24578,288.43494
2022-01-09 22:00:00,1.9405286,0.1,10.182337,315.0
2022-01-09 23:00:00,1.8105286,0.3,13.18308,325.008
2022-01-10 00:00:00,1.5605286,0.4,12.599998,323.13013
2022-01-10 01:00:00,2.2005286,0.0,16.595179,347.4712
2022-01-10 02:00:00,0.67052865,0.0,13.358861,345.96375
2022-01-10 03:00:00,0.37052867,0.0,11.503113,339.8637
2022-01-10 04:00:00,0.9605287,0.0,10.703569,340.3462
2022-01-10 05:00:00,1.0505286,0.0,10.30883,335.22485
2022-01-10 06:00:00,0.99052864,0.0,8.435069,320.19443
2022-01-10 07:00:00,0.9605287,0.0,6.638072,310.60132
2022-01-10 08:00:00,1.1205287,0.0,7.145796,310.91437
2022-01-10 09:00:00,1.6905286,0.0,7.928177,320.52753
2022-01-10 10:00:00,2.2805285,0.0,10.00256,329.7436
2022-01-10 11:00:00,2.6505284,0.0,11.435313,331.8214
2022-01-10 12:00:00,3.4805286,0.0,9.0645685,353.15723
2022-01-10 13:00:00,4.3405285,0.0,6.638072,12.528809
2022-01-10 14:00:00,4.7305284,0.0,5.3517847,42.27368
2022-01-10 15:00:00,4.8205285,0.0,5.692099,55.304832
2022-01-10 16:00:00,4.3905287,0.0,6.3690495,42.70938
2022-01-10 17:00:00,3.0205286,0.0,9.346143,74.35776
2022-01-10 18:00:00,0.8805287,0.0,7.2359104,95.71059
2022-01-10 19:00:00,0.18052867,0.0,4.5536795,108.434944
2022-01-10 20:00:00,-0.36947134,0.0,3.4152596,108.434944
2022-01-10 21:00:00,-0.59947133,0.0,3.8773184,111.80141
2022-01-10 22:00:00,-0.6794713,0.0,3.4152596,108.434944
2022-01-10 23:00:00,-0.7994713,0.0,3.6,89.99999
2022-01-11 00:00:00,-0.96947134,0.0,3.0758414,69.443954
2022-01-11 01:00:00,-0.94947135,0.0,0.8049845,26.565033
2022-01-11 02:00:00,-1.1194713,0.0,1.4399999,360.0
2022-01-11 03:00:00,-1.2594713,0.0,3.0758414,339.44397
2022-01-11 04:00:00,-1.2994714,0.0,2.5959969,326.30994
2022-01-11 05:00:00,-1.4794713,0.0,3.319036,310.60132
2022-01-11 06:00:00,-1.7494713,0.0,4.0249224,296.56506
2022-01-11 07:00:00,-2.1494715,0.0,5.904439,307.5686
2022-01-11 08:00:00,-2.1394715,0.0,6.638072,310.60132
2022-01-11 09:00:00,-0.7394713,0.0,2.9024127,330.25513
2022-01-11 10:00:00,0.81052864,0.0,4.3349743,4.7636414
2022-01-11 11:00:00,1.4905287,0.0,7.208994,2.8624115
2022-01-11 12:00:00,3.9605286,0.0,17.414474,60.25511
2022-01-11 13:00:00,4.5305285,0.0,16.1198,66.29735
2022-01-11 14:00:00,4.8605285,0.0,16.516901,73.53998
2022-01-11 15:00:00,4.3205285,0.0,14.494192,75.61861
2022-01-11 16:00:00,3.0005286,0.0,10.829958,68.55225
2022-01-11 17:00:00,1.3605287,0.0,9.693296,58.671295
2022-01-11 18:00:00,-0.21947134,0.0,7.4128532,60.945396
2022-01-11 19:00:00,-0.87947136,0.0,5.315336,61.699234
2022-01-11 20:00:00,-1.0294713,0.0,4.379589,80.537674
2022-01-11 21:00:00,-1.0994713,0.0,3.8773184,68.19859
2022-01-11 22:00:00,-1.2794713,0.0,3.563818,44.999985
2022-01-11 23:00:00,-1.6094713,0.0,5.1165614,50.7106
2022-01-12 00:00:00,-1.9394714,0.0,5.3999996,53.130096
2022-01-12 01:00:00,-2.2394714,0.0,4.8433046,48.01277
2022-01-12 02:00:00,-2.6194715,0.0,5.8603754,42.510437
2022-01-12 03:00:00,-2.9994714,0.0,5.3517847,47.726303
2022-01-12 04:00:00,-3.2294714,0.0,4.3349743,48.366455
2022-01-12 05:00:00,-3.7694714,0.0,4.510787,28.610443
2022-01-12 06:00:00,-4.2394714,0.0,3.0758414,20.556046
2022-01-12 07:00:00,-4.5394716,0.0,2.0364676,44.999985
2022-01-12 08:00:00,-4.4494715,0.0,1.609969,26.565033
2022-01-12 09:00:00,-3.6894715,0.0,2.8116899,320.19443
2022-01-12 10:00:00,-2.6594715,0.0,4.39436,325.008
2022-01-12 11:00:00,-1.7294713,0.0,6.763786,334.7989
2022-01-12 12:00:00,3.2905285,0.0,10.24578,18.434952
2022-01-12 13:00:00,2.3905284,0.0,8.350138,352.5686
2022-01-12 14:00:00,2.3605285,0.0,3.2399998,360.0
2022-01-12 15:00:00,2.3605285,0.0,2.9024127,352.875
2022-01-12 16:00:00,2.1905286,0.0,5.815978,338.1986
2022-01-12 17:00:00,0.66052866,0.0,5.0528407,355.91437
2022-01-12 18:00:00,-0.7894713,0.0,3.7064266,29.05458
2022-01-12 19:00:00,-1.4094714,0.0,4.0249224,63.43495
2022-01-12 20:00:00,-1.6294713,0.0,2.8799999,89.99999
2022-01-12 21:00:00,-1.7494713,0.0,4.3498964,65.55604
2022-01-12 22:00:00,-1.9294714,0.0,3.0758414,69.443954
2022-01-12 23:00:00,-1.9594713,0.0,1.8,89.99999
2022-01-13 00:00:00,-1.9294714,0.0,2.9024127,82.874985
2022-01-13 01:00:00,-2.0394714,0.0,3.6179552,95.71059
2022-01-13 02:00:00,-2.3194714,0.0,4.3349743,94.76365
2022-01-13 03:00:00,-2.6794715,0.0,3.6179552,95.71059
2022-01-13 04:00:00,-2.8494716,0.0,3.2399998,89.99999
2022-01-13 05:00:00,-3.0794713,0.0,2.6208394,74.054596
2022-01-13 06:00:00,-3.3494716,0.0,2.16,360.0
2022-01-13 07:00:00,-3.7494714,0.0,2.6208394,344.0546
2022-01-13 08:00:00,-3.6394715,0.0,2.7416782,336.8014
2022-01-13 09:00:00,-2.7694714,0.0,3.396233,302.00537
2022-01-13 10:00:00,-1.7094713,0.0,4.198285,329.03625
2022-01-13 11:00:00,-0.70947134,0.0,5.2416787,344.0546
2022-01-13 12:00:00,2.7705286,0.0,6.162207,6.7098236
2022-01-13 13:00:00,3.2605286,0.0,5.7599998,360.0
2022-01-13 14:00:00,3.6805286,0.0,5.04,360.0
2022-01-13 15:00:00,3.7305286,0.0,4.0249224,349.69516
2022-01-13 16:00:00,3.2505286,0.0,5.3999996,323.13013
2022-01-13 17:00:00,2.1605287,0.0,4.0249224,333.43497
2022-01-13 18:00:00,1.3405286,0.0,1.835647,348.69006
2022-01-13 19:00:00,1.0105287,0.0,2.16,270.0
2022-01-13 20:00:00,0.8205287,0.0,2.52,270.0
2022-01-13 21:00:00,0.5705287,0.0,1.4399999,270.0
2022-01-13 22:00:00,0.5705287,0.0,0.35999998,270.0
2022-01-13 23:00:00,0.45052865,0.0,0.35999998,180.0
2022-01-14 00:00:00,0.36052868,0.0,2.3051248,128.6598
2022-01-14 01:00:00,0.23052865,0.0,3.9763298,84.805565
2022-01-14 02:00:00,-0.45947134,0.0,4.3349743,85.23635
2022-01-14 03:00:00,-0.9894713,0.0,5.1544156,102.09476
2022-01-14 04:00:00,-1.1794714,0.0,3.8939953,123.69006
2022-01-14 05:00:00,-1.1194713,0.0,2.9024127,119.74488
2022-01-14 06:00:00,-1.1294713,0.0,2.0991426,120.96376
2022-01-14 07:00:00,-1.2594713,0.0,1.835647,101.30993
2022-01-14 08:00:00,-0.7994713,0.0,1.1384199,108.434944
2022-01-14 09:00:00,0.7005287,0.0,0.35999998,180.0
2022-01-14 10:00:00,1.9605286,0.0,0.8049845,63.43495
2022-01-14 11:00:00,3.0905285,0.0,1.8,53.130096
2022-01-14 12:00:00,4.6905284,0.0,5.5887027,75.06858
2022-01-14 13:00:00,6.0305285,0.0,5.937272,75.96376
2022-01-14 14:00:00,6.9005284,0.0,6.28713,76.75948
2022-01-14 15:00:00,6.9005284,0.0,5.6920996,71.56504
2022-01-14 16:00:00,6.5205283,0.0,6.9527545,68.7495
2022-01-14 17:00:00,5.3905287,0.0,7.342588,78.69006
2022-01-14 18:00:00,3.5005286,0.0,6.8399997,89.99999
2022-01-14 19:00:00,2.3805285,0.0,4.802999,102.99461
2022-01-14 20:00:00,1.6805286,0.0,3.0547013,135.0
2022-01-14 21:00:00,0.7505287,0.0,2.8799999,180.0
2022-01-14 22:00:00,0.110528655,0.0,2.2768397,161.56505
2022-01-14 23:00:00,0.030528657,0.0,2.5959969,123.69006
2022-01-15 00:00:00,-0.12947133,0.0,2.6208394,105.9454
2022-01-15 01:00:00,-0.20947134,0.0,3.219938,116.56505
2022-01-15 02:00:00,-0.14947134,0.0,3.319036,130.60129
2022-01-15 03:00:00,-0.04947134,0.0,2.8116899,129.80557
2022-01-15 04:00:00,0.110528655,0.0,2.4149535,116.56505
2022-01-15 05:00:00,0.56052864,0.0,4.6938257,122.47119
2022-01-15 06:00:00,2.0005286,0.0,9.339208,117.55281
2022-01-15 07:00:00,1.5505286,0.0,12.245293,114.30454
2022-01-15 08:00:00,1.3505287,0.0,14.33234,115.27772
2022-01-15 09:00:00,2.2905285,0.0,16.279802,108.03428
2022-01-15 10:00:00,3.3705285,0.0,17.462782,104.322716
2022-01-15 11:00:00,4.4505286,0.0,17.106628,98.471146
2022-01-15 12:00:00,5.8505287,0.0,12.371645,98.36588
2022-01-15 13:00:00,6.9905286,0.0,10.805999,91.90914
2022-01-15 14:00:00,7.5805287,0.0,9.726665,87.8789
2022-01-15 15:00:00,7.2605286,0.0,8.225035,66.8014
2022-01-15 16:00:00,6.290529,0.0,8.217153,61.18921
2022-01-15 17:00:00,3.8805285,0.0,8.473393,77.73522
2022-01-15 18:00:00,1.4705287,0.0,6.5693827,99.46232
2022-01-15 19:00:00,1.0405287,0.0,4.3349743,138.36646
2022-01-15 20:00:00,1.2905287,0.0,5.3517847,137.72632
2022-01-15 21:00:00,1.5105287,0.0,5.6233797,129.80557
2022-01-15 22:00:00,1.7605287,0.0,4.6102495,128.6598
2022-01-15 23:00:00,1.9505286,0.0,5.4833565,113.19859
2022-01-16 00:00:00,2.1005285,0.0,5.815978,111.80141
2022-01-16 01:00:00,2.1205285,0.0,5.0142193,111.03751
2022-01-16 02:00:00,1.8405286,0.0,3.6,126.869896
2022-01-16 03:00:00,1.7805287,0.0,4.32,180.0
2022-01-16 04:00:00,1.2805287,0.0,7.072878,194.74356
2022-01-16 05:00:00,0.5705287,0.0,7.754637,201.8014
2022-01-16 06:00:00,0.45052865,0.0,6.9247384,207.89728
2022-01-16 07:00:00,0.6905287,0.0,5.0142193,201.0375
2022-01-16 08:00:00,0.90052867,0.0,3.96,180.0
2022-01-16 09:00:00,2.3105285,0.0,2.968636,255.96376
2022-01-16 10:00:00,4.2205286,0.0,11.212135,275.52753
2022-01-16 11:00:00,5.5305285,0.0,16.75064,278.65253
2022-01-16 12:00:00,4.8605285,0.0,17.81909,278.1301
2022-01-16 13:00:00,5.3805285,0.0,19.201874,276.4588
2022-01-16 14:00:00,5.4705286,0.0,18.175545,277.9696
2022-01-16 15:00:00,4.9705286,0.0,14.759999,282.6804
2022-01-16 16:00:00,3.7505286,0.0,12.0694,287.35403
2022-01-16 17:00:00,3.4505286,0.0,11.183201,266.30862
2022-01-16 18:00:00,3.0805285,0.0,10.829959,254.57785
2022-01-16 19:00:00,3.2605286,0.0,10.163227,247.0679
2022-01-16 20:00:00,3.5505285,0.0,8.0899935,237.72437
2022-01-16 21:00:00,3.5105286,0.0,6.297428,210.96376
2022-01-16 22:00:00,3.3905284,0.0,4.6102495,218.65982
2022-01-16 23:00:00,2.9405286,0.0,3.8268526,221.18593
2022-01-17 00:00:00,3.2605286,0.0,4.8433046,228.01279
2022-01-17 01:00:00,4.0805287,0.0,7.0911775,246.0375
2022-01-17 02:00:00,4.290529,0.0,12.864649,252.07208
2022-01-17 03:00:00,4.1705284,0.0,15.745627,259.46082
2022-01-17 04:00:00,4.2305284,0.0,14.04,270.0
2022-01-17 05:00:00,4.040529,0.0,14.081478,274.3987
2022-01-17 06:00:00,3.6705287,0.0,14.044615,271.4688
2022-01-17 07:00:00,3.4805286,0.0,12.24,270.0
2022-01-17 08:00:00,3.7905285,0.0,12.959999,270.0
2022-01-17 09:00:00,4.6805286,0.0,14.04,270.0
2022-01-17 10:00:00,5.5705285,0.0,13.75558,276.009
2022-01-17 11:00:00,6.3605285,0.0,15.281989,285.01837
2022-01-17 12:00:00,6.3905287,0.0,14.869351,276.95297
2022-01-17 13:00:00,6.7405286,0.0,15.281989,285.01837
2022-01-17 14:00:00,6.8405285,0.0,15.629971,284.6764
2022-01-17 15:00:00,6.5205283,0.0,15.042659,291.0375
2022-01-17 16:00:00,5.4505286,0.0,11.384199,288.43497
2022-01-17 17:00:00,4.0505285,0.0,11.159999,270.0
2022-01-17 18:00:00,3.1905286,0.0,9.531505,259.11447
2022-01-17 19:00:00,2.8805285,0.0,7.754637,248.1986
2022-01-17 20:00:00,2.9505286,0.0,6.696387,233.74615
2022-01-17 21:00:00,3.3305285,0.0,4.1046314,217.87498
2022-01-17 22:00:00,3.2005286,0.0,2.5455842,171.8699
2022-01-17 23:00:00,3.0205286,0.0,2.3051248,141.34018
2022-01-18 00:00:00,2.8305285,0.0,4.1046314,105.25512
2022-01-18 01:00:00,2.6305285,0.0,6.519877,96.34019
2022-01-18 02:00:00,1.6805286,0.0,7.5685663,92.72631
2022-01-18 03:00:00,0.6905287,0.0,7.968939,108.434944
2022-01-18 04:00:00,0.99052864,0.0,7.5942082,121.429565
2022-01-18 05:00:00,0.6905287,0.0,4.3498964,114.44395
2022-01-18 06:00:00,0.7605287,0.0,4.0249224,100.30484
2022-01-18 07:00:00,0.30052868,0.0,4.6938252,94.398705
2022-01-18 08:00:00,0.60052866,0.0,4.6938252,94.398705
2022-01-18 09:00:00,1.6305287,0.0,4.379589,80.537674
2022-01-18 10:00:00,3.8905284,0.0,13.009903,75.57923
2022-01-18 11:00:00,5.5505285,0.0,19.483284,73.90918
