Station/Location,Datum,"Globalstrahlung, Tagesmittel","Gesamtschneehöhe, Morgenmessung von 6 UTC","Gesamtbewölkung, Tagesmittel","Luftdruck auf Stationshöhe (QFE), Tagesmittel","Niederschlag, Tagessumme 6 UTC - 6 UTC Folgetag","Sonnenscheindauer, Tagessumme","Lufttemperatur 2 m über Boden, Tagesmittel","Lufttemperatur 2 m über Boden, Tagesminimum","Lufttemperatur 2 m über Boden, Tagesmaximum","Relative Luftfeuchtigkeit 2 m über Boden, Tagesmittel"
Säntis,01.07.2023,198,20,,751.6,35,76,4.2,2,5.8,97.8
Säntis,04.07.2023,225,10,,755.7,0.2,84,5.9,3.9,8.3,97.9
Säntis,05.07.2023,103,0,,755.3,22.6,3,4.3,2.6,6,96.8
Säntis,12.07.2023,109,0,,757.6,33.9,104,8.9,4.1,12.9,87.3
Säntis,13.07.2023,188,0,,758,3.3,143,5.2,4.2,6.6,95.1
Säntis,22.07.2023,188,0,,756,0,125,4.6,3.4,6,94.4
Säntis,23.07.2023,328,0,,756.8,2.9,705,8.8,5.3,12.1,70.3
Säntis,25.07.2023,73,0,,747.7,50.4,2,2.6,-1.1,5.3,99.7
Säntis,02.08.2023,194,0,,748.2,16.9,255,8,2.1,12.6,89.4
Säntis,05.08.2023,132,0,,751.5,23.5,80,2.2,1.5,3.4,98.9
Säntis,11.08.2023,312,0,,763.6,0,765,11,8,14.6,71.2
Säntis,15.08.2023,203,0,,761.5,0.9,260,12,9.4,15.1,77.5
Säntis,17.08.2023,150,0,,760.7,0.1,325,11,9,13.5,64.4
Säntis,19.08.2023,268,0,,763.3,0,692,13.7,12.3,16.2,55.5
Säntis,25.08.2023,131,0,,758.5,14.1,230,11.5,8.5,15,75.7
Säntis,01.09.2023,201,5,,757.1,0.1,355,6.2,2.8,9.8,94.2
Säntis,05.09.2023,267,0,,762.2,0,730,14.1,12,15.7,19.3
Säntis,06.09.2023,263,0,,762,0,735,15.2,13.7,17.6,24.8
Säntis,07.09.2023,254,0,,762,0.1,690,14,11.4,16.3,63.4
Säntis,11.09.2023,225,0,,759.4,0,563,11.7,10.5,15.3,68
Säntis,19.09.2023,150,0,,755.5,4.5,172,4.3,2.9,6.1,99.4
Säntis,24.09.2023,191,10,,758.3,0,440,0.7,-2.8,6.5,75.8
Säntis,01.10.2023,190,0,,764.5,0,673,10.4,6.5,12.9,24.4
Säntis,06.10.2023,172,0,,763,0,575,7,4,11.3,31.2
Säntis,13.10.2023,170,0,,757.6,0,629,8.6,5.9,12.7,40.2
Säntis,15.10.2023,47,2,,752,4.4,0,-4.6,-6.5,-1.2,96.2
Säntis,20.10.2023,30,0,,731.5,24,0,4,-0.3,7.8,85.8
Säntis,22.10.2023,137,4,,748.1,0,397,-0.8,-3,0.9,92.9
Säntis,24.10.2023,31,0,,745,9.9,0,1.6,-1.5,4.9,92.3
Säntis,26.10.2023,53,5,,738.5,17.1,19,0.7,-1.5,1.9,99.3
Säntis,28.10.2023,133,9,,742.6,0,363,-1.7,-4.2,0.4,81.8
Säntis,01.11.2023,69,18,,745,0.1,175,-1.7,-4,0.3,71.3
Säntis,02.11.2023,30,15,,732.4,31.5,3,-2,-5.1,0.6,89
Säntis,03.11.2023,45,30,,728.8,11.2,0,-7.5,-8.4,-5,99.2
Säntis,04.11.2023,72,36,,729.4,14,194,-5.3,-7.6,-3.3,90
Säntis,07.11.2023,80,50,,747.9,14.8,152,-5.7,-8.1,-2.6,96.8
Säntis,10.11.2023,40,65,,738.7,30.6,0,-5.9,-8.1,-3.3,91.5
Säntis,24.11.2023,21,145,,742.3,44.4,0,-6.8,-12.4,-2.1,96.5
Säntis,25.11.2023,34,170,,739.1,42.2,0,-12.8,-15,-11.1,98.9
Säntis,26.11.2023,46,198,,743.6,1.7,0,-11.4,-12.2,-9.4,92.6
Säntis,03.12.2023,89,265,,746,0,193,-12.3,-15.9,-6.9,55.8
Säntis,06.12.2023,38,270,,743.8,8.4,0,-9.9,-11.3,-9.3,98.5
Säntis,07.12.2023,82,270,,746.9,0,474,-6.5,-11.8,-0.9,39.9
Säntis,08.12.2023,27,265,,744.7,25.8,0,-4.2,-6.2,-0.8,87.1
Säntis,15.12.2023,69,340,,759.2,0,0,-8.6,-10.2,-6.3,90.4
Säntis,18.12.2023,71,310,,765.9,0,488,4.6,2.4,5.9,27.3
Säntis,24.12.2023,35,365,,749.8,9.6,170,-3.5,-7.4,-0.7,92.7
Säntis,27.12.2023,63,350,,755,0,432,1.2,-3.7,4.1,25.9
Säntis,29.12.2023,32,350,,750.9,5.2,40,-3.3,-4.2,-1.9,93.1
Bad Ragaz,06.01.2023,66,,,966,0,368,5.4,0.6,9.5,76.9
Bad Ragaz,13.01.2023,33,,,961.1,0.9,37,5.1,1.9,8.9,75.3
Bad Ragaz,17.01.2023,42,,,930.7,0,66,1.4,-2,6.8,71.2
Bad Ragaz,30.01.2023,87,,,966.5,0.9,331,0.3,-4.8,5.1,72.9
Bad Ragaz,31.01.2023,89,,,969.2,0,306,2.6,-1.1,6.4,75.5
Bad Ragaz,13.02.2023,124,,,977.5,0,466,2,-2.7,7.8,80.7
Säntis,14.01.2023,58,183,,748.8,3.2,138,-4.5,-9.1,-1.1,69.4
Bad Ragaz,20.02.2023,136,,,968.6,0,494,9.3,4.7,16,61.6
Säntis,15.01.2023,22,185,,741.6,17.4,0,-6.3,-12,-0.6,86.1
Bad Ragaz,26.02.2023,79,,,952.9,0,10,-0.6,-1.7,1.8,66.8
Säntis,19.01.2023,55,196,,734.2,0,42,-16.2,-18,-15.1,52.4
Bad Ragaz,01.03.2023,146,,,960,0,351,1.3,-1.8,5.4,73.8
Säntis,24.01.2023,80,215,,755.4,0,314,-5.9,-7.2,-4.8,60.3
Bad Ragaz,02.03.2023,114,,,958.5,0,258,2.6,-1,6.6,76.2
Säntis,27.01.2023,91,215,,742.5,0,163,-11.9,-14.1,-8.8,84.1
Bad Ragaz,09.03.2023,125,,,945.9,2.1,252,9.8,6.7,14.8,65.7
Säntis,04.02.2023,70,241,,758.8,8.5,6,-6.7,-8.7,-5.2,66.5
Bad Ragaz,13.03.2023,147,,,951.4,7.3,327,12.9,5.4,20.4,49.4
Säntis,08.02.2023,139,260,,754.8,0,581,-8.1,-11,-6.4,18.3
Bad Ragaz,17.03.2023,180,,,955.5,0,497,11.4,5.9,18.2,48.2
Säntis,09.02.2023,140,260,,755.7,0,571,-8.3,-12,-6.4,15.7
Bad Ragaz,18.03.2023,183,,,956,0,404,11.1,5.1,18.5,57.1
Säntis,13.02.2023,147,245,,764.7,0,606,0.9,-0.5,3,25.8
Bad Ragaz,20.03.2023,192,,,962.6,0,424,9,5.2,13.7,77.9
Säntis,18.02.2023,156,220,,758,0,553,-0.5,-2,1,71.2
Bad Ragaz,23.03.2023,154,,,955.1,0,166,14.3,9.1,20.7,52.1
Säntis,20.02.2023,155,215,,758.1,0,588,-0.9,-5.6,2.5,48.5
Bad Ragaz,24.03.2023,86,,,953.9,6.3,46,12.6,6.9,18.3,70
Säntis,23.02.2023,112,215,,746.8,0.2,181,-3.7,-4.9,-1.3,95.7
Bad Ragaz,26.03.2023,63,,,951.3,16.4,40,6.4,2.5,10.3,76.5
Säntis,28.02.2023,183,258,,746.8,0,550,-8.3,-10.4,-6.5,69.8
Bad Ragaz,06.04.2023,248,,,960.8,0,555,6.9,-0.4,13.2,46.4
Säntis,06.03.2023,157,250,,736.8,0,233,-9.4,-10.6,-8.4,80.9
Bad Ragaz,10.04.2023,243,,,962.3,0,466,10.5,3,18,52.4
Säntis,09.03.2023,68,260,,738.4,23.4,11,-4.6,-5.6,-2.6,93.6
Bad Ragaz,18.04.2023,285,,,959.7,0,653,11.5,6.1,17.4,65.6
Säntis,10.03.2023,75,260,,734.2,78,50,-6.4,-9.6,-4.3,98.6
Bad Ragaz,20.04.2023,65,,,954.8,29.6,0,4.9,1.9,8,85.7
Säntis,12.03.2023,90,290,,746.2,15.6,0,-5.4,-7.6,-4,82.2
Bad Ragaz,22.04.2023,262,,,953.9,0,555,14.7,8.3,22.6,54.1
Säntis,14.03.2023,87,295,,738.2,45,24,-5.4,-9.6,-0.9,94.9
Bad Ragaz,02.05.2023,136,,,963.6,0.5,70,10.7,7.9,15.2,85.3
Säntis,24.03.2023,48,280,,746.8,45.7,0,-0.9,-5.5,2.8,94.6
Bad Ragaz,04.05.2023,306,,,961.3,0,701,16.2,9.4,23,59.4
Säntis,30.03.2023,49,330,,750.6,24,3,-0.3,-2.5,2.8,91
Bad Ragaz,09.05.2023,231,,,957,14.5,295,15.8,11.5,22.5,80.1
Säntis,01.04.2023,98,340,,740.3,22.7,0,-5.2,-6.6,-1.7,99.2
Bad Ragaz,15.05.2023,242,,,955.7,4,268,12.2,9.1,17.4,79.3
Säntis,10.04.2023,261,350,,752.6,7.4,548,-2.6,-4.6,-0.8,46.9
Bad Ragaz,21.05.2023,215,,,954,0,115,18,12.8,24.4,59.1
Säntis,13.04.2023,117,370,,739.2,26.5,0,-9.2,-10.6,-7.1,100
Bad Ragaz,24.05.2023,78,,,960,1,0,13.5,10.6,15.5,80.5
Säntis,17.04.2023,223,410,,749.9,0,215,-5,-6.2,-2.5,94
Bad Ragaz,03.06.2023,263,,,957.6,1.5,502,17,11.6,24.6,73.5
Säntis,18.04.2023,316,400,,750.6,0,739,-2.6,-5.9,-0.6,69.1
Bad Ragaz,04.06.2023,172,,,959.4,0,133,16.2,10.9,20,77.4
Säntis,20.04.2023,125,410,,743.7,18.2,0,-4.4,-5.8,-3.2,99.3
Bad Ragaz,05.06.2023,307,,,958.6,0,573,17,11.3,24.4,68.5
Säntis,26.04.2023,272,410,,748.1,2.4,104,-5.3,-7.6,-3.2,96.6
Bad Ragaz,14.06.2023,354,,,954.9,0,806,19,9.3,25.6,46.8
Säntis,28.04.2023,59,400,,751.6,65,0,1.5,-1,3.1,98.9
Bad Ragaz,15.06.2023,347,,,958.7,0,681,19.6,12.9,25.4,44.8
Säntis,03.05.2023,343,365,,755.5,0,799,-0.1,-3.5,4.2,66.6
Bad Ragaz,16.06.2023,256,,,960.4,0,353,18.3,13.6,24.4,55.1
Säntis,11.05.2023,219,325,,747.6,3,0,-2.8,-3.8,-0.7,99.4
Bad Ragaz,17.06.2023,346,,,959,0,756,20.2,13.6,26.9,47.6
Säntis,13.05.2023,172,324,,750.1,5.5,13,-1.3,-2.1,-0.5,98.1
Bad Ragaz,26.06.2023,285,,,960.7,0,525,23.9,16.7,30.8,53.7
Säntis,27.05.2023,305,310,,757.3,0,494,4.7,3.4,6.9,87.1
Bad Ragaz,02.07.2023,218,,,957.2,0,163,18.8,15.7,22.8,77.4
Säntis,29.05.2023,297,295,,755,0,548,4.1,2.8,5,73.9
Bad Ragaz,05.07.2023,165,,,959.6,14,218,16.9,13,21.3,83.4
Säntis,31.05.2023,292,285,,755.7,0,544,4.3,2,5.9,84
Bad Ragaz,18.07.2023,227,,,961.6,8.1,551,22,16.4,29.5,72.4
Säntis,06.06.2023,311,250,,755.2,0,595,3.6,2.1,5.1,82.4
Bad Ragaz,22.07.2023,247,,,959.7,0,382,18.8,14.7,24.2,75.3
Säntis,13.06.2023,293,195,,751,0,606,6,3.9,9.3,80.6
Bad Ragaz,26.07.2023,98,,,959.9,0.5,15,12.8,10.1,15.1,85.9
Säntis,02.07.2023,128,20,,753.5,12.5,2,4.8,3.9,6,99.9
Bad Ragaz,28.07.2023,234,,,956.2,17.6,343,19.7,15.6,25.7,71.8
Säntis,18.07.2023,212,0,,760.8,7.2,405,11.8,8.6,16.1,76.2
Bad Ragaz,01.08.2023,169,,,951.7,1.4,145,18.2,15.2,22.7,81.8
Säntis,21.07.2023,122,0,,753.4,15.2,65,5.1,3,7.2,96.7
Bad Ragaz,11.08.2023,296,,,964.7,0,731,22.4,14.7,29.4,65.2
Säntis,28.07.2023,162,0,,754.4,6.1,97,7.3,5.5,9.1,95.5
Bad Ragaz,22.08.2023,264,,,962.9,0,691,25.7,20.7,31.5,63.3
Säntis,31.07.2023,245,0,,754.8,1.9,326,6.3,3.9,9.2,70.7
Bad Ragaz,27.08.2023,26,,,955.9,70.6,0,14.4,13.1,17.2,94.4
Säntis,03.08.2023,118,0,,749.2,15.2,3,3.6,2,6.5,98.3
Bad Ragaz,28.08.2023,37,,,952,60.6,0,12.3,10.5,13.9,91.7
Säntis,09.08.2023,60,0,,756.6,1,0,3.6,1.9,5.1,99.2
Bad Ragaz,09.09.2023,226,,,961.1,0,625,22.6,16.9,28.3,73.2
Säntis,10.08.2023,282,0,,760.4,0,527,7.6,4.3,10.2,79.6
Bad Ragaz,10.09.2023,224,,,961.4,0,622,22.6,17.8,28,69.5
Säntis,13.08.2023,291,0,,761.7,31.7,582,12.4,7.5,16.1,73.9
Bad Ragaz,11.09.2023,223,,,958.8,0,633,22.7,18.3,28.7,64.6
Säntis,23.08.2023,222,0,,763.8,0,423,13.8,12.3,15.9,78
Bad Ragaz,15.09.2023,145,,,959.8,0,174,18.7,15.2,22.7,80.7
Säntis,24.08.2023,270,0,,762.1,19,660,16,9.8,20.7,47.4
Bad Ragaz,17.09.2023,183,,,958.7,0,464,23.1,18.1,28.3,50.8
Säntis,27.08.2023,43,0,,751.3,41.7,0,3.7,2,8.2,97.1
Bad Ragaz,29.09.2023,177,,,965.2,0,528,18.5,12.5,24.3,64.4
Säntis,28.08.2023,61,0,,746.7,42.7,0,0.6,-1.5,2.7,100
Bad Ragaz,01.10.2023,158,,,968.6,0,544,16.2,10.8,22,75.6
Säntis,02.09.2023,251,0,,761.1,0,497,8.6,6.5,12.1,79.6
Bad Ragaz,03.10.2023,170,,,965.1,3,523,18.5,13.8,25.1,63.8
Säntis,13.09.2023,53,0,,757.6,15.6,0,5.9,4.6,7.9,96.2
Bad Ragaz,05.10.2023,121,,,968.7,0,222,13.3,8.7,18.8,84.1
Säntis,15.09.2023,170,0,,757.3,0,392,7.8,6.7,10.4,82.3
Bad Ragaz,09.10.2023,142,,,967.1,0,381,17.3,13.8,23.9,66.4
Säntis,17.09.2023,192,0,,758.2,0,523,10.3,7.5,13.1,65.3
Bad Ragaz,14.10.2023,77,,,958.4,2.8,70,15.7,9.8,20.9,66.4
Säntis,25.09.2023,211,5,,760.2,0,704,8.5,5.5,10.8,34.3
Bad Ragaz,26.10.2023,73,,,942.2,7,106,12.6,10.3,16.5,85.7
Säntis,30.09.2023,131,0,,762.3,0.1,212,5.5,4.6,7.7,91.3
Bad Ragaz,03.11.2023,26,,,936.3,5.1,0,5.8,3.5,7.4,85.8
Säntis,07.10.2023,149,0,,764.3,0,463,7.1,5.8,9.5,41.4
Bad Ragaz,05.11.2023,43,,,937.2,0.8,38,8.4,6.3,11.6,77.1
Säntis,27.10.2023,33,8,,737.2,17.3,0,-2,-3.4,-0.4,98.1
Bad Ragaz,06.11.2023,101,,,953.3,0,413,8,4.9,12.9,74.8
Säntis,05.11.2023,33,50,,731.1,14.6,1,-3.7,-5.3,-2.7,93.3
Bad Ragaz,08.11.2023,100,,,961.6,0,431,6.4,3.2,11.2,68.8
Säntis,08.11.2023,135,59,,749.7,0,452,-5.5,-8.2,-0.4,66.8
Bad Ragaz,10.11.2023,26,,,948.4,3.3,1,6.4,4.1,8.9,81.7
Säntis,12.11.2023,36,90,,741.5,76,0,-4.8,-9.1,-1.2,84.8
Bad Ragaz,11.11.2023,61,,,952.5,8.9,161,4.8,3.3,8.7,86.4
Säntis,13.11.2023,17,100,,747.9,32.8,0,0.4,-2.3,2.3,99.6
Bad Ragaz,15.11.2023,44,,,962.7,0.5,40,8.7,5.2,12.3,77.9
Säntis,17.11.2023,21,138,,748.8,50.2,0,-6.9,-8.9,-2,99.8
Bad Ragaz,19.11.2023,25,,,961.4,6.7,0,7.5,5,9.8,89.1
Säntis,21.11.2023,67,136,,745.5,10,6,-6,-6.7,-5.3,99
Bad Ragaz,20.11.2023,81,,,957.9,1,381,8.5,5.6,12.4,82.3
Säntis,27.11.2023,45,190,,737.4,42,0,-6.5,-9.5,-4,84.6
Bad Ragaz,23.11.2023,78,,,967.4,0,386,3.1,-0.6,8.1,81.3
Säntis,13.12.2023,21,311,,737.1,36.9,0,-5.8,-7.2,-3.3,99.9
Bad Ragaz,26.11.2023,30,,,958.8,0,0,2.5,0.2,4.7,76
Säntis,20.12.2023,34,294,,748.4,19.9,0,-6.9,-10,-1,91.8
Bad Ragaz,27.11.2023,42,,,948.4,10.6,4,2.6,-0.6,6.9,68.7
Säntis,21.12.2023,12,305,,741.3,79,0,-5.1,-8.1,-3.5,98.1
Bad Ragaz,28.11.2023,10,,,944.1,7.5,0,1.8,-0.1,4.6,91.6
Säntis,28.12.2023,32,350,,754,0.4,31,-1,-3.7,1.8,47.3
Bad Ragaz,05.12.2023,36,,,952.9,0.3,55,2.4,1,4.6,75
Säntis,31.12.2023,44,340,,743,12.7,70,-5.7,-8.4,-2.4,78.5
Bad Ragaz,10.12.2023,39,,,958.4,2.9,98,5.3,3.2,8.7,82.8
Säntis,05.01.2023,29,140,,755.9,5.8,0,-2.4,-3.9,-1.2,96.8
Säntis,12.01.2023,28,180,,750.5,0.8,17,-5.7,-8.5,-2.7,71.9
Säntis,18.01.2023,56,191,,726.7,2,0,-13,-16.8,-11.1,95.8
Säntis,20.01.2023,61,202,,739.3,0.2,0,-16.3,-18,-15.3,83.5
Säntis,26.01.2023,114,215,,744.6,0,554,-8.4,-10.8,-5.2,42.4
Säntis,06.02.2023,136,258,,755.4,1,531,-11.8,-16.7,-8.1,51.8
Säntis,12.02.2023,141,245,,763.3,0,579,-0.1,-2.8,2.3,44.7
Säntis,15.02.2023,150,235,,760.6,0,601,2.5,0.2,4.2,23.2
Säntis,17.02.2023,55,225,,758.6,3.3,0,-2.4,-5,-0.8,92
Säntis,21.02.2023,159,210,,754,0,607,2,0.3,3.7,10.5
Säntis,24.02.2023,103,210,,742.2,48,156,-3.5,-4.7,-1.7,88.9
Säntis,27.02.2023,143,258,,741.9,0,264,-11.6,-16.6,-8.6,85.3
Säntis,03.03.2023,190,255,,748,0,652,-6.5,-8,-5.1,81.2
Säntis,07.03.2023,183,250,,734.9,0.1,490,-8.3,-11.4,-5.3,67.5
Säntis,20.03.2023,209,297,,751.8,0,489,-3.6,-5.6,-1.3,82
Säntis,21.03.2023,175,295,,751.2,0,303,-0.8,-3,1.3,30.6
Säntis,22.03.2023,239,295,,750,0,685,-0.2,-2.1,2.3,65.8
Säntis,27.03.2023,128,327,,744.6,14.3,0,-10.5,-13.1,-7.3,99.1
Säntis,08.04.2023,143,350,,750.1,2.3,0,-7,-8,-6.3,95.2
Säntis,19.04.2023,232,397,,749.3,4.5,344,-3.1,-4.7,-1.3,80.1
Säntis,21.04.2023,261,420,,746.8,0,397,-1.4,-4.2,0.9,75.5
Säntis,23.04.2023,203,390,,746.2,36.4,168,-0.7,-3.1,1.5,97.5
Säntis,25.04.2023,144,396,,744.5,28.5,0,-6.8,-7.9,-5.9,99.6
Säntis,12.05.2023,230,325,,748.1,1,70,-1.8,-3.7,-0.6,99.6
Säntis,16.05.2023,109,327,,748,23.1,0,-2.4,-4.9,-0.6,99.7
Säntis,25.05.2023,348,330,,756.1,0,708,3.5,-0.6,6.5,84.3
Säntis,02.06.2023,309,270,,754.4,0,586,5.1,3.8,6.9,85.4
Säntis,05.06.2023,220,255,,754.5,0.1,249,3.4,2.4,5,93.1
Säntis,16.06.2023,186,155,,756.2,2,153,3.6,2,6.7,83.5
Säntis,19.06.2023,259,125,,757.7,15.4,325,9.6,6.3,13,81.9
Säntis,20.06.2023,307,110,,758.5,0.2,573,11.5,6.9,15.2,70.7
Säntis,22.06.2023,199,80,,759.7,49.6,242,11.7,4.9,16.4,66.2
Säntis,26.06.2023,301,55,,760.1,0.1,514,8.8,6.1,12.4,87.3
Säntis,03.07.2023,240,10,,755,4.3,36,4.9,3.4,6,99.5
Säntis,09.07.2023,365,0,,764.5,0,763,13.1,9.5,17.1,55
Säntis,11.07.2023,356,0,,761.3,10.2,776,13.9,7.3,18.2,62.1
Säntis,16.07.2023,342,0,,759,9.1,607,10.9,6.1,14.2,88.2
Säntis,24.07.2023,143,0,,752.6,26.5,106,8.3,4,11.6,83.3
Säntis,26.07.2023,101,5,,751.9,11,5,-0.7,-2.3,0.9,98.5
Säntis,27.07.2023,163,5,,753.4,1.4,180,4.7,0.1,8.6,76
Säntis,29.07.2023,116,0,,755,75.4,69,7.1,5.7,10.1,97
Säntis,07.08.2023,95,6,,753.7,14.2,0,-1.3,-2.5,-0.4,98.2
Säntis,12.08.2023,220,0,,762.7,3.3,311,11.1,9.6,14,84.3
Säntis,14.08.2023,268,0,,761.2,1.2,481,13.6,11.6,17.2,66.4
Säntis,18.08.2023,305,0,,760.9,0,739,12.7,10.3,16.2,56.9
Säntis,31.08.2023,104,10,,752.6,1.5,1,2,0.4,3.9,98.2
Säntis,03.09.2023,198,0,,764.9,0,403,8.9,7.2,11.3,57.9
Säntis,09.09.2023,217,0,,761.4,0,371,12.4,11,15.2,79.4
Säntis,12.09.2023,175,0,,758,10.6,490,10.8,7.4,15.8,70.3
Säntis,14.09.2023,151,0,,758.5,1,33,6.2,4.7,8.6,98
Säntis,16.09.2023,210,0,,757.3,0,544,8.9,6.9,12.3,69.4
Säntis,18.09.2023,53,0,,754.4,23.1,13,6.5,3.9,10.4,84.7
Säntis,28.09.2023,180,0,,760.2,0,520,8.8,6.6,11.5,43.7
Säntis,02.10.2023,190,0,,764.1,0,692,12.3,10.3,15.5,35.9
Säntis,05.10.2023,153,0,,761.5,0,322,4.9,2.9,7.1,20.8
Säntis,08.10.2023,174,0,,765.8,0,621,8.9,7.6,11.5,56.1
Säntis,10.10.2023,149,0,,762,0,549,7.6,6.2,9.3,60.7
Säntis,17.10.2023,146,0,,751.3,0,457,1.9,-0.4,3.9,61.7
Säntis,18.10.2023,90,0,,747.7,0,142,5.7,3.4,8.6,69.4
Säntis,23.10.2023,96,2,,749.6,0,225,3.1,0,5.3,66.1
Säntis,29.10.2023,74,5,,744.9,0,118,1.9,-0.3,3.6,68.8
Säntis,30.10.2023,47,3,,743.2,50.8,54,1.9,-2.4,4.3,81.7
Säntis,14.11.2023,16,107,,747.6,95.1,0,-0.5,-3.7,3.1,99.9
Säntis,15.11.2023,25,105,,750.8,18.8,0,-4.8,-6.4,-2.4,99.3
Säntis,18.11.2023,56,140,,753.2,26.6,103,-5,-9.9,0.9,84.3
Säntis,22.11.2023,84,145,,751.5,2,131,-6.2,-7.5,-1.9,72.4
Säntis,16.12.2023,70,320,,765.3,0,288,-2.8,-9.3,0.6,27.7
Säntis,23.12.2023,19,365,,746.2,3.3,75,-6.6,-7.7,-5.5,93.8
Bad Ragaz,02.01.2023,43,,,965.8,0.2,74,12.9,6.6,17.2,49.3
Bad Ragaz,03.01.2023,14,,,971.4,1.6,0,7.2,3.9,9.9,91
Bad Ragaz,08.01.2023,23,,,950.4,1.9,4,10.3,6.8,11.7,47.6
Bad Ragaz,09.01.2023,37,,,950.1,5.6,10,5.8,3.5,8.3,72.5
Bad Ragaz,14.01.2023,62,,,960.8,0,155,6.8,2.5,10.3,59.7
Bad Ragaz,15.01.2023,23,,,952.8,1.1,0,6.2,-0.3,12.6,61.6
Bad Ragaz,19.01.2023,37,,,950.6,0,0,-1.9,-6.8,-0.3,72.7
Bad Ragaz,23.01.2023,47,,,968,0,21,-2.3,-5.2,-0.6,76.3
Bad Ragaz,27.01.2023,20,,,959.8,0,0,-0.5,-1.3,0.2,72.3
Bad Ragaz,03.02.2023,91,,,973.6,7.9,257,4.9,1,8.4,72.3
Bad Ragaz,14.02.2023,128,,,975.3,0,470,2.5,-2.1,8.3,76.9
Bad Ragaz,18.02.2023,116,,,968.9,0,471,8.3,3.6,14.8,64.3
Bad Ragaz,12.03.2023,94,,,958.3,1.9,109,4.3,0.2,9.7,88.9
Bad Ragaz,15.03.2023,187,,,960.1,0,427,4.3,0.5,9,61.9
Bad Ragaz,03.04.2023,130,,,962.3,0,78,4.9,1.9,7,67.8
Bad Ragaz,04.04.2023,232,,,961.8,0,486,3.4,-0.3,8,54.5
Bad Ragaz,07.04.2023,131,,,958.5,1.3,168,7.5,5,12,66.1
Bad Ragaz,08.04.2023,90,,,962.9,2.4,0,6.6,5.3,10,84.1
Bad Ragaz,14.04.2023,215,,,951.1,0,277,6.7,3.3,12.3,69.3
Bad Ragaz,23.04.2023,195,,,952.3,9.6,232,13.9,8.7,21.9,70.2
Bad Ragaz,24.04.2023,110,,,954,3.8,78,9.2,7.3,13.3,80.1
Bad Ragaz,28.04.2023,54,,,959.2,30,0,12,10.3,13.3,86.1
Bad Ragaz,01.05.2023,96,,,958.3,4.8,0,11.4,9.4,13.4,89.9
Bad Ragaz,06.05.2023,249,,,959.6,1.7,389,16.3,12.4,22.2,75
Bad Ragaz,11.05.2023,154,,,956.5,1.7,1,10.3,8.1,13.7,87.1
Bad Ragaz,12.05.2023,275,,,955.5,0.1,330,12.9,9.5,17.7,76.4
Bad Ragaz,13.05.2023,196,,,957.9,0.1,125,12.4,8.7,17,80.3
Bad Ragaz,18.05.2023,280,,,961.6,0,470,11.3,5.3,15,73.2
Bad Ragaz,23.05.2023,161,,,959.1,4,136,16.4,13.7,21.5,82.9
Bad Ragaz,26.05.2023,305,,,963.7,0,663,18.5,11,24.3,67.9
Bad Ragaz,29.05.2023,308,,,958.4,0,687,18.6,11.2,24.8,54.5
Bad Ragaz,02.06.2023,328,,,956.7,0,703,20,12.5,25.9,53.1
Bad Ragaz,11.06.2023,273,,,956.6,0.6,479,19.4,14.1,26.5,69.3
Bad Ragaz,12.06.2023,334,,,955.1,0,709,20.4,13.4,26.5,57
Bad Ragaz,19.06.2023,265,,,958.1,1.3,473,22.6,17.7,29.8,58.2
Bad Ragaz,21.06.2023,248,,,960.6,0,486,24.5,19.9,27.9,53.3
Bad Ragaz,23.06.2023,153,,,966.1,0.1,89,18.5,15.7,23.5,76.5
Bad Ragaz,25.06.2023,348,,,960.7,0,813,22.1,14.5,29,56.4
Bad Ragaz,08.07.2023,236,,,962.8,0,382,24.1,19.3,29.3,49.2
Bad Ragaz,09.07.2023,327,,,963.9,0,643,25.6,18.9,33.7,49.4
Bad Ragaz,10.07.2023,283,,,964.1,0,528,25.6,20.7,32,54.6
Bad Ragaz,11.07.2023,326,,,959.6,10.4,726,27.6,19,36,51.8
Bad Ragaz,15.07.2023,330,,,956.2,0,760,27.3,19.5,33.3,42.6
Bad Ragaz,17.07.2023,291,,,963.3,0,534,22.6,17.5,27.8,67.4
Bad Ragaz,30.07.2023,213,,,959.7,3.3,315,19,13.9,23.8,78.5
Bad Ragaz,03.08.2023,146,,,951.9,24.8,59,18.7,14.9,22.4,70.2
Bad Ragaz,04.08.2023,163,,,955.9,38.5,54,16.3,13.6,20.5,82.9
Bad Ragaz,05.08.2023,130,,,956.6,4.6,49,15,13.1,18.2,86.6
Bad Ragaz,06.08.2023,157,,,956.6,5.2,76,13.8,12,17.4,78.5
Bad Ragaz,23.08.2023,256,,,962.1,0,673,25.5,19.3,31,67.8
Bad Ragaz,25.08.2023,170,,,957.6,27.5,355,22.7,17.5,28,71.2
Bad Ragaz,08.09.2023,226,,,961.5,0,592,22.4,17.9,27.5,72.8
Bad Ragaz,14.09.2023,190,,,962.6,1.1,338,18.5,15.7,22.7,82.1
Bad Ragaz,18.09.2023,30,,,957.2,14.4,0,17.9,14.2,22.5,78.3
Bad Ragaz,22.09.2023,16,,,952.1,59.3,0,11.6,9.8,14.6,92.2
Bad Ragaz,23.09.2023,104,,,962,0.6,23,10.6,7.3,15,84.2
Bad Ragaz,30.09.2023,147,,,968,0,346,17.7,12.3,21.8,75
Bad Ragaz,10.10.2023,128,,,965.9,0,467,16.5,12.6,22.4,69
