Station/Location,Datum,"Globalstrahlung, Tagesmittel","Gesamtschneehöhe, Morgenmessung von 6 UTC","Gesamtbewölkung, Tagesmittel","Luftdruck auf Stationshöhe (QFE), Tagesmittel","Niederschlag, Tagessumme 6 UTC - 6 UTC Folgetag","Sonnenscheindauer, Tagessumme","Lufttemperatur 2 m über Boden, Tagesmittel","Lufttemperatur 2 m über Boden, Tagesminimum","Lufttemperatur 2 m über Boden, Tagesmaximum","Relative Luftfeuchtigkeit 2 m über Boden, Tagesmittel"
St. Gallen,17.04.2024,73,0,,920.4,12.9,30,2.3,0.3,4.3,89.3
St. Gallen,18.04.2024,135,3,,925.5,4.1,136,1.8,-0.1,4.5,87.6
St. Gallen,20.04.2024,113,0,,927.5,7.7,89,2.1,0,4.4,88.9
St. Gallen,28.04.2024,201,0,,924.8,0,241,13.1,7.4,18.1,54.4
St. Gallen,29.04.2024,283,0,,929.7,0,655,13.4,6.3,19.3,60.2
St. Gallen,08.05.2024,106,0,,932.8,1.8,7,9,7.7,11.3,90.4
St. Gallen,12.05.2024,314,0,,927.7,0.7,783,16.3,11.1,21.2,55.2
St. Gallen,15.05.2024,116,0,,917.6,0,12,13.1,11.4,15.5,82.5
St. Gallen,02.06.2024,107,0,,929,26.9,15,12,9.6,15.6,91.6
St. Gallen,05.06.2024,298,0,,926.9,11.1,605,17.2,13.7,21.3,69.6
St. Gallen,06.06.2024,265,0,,928.7,4.6,393,17.7,12.4,22.4,71.4
St. Gallen,09.06.2024,144,0,,920.5,21,48,15.3,13,18.9,88.7
St. Gallen,11.06.2024,62,0,,926.3,0.5,0,8.9,7.6,11.9,90.1
St. Gallen,14.06.2024,160,0,,924.7,8.9,69,14.6,11.9,18.4,70.3
St. Gallen,18.06.2024,330,0,,926.5,0,766,21.9,12.4,28.6,51.3
St. Gallen,25.06.2024,291,0,,924.4,3,657,17.8,13.3,23.8,81.2
St. Gallen,02.07.2024,139,0,,927.7,4.5,54,13.4,11.1,17,80.4
St. Gallen,17.07.2024,180,0,,932.8,0,106,17.7,15.3,20.9,71.9
St. Gallen,18.07.2024,326,0,,932.5,0,714,19.3,13.8,24.4,76.5
St. Gallen,22.07.2024,153,0,,930.5,7.4,54,18.5,16.9,21.4,81.4
St. Gallen,26.07.2024,297,0,,926,0,711,20.8,16.7,25,67.7
St. Gallen,12.08.2024,291,0,,927.6,0.1,758,24,18.8,29.1,66.6
St. Gallen,14.08.2024,256,0,,926.5,0,605,21.8,17.9,26.4,65.9
St. Gallen,22.08.2024,265,0,,927.3,0,754,16.3,10.6,21.8,76.1
St. Gallen,07.09.2024,246,0,,924.3,0,714,19.9,14.2,24.8,68.3
St. Gallen,08.09.2024,48,0,,923.4,28.2,85,16.3,12.1,21.6,86.4
St. Gallen,14.09.2024,76,0,,936.7,0.6,1,7.1,5,9.4,86.2
St. Gallen,15.09.2024,191,0,,934.9,0,448,7.6,4.4,11.1,76.9
St. Gallen,16.09.2024,37,0,,932.6,19.4,0,7.1,6.3,7.9,88.3
St. Gallen,17.09.2024,87,0,,930.8,1.8,94,9.7,7.4,13.7,89.8
St. Gallen,19.09.2024,162,0,,928.4,0,368,12.6,9.3,17.9,83.3
St. Gallen,22.09.2024,153,0,,927.1,0,372,14.9,12,18.6,70.8
St. Gallen,24.09.2024,150,0,,922.3,0.1,355,13,10.2,15.8,71.7
St. Gallen,17.01.2024,18,19,,906.6,10.9,1,6.2,-0.3,11.1,79.8
St. Gallen,18.01.2024,25,0,,908.6,20.5,4,4.5,-3.3,9.3,82.6
St. Gallen,19.01.2024,65,16,,928.1,0.8,193,-4.9,-7.9,-3.3,84.3
St. Gallen,21.01.2024,67,14,,937.6,0,188,-0.1,-7,5.8,50
St. Gallen,27.01.2024,86,0,,943,0,388,3.1,0.5,5.2,90.7
St. Gallen,29.01.2024,96,0,,940,0,432,6.8,2.5,9.5,38.9
St. Gallen,02.02.2024,51,0,,941.9,0,28,6.4,3.5,9.4,68.4
St. Gallen,06.02.2024,94,0,,930.2,0,459,6,1.9,11.4,63.7
St. Gallen,09.02.2024,40,0,,905.5,0,1,8.1,6.7,10.1,82.4
St. Gallen,22.02.2024,31,0,,913.5,14.7,0,8,3.5,10.6,75.7
St. Gallen,25.02.2024,158,0,,914.1,0,560,4.9,0.1,9.2,59.3
St. Gallen,29.02.2024,57,0,,922.8,4.4,36,4.3,3,6.9,91.9
St. Gallen,03.03.2024,101,0,,910.3,0,191,10.9,5.2,13.5,35.2
St. Gallen,07.03.2024,70,6,,926.9,0,110,1.5,-0.2,3.1,91.4
St. Gallen,24.03.2024,117,3,,921.3,5.2,167,1.7,-0.2,3.8,82.3
St. Gallen,03.04.2024,104,0,,923.3,1.2,45,8.6,5.4,10.8,63.7
St. Gallen,05.04.2024,229,0,,928.3,0,528,15.7,10.4,20.9,48.4
St. Gallen,06.04.2024,258,0,,929.5,0,691,17.7,12,23.8,42.2
St. Gallen,14.04.2024,275,0,,932.6,0,726,19.5,15,24.7,41.3
St. Gallen,15.04.2024,115,0,,922.8,16.6,128,14.5,9.5,18.9,59.7
St. Gallen,16.04.2024,132,0,,920.8,3.7,130,4.2,0.8,7.8,74.9
St. Gallen,19.04.2024,99,0,,925.7,6,1,2.9,1.5,5.2,81.1
St. Gallen,23.04.2024,44,19,,923.7,3.5,0,0.1,-0.7,1.1,94.3
St. Gallen,24.04.2024,177,11,,920.8,3,154,1.8,0.5,4.4,81.9
St. Gallen,04.05.2024,268,0,,925.2,0,573,10.8,6.2,15.3,73.1
St. Gallen,05.05.2024,192,0,,923.5,0.1,174,14.1,10.6,18.6,64.1
St. Gallen,16.05.2024,224,0,,917.2,46.4,372,11.9,7.6,17.3,76.3
St. Gallen,21.05.2024,88,0,,920.2,6.7,0,11.9,10.6,15.2,84.3
St. Gallen,28.05.2024,192,0,,931,0,244,11.9,9.3,16.1,72.3
St. Gallen,31.05.2024,34,0,,921.8,79.9,0,8.2,7.6,9.3,93.1
St. Gallen,03.06.2024,31,0,,928.2,24.8,0,11.8,11,13.2,97.1
St. Gallen,04.06.2024,284,0,,926.1,0,586,14.5,9.2,19.1,79.9
St. Gallen,16.06.2024,325,0,,924.1,0.1,558,15.5,10.7,20.7,71.3
St. Gallen,23.06.2024,111,0,,929.3,0,4,13.1,10.4,16.3,88.8
St. Gallen,27.06.2024,169,0,,925.8,8.2,252,20.5,17.3,25.2,69.1
St. Gallen,30.06.2024,115,0,,925,5.4,25,17.2,14,20.2,83.9
St. Gallen,03.07.2024,113,0,,924.1,5.1,31,12.3,10.5,15.8,86.5
St. Gallen,04.07.2024,192,0,,925.3,0,141,15.7,11,19.5,66.9
St. Gallen,05.07.2024,277,0,,926.2,0,464,17.9,14.4,21.8,73.2
St. Gallen,07.07.2024,100,0,,927.2,2.6,11,12.7,9.8,15.2,91
St. Gallen,08.07.2024,330,0,,929.3,0,730,18,12.6,23.1,74.8
St. Gallen,09.07.2024,348,0,,928.8,2.9,876,22.6,16.8,27.5,65.1
St. Gallen,10.07.2024,246,0,,930.3,5.8,405,20.7,17.4,23.9,75.9
St. Gallen,11.07.2024,231,0,,929.6,1,318,20.2,17.3,24.5,84.1
St. Gallen,16.07.2024,175,0,,929,0,136,18.6,15.9,21.8,78.5
St. Gallen,25.07.2024,319,0,,927.1,0,730,18.1,13.3,22.6,75.5
St. Gallen,28.07.2024,122,0,,934.9,1.8,111,18,15.9,21.4,85.8
St. Gallen,30.07.2024,316,0,,930.4,0,814,22.8,17.4,28,71.7
St. Gallen,07.08.2024,163,0,,927.1,3,282,19.7,16.6,22.5,73.3
St. Gallen,10.08.2024,303,0,,933.9,0,821,21.7,17.5,26.1,69.7
St. Gallen,11.08.2024,301,0,,931.7,0,798,22.7,17.6,28,72.6
St. Gallen,15.08.2024,285,0,,930.2,0,789,20.9,16,25.5,75.7
St. Gallen,16.08.2024,234,0,,929.8,2,514,22,18.2,25.6,76.2
St. Gallen,23.08.2024,280,0,,927.5,0,771,20.9,15.2,26,56.2
St. Gallen,25.08.2024,59,0,,933.1,5,0,14.9,12.5,21.1,88.6
St. Gallen,27.08.2024,151,0,,931.3,0,292,15.8,12.1,20,88.4
St. Gallen,31.08.2024,235,0,,930.4,0,639,21.6,17.3,26.4,73.9
St. Gallen,02.09.2024,193,0,,927,0,379,18.5,14.9,21.7,81
St. Gallen,13.09.2024,68,0,,930.1,9.4,28,6.3,5,9.2,89
St. Gallen,20.09.2024,215,0,,930.5,0,681,13.5,9.6,18.3,82.2
St. Gallen,26.09.2024,48,0,,916,7.9,0,14,11.4,17,82.6
St. Gallen,28.09.2024,40,0,,930.2,18.8,0,7.9,6,10.5,88.2
Bad Ragaz,20.01.2024,83,,,970.4,0,388,-1.6,-4.7,1.6,52.5
Bad Ragaz,25.01.2024,23,,,971.1,3.6,1,8.9,6.8,11.9,88.3
Bad Ragaz,03.02.2024,101,,,972.3,0,429,6.7,3.4,12.6,71.1
Bad Ragaz,12.02.2024,71,,,950,0.1,54,6.8,4.4,9.6,77.3
Bad Ragaz,13.02.2024,119,,,962.3,0,390,6.7,3.5,12.4,65.2
Bad Ragaz,17.02.2024,36,,,971.8,0.1,0,9.8,8.4,12.4,86.6
Bad Ragaz,26.02.2024,65,,,943.6,2.3,5,9.2,6.8,12.4,49.7
Bad Ragaz,27.02.2024,52,,,952.3,0.2,0,6.6,4.9,8.6,81.5
Bad Ragaz,02.03.2024,145,,,946.6,0,352,10,4.2,16.2,63.8
Bad Ragaz,04.03.2024,96,,,951.9,0,197,7.8,5.1,12.2,75.5
Bad Ragaz,05.03.2024,26,,,957.1,21.4,0,5.8,4,7.3,84.2
Bad Ragaz,09.03.2024,145,,,945.8,0,310,11.4,7.2,15.3,37.6
Bad Ragaz,18.03.2024,28,,,960.3,17.7,0,8,5.2,9.9,89.2
Bad Ragaz,26.03.2024,218,,,938.3,0,390,12.3,8.2,16.8,36.9
Bad Ragaz,06.04.2024,252,,,961.3,0,632,18.9,11.1,27.4,38.9
Bad Ragaz,07.04.2024,186,,,961,0,163,19.3,13.6,25.2,35.5
Bad Ragaz,08.04.2024,184,,,955.9,0,367,21.1,14.7,26.7,28.7
Bad Ragaz,16.04.2024,97,,,952.6,1.1,48,8.1,4.5,12.8,60.5
Bad Ragaz,07.05.2024,78,,,957.8,22,0,10.7,9.4,12.3,90.6
Bad Ragaz,08.05.2024,141,,,964.2,1,2,11.5,9.1,14.6,81.5
Bad Ragaz,14.05.2024,315,,,949.9,0,641,19.4,12.4,26.2,47.1
Bad Ragaz,17.05.2024,206,,,952.2,0.8,190,13.2,9.4,18.6,77.7
Bad Ragaz,22.05.2024,202,,,956.3,0.3,140,14.1,11.3,19.7,80.4
Bad Ragaz,31.05.2024,39,,,954.2,22.9,0,9,7.3,10.8,89.9
Bad Ragaz,02.06.2024,137,,,960.8,29.7,2,13.7,10.9,17.7,86.3
Bad Ragaz,18.06.2024,321,,,958,0,664,24.4,16.9,31,40.1
Bad Ragaz,22.06.2024,228,,,959.9,9,270,14.9,11.5,21.9,83.2
Bad Ragaz,24.06.2024,337,,,958,0,714,20.6,14.2,26.3,67.2
Bad Ragaz,25.07.2024,311,,,957.3,0,695,20.5,14.7,26.2,71.3
Bad Ragaz,02.08.2024,177,,,956.2,6.4,276,21.1,16.8,26.5,76
Bad Ragaz,08.08.2024,182,,,960.1,0.1,273,20.6,17.5,25.2,77.4
Bad Ragaz,11.09.2024,114,,,953.6,12.3,150,13.9,8.3,17.3,82.7
Bad Ragaz,14.09.2024,41,,,968.6,0.5,0,8,4.8,9.8,86.4
Bad Ragaz,18.09.2024,217,,,960.8,0,606,13.3,7.2,19,75.2
Bad Ragaz,20.09.2024,205,,,961.7,0,579,16.4,11.7,22,62.4
Säntis,11.01.2024,78,398,,752.1,0,520,-5,-6.8,-2.7,46.6
Säntis,13.01.2024,85,395,,750.6,0,525,-5.1,-6.6,-3.3,12
Säntis,18.01.2024,22,423,,732.7,26.2,0,-4.5,-12,-0.1,98.8
Säntis,19.01.2024,99,437,,742.7,0,382,-15.6,-17.4,-11.9,56.4
Säntis,20.01.2024,88,438,,752.2,0,537,-10,-16.6,-3.5,22.5
Säntis,21.01.2024,73,438,,757.1,0,376,-4.2,-6,-1,19.3
Säntis,22.01.2024,39,438,,754.6,55.2,35,-1.3,-5.7,2.1,62.1
Säntis,11.02.2024,44,470,,731.6,14.6,0,-6.6,-7.7,-3,99.9
Säntis,13.02.2024,125,485,,749.6,0,452,-6.4,-9.5,-4.2,59.2
Säntis,14.02.2024,79,480,,754.8,0,34,-2.9,-5.5,-0.4,71
Säntis,15.02.2024,115,480,,754.8,0,447,2.5,-1.4,5.8,30
Säntis,17.02.2024,69,482,,760.5,0.7,0,-1.2,-2.7,-0.4,98.2
Säntis,23.02.2024,49,515,,732.5,2.4,3,-9.4,-11,-6.4,89
Säntis,28.02.2024,114,520,,749.7,0,103,-1.4,-2.6,0,71.7
Säntis,11.03.2024,171,565,,740.5,2.2,300,-6.7,-7.9,-5.4,93.4
Säntis,12.03.2024,89,568,,747.4,50.2,0,-7,-7.9,-6,99.1
Säntis,15.03.2024,88,600,,750.3,28.2,0,-1.9,-4.6,-1,97.1
Säntis,16.03.2024,77,610,,752.5,14.2,0,-3.6,-4.6,-3,99.8
Säntis,23.03.2024,95,575,,744.4,69.2,10,-6,-10.3,-0.6,91.7
Säntis,13.04.2024,281,555,,764.7,0,710,6.9,5.2,8.1,41.2
Säntis,18.04.2024,228,590,,744.2,6.9,91,-9,-11.3,-7.1,84.2
Säntis,20.04.2024,171,630,,745.9,17.3,0,-9.8,-10.7,-6.7,95.2
Säntis,26.04.2024,289,690,,742,0,414,-4.8,-7.8,-2.1,73.6
Säntis,02.05.2024,247,592,,741.9,23.1,404,0.6,-3.6,3.3,82.3
Säntis,07.05.2024,153,580,,749.7,7.9,0,-1.2,-2.2,-0.3,99.8
Säntis,08.05.2024,239,588,,754.8,0.2,0,-1.7,-2.6,-0.4,98.6
Säntis,09.05.2024,322,585,,756.5,0,580,0.6,-2.3,3.4,86.7
Säntis,15.05.2024,198,560,,745.6,0,83,2.4,0.6,3.9,84.4
Säntis,19.05.2024,244,545,,749.9,1.2,149,1.2,-0.6,3.7,91.2
Säntis,27.05.2024,174,520,,755.3,14.7,120,2.9,-0.8,5.7,93
Säntis,05.06.2024,254,540,,754.4,2.2,323,4.5,2.1,7.3,93.6
Säntis,10.06.2024,193,475,,748,11.8,32,2,0.2,3.8,99.1
Säntis,17.06.2024,286,425,,755.7,0,358,6.9,3.9,9,82
Säntis,24.06.2024,308,330,,755.9,0,489,7,3.6,9.3,89.1
Säntis,26.06.2024,271,310,,753.9,5.6,429,7.4,5.9,10.1,86.2
Säntis,27.06.2024,150,300,,755.7,15.7,7,8.4,6.5,10,99.7
Säntis,10.07.2024,297,170,,760.2,3.5,450,10.5,8.6,13,87.4
Säntis,12.07.2024,166,140,,755,34.9,94,8.4,3.8,12.2,85
Säntis,13.07.2024,242,130,,753.1,0.3,2,4.9,3.4,6.7,98.1
Säntis,18.07.2024,350,75,,761.9,0,740,11.9,10.2,15.5,73.5
Säntis,30.07.2024,332,5,,762.6,0,803,14.6,10.8,18,44
Säntis,05.08.2024,292,0,,756.9,0,608,9.3,7,12.1,74.9
Säntis,08.08.2024,138,0,,758.6,14.5,10,8.4,7.3,9.4,99
Säntis,09.08.2024,309,0,,761,0.2,684,9.5,7.5,11.5,83.6
Säntis,11.08.2024,283,0,,763.6,0,617,15.4,13.7,18.6,68.6
Säntis,15.08.2024,289,0,,760.6,0,722,12.2,9.6,16.2,73.5
Säntis,19.08.2024,180,0,,755.5,0,89,5.4,1.7,11.2,91.8
Säntis,23.08.2024,295,0,,758.5,0,750,12.1,9.7,15,59.7
Säntis,26.08.2024,234,0,,759,0,457,8.1,6.4,10.5,81.8
Säntis,29.08.2024,260,0,,762.3,0,582,11.7,10.1,15.4,71.9
Säntis,04.09.2024,185,0,,756.4,0,360,9,7.9,11.3,83
Säntis,06.09.2024,253,0,,753.5,0,600,8.7,5.5,11.7,79.1
Säntis,08.09.2024,61,0,,752.7,27.8,35,7.5,2.1,10.6,85.1
Säntis,11.09.2024,100,0,,748.3,6,180,1.2,-4.2,3.6,80.7
Säntis,14.09.2024,113,42,,756.3,5.2,0,-4.6,-6.2,-3.3,99.8
Säntis,18.09.2024,238,40,,755.3,0,711,3.8,2.5,5.1,50.9
Säntis,29.09.2024,189,14,,756.2,0,503,-1.6,-6,1.5,61.3
Bad Ragaz,03.01.2024,67,,,948.6,8.2,363,6.9,4.1,10.6,74
Bad Ragaz,05.01.2024,20,,,947.9,12.8,0,4.7,2.7,7.1,76
Bad Ragaz,06.01.2024,9,,,949.6,5.4,0,2.9,2,3.7,90.3
Bad Ragaz,07.01.2024,16,,,953.2,3.9,0,1.5,0.2,2.6,88
Bad Ragaz,08.01.2024,12,,,960,0,0,-1.6,-3,0.3,77.5
Bad Ragaz,09.01.2024,18,,,964,0,0,-1.9,-2.6,-0.9,78.9
Bad Ragaz,10.01.2024,56,,,965.7,0,336,-2,-4.3,1.1,87.6
Bad Ragaz,14.01.2024,75,,,954.3,1.9,378,-0.1,-2.6,4,66.6
Bad Ragaz,18.01.2024,24,,,940.4,3.9,0,5.7,0.2,9.6,83.7
Bad Ragaz,22.01.2024,35,,,966.5,8.5,0,4.5,-0.3,10.9,58
Bad Ragaz,26.01.2024,36,,,972.1,7.5,67,8,6.6,9.5,88.5
Bad Ragaz,27.01.2024,86,,,976.2,0,364,6.5,4,10.9,77
Bad Ragaz,28.01.2024,91,,,974.2,0,404,5.6,1.5,12,56.8
Bad Ragaz,31.01.2024,56,,,975.2,0,80,4.9,2.1,10.1,67.4
Bad Ragaz,01.02.2024,20,,,973.7,5.3,0,4.3,1.3,5.8,85.2
Bad Ragaz,04.02.2024,102,,,971.1,0,416,4,0.5,8.5,85.9
Bad Ragaz,05.02.2024,107,,,968.2,0,433,5.3,1.5,8.1,76.2
Bad Ragaz,10.02.2024,82,,,931,1.6,145,13.1,10.6,18,46.1
Bad Ragaz,11.02.2024,40,,,940,0.6,0,6.7,5,10.9,80.6
Bad Ragaz,14.02.2024,121,,,966,0,385,8,3.2,14,50.4
Bad Ragaz,15.02.2024,101,,,961.9,0,314,10.5,5.2,16.7,50.8
Bad Ragaz,19.02.2024,75,,,970.5,10.4,71,8.6,6.6,12.1,80.8
Bad Ragaz,07.03.2024,164,,,959.4,0,464,5.3,1.3,10,76.9
Bad Ragaz,12.03.2024,82,,,959.9,15.3,50,7.1,5.2,10.6,79.2
Bad Ragaz,13.03.2024,60,,,961.8,9.5,0,5.9,2.6,9.3,87.5
Bad Ragaz,16.03.2024,111,,,964.2,2.6,79,9.4,6.4,13.9,82.6
Bad Ragaz,28.03.2024,51,,,940.8,0.3,0,6.2,4.3,9.3,74.2
Bad Ragaz,03.04.2024,115,,,955.7,0,39,10.2,6,15.5,63.7
Bad Ragaz,14.04.2024,267,,,964.2,0,685,18.5,11.6,25.6,47.3
Bad Ragaz,17.04.2024,137,,,952.7,0.8,50,5.4,2.8,8.2,78.6
Bad Ragaz,23.04.2024,103,,,955.7,2,4,3.3,2,4.9,83.9
Bad Ragaz,27.04.2024,306,,,953.1,0,639,14.2,9.1,18.3,39.3
Bad Ragaz,30.04.2024,220,,,957.2,0,319,19.5,13.5,26.6,34.9
Bad Ragaz,02.05.2024,176,,,945.4,3.5,181,14.8,9.7,21.9,57.8
Bad Ragaz,09.05.2024,320,,,964.7,0,603,14.4,9.8,19.4,70.8
Bad Ragaz,18.05.2024,209,,,954.9,0,183,15.4,10.4,20.4,62.5
Bad Ragaz,24.05.2024,239,,,960.5,6.6,314,13.6,9.4,21.1,77.8
Bad Ragaz,26.05.2024,310,,,961.1,0,521,16.9,9.9,23.5,61.5
Bad Ragaz,03.06.2024,67,,,959.9,16.4,0,13.3,12.1,14.4,94.1
Bad Ragaz,04.06.2024,336,,,956.9,0.1,650,17.5,12.6,22.8,76.2
Bad Ragaz,05.06.2024,307,,,957.9,2.2,520,18.8,13.2,24.9,72.9
Bad Ragaz,13.06.2024,367,,,959.3,0,752,15.5,10.8,20.4,62.8
Bad Ragaz,17.06.2024,281,,,958.1,0,458,19.4,13.6,25,68.8
Bad Ragaz,21.06.2024,89,,,959.5,36.4,75,18.2,13.4,22.7,79.1
Bad Ragaz,01.07.2024,115,,,958.7,9.2,82,17,14.8,21.5,82.5
Bad Ragaz,03.07.2024,162,,,955.4,6.1,57,14.7,12.4,19.3,84.8
Bad Ragaz,04.07.2024,258,,,956.6,0,332,17.4,11.9,24,71.8
Bad Ragaz,15.07.2024,320,,,956,8.7,700,23.2,17.1,29.4,66.2
Bad Ragaz,17.07.2024,222,,,963.2,0,100,20.5,16.6,24.4,68.5
Bad Ragaz,21.07.2024,209,,,954.1,6.5,327,21.6,17.6,27.6,74.8
Bad Ragaz,06.08.2024,284,,,955.7,0,603,22.8,17.3,28.6,70.5
Bad Ragaz,10.08.2024,292,,,964,0,733,23.2,16.9,29.4,71.8
Bad Ragaz,17.08.2024,218,,,956.9,4.1,260,21.7,18.3,25.9,83.8
Bad Ragaz,24.08.2024,261,,,957.3,0,695,25.6,15.6,32.8,52.3
Bad Ragaz,27.08.2024,262,,,961.8,0,669,19.4,12.5,24,77
Bad Ragaz,28.08.2024,254,,,961,0,664,22.2,17.6,27.5,64.9
Bad Ragaz,04.09.2024,164,,,957,0,217,20.1,15,25.2,76.5
Bad Ragaz,07.09.2024,236,,,955.3,0,594,24.1,16.8,30.3,42.6
Bad Ragaz,09.09.2024,67,,,953.4,11.1,0,14.7,13.5,16.2,92.4
Bad Ragaz,13.09.2024,34,,,961.8,33.3,0,6.9,5.8,8.3,89.5
Bad Ragaz,15.09.2024,211,,,966.8,0,502,9.1,2.9,15.1,76.1
Bad Ragaz,16.09.2024,59,,,964.8,10.6,0,8.5,6.8,10.3,89.1
Bad Ragaz,17.09.2024,136,,,962.5,0.3,142,11.4,7.9,16.1,85.5
Säntis,03.01.2024,44,350,,738.9,48.4,355,-5.3,-6.5,-2.9,95.3
Säntis,08.01.2024,73,398,,742.9,0,386,-8.2,-12.9,-3.9,81.3
Säntis,12.01.2024,81,398,,753.4,0,523,-6.4,-8,-4.8,36.2
Säntis,14.01.2024,84,395,,741.8,11.7,462,-6.6,-8.1,-5.2,41.9
Säntis,17.01.2024,19,417,,733.5,21.8,0,-2,-5.3,-0.1,97.1
Säntis,24.01.2024,26,450,,759.2,34.6,0,-0.1,-1.3,1.3,99.4
Säntis,25.01.2024,28,453,,759.2,30.1,0,-1.9,-3.2,-0.8,99.9
Säntis,29.01.2024,89,460,,763.3,0,505,3.6,2.1,5.2,22
Säntis,31.01.2024,75,460,,762.1,0.2,302,-2.4,-3.2,-1.6,75.2
Säntis,02.02.2024,59,473,,761.1,0,8,-4.8,-7.3,-0.9,65.6
Säntis,21.02.2024,120,500,,752.5,1.4,390,-2.4,-6,-0.5,61.4
Säntis,24.02.2024,140,515,,736.7,1.9,338,-9.1,-10.2,-8,88.9
Säntis,25.02.2024,160,520,,737.4,0,607,-8.1,-9.7,-5.7,77.5
Säntis,27.02.2024,96,520,,742.5,0,75,-4.2,-6,-1.7,88.8
Säntis,29.02.2024,160,520,,746.8,3.5,604,-1.2,-2,-0.2,68.3
Säntis,04.03.2024,179,520,,742.9,0.2,648,-3.7,-5.2,-2.4,66
Säntis,13.03.2024,114,600,,749.9,38,2,-3.6,-5.9,-1.4,95.5
Säntis,22.03.2024,213,580,,753.9,0,586,-0.5,-7.1,2.4,36.4
Säntis,02.04.2024,105,588,,745.9,1,59,-6,-7.9,-3.9,95.3
Säntis,03.04.2024,110,585,,746.7,16.8,4,-3.3,-5.7,-0.2,90.4
Säntis,06.04.2024,259,580,,758.5,0,682,8.1,5.4,10.1,20.7
Säntis,16.04.2024,101,540,,741,42.6,0,-7.6,-9,-3.5,100
Säntis,22.04.2024,195,660,,743.9,3.1,0,-11,-12.3,-9.9,99.5
Säntis,10.05.2024,366,585,,756.7,0,807,3.2,1.9,4.8,60.7
Säntis,14.05.2024,327,565,,747.8,0,646,4.5,3.1,6.9,67.4
Säntis,16.05.2024,247,555,,744,45,339,0.6,-2.5,3.4,91.1
Säntis,20.05.2024,301,540,,749.2,12,527,3.6,1.6,6.3,82
Säntis,21.05.2024,98,535,,746.4,32.2,0,0.2,-0.8,3.8,98.5
Säntis,26.05.2024,299,525,,755.9,0.3,540,2.9,0.6,4.7,76
Säntis,30.05.2024,148,505,,746.1,42.5,44,0.9,-2.1,2.6,99.1
Säntis,06.06.2024,299,535,,756.7,5.8,487,5.5,3.8,8.7,88.1
Säntis,11.06.2024,137,470,,749.8,0.9,0,-1.1,-3.6,0.6,96.5
Säntis,15.06.2024,189,440,,749.7,5.1,7,3,1.1,5.3,96.4
Säntis,22.06.2024,158,350,,753.7,15.6,95,2,-0.8,6,98.2
Säntis,25.06.2024,262,320,,754.6,20,527,9.2,5.7,12.1,72.2
Säntis,29.06.2024,218,290,,758.1,11.7,431,13.2,8.2,16,57.6
Säntis,01.07.2024,180,265,,754.2,19,4,4.1,2.2,5.6,99.3
Säntis,03.07.2024,130,250,,749.5,20.4,0,1,-1.2,2.3,99.3
Säntis,05.07.2024,350,215,,755,0,602,7.6,3.5,11.3,83.9
Säntis,06.07.2024,223,210,,752.5,31.4,401,8,3.3,12.8,82.8
Säntis,08.07.2024,331,195,,757.8,0,546,8.6,5.3,11.5,90.2
Säntis,21.07.2024,224,30,,754.7,43.9,289,9.7,6.9,12.9,88.5
Säntis,23.07.2024,247,15,,760,20.3,155,7.6,6.7,8.9,97.8
Säntis,28.07.2024,131,10,,762.9,3.6,52,9.9,8.9,10.9,97.4
Säntis,01.08.2024,126,0,,757.2,7.7,135,10.1,8.1,12.1,87.7
Säntis,02.08.2024,202,0,,755.7,20.3,179,8.2,6.6,10.8,92.5
Säntis,12.08.2024,289,0,,760.2,0.8,633,13.9,10.6,17.5,73.6
Säntis,14.08.2024,264,0,,757.7,0.7,626,11.5,8.8,15.3,67.8
Säntis,18.08.2024,49,0,,752.7,47.2,0,5.7,1.9,8.4,98.5
Säntis,22.08.2024,289,0,,756.6,0,715,10,7.2,14.1,67.3
Säntis,24.08.2024,291,0,,759.3,8.8,747,13.2,8.4,17.1,64.9
Säntis,25.08.2024,176,0,,759.5,6.6,151,7.8,6.4,9.7,94.6
Säntis,31.08.2024,245,0,,761.8,0,534,13,11.6,17.3,66.1
Säntis,01.09.2024,245,0,,759.3,9,469,12.1,8.5,16.6,57.8
Säntis,13.09.2024,73,23,,750.4,13,0,-5.2,-6.1,-4.3,96.2
Säntis,16.09.2024,105,45,,753.9,3,0,-2.7,-4.6,0.1,89.5
Säntis,22.09.2024,170,20,,754.9,0,493,4.8,3.5,7.1,69.9
Säntis,01.01.2024,26,345,,743.6,1.7,225,-9,-9.5,-8.6,91.4
St. Gallen,04.01.2024,52,0,,919.7,0.2,226,5.3,3,7.4,70.9
Säntis,09.01.2024,71,398,,748,0.1,348,-5.6,-8.2,-3.3,77
St. Gallen,15.01.2024,10,25,,916.9,0,0,-1.3,-3,1.9,78.1
Säntis,10.01.2024,74,398,,750.5,0,483,-7.1,-9.3,-4.6,69.7
St. Gallen,23.01.2024,38,0,,939.5,1.9,32,5.2,2.9,9.3,73.3
Säntis,15.01.2024,26,400,,734.7,5.5,0,-11.8,-14,-5.4,98.2
St. Gallen,28.01.2024,99,0,,940.4,0,436,3.8,0.2,7.8,62.5
Säntis,16.01.2024,75,410,,737.7,7.9,459,-9.6,-13.6,-3.2,62.5
St. Gallen,31.01.2024,73,0,,941.8,0,224,6.9,4.5,9,54.3
Säntis,28.01.2024,93,460,,762.7,0,394,1.1,-1,2.9,9.8
