Station/Location,Datum,"Globalstrahlung, Tagesmittel","Gesamtschneehöhe, Morgenmessung von 6 UTC","Gesamtbewölkung, Tagesmittel","Luftdruck auf Stationshöhe (QFE), Tagesmittel","Niederschlag, Tagessumme 6 UTC - 6 UTC Folgetag","Sonnenscheindauer, Tagessumme","Lufttemperatur 2 m über Boden, Tagesmittel","Lufttemperatur 2 m über Boden, Tagesminimum","Lufttemperatur 2 m über Boden, Tagesmaximum","Relative Luftfeuchtigkeit 2 m über Boden, Tagesmittel"
St. Gallen,2024-07-19,256.0,0.0,,930.5,0.0,504.0,21.5,17.0,25.8,71.5
St. Gallen,2024-07-27,280.0,0.0,,927.8,2.6,446.0,23.2,18.4,27.2,63.9
St. Gallen,2024-07-29,313.0,0.0,,933.6,0.0,753.0,19.3,14.4,24.3,78.5
St. Gallen,2024-08-04,219.0,0.0,,928.4,0.0,355.0,18.9,15.6,22.0,73.1
St. Gallen,2024-08-06,312.0,0.0,,925.6,0.0,803.0,21.1,16.3,25.7,70.5
St. Gallen,2024-08-13,282.0,0.0,,924.8,8.2,735.0,22.7,17.2,28.3,64.3
St. Gallen,2024-08-17,118.0,0.0,,926.9,3.3,64.0,19.7,17.8,21.9,85.6
St. Gallen,2024-08-19,122.0,0.0,,928.8,1.1,36.0,14.3,11.9,16.6,88.9
St. Gallen,2024-08-28,259.0,0.0,,930.6,0.0,742.0,20.2,14.8,25.6,70.9
St. Gallen,2024-09-01,212.0,0.0,,928.0,0.1,492.0,20.9,16.1,25.7,75.4
St. Gallen,2024-09-05,117.0,0.0,,920.3,4.1,179.0,17.9,14.1,25.5,85.7
St. Gallen,2024-09-10,137.0,0.0,,926.4,3.7,203.0,13.0,10.2,16.7,88.0
St. Gallen,2024-09-11,85.0,0.0,,922.8,17.7,138.0,11.0,5.0,13.8,82.7
St. Gallen,2024-09-23,77.0,0.0,,923.3,14.1,75.0,13.5,10.3,16.4,86.2
St. Gallen,2024-09-25,151.0,0.0,,921.8,6.3,355.0,13.3,9.6,16.1,75.2
St. Gallen,2024-09-27,76.0,0.0,,919.4,7.2,172.0,12.3,9.4,15.9,72.5
Bad Ragaz,2024-01-23,52.0,,,973.3,3.7,98.0,5.4,3.7,8.9,83.3
Bad Ragaz,2024-01-30,78.0,,,974.5,0.0,339.0,5.1,2.1,9.3,66.8
Bad Ragaz,2024-02-09,31.0,,,936.8,0.0,0.0,13.9,12.6,16.0,42.4
Bad Ragaz,2024-02-16,105.0,,,961.5,0.3,344.0,11.6,6.1,17.2,60.2
Bad Ragaz,2024-02-22,53.0,,,945.9,5.5,3.0,12.5,6.2,15.5,43.2
Bad Ragaz,2024-02-24,72.0,,,948.0,0.5,42.0,2.7,0.3,5.3,79.9
Bad Ragaz,2024-03-10,47.0,,,939.3,1.3,0.0,9.9,4.0,14.2,60.6
Bad Ragaz,2024-03-11,185.0,,,949.6,0.8,462.0,7.5,1.9,13.8,71.7
Bad Ragaz,2024-03-14,186.0,,,958.5,0.0,551.0,10.2,4.9,17.5,67.6
Bad Ragaz,2024-03-27,58.0,,,932.6,5.0,41.0,9.1,4.0,14.9,69.0
Bad Ragaz,2024-03-31,169.0,,,941.9,11.7,260.0,13.3,9.2,17.0,53.3
Bad Ragaz,2024-04-04,168.0,,,959.4,0.0,185.0,12.8,6.9,18.5,64.9
Bad Ragaz,2024-04-09,82.0,,,959.1,17.7,54.0,11.6,5.6,21.1,64.6
Bad Ragaz,2024-04-11,258.0,,,973.9,0.0,658.0,10.7,4.9,16.9,70.2
Bad Ragaz,2024-04-13,268.0,,,970.0,0.0,652.0,17.3,10.5,24.6,55.1
Bad Ragaz,2024-04-15,113.0,,,954.0,1.8,62.0,15.8,12.5,19.4,60.1
Bad Ragaz,2024-04-18,208.0,,,958.0,1.8,247.0,4.4,1.8,8.4,82.8
Bad Ragaz,2024-04-19,81.0,,,959.1,19.2,0.0,4.7,2.7,7.5,82.9
Bad Ragaz,2024-04-21,98.0,,,959.8,3.6,3.0,3.4,1.9,6.7,84.8
Bad Ragaz,2024-04-26,258.0,,,950.0,0.0,502.0,10.6,2.5,16.6,48.0
Bad Ragaz,2024-05-05,216.0,,,954.9,0.0,152.0,16.1,10.5,20.3,57.8
Bad Ragaz,2024-05-13,152.0,,,956.7,1.3,58.0,16.4,13.7,21.2,74.0
Bad Ragaz,2024-05-16,244.0,,,948.3,9.3,343.0,14.3,9.1,21.7,71.2
Bad Ragaz,2024-05-21,83.0,,,952.1,6.7,0.0,13.5,11.9,17.6,85.7
Bad Ragaz,2024-05-23,139.0,,,959.4,6.4,25.0,12.4,10.0,14.9,85.4
Bad Ragaz,2024-05-30,172.0,,,951.0,13.0,138.0,14.6,10.7,20.6,84.2
Bad Ragaz,2024-06-06,249.0,,,960.1,5.7,448.0,18.6,13.8,26.0,77.4
Bad Ragaz,2024-06-10,217.0,,,951.9,0.5,252.0,16.8,14.3,21.0,73.7
Bad Ragaz,2024-06-12,246.0,,,959.1,0.1,208.0,14.4,10.0,18.9,63.8
Bad Ragaz,2024-06-15,71.0,,,954.2,11.5,0.0,15.3,13.1,19.0,81.7
Bad Ragaz,2024-06-27,222.0,,,957.4,11.4,313.0,19.7,15.9,24.6,83.2
Bad Ragaz,2024-06-28,320.0,,,960.6,0.0,636.0,23.2,16.8,29.7,72.4
Bad Ragaz,2024-06-29,162.0,,,956.0,1.0,290.0,25.8,21.0,31.5,50.7
Bad Ragaz,2024-06-30,153.0,,,955.5,5.8,50.0,19.5,16.9,23.5,82.1
Bad Ragaz,2024-07-02,163.0,,,958.8,1.8,138.0,15.7,13.0,20.8,80.1
Bad Ragaz,2024-07-05,327.0,,,957.0,0.0,602.0,20.0,13.9,25.6,71.8
Bad Ragaz,2024-07-06,194.0,,,953.2,15.9,352.0,21.2,14.5,29.2,63.6
Bad Ragaz,2024-07-09,332.0,,,959.5,0.0,795.0,23.6,17.5,30.0,63.8
Bad Ragaz,2024-07-12,131.0,,,956.4,19.5,81.0,19.2,14.6,24.6,83.4
Bad Ragaz,2024-07-14,280.0,,,957.7,0.0,537.0,19.3,12.0,25.6,68.7
Bad Ragaz,2024-07-18,318.0,,,962.6,0.0,746.0,21.8,14.9,27.5,74.1
Bad Ragaz,2024-07-23,273.0,,,962.4,8.8,450.0,21.5,17.0,26.4,74.5
Bad Ragaz,2024-07-28,181.0,,,965.0,0.1,272.0,21.1,18.1,23.9,78.7
Bad Ragaz,2024-08-03,219.0,,,957.0,0.0,373.0,20.2,16.2,25.7,79.9
Bad Ragaz,2024-08-13,245.0,,,954.9,0.0,538.0,23.9,17.8,29.8,68.8
Bad Ragaz,2024-08-19,188.0,,,959.5,0.0,108.0,16.8,13.4,21.7,80.3
Bad Ragaz,2024-08-30,233.0,,,960.7,0.0,669.0,23.3,19.2,28.6,63.5
Bad Ragaz,2024-09-05,80.0,,,950.8,1.4,53.0,19.6,16.6,24.2,75.0
Bad Ragaz,2024-09-06,228.0,,,954.7,0.0,552.0,19.4,15.3,24.4,77.1
Bad Ragaz,2024-09-10,180.0,,,957.3,0.0,274.0,15.5,12.6,19.4,83.0
Bad Ragaz,2024-09-24,149.0,,,953.8,1.2,308.0,13.3,10.1,19.0,85.1
Bad Ragaz,2024-09-25,144.0,,,953.0,0.0,268.0,16.3,9.9,21.1,60.2
Bad Ragaz,2024-09-26,95.0,,,947.3,10.3,89.0,17.8,12.6,23.7,66.1
Bad Ragaz,2024-09-28,84.0,,,962.1,6.0,48.0,9.3,7.8,12.5,86.5
St. Gallen,2024-01-02,31.0,0.0,,917.8,4.1,0.0,6.6,2.1,9.1,63.4
St. Gallen,2024-01-07,10.0,13.0,,921.5,23.3,0.0,-1.3,-3.4,-0.4,99.1
St. Gallen,2024-01-08,10.0,31.0,,927.1,0.1,0.0,-5.1,-6.3,-3.4,91.6
St. Gallen,2024-01-10,33.0,30.0,,932.1,0.0,0.0,-4.4,-6.2,-3.3,99.2
St. Gallen,2024-01-20,91.0,15.0,,935.9,0.0,419.0,-7.2,-10.1,-4.3,82.6
St. Gallen,2024-01-22,35.0,11.0,,933.0,8.6,10.0,5.4,0.3,10.6,53.5
St. Gallen,2024-02-07,62.0,0.0,,922.7,2.1,68.0,6.5,3.0,8.9,64.2
St. Gallen,2024-02-16,94.0,0.0,,929.6,1.1,199.0,11.6,8.4,14.9,62.0
St. Gallen,2024-02-17,17.0,0.0,,939.5,7.1,0.0,7.8,6.2,9.4,94.6
St. Gallen,2024-02-24,84.0,0.0,,914.9,0.1,141.0,3.1,0.6,6.1,65.4
St. Gallen,2024-03-04,63.0,0.0,,920.0,0.0,21.0,5.3,4.1,6.8,88.1
St. Gallen,2024-03-09,164.0,0.0,,912.0,0.0,402.0,7.6,-0.2,13.3,53.0
St. Gallen,2024-03-15,78.0,0.0,,926.7,9.2,87.0,10.7,5.6,13.5,66.5
St. Gallen,2024-03-20,204.0,0.0,,929.9,0.5,629.0,10.3,5.5,14.4,64.2
St. Gallen,2024-03-27,91.0,0.0,,900.9,6.0,225.0,8.1,1.9,15.5,65.6
St. Gallen,2024-03-30,123.0,0.0,,911.0,2.9,31.0,14.3,7.1,18.4,38.9
St. Gallen,2024-04-04,121.0,0.0,,927.2,0.0,133.0,12.0,8.4,15.8,61.0
St. Gallen,2024-04-07,188.0,0.0,,928.8,0.0,285.0,19.6,13.1,23.1,31.9
St. Gallen,2024-04-10,126.0,0.0,,937.6,1.1,78.0,5.2,2.9,8.4,79.7
St. Gallen,2024-04-13,270.0,0.0,,938.2,0.0,738.0,16.4,11.4,22.0,55.9
St. Gallen,2024-04-22,32.0,12.0,,926.3,8.3,0.0,0.1,-1.0,1.2,93.3
St. Gallen,2024-04-26,279.0,3.0,,917.8,0.0,652.0,7.4,2.0,12.1,59.3
St. Gallen,2024-04-30,259.0,0.0,,925.3,0.0,496.0,19.2,12.9,23.2,29.1
St. Gallen,2024-05-02,151.0,0.0,,914.4,11.8,146.0,12.3,7.2,17.2,71.1
St. Gallen,2024-05-10,337.0,0.0,,931.4,0.0,850.0,13.0,7.1,18.3,70.1
St. Gallen,2024-05-30,168.0,0.0,,919.7,16.5,207.0,12.6,9.4,16.7,86.3
St. Gallen,2024-06-08,203.0,0.0,,925.5,11.6,336.0,17.9,14.1,22.7,80.1
St. Gallen,2024-06-10,240.0,0.0,,921.1,5.4,295.0,14.4,10.8,18.8,74.4
St. Gallen,2024-06-13,281.0,0.0,,928.1,0.0,500.0,12.0,7.2,17.6,69.0
St. Gallen,2024-06-15,111.0,0.0,,922.9,1.9,25.0,13.8,11.7,19.3,77.9
St. Gallen,2024-06-20,135.0,0.0,,930.0,0.0,77.0,19.0,16.0,23.7,87.3
St. Gallen,2024-06-24,340.0,0.0,,927.5,0.0,809.0,18.0,12.0,23.6,74.1
St. Gallen,2024-06-26,263.0,0.0,,924.3,0.0,378.0,18.5,14.6,22.8,76.3
St. Gallen,2024-07-15,278.0,0.0,,925.6,29.5,467.0,21.1,16.3,26.5,66.2
St. Gallen,2024-07-21,227.0,0.0,,923.7,13.0,403.0,20.3,16.3,24.7,71.9
St. Gallen,2024-07-23,251.0,0.0,,932.1,0.6,351.0,19.5,16.2,24.3,72.1
St. Gallen,2024-08-01,144.0,0.0,,926.3,6.3,266.0,20.1,17.2,23.7,77.4
St. Gallen,2024-08-02,273.0,0.0,,925.7,2.1,538.0,20.5,16.1,25.0,74.1
St. Gallen,2024-08-03,211.0,0.0,,926.5,0.0,332.0,19.0,15.4,22.8,77.8
St. Gallen,2024-08-08,148.0,0.0,,929.6,2.0,188.0,19.2,16.1,22.5,81.2
St. Gallen,2024-08-20,185.0,0.0,,926.3,0.0,325.0,16.9,13.8,19.9,88.1
St. Gallen,2024-08-29,261.0,0.0,,931.4,0.0,736.0,22.1,18.0,26.4,59.4
St. Gallen,2024-08-30,247.0,0.0,,930.4,0.0,692.0,21.8,17.5,25.8,67.5
St. Gallen,2024-09-06,191.0,0.0,,924.2,0.0,467.0,16.5,13.0,20.6,83.7
St. Gallen,2024-09-09,73.0,0.0,,922.3,20.9,15.0,13.1,11.7,14.6,88.2
St. Gallen,2024-09-29,164.0,0.0,,933.8,0.0,453.0,8.0,4.1,11.4,83.8
