Datum,pm10_stundenmittelwerte_ug_m3,pm2_5_stundenmittelwerte_ug_m3,no2_stundenmittelwerte_ug_m3
2021-12-31 23:00:00+00:00,52.595,59.614,23.796
2022-01-01 00:00:00+00:00,85.53,58.362,22.67
2022-01-01 01:00:00+00:00,72.819,50.665,21.628
2022-01-01 02:00:00+00:00,64.542,45.385,20.943
2022-01-01 03:00:00+00:00,48.021,35.039,20.919
2022-01-01 04:00:00+00:00,43.18,31.828,20.754
2022-01-01 05:00:00+00:00,26.88,22.185,20.643
2022-01-01 06:00:00+00:00,22.823,19.334,21.104
2022-01-01 07:00:00+00:00,20.909,17.713,18.911
2022-01-01 08:00:00+00:00,21.355,17.744,17.456
2022-01-01 09:00:00+00:00,18.594,16.488,13.912
2022-01-01 10:00:00+00:00,18.636,15.987,11.736
2022-01-01 11:00:00+00:00,18.001,15.693,12.872
2022-01-01 12:00:00+00:00,20.171,16.832,17.091
2022-01-01 13:00:00+00:00,18.267,15.583,20.439
2022-01-01 14:00:00+00:00,18.353,15.573,21.881
2022-01-01 15:00:00+00:00,19.556,16.003,30.704
2022-01-01 16:00:00+00:00,16.838,14.414,33.592
2022-01-01 17:00:00+00:00,17.593,15.275,34.128
2022-01-01 18:00:00+00:00,19.785,16.383,34.171
2022-01-01 19:00:00+00:00,18.375,15.57,28.746
2022-01-01 20:00:00+00:00,19.672,16.711,31.463
2022-01-01 21:00:00+00:00,21.662,17.666,30.909
2022-01-01 22:00:00+00:00,22.944,18.596,26.51
2022-01-01 23:00:00+00:00,24.352,19.371,26.498
2022-01-02 00:00:00+00:00,21.131,17.248,25.371
2022-01-02 01:00:00+00:00,20.024,16.739,23.307
2022-01-02 02:00:00+00:00,19.083,16.285,22.343
2022-01-02 03:00:00+00:00,17.722,15.31,21.984
2022-01-02 04:00:00+00:00,16.289,14.564,21.244
2022-01-02 05:00:00+00:00,15.678,14.025,22.523
2022-01-02 06:00:00+00:00,15.166,13.879,22.235
2022-01-02 07:00:00+00:00,14.318,13.266,21.732
2022-01-02 08:00:00+00:00,14.426,13.25,21.184
2022-01-02 09:00:00+00:00,15.505,13.615,20.064
2022-01-02 10:00:00+00:00,15.828,13.994,18.318
2022-01-02 11:00:00+00:00,16.214,13.949,20.086
2022-01-02 12:00:00+00:00,18.232,14.793,21.386
2022-01-02 13:00:00+00:00,17.443,14.367,23.667
2022-01-02 14:00:00+00:00,16.261,12.892,25.244
2022-01-02 15:00:00+00:00,14.72,12.813,22.78638666666667
2022-01-02 16:00:00+00:00,21.82,17.007,33.733
2022-01-02 17:00:00+00:00,20.451,16.281,37.65
2022-01-02 18:00:00+00:00,23.467,17.892,35.284
2022-01-02 19:00:00+00:00,23.883,18.432,32.145
2022-01-02 20:00:00+00:00,33.365,24.889,34.753
2022-01-02 21:00:00+00:00,30.656,22.902,40.582
2022-01-02 22:00:00+00:00,21.926,16.528,28.685
2022-01-02 23:00:00+00:00,8.218,8.123,9.238
2022-01-03 00:00:00+00:00,7.712,7.788,5.129
2022-01-03 01:00:00+00:00,7.185,7.741,3.111
2022-01-03 02:00:00+00:00,7.352,7.684,2.113
2022-01-03 03:00:00+00:00,7.175,7.542,2.828
2022-01-03 04:00:00+00:00,7.665,7.689,4.753
2022-01-03 05:00:00+00:00,6.958,7.384,20.103
2022-01-03 06:00:00+00:00,7.435,7.505,50.151
2022-01-03 07:00:00+00:00,10.021,8.309,84.964
2022-01-03 08:00:00+00:00,11.415,8.801,54.874
2022-01-03 09:00:00+00:00,9.474,8.113,41.641
2022-01-03 10:00:00+00:00,13.911,8.888,46.404
2022-01-03 11:00:00+00:00,11.78,8.315,39.593
2022-01-03 12:00:00+00:00,9.759,7.981,37.945
2022-01-03 13:00:00+00:00,9.436,8.082,36.748
2022-01-03 14:00:00+00:00,9.928,7.847,44.893
2022-01-03 15:00:00+00:00,8.876,7.954,42.542
2022-01-03 16:00:00+00:00,12.011,9.426,82.419
2022-01-03 17:00:00+00:00,14.25,10.917,73.032
2022-01-03 18:00:00+00:00,14.968,11.565,52.67
2022-01-03 19:00:00+00:00,10.585,9.626,39.419
2022-01-03 20:00:00+00:00,13.25,10.816,65.097
2022-01-03 21:00:00+00:00,13.987,11.717,50.887
2022-01-03 22:00:00+00:00,15.787,12.874,39.328
2022-01-03 23:00:00+00:00,14.567,12.501,36.124
2022-01-04 00:00:00+00:00,15.325,10.098162162162163,36.413
2022-01-04 01:00:00+00:00,14.132,9.861594594594596,32.147
2022-01-04 02:00:00+00:00,13.88,9.812108108108108,28.372
2022-01-04 03:00:00+00:00,11.469,9.70204054054054,20.523
2022-01-04 04:00:00+00:00,9.306,9.789506756756756,19.176
2022-01-04 05:00:00+00:00,3.599,10.123,6.339
2022-01-04 06:00:00+00:00,3.932,10.727006756756756,26.402
2022-01-04 07:00:00+00:00,6.892,11.332809523809523,50.127
2022-01-04 08:00:00+00:00,4.841,11.52044520547945,17.109
2022-01-04 09:00:00+00:00,4.668,11.426828767123288,13.606
2022-01-04 10:00:00+00:00,8.207,11.218714285714286,19.012
2022-01-04 11:00:00+00:00,8.449,10.696102040816326,8.282
2022-01-04 12:00:00+00:00,11.292,10.369636986301371,24.446
2022-01-04 13:00:00+00:00,10.813,10.216082191780822,45.967
2022-01-04 14:00:00+00:00,11.599,10.117625850340136,53.095
2022-01-04 15:00:00+00:00,12.324,10.047678082191782,42.013
2022-01-04 16:00:00+00:00,13.487,10.076068027210885,46.189
2022-01-04 17:00:00+00:00,12.221,10.259775510204081,54.459
2022-01-04 18:00:00+00:00,11.064,10.664680272108845,41.999
2022-01-04 19:00:00+00:00,4.419,10.919952380952381,26.331
2022-01-04 20:00:00+00:00,5.781,11.229884353741497,29.263
2022-01-04 21:00:00+00:00,5.792,11.468925170068028,23.53
2022-01-04 22:00:00+00:00,4.242,11.075244897959184,20.3
2022-01-04 23:00:00+00:00,3.062,10.891768707482992,8.992
2022-01-05 00:00:00+00:00,2.61,10.783979591836735,4.861
2022-01-05 01:00:00+00:00,2.293,10.730367346938776,2.616
2022-01-05 02:00:00+00:00,2.287,10.649534246575342,3.349
2022-01-05 03:00:00+00:00,2.159,10.50739455782313,3.335
2022-01-05 04:00:00+00:00,1.998,10.629319727891156,2.303
2022-01-05 05:00:00+00:00,2.164,10.784136054421769,6.419
2022-01-05 06:00:00+00:00,3.019,11.458156462585034,23.657
2022-01-05 07:00:00+00:00,4.436,12.014836734693878,32.507
2022-01-05 08:00:00+00:00,5.364,12.01886394557823,30.664
2022-01-05 09:00:00+00:00,7.681,12.076171232876712,28.318
2022-01-05 10:00:00+00:00,15.426,12.132862068965517,30.196
2022-01-05 11:00:00+00:00,9.69,11.79477397260274,31.758
2022-01-05 12:00:00+00:00,10.181,11.278241379310344,26.797
2022-01-05 13:00:00+00:00,11.747,10.978027397260274,35.886
2022-01-05 14:00:00+00:00,13.473,10.574424657534246,39.816
2022-01-05 15:00:00+00:00,11.61,10.569075342465753,49.748
2022-01-05 16:00:00+00:00,11.862,10.575698630136985,38.68381879194631
2022-01-05 17:00:00+00:00,13.056,10.743986301369864,49.622
2022-01-05 18:00:00+00:00,11.101,10.965643835616438,36.34
2022-01-05 19:00:00+00:00,12.228,11.305287671232877,35.624
2022-01-05 20:00:00+00:00,13.155,11.533308219178082,24.085
2022-01-05 21:00:00+00:00,12.026,11.667739726027397,21.408
2022-01-05 22:00:00+00:00,10.972,11.485958904109589,21.939
2022-01-05 23:00:00+00:00,11.041,11.281095890410958,11.402
2022-01-06 00:00:00+00:00,10.686,11.038869863013698,12.846
2022-01-06 01:00:00+00:00,10.416,10.884116438356164,6.179
2022-01-06 02:00:00+00:00,10.091,10.974301369863014,5.616
2022-01-06 03:00:00+00:00,10.205,10.965506849315068,6.2
2022-01-06 04:00:00+00:00,10.935,10.913712328767124,9.048
2022-01-06 05:00:00+00:00,10.713,11.074828767123288,10.731
2022-01-06 06:00:00+00:00,12.699,11.625630136986302,39.994
2022-01-06 07:00:00+00:00,12.093,12.317246575342466,37.812
2022-01-06 08:00:00+00:00,12.699,12.340232876712328,46.209
2022-01-06 09:00:00+00:00,15.733,12.231047945205479,49.496
2022-01-06 10:00:00+00:00,16.583,12.007417808219179,44.472
2022-01-06 11:00:00+00:00,17.615,11.589835616438355,45.247
2022-01-06 12:00:00+00:00,19.499,11.358424657534247,42.65
2022-01-06 13:00:00+00:00,20.218,11.154241379310346,46.965
2022-01-06 14:00:00+00:00,17.067,10.96475172413793,43.874
2022-01-06 15:00:00+00:00,15.829,10.932379310344826,52.698
2022-01-06 16:00:00+00:00,14.986,10.870034482758621,52.956
2022-01-06 17:00:00+00:00,16.827,11.176103448275862,70.092
2022-01-06 18:00:00+00:00,20.296,11.534253424657534,63.267
2022-01-06 19:00:00+00:00,19.363,11.864568493150685,50.939
2022-01-06 20:00:00+00:00,20.681,12.073705479452055,45.2
2022-01-06 21:00:00+00:00,19.266,11.881191780821919,45.206
2022-01-06 22:00:00+00:00,19.486,11.8228698630137,39.713
2022-01-06 23:00:00+00:00,18.09,11.419808219178082,35.097
2022-01-07 00:00:00+00:00,18.164,11.044342465753424,30.705
2022-01-07 01:00:00+00:00,18.303,10.789568493150686,25.77
2022-01-07 02:00:00+00:00,17.13,10.864808219178082,20.545
2022-01-07 03:00:00+00:00,15.987,10.809438356164383,15.202
2022-01-07 04:00:00+00:00,14.19,10.895534246575343,16.862
2022-01-07 05:00:00+00:00,16.938,11.195630136986301,27.172
2022-01-07 06:00:00+00:00,15.13,11.697575342465754,28.333
2022-01-07 07:00:00+00:00,15.759,12.302910958904109,39.902
2022-01-07 08:00:00+00:00,18.87,12.23404081632653,42.298
2022-01-07 09:00:00+00:00,19.673,12.136625850340137,41.383
2022-01-07 10:00:00+00:00,20.797,11.958639455782313,39.28
2022-01-07 11:00:00+00:00,21.846,11.481721088435375,38.055
2022-01-07 12:00:00+00:00,16.701,11.265986394557823,36.44
2022-01-07 13:00:00+00:00,11.573,11.178938775510204,31.231
2022-01-07 14:00:00+00:00,15.003,10.912421768707484,40.974
2022-01-07 15:00:00+00:00,14.503,10.76782993197279,39.651
2022-01-07 16:00:00+00:00,13.511,10.78669387755102,47.907
2022-01-07 17:00:00+00:00,13.855,10.9913537414966,47.986
2022-01-07 18:00:00+00:00,16.762,11.50817006802721,49.405
2022-01-07 19:00:00+00:00,16.979,12.024897959183674,51.604
2022-01-07 20:00:00+00:00,15.722,12.642369863013698,44.26
2022-01-07 21:00:00+00:00,11.607,12.759952054794521,40.97
2022-01-07 22:00:00+00:00,10.641,12.53468493150685,38.132
2022-01-07 23:00:00+00:00,9.375,12.822476190476191,25.616
2022-01-08 00:00:00+00:00,8.676,12.49034693877551,18.307
2022-01-08 01:00:00+00:00,9.498,12.051176870748298,20.023
2022-01-08 02:00:00+00:00,10.499,11.883496598639455,21.974
2022-01-08 03:00:00+00:00,4.049,11.734931972789116,6.384
2022-01-08 04:00:00+00:00,3.295,11.563448979591836,4.645
2022-01-08 05:00:00+00:00,3.734,11.32026530612245,5.134
2022-01-08 06:00:00+00:00,4.138,11.345476190476191,7.305
2022-01-08 07:00:00+00:00,4.348,11.394176870748298,12.741
2022-01-08 08:00:00+00:00,5.351,11.580115646258504,21.632
2022-01-08 09:00:00+00:00,5.756,11.919108843537414,22.503
2022-01-08 10:00:00+00:00,11.207,11.706797297297298,40.389
2022-01-08 11:00:00+00:00,11.143,11.338797297297297,33.945
2022-01-08 12:00:00+00:00,9.794,10.7765,33.505
2022-01-08 13:00:00+00:00,6.034,10.534540540540542,24.993
2022-01-08 14:00:00+00:00,23.097,10.702344594594594,27.714
2022-01-08 15:00:00+00:00,9.019,10.777493243243242,23.81
2022-01-08 16:00:00+00:00,8.745,10.983824324324324,41.991
2022-01-08 17:00:00+00:00,8.217,11.208317567567567,33.45133333333333
2022-01-08 18:00:00+00:00,13.282,11.871054054054053,48.728
2022-01-08 19:00:00+00:00,12.834,12.879621621621622,42.663
2022-01-08 20:00:00+00:00,12.839,13.506601351351351,33.252
2022-01-08 21:00:00+00:00,8.208,13.7385,18.022
2022-01-08 22:00:00+00:00,3.678,13.09139864864865,5.146
2022-01-08 23:00:00+00:00,3.744,12.341797297297298,6.218
2022-01-09 00:00:00+00:00,3.804,12.256959731543624,4.528
2022-01-09 01:00:00+00:00,3.576,12.151524475524475,3.418
2022-01-09 02:00:00+00:00,4.106,11.834027397260273,3.888
2022-01-09 03:00:00+00:00,3.372,11.635610738255034,2.348
2022-01-09 04:00:00+00:00,3.244,11.39936912751678,2.428
2022-01-09 05:00:00+00:00,4.715,11.440395973154361,3.364
2022-01-09 06:00:00+00:00,7.012,11.352751677852348,4.276
2022-01-09 07:00:00+00:00,8.153,11.30348322147651,4.388
2022-01-09 08:00:00+00:00,8.626,11.28658389261745,7.439
2022-01-09 09:00:00+00:00,6.47,11.190523489932886,16.285
2022-01-09 10:00:00+00:00,6.599,11.04310067114094,15.181
2022-01-09 11:00:00+00:00,7.188,10.706208053691274,20.908
2022-01-09 12:00:00+00:00,7.896,10.216959731543625,23.524
2022-01-09 13:00:00+00:00,9.59,9.975812080536912,29.003
2022-01-09 14:00:00+00:00,7.866,9.60658389261745,31.514
2022-01-09 15:00:00+00:00,6.529,9.635563758389262,29.142
2022-01-09 16:00:00+00:00,6.837,9.891375838926175,24.5
2022-01-09 17:00:00+00:00,8.372,10.02468456375839,32.791
2022-01-09 18:00:00+00:00,9.348,10.315771812080536,24.978
2022-01-09 19:00:00+00:00,9.973,10.969241610738255,40.025
2022-01-09 20:00:00+00:00,9.675,11.255389261744968,41.217
2022-01-09 21:00:00+00:00,8.518,10.978926174496644,21.933
2022-01-09 22:00:00+00:00,7.648,10.854503355704697,23.301
2022-01-09 23:00:00+00:00,7.591,10.546275167785234,19.837
2022-01-10 00:00:00+00:00,6.948,11.021107382550335,12.511
2022-01-10 01:00:00+00:00,8.193,9.759704697986576,14.344
2022-01-10 02:00:00+00:00,9.257,9.680040268456375,9.43
2022-01-10 03:00:00+00:00,9.804,9.551973154362415,8.153
2022-01-10 04:00:00+00:00,9.743,9.61693288590604,10.148
2022-01-10 05:00:00+00:00,9.22,9.919704697986578,21.77
2022-01-10 06:00:00+00:00,11.851,10.509080536912752,41.647
2022-01-10 07:00:00+00:00,11.591,11.242536912751678,52.277
2022-01-10 08:00:00+00:00,16.294,11.38841610738255,56.627
2022-01-10 09:00:00+00:00,19.494,11.49740268456376,52.343
2022-01-10 10:00:00+00:00,21.656,11.139825503355706,49.655
2022-01-10 11:00:00+00:00,23.451,10.521087248322148,62.814
2022-01-10 12:00:00+00:00,24.291,10.212523489932886,60.371
2022-01-10 13:00:00+00:00,20.742,10.159758389261745,59.696
2022-01-10 14:00:00+00:00,17.974,9.940953020134229,45.974
2022-01-10 15:00:00+00:00,16.474,10.026140939597315,61.802
2022-01-10 16:00:00+00:00,23.257,9.968510067114094,62.877
2022-01-10 17:00:00+00:00,23.331,10.133241610738256,71.373
2022-01-10 18:00:00+00:00,22.122,10.301281879194631,72.289
2022-01-10 19:00:00+00:00,24.062,10.690892617449665,61.913
2022-01-10 20:00:00+00:00,22.468,10.683040268456375,52.088
2022-01-10 21:00:00+00:00,26.442,10.853409395973154,43.352
2022-01-10 22:00:00+00:00,28.045,10.651362416107382,44.304
2022-01-10 23:00:00+00:00,22.749,10.591973154362416,46.952
2022-01-11 00:00:00+00:00,23.678,10.098162162162163,41.095
2022-01-11 01:00:00+00:00,24.926,9.861594594594596,40.731
2022-01-11 02:00:00+00:00,26.925,9.812108108108108,36.534
2022-01-11 03:00:00+00:00,23.299,9.70204054054054,32.349
2022-01-11 04:00:00+00:00,22.071,9.789506756756756,30.741
2022-01-11 05:00:00+00:00,20.44,10.123,34.35
2022-01-11 06:00:00+00:00,20.246,10.727006756756756,42.982
2022-01-11 07:00:00+00:00,22.351,11.332809523809523,53.882
2022-01-11 08:00:00+00:00,27.075,11.52044520547945,55.024
2022-01-11 09:00:00+00:00,24.121,11.426828767123288,42.173
2022-01-11 10:00:00+00:00,26.541,11.218714285714286,47.045
2022-01-11 11:00:00+00:00,27.612,10.696102040816326,46.919
2022-01-11 12:00:00+00:00,24.659,10.369636986301371,47.741
2022-01-11 13:00:00+00:00,27.245,10.216082191780822,53.579
2022-01-11 14:00:00+00:00,27.324,10.117625850340136,51.45
2022-01-11 15:00:00+00:00,29.927,10.047678082191782,59.347
2022-01-11 16:00:00+00:00,30.828,10.076068027210885,67.662
2022-01-11 17:00:00+00:00,29.216,10.259775510204081,59.438
2022-01-11 18:00:00+00:00,28.265,10.664680272108845,37.07985234899329
2022-01-11 19:00:00+00:00,28.251,10.919952380952381,51.91
2022-01-11 20:00:00+00:00,29.941,11.229884353741497,50.548
2022-01-11 21:00:00+00:00,27.383,11.468925170068028,42.106
2022-01-11 22:00:00+00:00,27.718,11.075244897959184,45.258
2022-01-11 23:00:00+00:00,26.336,10.891768707482992,43.248
2022-01-12 00:00:00+00:00,25.052,10.783979591836735,41.771
2022-01-12 01:00:00+00:00,21.728,10.730367346938776,38.44
2022-01-12 02:00:00+00:00,19.653,10.649534246575342,34.769
2022-01-12 03:00:00+00:00,18.102,10.50739455782313,30.291
2022-01-12 04:00:00+00:00,16.079,10.629319727891156,33.491
2022-01-12 05:00:00+00:00,16.948,10.784136054421769,40.625
2022-01-12 06:00:00+00:00,19.522,11.458156462585034,48.22
2022-01-12 07:00:00+00:00,20.738,12.014836734693878,62.353
2022-01-12 08:00:00+00:00,22.929,12.01886394557823,57.992
2022-01-12 09:00:00+00:00,28.147,12.076171232876712,65.632
2022-01-12 10:00:00+00:00,35.763,12.132862068965517,35.285
2022-01-12 11:00:00+00:00,50.074,11.79477397260274,37.812
2022-01-12 12:00:00+00:00,50.979,11.278241379310344,32.042
2022-01-12 13:00:00+00:00,49.916,10.978027397260274,45.477
2022-01-12 14:00:00+00:00,46.315,10.574424657534246,58.115
2022-01-12 15:00:00+00:00,45.093,10.569075342465753,58.644
2022-01-12 16:00:00+00:00,39.005,10.575698630136985,57.286
2022-01-12 17:00:00+00:00,43.8,10.743986301369864,73.756
2022-01-12 18:00:00+00:00,38.916,10.965643835616438,69.893
2022-01-12 19:00:00+00:00,37.523,11.305287671232877,65.124
2022-01-12 20:00:00+00:00,35.912,11.533308219178082,59.671
2022-01-12 21:00:00+00:00,31.191,11.667739726027397,50.855
2022-01-12 22:00:00+00:00,33.468,11.485958904109589,49.921
2022-01-12 23:00:00+00:00,29.499,11.281095890410958,41.069
2022-01-13 00:00:00+00:00,29.061,11.038869863013698,38.777
2022-01-13 01:00:00+00:00,27.828,10.884116438356164,38.857
2022-01-13 02:00:00+00:00,27.176,10.974301369863014,36.654
2022-01-13 03:00:00+00:00,20.139,10.965506849315068,31.016
2022-01-13 04:00:00+00:00,21.774,10.913712328767124,36.068
2022-01-13 05:00:00+00:00,23.416,11.074828767123288,38.359
2022-01-13 06:00:00+00:00,26.809,11.625630136986302,46.176
2022-01-13 07:00:00+00:00,32.109,12.317246575342466,69.699
2022-01-13 08:00:00+00:00,38.53,12.340232876712328,67.31
2022-01-13 09:00:00+00:00,33.801,12.231047945205479,50.944
2022-01-13 10:00:00+00:00,42.96,12.007417808219179,53.846
2022-01-13 11:00:00+00:00,49.518,11.589835616438355,45.817
2022-01-13 12:00:00+00:00,43.706,11.358424657534247,39.549
2022-01-13 13:00:00+00:00,45.444,11.154241379310346,45.448
2022-01-13 14:00:00+00:00,49.115,10.96475172413793,64.988
2022-01-13 15:00:00+00:00,53.81,10.932379310344826,60.602
2022-01-13 16:00:00+00:00,47.021,10.870034482758621,69.929
2022-01-13 17:00:00+00:00,50.729,11.176103448275862,68.418
2022-01-13 18:00:00+00:00,50.954,11.534253424657534,67.333
2022-01-13 19:00:00+00:00,47.097,11.864568493150685,60.899
2022-01-13 20:00:00+00:00,47.244,12.073705479452055,51.987
2022-01-13 21:00:00+00:00,45.382,11.881191780821919,51.656
2022-01-13 22:00:00+00:00,45.431,11.8228698630137,48.821
2022-01-13 23:00:00+00:00,41.185,11.419808219178082,44.303
2022-01-14 00:00:00+00:00,38.343,11.044342465753424,43.144
2022-01-14 01:00:00+00:00,35.665,10.789568493150686,41.311
2022-01-14 02:00:00+00:00,35.429,10.864808219178082,40.682
2022-01-14 03:00:00+00:00,33.115,10.809438356164383,39.171
2022-01-14 04:00:00+00:00,30.321,10.895534246575343,38.896
2022-01-14 05:00:00+00:00,31.932,11.195630136986301,39.072
2022-01-14 06:00:00+00:00,35.938,11.697575342465754,55.2
2022-01-14 07:00:00+00:00,37.008,12.302910958904109,62.2
2022-01-14 08:00:00+00:00,42.124,12.23404081632653,55.285
2022-01-14 09:00:00+00:00,44.911,12.136625850340137,50.997
2022-01-14 10:00:00+00:00,51.175,11.958639455782313,42.671
2022-01-14 11:00:00+00:00,57.931,11.481721088435375,45.348
2022-01-14 12:00:00+00:00,60.884,11.265986394557823,44.853
2022-01-14 13:00:00+00:00,59.729,11.178938775510204,45.719
2022-01-14 14:00:00+00:00,70.823,10.912421768707484,63.121
2022-01-14 15:00:00+00:00,59.454,10.76782993197279,55.263
2022-01-14 16:00:00+00:00,51.917,10.78669387755102,57.502
2022-01-14 17:00:00+00:00,54.045,10.9913537414966,62.266
2022-01-14 18:00:00+00:00,55.2,11.50817006802721,62.749
2022-01-14 19:00:00+00:00,49.615,12.024897959183674,34.99004
2022-01-14 20:00:00+00:00,53.104,12.642369863013698,53.352
2022-01-14 21:00:00+00:00,47.532,12.759952054794521,48.29
2022-01-14 22:00:00+00:00,48.485,12.53468493150685,47.35
2022-01-14 23:00:00+00:00,43.432,12.822476190476191,43.214
2022-01-15 00:00:00+00:00,42.109,12.49034693877551,41.531
2022-01-15 01:00:00+00:00,40.654,12.051176870748298,39.851
2022-01-15 02:00:00+00:00,40.53,11.883496598639455,36.891
2022-01-15 03:00:00+00:00,37.835,11.734931972789116,34.841
2022-01-15 04:00:00+00:00,36.056,11.563448979591836,34.114
2022-01-15 05:00:00+00:00,34.733,11.32026530612245,33.059
2022-01-15 06:00:00+00:00,34.118,11.345476190476191,32.263
2022-01-15 07:00:00+00:00,42.743,11.394176870748298,31.669
2022-01-15 08:00:00+00:00,42.044,11.580115646258504,34.743
2022-01-15 09:00:00+00:00,38.855,11.919108843537414,41.578
2022-01-15 10:00:00+00:00,40.236,11.706797297297298,42.162
2022-01-15 11:00:00+00:00,44.518,11.338797297297297,43.123
2022-01-15 12:00:00+00:00,46.276,10.7765,57.162
2022-01-15 13:00:00+00:00,48.035,10.534540540540542,46.858
2022-01-15 14:00:00+00:00,46.434,10.702344594594594,51.793
2022-01-15 15:00:00+00:00,46.647,10.777493243243242,56.74
2022-01-15 16:00:00+00:00,40.51,10.983824324324324,52.755
2022-01-15 17:00:00+00:00,35.473,11.208317567567567,52.277
2022-01-15 18:00:00+00:00,37.362,11.871054054054053,53.074
2022-01-15 19:00:00+00:00,43.593,12.879621621621622,49.958
2022-01-15 20:00:00+00:00,38.521,13.506601351351351,48.46
2022-01-15 21:00:00+00:00,43.091,13.7385,43.516
2022-01-15 22:00:00+00:00,45.358,13.09139864864865,40.984
2022-01-15 23:00:00+00:00,43.472,12.341797297297298,39.51
2022-01-16 00:00:00+00:00,46.637,12.256959731543624,37.115
2022-01-16 01:00:00+00:00,42.568,12.151524475524475,35.562
2022-01-16 02:00:00+00:00,39.834,11.834027397260273,35.73
2022-01-16 03:00:00+00:00,37.7,11.635610738255034,34.165
2022-01-16 04:00:00+00:00,37.282,11.39936912751678,33.935
2022-01-16 05:00:00+00:00,34.879,11.440395973154361,34.395
2022-01-16 06:00:00+00:00,35.831,11.352751677852348,32.074
2022-01-16 07:00:00+00:00,33.936,11.30348322147651,31.005
2022-01-16 08:00:00+00:00,34.664,11.28658389261745,28.79
2022-01-16 09:00:00+00:00,30.042,11.190523489932886,28.737
2022-01-16 10:00:00+00:00,27.196,11.04310067114094,25.979
2022-01-16 11:00:00+00:00,30.943,10.706208053691274,32.268
2022-01-16 12:00:00+00:00,38.906,10.216959731543625,37.716
2022-01-16 13:00:00+00:00,61.556,9.975812080536912,39.901
2022-01-16 14:00:00+00:00,51.248,9.60658389261745,38.395
2022-01-16 15:00:00+00:00,42.829,9.635563758389262,34.491
2022-01-16 16:00:00+00:00,45.548,9.891375838926175,44.782
2022-01-16 17:00:00+00:00,43.904,10.02468456375839,45.199
2022-01-16 18:00:00+00:00,43.475,10.315771812080536,42.365
2022-01-16 19:00:00+00:00,44.836,10.969241610738255,48.821
2022-01-16 20:00:00+00:00,46.102,11.255389261744968,47.439
2022-01-16 21:00:00+00:00,41.097,10.978926174496644,43.375
2022-01-16 22:00:00+00:00,37.089,10.854503355704697,35.962
2022-01-16 23:00:00+00:00,42.245,10.546275167785234,41.575
2022-01-17 00:00:00+00:00,42.967,11.021107382550335,43.431
2022-01-17 01:00:00+00:00,40.002,9.759704697986576,32.282
2022-01-17 02:00:00+00:00,39.415,9.680040268456375,35.942
2022-01-17 03:00:00+00:00,39.101,9.551973154362415,37.238
2022-01-17 04:00:00+00:00,34.174,9.61693288590604,36.365
2022-01-17 05:00:00+00:00,33.089,9.919704697986578,40.287
2022-01-17 06:00:00+00:00,39.699,10.509080536912752,50.604
2022-01-17 07:00:00+00:00,37.258,11.242536912751678,58.021
2022-01-17 08:00:00+00:00,45.937,11.38841610738255,71.261
2022-01-17 09:00:00+00:00,55.076,11.49740268456376,69.143
2022-01-17 10:00:00+00:00,45.82,11.139825503355706,57.851
2022-01-17 11:00:00+00:00,56.203,10.521087248322148,65.586
2022-01-17 12:00:00+00:00,37.778,10.212523489932886,47.568
2022-01-17 13:00:00+00:00,31.11,10.159758389261745,51.497
2022-01-17 14:00:00+00:00,27.522,9.940953020134229,47.401
2022-01-17 15:00:00+00:00,31.821,10.026140939597315,59.677
2022-01-17 16:00:00+00:00,27.479,9.968510067114094,61.712
2022-01-17 17:00:00+00:00,23.652,10.133241610738256,59.654
2022-01-17 18:00:00+00:00,23.105,10.301281879194631,51.456
2022-01-17 19:00:00+00:00,22.041,10.690892617449665,33.785
2022-01-17 20:00:00+00:00,21.001,10.683040268456375,27.824313333333333
2022-01-17 21:00:00+00:00,23.357,10.853409395973154,48.282
2022-01-17 22:00:00+00:00,24.168,10.651362416107382,45.441
2022-01-17 23:00:00+00:00,25.916,10.591973154362416,40.108
2022-01-18 00:00:00+00:00,24.386,10.098162162162163,38.439
2022-01-18 01:00:00+00:00,21.277,9.861594594594596,35.7
2022-01-18 02:00:00+00:00,19.844,9.812108108108108,32.421
2022-01-18 03:00:00+00:00,19.77,9.70204054054054,30.008
2022-01-18 04:00:00+00:00,19.689,9.789506756756756,28.96
2022-01-18 05:00:00+00:00,28.37,10.123,32.409
2022-01-18 06:00:00+00:00,25.934,10.727006756756756,36.443
2022-01-18 07:00:00+00:00,23.724,11.332809523809523,43.224
2022-01-18 08:00:00+00:00,30.309,11.52044520547945,52.388
2022-01-18 09:00:00+00:00,31.11,11.426828767123288,51.0
2022-01-18 10:00:00+00:00,33.403,11.218714285714286,46.671
2022-01-18 11:00:00+00:00,38.484,10.696102040816326,51.615
2022-01-18 12:00:00+00:00,34.545,10.369636986301371,42.296
2022-01-18 13:00:00+00:00,40.736,10.216082191780822,49.796
2022-01-18 14:00:00+00:00,35.151,10.117625850340136,49.773
2022-01-18 15:00:00+00:00,30.165,10.047678082191782,54.618
2022-01-18 16:00:00+00:00,21.493,10.076068027210885,39.141
2022-01-18 17:00:00+00:00,22.908,10.259775510204081,37.289
2022-01-18 18:00:00+00:00,20.575,10.664680272108845,29.434
2022-01-18 19:00:00+00:00,19.304,10.919952380952381,22.644
2022-01-18 20:00:00+00:00,18.063,11.229884353741497,20.94
2022-01-18 21:00:00+00:00,18.365,11.468925170068028,19.752
