"Jahr","Monat","Herkunftsland - Total Ankünfte","Herkunftsland - Total Logiernächte","Schweiz Ankünfte","Schweiz Logiernächte","Baltische Staaten Ankünfte","Baltische Staaten Logiernächte","Deutschland Ankünfte","Deutschland Logiernächte","Frankreich Ankünfte","Frankreich Logiernächte","Italien Ankünfte","Italien Logiernächte","Österreich Ankünfte","Österreich Logiernächte","Vereinigtes Königreich Ankünfte","Vereinigtes Königreich Logiernächte","Irland Ankünfte","Irland Logiernächte","Niederlande Ankünfte","Niederlande Logiernächte","Belgien Ankünfte","Belgien Logiernächte","Luxemburg Ankünfte","Luxemburg Logiernächte","Dänemark Ankünfte","Dänemark Logiernächte","Schweden Ankünfte","Schweden Logiernächte","Norwegen Ankünfte","Norwegen Logiernächte","Finnland Ankünfte","Finnland Logiernächte","Spanien Ankünfte","Spanien Logiernächte","Portugal Ankünfte","Portugal Logiernächte","Griechenland Ankünfte","Griechenland Logiernächte","Türkei Ankünfte","Türkei Logiernächte","Übriges Europa Ankünfte","Übriges Europa Logiernächte","Liechtenstein Ankünfte","Liechtenstein Logiernächte","Island Ankünfte","Island Logiernächte","Polen Ankünfte","Polen Logiernächte","Ungarn Ankünfte","Ungarn Logiernächte","Belarus Ankünfte","Belarus Logiernächte","Bulgarien Ankünfte","Bulgarien Logiernächte","Malta Ankünfte","Malta Logiernächte","Zypern Ankünfte","Zypern Logiernächte","Chile Ankünfte","Chile Logiernächte","Vereinigte Staaten Ankünfte","Vereinigte Staaten Logiernächte","Kanada Ankünfte","Kanada Logiernächte","Mexiko Ankünfte","Mexiko Logiernächte","Brasilien Ankünfte","Brasilien Logiernächte","Argentinien Ankünfte","Argentinien Logiernächte","Zentralamerika, Karibik Ankünfte","Zentralamerika, Karibik Logiernächte","Übriges Südamerika Ankünfte","Übriges Südamerika Logiernächte","Übriges Zentralamerika, Karibik Ankünfte","Übriges Zentralamerika, Karibik Logiernächte","Ägypten Ankünfte","Ägypten Logiernächte","Übriges Nordafrika Ankünfte","Übriges Nordafrika Logiernächte","Südafrika Ankünfte","Südafrika Logiernächte","Übriges Afrika Ankünfte","Übriges Afrika Logiernächte","Bahrain Ankünfte","Bahrain Logiernächte","Israel Ankünfte","Israel Logiernächte","Indien Ankünfte","Indien Logiernächte","Japan Ankünfte","Japan Logiernächte","Übriges Süd- und Ostasien Ankünfte","Übriges Süd- und Ostasien Logiernächte","Katar Ankünfte","Katar Logiernächte","Kuwait Ankünfte","Kuwait Logiernächte","Australien Ankünfte","Australien Logiernächte","Australien, Neuseeland, Ozeanien Ankünfte","Australien, Neuseeland, Ozeanien Logiernächte","China Ankünfte","China Logiernächte","Golf-Staaten Ankünfte","Golf-Staaten Logiernächte","Hongkong Ankünfte","Hongkong Logiernächte","Indonesien Ankünfte","Indonesien Logiernächte","Korea (Süd-) Ankünfte","Korea (Süd-) Logiernächte","Malaysia Ankünfte","Malaysia Logiernächte","Philippinen Ankünfte","Philippinen Logiernächte","Neuseeland, Ozeanien Ankünfte","Neuseeland, Ozeanien Logiernächte","Singapur Ankünfte","Singapur Logiernächte","Oman Ankünfte","Oman Logiernächte","Taiwan (Chinesisches Taipei) Ankünfte","Taiwan (Chinesisches Taipei) Logiernächte","Thailand Ankünfte","Thailand Logiernächte","Übriges Westasien Ankünfte","Übriges Westasien Logiernächte","Estland Ankünfte","Estland Logiernächte","Lettland Ankünfte","Lettland Logiernächte","Litauen Ankünfte","Litauen Logiernächte","Saudi-Arabien Ankünfte","Saudi-Arabien Logiernächte","Vereinigte Arabische Emirate Ankünfte","Vereinigte Arabische Emirate Logiernächte","Serbien und Montenegro Ankünfte","Serbien und Montenegro Logiernächte","Kroatien Ankünfte","Kroatien Logiernächte","Rumänien Ankünfte","Rumänien Logiernächte","Russland Ankünfte","Russland Logiernächte","Slowakei Ankünfte","Slowakei Logiernächte","Slowenien Ankünfte","Slowenien Logiernächte","Tschechien Ankünfte","Tschechien Logiernächte","Ukraine Ankünfte","Ukraine Logiernächte","Serbien Ankünfte","Serbien Logiernächte"
"2006","Juli",1728195,3959870,767079,1709245,2432,4656,214371,561254,61213,124030,45027,100510,17265,36549,84784,235084,3033,8130,57807,118409,36396,127090,3075,8620,9109,18560,8043,15592,5814,11406,4518,9845,22254,43008,3278,8254,5887,10940,1914,5003,9803,22103,1329,2910,669,1462,3634,8359,3679,8212,419,1158,1398,4404,...,...,...,...,418,1160,107050,235905,10198,21354,...,...,4812,12945,1023,2529,5025,11960,2424,5434,...,...,1230,4232,2083,6410,2559,6490,2576,7743,...,...,8657,23715,15556,35451,90575,149474,5889,11633,...,...,...,...,...,...,11435,22638,15349,21649,15616,64588,3243,5763,893,2398,15571,22991,1397,2928,297,974,...,...,1585,3562,...,...,5780,7817,1667,3382,3202,8152,...,...,...,...,...,...,...,...,...,...,926,2214,822,2051,2608,7098,7252,23171,975,2408,684,1451,3407,9177,1181,4230,...,...
"2006","August",1662804,3970611,718562,1570601,2345,5886,246458,673836,67279,157676,69832,176801,18791,42523,87403,245973,3073,8008,46044,111422,28210,113897,4240,13609,4990,11164,4979,10557,2742,6051,2137,4412,34138,70372,3741,8385,7383,14700,2035,4582,12899,30540,986,2353,878,1875,4088,9838,3842,8915,348,1065,1360,2860,...,...,...,...,384,936,75565,170949,8375,18060,...,...,3413,9808,1149,3119,3651,8354,1714,4859,...,...,1149,4408,1981,7499,2339,6081,2816,7758,...,...,10279,34354,12440,27902,58074,97961,4524,9178,...,...,...,...,...,...,8673,19270,15511,21921,23059,105287,2817,4879,595,1443,13550,19237,724,1971,233,774,...,...,1343,3199,...,...,5108,7326,1619,2938,2765,8726,...,...,...,...,...,...,...,...,...,...,843,2042,755,2097,3510,8153,7847,24401,1072,2801,1020,1973,3824,9317,1300,3729,...,...
"2006","September",1578030,3372030,778927,1543026,1424,3189,243859,610519,49323,93533,39877,72059,17995,39592,74310,192679,3097,7790,29530,69248,16269,45179,3372,8617,5108,10598,7803,16304,3457,8427,3522,8013,17527,35785,2913,7490,2618,6583,2224,5483,12080,25577,1172,2210,808,1711,3941,9579,2499,5995,198,511,1859,3460,...,...,...,...,607,1562,89004,191105,11008,24209,...,...,4538,11927,1507,3691,4896,10625,2319,6203,...,...,903,3233,2129,6886,2661,6746,3181,9367,...,...,6263,15561,8560,21409,37896,63566,4784,9756,...,...,...,...,...,...,12331,26490,13843,20400,5182,19018,2480,4321,1387,2223,8235,11369,1118,2752,368,1030,...,...,1734,3900,...,...,3791,5686,2600,4458,1929,5833,...,...,...,...,...,...,...,...,...,...,998,2422,823,2318,2230,5944,6905,19257,936,2715,942,2092,3040,7307,1190,3492,...,...
"2006","Oktober",1224817,2627298,631137,1342233,1307,4128,163128,391544,45413,82714,36012,63449,13339,27649,50516,104339,2752,6251,17341,38651,9886,19851,1821,4079,4058,8565,6068,12626,2518,7640,2587,5841,15442,30674,2848,7782,2735,6760,2734,6771,8181,17199,1020,2075,440,959,3226,7316,2376,4997,246,525,1046,2623,...,...,...,...,389,1127,58986,132128,7923,17219,...,...,4890,12077,1443,3480,3738,9559,2021,4954,...,...,672,2411,1970,4770,2050,4988,2997,10318,...,...,5531,12556,6837,17015,23158,37552,5408,10730,...,...,...,...,...,...,8493,17666,13723,21211,2560,8076,2581,4051,1829,3438,8419,12245,1296,2908,389,1041,...,...,2183,5169,...,...,4686,6395,4237,7210,2225,5385,...,...,...,...,...,...,...,...,...,...,1033,2585,1007,2481,1706,5582,7375,20819,859,2359,902,1839,1968,5216,1156,3497,...,...
"2006","November",831178,1652802,418030,777311,939,2303,104401,222984,40957,73351,32412,58144,10196,21166,38535,74975,2379,5385,11455,22343,8156,15701,1387,2772,3380,6696,4576,9268,1872,4209,1916,4280,11540,23583,2578,6500,2410,5679,1865,4690,6977,14341,1022,1915,386,878,2870,6704,1835,4367,156,472,1279,2815,...,...,...,...,259,780,31723,73967,4934,11442,...,...,3266,9436,565,1784,2279,6682,1244,3629,...,...,820,2877,1731,6659,1756,4990,3105,9101,...,...,2906,6187,3830,11091,9599,17589,2791,6763,...,...,...,...,...,...,3785,8909,9472,15395,2692,8881,1625,2838,806,2121,5266,7669,1238,2816,333,1068,...,...,1909,4722,...,...,2126,3139,1547,3343,1512,3705,...,...,...,...,...,...,...,...,...,...,1125,2871,1001,2455,2351,6232,5935,19875,780,1905,671,1417,1786,4568,901,3064,...,...
"2006","Dezember",955078,2294713,449910,951295,950,2642,129137,376341,44512,97594,48140,99597,8371,18665,58738,176695,2400,7164,19794,63297,14696,48537,3001,10795,2523,6645,4019,10597,1402,3972,1734,4702,15200,36846,2855,7303,8020,23532,2221,5335,7162,16517,671,1516,395,990,2528,7764,1295,3384,672,1828,955,2464,...,...,...,...,214,700,32620,83775,4645,11501,...,...,2894,8914,380,1216,2191,5966,1232,3701,...,...,654,2049,1342,5326,3446,9878,2000,5701,...,...,3380,9809,3034,8798,8127,15750,2505,5596,...,...,...,...,...,...,7001,17073,9398,14808,2803,9409,1948,3524,1136,2358,5231,7164,1848,3694,208,707,...,...,4042,8058,...,...,1646,2278,1807,3635,1275,4006,...,...,...,...,...,...,...,...,...,...,855,1902,778,2322,1813,6090,9459,31028,585,1648,498,1280,1427,4317,1355,4715,...,...
"2007","Jahrestotal",15632542,36364800,7184824,15447065,23431,52673,2249431,6081920,634305,1367457,542201,1133626,175683,386824,834783,2275895,38554,100635,362993,948011,227719,798808,39121,123744,59356,133465,84050,206729,38458,93157,35480,82595,211692,448248,44100,109279,50023,128002,30392,78282,118856,255947,11725,25906,6381,15696,45775,120286,31675,78387,4257,11953,15503,38487,...,...,...,...,4524,11746,727387,1664929,94413,215064,...,...,56204,142821,11546,32403,37772,99016,22269,58569,...,...,11796,39860,21041,70438,27193,78020,37229,110502,...,...,64540,167890,132396,336966,324554,554861,54160,111437,...,...,...,...,...,...,114321,252885,145921,230180,97161,350085,29301,54770,11284,26845,112948,160916,16858,39719,3835,13469,...,...,26762,62223,...,...,38928,55940,36225,71954,26103,67710,...,...,...,...,...,...,...,...,...,...,11372,26723,10711,30628,33108,83726,114765,399504,12288,33465,11222,23920,34618,85885,17019,56654,...,...
"2007","Januar",999420,2805431,486267,1207197,1370,4303,144657,489760,41291,100179,37695,95747,10453,26970,57872,189990,3673,10252,19106,75579,16119,77316,3505,16100,4003,11052,5620,16631,2271,6118,2282,5793,10549,26016,2646,6812,3817,12985,3106,9356,9460,21026,695,1548,395,1167,3263,9997,1442,4253,275,1518,861,2395,...,...,...,...,212,731,34828,90505,5345,13088,...,...,4262,12493,769,2246,1990,5721,1458,3742,...,...,791,2474,1354,4378,2681,9350,2399,6544,...,...,3857,9600,2318,7188,6076,14516,2928,6778,...,...,...,...,...,...,7847,20805,5617,9808,3620,10661,996,2152,583,1556,6385,9456,621,1554,204,661,...,...,974,2668,...,...,1136,1763,995,2300,1956,4524,...,...,...,...,...,...,...,...,...,...,766,1658,825,3019,1768,5630,16221,89831,806,2141,624,1747,1521,4382,1994,9701,...,...
"2007","Februar",1084406,3199941,505513,1388934,1057,3137,161682,518827,54635,158705,36087,89002,10604,27906,76305,267182,3367,10580,36326,137829,21470,97650,5549,24935,5394,14921,9371,32171,3778,12262,3481,10979,11187,26974,3485,10001,2720,7827,2769,8502,7229,19119,758,1978,496,1744,3481,12696,1506,4310,433,1470,947,2550,...,...,...,...,255,864,32449,93113,5167,13222,...,...,3283,9029,634,1837,1883,5629,1112,2939,...,...,720,2519,1570,5475,1697,4888,2475,7221,...,...,3903,10035,2775,8994,7416,16506,2657,6031,...,...,...,...,...,...,3630,10091,8334,12674,3777,12030,2093,3821,378,1068,4536,6651,905,2157,195,775,...,...,1436,3739,...,...,2293,3150,1182,2655,1441,3978,...,...,...,...,...,...,...,...,...,...,902,1919,999,3779,1682,4372,8178,30772,799,2406,687,1749,2044,6781,1289,4881,...,...
"2007","März",1274163,3299070,604891,1396691,1952,5209,198046,605993,55565,141978,46057,101448,15212,37408,75598,228765,3801,9813,25886,93423,23758,84947,3454,9335,5104,12835,11280,36288,4080,11923,3764,9373,14591,31707,3948,11481,3493,9312,2643,6758,9521,22901,1062,2419,468,1098,4499,13790,2341,6030,367,1157,1765,4802,...,...,...,...,318,864,47093,118881,7710,19841,...,...,3430,9512,809,2196,2243,6730,1528,4278,...,...,956,3411,1865,6388,2427,7422,2888,9665,...,...,5284,14796,4369,13261,10780,22670,2758,7601,...,...,...,...,...,...,4375,11130,5862,11962,3650,11435,1463,2952,695,2166,5616,8004,1191,3002,227,1122,...,...,1457,3905,...,...,1595,2721,4603,14579,1767,4891,...,...,...,...,...,...,...,...,...,...,1159,2838,989,2647,2623,7246,12043,43948,1332,3349,1003,2374,3336,9286,1573,5113,...,...
"2007","April",1071301,2567355,478926,1042633,1734,3817,155307,471943,47323,97746,45976,89005,12287,26436,56278,166947,2341,6241,16976,37390,16980,80196,2532,8020,3407,7703,6004,14939,2482,5828,2584,6153,16380,38113,3579,9820,3208,8055,2443,6035,7959,17156,882,1952,522,1067,3269,8916,1723,4433,351,838,1397,3297,...,...,...,...,341,878,46024,107137,6879,14489,...,...,4225,10012,767,1999,2947,8330,2315,5291,...,...,741,2765,1556,4516,2111,6442,2994,8165,...,...,4322,12677,10246,27008,15019,28460,4714,8869,...,...,...,...,...,...,6232,14040,13176,22012,4341,13570,3132,8620,909,1970,8996,12167,1271,3200,455,1290,...,...,2403,5705,...,...,3016,4700,8279,12402,2661,5584,...,...,...,...,...,...,...,...,...,...,868,2087,742,1977,2216,6135,9133,26744,1126,2451,886,1595,1944,5239,1464,4150,...,...
"2007","Mai",1194417,2444132,514191,998487,2014,4503,179244,411964,46524,84259,34596,59398,14564,29188,66561,143479,2804,6381,23585,48040,12467,23866,2504,6387,4112,8688,6124,11524,2556,5340,2706,5921,13002,26705,3243,7269,2483,5797,2193,5063,9566,18699,770,1591,486,1016,4055,10056,2450,5523,261,601,1602,3460,...,...,...,...,451,1107,68180,146318,8789,19274,...,...,5105,12249,1185,2918,3370,9047,1703,4857,...,...,797,2624,1798,5988,2091,5556,3885,11343,...,...,4318,9521,29947,73248,22814,35306,5809,10993,...,...,...,...,...,...,11359,23966,13732,21321,4080,11877,2539,4446,650,1729,11683,15134,1344,3295,442,1408,...,...,2510,5243,...,...,4214,5547,4622,7801,2227,5557,...,...,...,...,...,...,...,...,...,...,1055,2282,1029,2483,2272,6133,9306,27349,910,2183,972,2144,3249,6806,1317,3874,...,...
"2007","Juni",1545703,3259599,671031,1294785,2401,4274,226099,558396,55188,100928,42765,76604,18084,37143,84351,223761,3256,7783,35007,79368,19445,56051,3033,7494,5061,10753,6863,13289,3691,7255,3687,6990,17728,34723,3884,9165,3089,7069,2426,6116,11724,21430,1240,2283,718,1487,3770,9056,3750,8490,426,863,1284,3206,...,...,...,...,587,1508,102428,221012,10179,23162,...,...,5417,13679,1426,4696,4690,12789,2340,6193,...,...,1143,3526,2082,7493,2709,7923,4593,13279,...,...,5664,13436,22937,56350,58519,94077,6290,11586,...,...,...,...,...,...,13757,29216,14536,23819,6604,19004,3333,5581,1381,3068,9351,14164,2284,4636,405,1518,...,...,3267,7513,...,...,4834,6410,2123,4600,3289,8059,...,...,...,...,...,...,...,...,...,...,887,2145,915,2537,2537,7253,7741,23280,1037,2408,1385,2690,3622,7979,1410,4248,...,...
"2007","Juli",1822119,4141663,784177,1714431,2934,5571,240495,624811,67064,143730,50274,108360,19455,44222,85551,233041,3640,10274,66169,139433,37290,124642,3422,8550,10011,19299,8981,17815,6215,11422,4192,8272,25234,48687,3955,9053,6222,13289,2263,6064,12416,25585,1140,2796,664,1656,5227,11420,4965,11471,555,1467,1295,3427,...,...,...,...,522,1531,105221,233356,11555,25167,...,...,6149,14271,1124,3092,5429,11584,2589,6629,...,...,1492,4750,2293,8106,2651,6822,2673,7400,...,...,8868,23386,17671,40372,81514,136596,6926,13947,...,...,...,...,...,...,14653,31649,17147,25518,19208,71668,3823,6595,922,2164,19996,29134,1631,3272,274,992,...,...,1541,4310,...,...,5141,7504,2093,4108,2735,7098,...,...,...,...,...,...,...,...,...,...,987,2242,814,2173,3789,8701,9043,28104,1259,3832,1087,2064,4105,10281,1388,4457,...,...
"2007","August",1775902,4130987,760839,1599680,3506,5746,267156,708886,70372,168617,75716,187634,21314,45852,90484,248838,3135,8166,55938,126086,28672,111264,4703,14395,5169,11627,5535,11727,2679,5347,2562,5166,40540,83017,5060,11085,7873,15693,2052,4803,12910,29482,1267,2682,821,2055,4471,9627,4526,10727,397,919,1408,3181,...,...,...,...,360,884,75089,165988,8890,18666,...,...,3938,9835,1064,3318,3256,7828,1971,4741,...,...,1593,5332,2231,8198,2024,5434,2758,8160,...,...,10342,31299,14228,33552,51368,86037,5173,10026,...,...,...,...,...,...,11190,23553,17116,24649,32288,138250,3148,5240,550,1320,13639,19156,1048,2681,236,892,...,...,1558,4251,...,...,3763,5306,1420,3069,2684,7898,...,...,...,...,...,...,...,...,...,...,785,1968,735,1921,5035,10442,9119,28537,1131,3226,1445,2708,4444,10506,1178,3814,...,...
"2007","September",1619501,3437870,784473,1545759,2430,4982,250558,634165,55408,101662,43186,77167,18766,39459,76204,189172,3486,7804,31965,73115,17071,51603,3376,8757,6188,12631,8079,16324,3647,8930,2960,6481,19931,39560,3702,9095,3072,7272,2442,6153,13047,25404,1028,2322,592,1237,4093,9785,2898,6753,293,574,1542,3313,...,...,...,...,538,1269,90022,191306,11172,23946,...,...,6126,14173,1398,3641,4103,9690,2221,5813,...,...,1027,3576,1534,4822,2625,6605,3580,10129,...,...,6523,16275,10359,26519,32091,53451,4625,9518,...,...,...,...,...,...,15654,31800,13946,22696,5546,17593,2602,4166,710,1898,9550,13849,1439,3429,437,1497,...,...,2169,4859,...,...,3989,5704,2467,4593,2020,5161,...,...,...,...,...,...,...,...,...,...,966,2223,1072,2600,3376,7426,8194,21250,1139,3334,971,2221,3755,8236,1118,3123,...,...
"2007","Oktober",1295809,2764949,667320,1402148,1561,4015,168220,399946,48248,86277,38822,68637,14430,30199,57063,117161,3125,7531,18164,40092,10805,22916,2069,4781,4363,8798,6756,14890,2749,7681,2892,6528,15218,30743,3809,9365,3124,7663,2671,6589,10872,23052,1189,2551,428,1037,3332,8485,2586,6292,273,772,1248,3255,...,...,...,...,498,1039,60151,133884,8701,18498,...,...,5966,14609,1193,2971,3406,8843,2272,6318,...,...,867,2990,1704,4915,2211,5890,3718,11435,...,...,4785,10736,8135,22514,19712,32379,5930,11585,...,...,...,...,...,...,11792,24570,13783,20979,4758,14359,2459,4124,1935,3864,8484,12555,1389,3391,375,1162,...,...,2113,4777,...,...,4034,5555,4502,7557,2079,5206,...,...,...,...,...,...,...,...,...,...,991,2483,901,2507,2475,5983,7674,21400,993,3351,932,1632,2255,5474,1299,4010,...,...
"2007","November",914327,1823134,451274,839638,1241,3479,113843,237162,44635,80039,39193,71697,11205,22315,41876,79827,2591,6145,12096,23524,8632,17495,1558,2837,3101,6586,5088,10661,2326,5852,2216,5162,12431,25636,3361,8054,2549,6578,2741,5927,7044,14609,876,1967,320,766,3447,8237,2030,5979,268,691,1205,3132,...,...,...,...,242,573,33009,81081,5560,13931,...,...,4299,11621,707,2049,2334,7249,1541,4442,...,...,954,3832,1630,5847,1318,4006,2752,10297,...,...,3210,6939,5028,15834,11223,19181,3632,8269,...,...,...,...,...,...,5631,12135,11056,17374,5055,15403,1539,2981,740,2076,8122,11327,1566,4193,320,1280,...,...,2596,5673,...,...,2689,4430,1602,3835,2079,6010,...,...,...,...,...,...,...,...,...,...,1001,2605,910,2581,2586,6288,7119,22410,956,2458,756,1704,2096,5112,1322,4113,...,...
"2007","Dezember",1035474,2490669,475922,1016682,1231,3637,144124,420067,48052,103337,51834,108927,9309,19726,66640,187732,3335,9665,21775,74132,15010,50862,3416,12153,3443,8572,4349,10470,1984,5199,2154,5777,14901,36367,3428,8079,8373,26462,2643,6916,7108,17484,818,1817,471,1366,2868,8221,1458,4126,358,1083,949,2469,...,...,...,...,200,498,32893,82348,4466,11780,...,...,4004,11338,470,1440,2121,5576,1219,3326,...,...,715,2061,1424,4312,2648,7682,2514,6864,...,...,3464,9190,4383,12126,8022,15682,2718,6234,...,...,...,...,...,...,8201,19930,11616,17368,4234,14235,2174,4092,1831,3966,6590,9319,2169,4909,265,872,...,...,4738,9580,...,...,2224,3150,2337,4455,1165,3744,...,...,...,...,...,...,...,...,...,...,1005,2273,780,2404,2749,8117,10994,35879,800,2326,474,1292,2247,5803,1667,5170,...,...
"2008","Jahrestotal",15997377,37333769,7389040,15825473,21370,53289,2344337,6313240,670663,1439158,552953,1157902,189159,412777,825719,2281701,38772,97271,412559,1080840,246741,829194,41344,130592,62708,142897,91222,225918,41250,100788,38243,93304,215365,462132,53075,127719,49724,128565,37888,100358,118693,258224,12942,29954,7210,16386,50325,134238,32475,81665,4480,12861,17530,41434,...,...,...,...,4530,12333,651876,1518376,94844,213403,...,...,59662,159058,10962,31129,34921,89992,21561,56840,...,...,12074,40529,19755,64927,26897,80286,41973,115395,...,...,64099,170456,132107,327300,277657,493901,50769,108403,...,...,...,...,...,...,114807,255666,129176,214349,115597,403590,26676,51077,11049,25779,91973,137376,15793,40708,3825,14065,...,...,42268,88382,...,...,32593,48138,44879,76200,19311,58298,...,...,...,...,...,...,...,...,...,...,11006,28508,11772,31633,40596,114351,130853,456995,12658,33634,10926,25217,42045,102449,20100,67146,...,...
"2008","Januar",1078817,3022923,526231,1306384,1324,4212,151776,518442,45146,105561,38546,95635,11726,28874,64748,205990,3227,9740,21187,82115,15611,73584,3722,13784,4392,11099,7393,20082,2886,7420,2518,6570,11925,29931,3182,7512,3690,12583,3517,11329,7456,19192,868,1953,421,1136,3757,12301,1608,4847,474,1893,915,2849,...,...,...,...,297,851,35101,93926,5285,14434,...,...,5728,16603,762,2502,2150,6211,1407,3715,...,...,762,2280,1345,4361,3360,13112,2530,7011,...,...,3908,10581,2851,8456,6169,14553,3115,6825,...,...,...,...,...,...,9055,24112,5796,10822,4318,13174,1224,2399,478,1077,8367,11962,1050,3315,325,1121,...,...,1590,4167,...,...,1433,2076,1392,2685,1391,3751,...,...,...,...,...,...,...,...,...,...,924,2336,840,2646,2490,7577,19308,107202,731,2269,605,1819,1818,5078,2666,12896,...,...
"2008","Februar",1210073,3529312,570179,1533151,1292,3812,177479,561972,60534,173086,41510,99432,11800,30236,82309,291428,3838,11765,39780,162508,24897,105245,5927,26400,6423,19424,10321,36670,4533,14892,3751,12038,12238,29637,4472,11999,2681,7728,3397,10857,6596,19676,951,2523,574,1770,4306,14504,1713,4898,342,957,1073,3219,...,...,...,...,293,859,33403,89128,5144,13718,...,...,3936,11656,680,1923,2003,5946,1299,3718,...,...,876,2892,1591,4953,1603,5250,2830,8227,...,...,4139,11881,3543,11861,7477,15719,2806,7583,...,...,...,...,...,...,4354,11713,9148,15142,5077,15011,2859,5617,475,1628,5935,8923,785,2473,255,974,...,...,1931,4469,...,...,1696,2787,1748,3520,1399,4071,...,...,...,...,...,...,...,...,...,...,843,2156,835,2512,2381,7010,10120,38736,1044,3217,759,2494,2380,6987,1510,4731,...,...
"2008","März",1322877,3588125,591609,1398586,2062,6782,225389,776816,56069,144556,47819,110916,14788,37160,85736,272989,4244,11905,27713,90143,32900,128746,4369,15269,5674,14816,12390,39805,4146,12407,3609,9998,17146,42241,4729,12158,3479,9444,2590,6791,9420,21073,1196,2838,677,1332,4617,13756,2444,6078,320,1222,1345,3554,...,...,...,...,287,851,45535,111432,7931,18720,...,...,3868,10765,781,2018,2821,7428,1422,3504,...,...,868,2614,1601,5327,2480,6986,3159,9247,...,...,4942,13418,5761,16235,9715,19864,3010,6891,...,...,...,...,...,...,5270,12522,6901,12926,4972,15068,1818,3891,801,1744,5107,7689,1342,3767,245,856,...,...,2619,6353,...,...,2206,3449,4477,7365,1112,3567,...,...,...,...,...,...,...,...,...,...,1035,2754,995,2649,2635,6219,12867,47135,1165,3405,744,1887,4089,12142,1816,6056,...,...
"2008","April",1082068,2389570,484229,998594,1499,4221,147600,356097,49445,97383,44751,84114,14606,30954,57745,153735,2411,5421,22915,45461,13106,44567,1981,5085,4439,9527,7440,17019,2905,6938,2858,6601,13448,28062,3390,8218,4152,10719,3056,7890,9580,19285,998,1918,404,986,4057,10850,2004,5184,242,701,1849,3650,...,...,...,...,370,905,47540,112033,7025,16096,...,...,4664,12085,903,2730,2553,7046,1622,4696,...,...,1087,3388,1706,5147,2135,5366,2890,7611,...,...,4275,11600,10364,27790,13595,27519,5333,10387,...,...,...,...,...,...,6970,15751,12664,23417,6296,19218,2262,6749,1012,2340,6765,10739,1402,3613,392,1455,...,...,3454,7616,...,...,2706,4316,9898,15072,1326,4287,...,...,...,...,...,...,...,...,...,...,860,2574,994,2588,2156,6135,9833,30902,985,2891,906,1769,2522,6077,1493,4482,...,...
"2008","Mai",1336703,2720033,585655,1109637,1507,3627,206462,474477,52804,95848,40416,71563,17688,36002,72999,155194,3157,6905,28044,60573,13397,26281,2683,6695,4391,9398,7246,14615,2831,6055,2981,6681,15297,31700,4141,10061,3725,9125,2755,6662,11275,21093,1015,2178,683,1450,4307,10824,2940,7505,358,930,1935,4054,...,...,...,...,491,1277,65714,141612,9810,20945,...,...,6450,16567,1214,3073,2970,7360,1751,4651,...,...,959,3610,1701,5229,2477,7165,3761,9996,...,...,3966,8729,31177,72998,21830,36304,6373,10909,...,...,...,...,...,...,11577,25241,13923,21934,5746,18715,2546,4685,973,2350,10016,14562,1675,4239,488,1405,...,...,4427,8798,...,...,3724,5397,6260,10143,1500,4475,...,...,...,...,...,...,...,...,...,...,1103,2623,971,2447,2256,6447,10201,28244,1051,2441,1120,3082,4031,8463,1779,4784,...,...
"2008","Juni",1472661,3177138,616330,1229227,2010,4222,209227,521522,59345,111584,48930,91437,19115,44527,76287,196254,3361,7243,54055,120856,19153,55846,2963,7306,4800,9679,7433,15178,4328,8813,3967,8198,15929,31127,8340,20212,3174,7172,7786,19907,12372,24286,1078,2460,999,1940,4122,9597,3460,7657,255,550,1561,3281,...,...,...,...,591,1392,84138,183970,9741,20803,...,...,4731,13239,1026,2963,4429,10721,2477,6278,...,...,1166,3608,1696,5775,2495,6993,3993,11330,...,...,5006,11461,20763,48167,43235,72623,5183,10567,...,...,...,...,...,...,13883,30698,12816,20563,8061,23619,2927,4884,1324,2965,8449,12699,1266,3394,317,1199,...,...,4778,9141,...,...,3439,4698,3122,5772,1480,4330,...,...,...,...,...,...,...,...,...,...,980,2354,968,2563,7545,28493,10040,26553,1314,2903,1131,2301,6483,14048,1288,3990,...,...
"2008","Juli",1858309,4280339,809555,1782276,3206,5883,256594,661864,69550,148291,48588,106174,20656,44122,86636,241877,3863,9486,75742,158899,38563,125884,3737,10354,10274,19805,9670,20105,6309,11732,4669,10446,27460,55135,4729,10015,4903,10695,2251,5880,13348,30066,1341,3494,788,1787,5632,13361,4606,10540,568,1189,1807,4558,...,...,...,...,514,1465,90573,206326,11253,24324,...,...,6647,16115,1095,3223,4898,11420,2641,6580,...,...,1555,5584,1968,6508,2658,8095,4437,10914,...,...,8907,25560,17114,39003,71079,122870,5700,12136,...,...,...,...,...,...,13827,29950,14788,22176,25156,91455,3611,6128,964,2479,13256,20686,1193,3137,281,1115,...,...,3268,7101,...,...,4616,6642,2859,5531,2572,7769,...,...,...,...,...,...,...,...,...,...,817,2365,927,2488,4788,11757,10343,33124,1378,3483,1099,2070,4826,11523,1656,5319,...,...
