"CubeId";"devwkibiim"
"PublishingDate";"2024-11-07 09:00"

"Date";"D0";"D1";"D2";"Value"
"2006-10";"K";"DE";"I";"91.68376226"
"2006-10";"K";"GB";"I";"98.31394385"
"2006-10";"K";"US";"I";"121.25923498"
"2006-11";"N";"CN";"I";"129.28391695"
"2006-11";"N";"DE";"I";"95.12849842"
"2006-11";"N";"GB";"I";"104.27510418"
"2006-11";"N";"US";"I";"136.25656291"
"2006-11";"K";"CN";"I";"124.37205631"
"2006-11";"K";"DE";"I";"91.25777078"
"2006-11";"K";"GB";"I";"98.02450171"
"2006-11";"K";"US";"I";"123.34812181"
"2006-12";"N";"CN";"I";"131.3899564"
"2006-12";"N";"DE";"I";"94.83072294"
"2006-12";"N";"GB";"I";"103.75004764"
"2006-12";"N";"US";"I";"139.30919821"
"2006-12";"K";"CN";"I";"125.19121693"
"2006-12";"K";"DE";"I";"90.98791292"
"2006-12";"K";"GB";"I";"97.37314904"
"2006-12";"K";"US";"I";"125.57723648"
"2007-01";"N";"CN";"I";"127.44205888"
"2007-01";"N";"DE";"I";"93.77219761"
"2007-01";"N";"GB";"I";"101.24591545"
"2007-01";"N";"US";"I";"135.60412112"
"2007-01";"K";"CN";"I";"121.60816421"
"2007-01";"K";"DE";"I";"89.4678199"
"2007-01";"K";"GB";"I";"94.8136011"
"2007-01";"K";"US";"I";"121.75463559"
"2007-02";"N";"CN";"I";"126.9308773"
"2007-02";"N";"DE";"I";"93.4183139"
"2007-02";"N";"GB";"I";"101.49321902"
"2007-02";"N";"US";"I";"135.77039339"
"2007-02";"K";"CN";"I";"120.70765553"
"2007-02";"K";"DE";"I";"89.0007754"
"2007-02";"K";"GB";"I";"94.9032849"
"2007-02";"K";"US";"I";"121.49830751"
"2007-03";"N";"CN";"I";"129.07523133"
"2007-03";"N";"DE";"I";"93.92596"
"2007-03";"N";"GB";"I";"103.90424607"
"2007-03";"N";"US";"I";"138.24430308"
"2007-03";"K";"CN";"I";"122.27201242"
"2007-03";"K";"DE";"I";"89.5556787"
"2007-03";"K";"GB";"I";"96.96803994"
"2007-03";"K";"US";"I";"123.29089194"
"2007-04";"N";"CN";"I";"129.45772184"
"2007-04";"N";"DE";"I";"92.52375263"
"2007-04";"N";"GB";"I";"102.21136387"
"2007-04";"N";"US";"I";"138.87858984"
"2007-04";"K";"CN";"I";"122.81147072"
"2007-04";"K";"DE";"I";"88.03160318"
"2007-04";"K";"GB";"I";"95.55300399"
"2007-04";"K";"US";"I";"123.79467596"
"2007-05";"N";"CN";"I";"127.75806577"
"2007-05";"N";"DE";"I";"91.79231318"
"2007-05";"N";"GB";"I";"101.71824364"
"2007-05";"N";"US";"I";"137.92320524"
"2007-05";"K";"CN";"I";"120.53709924"
"2007-05";"K";"DE";"I";"87.36188835"
"2007-05";"K";"GB";"I";"95.14978775"
"2007-05";"K";"US";"I";"122.64200766"
"2007-06";"N";"CN";"I";"125.72219079"
"2007-06";"N";"DE";"I";"91.56213404"
"2007-06";"N";"GB";"I";"100.60306804"
"2007-06";"N";"US";"I";"136.53304091"
"2007-06";"K";"CN";"I";"117.64549903"
"2007-06";"K";"DE";"I";"87.25376411"
"2007-06";"K";"GB";"I";"94.07082264"
"2007-06";"K";"US";"I";"121.53246258"
"2007-07";"N";"CN";"I";"127.39736736"
"2007-07";"N";"DE";"I";"91.42451361"
"2007-07";"N";"GB";"I";"100.29101969"
"2007-07";"N";"US";"I";"139.42860011"
"2007-07";"K";"CN";"I";"118.17332419"
"2007-07";"K";"DE";"I";"86.9747131"
"2007-07";"K";"GB";"I";"94.00202686"
"2007-07";"K";"US";"I";"124.20770123"
"2007-08";"N";"CN";"I";"127.95185643"
"2007-08";"N";"DE";"I";"92.46323439"
"2007-08";"N";"GB";"I";"101.93611549"
"2007-08";"N";"US";"I";"139.99555709"
"2007-08";"K";"CN";"I";"117.38934699"
"2007-08";"K";"DE";"I";"87.90766255"
"2007-08";"K";"GB";"I";"95.35616473"
"2007-08";"K";"US";"I";"124.71518048"
"2007-09";"N";"CN";"I";"128.87929374"
"2007-09";"N";"DE";"I";"91.93610845"
"2007-09";"N";"GB";"I";"102.96550938"
"2007-09";"N";"US";"I";"141.95964743"
"2007-09";"K";"CN";"I";"118.3586883"
"2007-09";"K";"DE";"I";"87.09043751"
"2007-09";"K";"GB";"I";"96.17262531"
"2007-09";"K";"US";"I";"126.16468021"
"2007-10";"N";"CN";"I";"129.8078331"
"2007-10";"N";"DE";"I";"90.67548194"
"2007-10";"N";"GB";"I";"102.67819927"
"2007-10";"N";"US";"I";"143.40213639"
"2007-10";"K";"CN";"I";"119.22756189"
"2007-10";"K";"DE";"I";"86.01451858"
"2007-10";"K";"GB";"I";"95.93261194"
"2007-10";"K";"US";"I";"127.26066176"
"2007-11";"N";"CN";"I";"134.25252223"
"2007-11";"N";"DE";"I";"91.88156962"
"2007-11";"N";"GB";"I";"105.80873225"
"2007-11";"N";"US";"I";"149.88949686"
"2007-11";"K";"CN";"I";"122.77418913"
"2007-11";"K";"DE";"I";"86.86592708"
"2007-11";"K";"GB";"I";"98.92678727"
"2007-11";"K";"US";"I";"132.34197225"
"2007-12";"N";"CN";"I";"131.2053161"
"2007-12";"N";"DE";"I";"91.28204265"
"2007-12";"N";"GB";"I";"107.06081277"
"2007-12";"N";"US";"I";"147.63554984"
"2007-12";"K";"CN";"I";"119.65491418"
"2007-12";"K";"DE";"I";"86.60564054"
"2007-12";"K";"GB";"I";"100.19337431"
"2007-12";"K";"US";"I";"130.43596618"
"2008-01";"N";"CN";"I";"133.37061152"
"2008-01";"N";"DE";"I";"93.40241752"
"2008-01";"N";"GB";"I";"113.40651466"
"2008-01";"N";"US";"I";"152.71090842"
"2008-01";"K";"CN";"I";"121.62210636"
"2008-01";"K";"DE";"I";"88.72284666"
"2008-01";"K";"GB";"I";"106.21441461"
"2008-01";"K";"US";"I";"134.67579804"
"2008-02";"N";"CN";"I";"133.46877874"
"2008-02";"N";"DE";"I";"94.15487046"
"2008-02";"N";"GB";"I";"115.02644938"
"2008-02";"N";"US";"I";"154.36828778"
"2008-02";"K";"CN";"I";"119.37773731"
"2008-02";"K";"DE";"I";"89.26907485"
"2008-02";"K";"GB";"I";"107.25954107"
"2008-02";"K";"US";"I";"135.90132932"
"2008-03";"N";"CN";"I";"141.98656941"
"2008-03";"N";"DE";"I";"96.41159104"
"2008-03";"N";"GB";"I";"121.61552188"
"2008-03";"N";"US";"I";"166.38324103"
"2008-03";"K";"CN";"I";"127.38915683"
"2008-03";"K";"DE";"I";"91.47911914"
"2008-03";"K";"GB";"I";"113.61691463"
"2008-03";"K";"US";"I";"146.45951971"
"2008-04";"N";"CN";"I";"140.44563859"
"2008-04";"N";"DE";"I";"94.940312"
"2008-04";"N";"GB";"I";"122.95826919"
"2008-04";"N";"US";"I";"166.29730769"
"2008-04";"K";"CN";"I";"125.48953464"
"2008-04";"K";"DE";"I";"90.2513017"
"2008-04";"K";"GB";"I";"114.18674699"
"2008-04";"K";"US";"I";"145.87848491"
"2008-05";"N";"CN";"I";"135.75356061"
"2008-05";"N";"DE";"I";"93.27342499"
"2008-05";"N";"GB";"I";"120.13605985"
"2008-05";"N";"US";"I";"161.35743226"
"2008-05";"K";"CN";"I";"122.1187074"
"2008-05";"K";"DE";"I";"88.59875976"
"2008-05";"K";"GB";"I";"111.80351552"
"2008-05";"K";"US";"I";"141.63927845"
"2008-06";"N";"CN";"I";"135.12227099"
"2008-06";"N";"DE";"I";"93.85546758"
"2008-06";"N";"GB";"I";"120.93629457"
"2008-06";"N";"US";"I";"162.3295658"
"2008-06";"K";"CN";"I";"121.43780527"
"2008-06";"K";"DE";"I";"89.15689322"
"2008-06";"K";"GB";"I";"112.19207853"
"2008-06";"K";"US";"I";"141.60718569"
"2008-07";"N";"CN";"I";"135.38247414"
"2008-07";"N";"DE";"I";"93.57661717"
"2008-07";"N";"GB";"I";"120.77210613"
"2008-07";"N";"US";"I";"164.09891971"
"2008-07";"K";"CN";"I";"121.82263655"
"2008-07";"K";"DE";"I";"88.765588"
"2008-07";"K";"GB";"I";"111.91677078"
"2008-07";"K";"US";"I";"142.67118075"
"2008-08";"N";"CN";"I";"128.67204357"
"2008-08";"N";"DE";"I";"93.43567676"
"2008-08";"N";"GB";"I";"120.48744188"
"2008-08";"N";"US";"I";"155.60293519"
"2008-08";"K";"CN";"I";"115.83131973"
"2008-08";"K";"DE";"I";"88.66327874"
"2008-08";"K";"GB";"I";"111.07288148"
"2008-08";"K";"US";"I";"135.43572651"
"2008-09";"N";"CN";"I";"125.19195937"
"2008-09";"N";"DE";"I";"94.99377654"
"2008-09";"N";"GB";"I";"123.4520775"
"2008-09";"N";"US";"I";"151.74006028"
"2008-09";"K";"CN";"I";"113.05194992"
"2008-09";"K";"DE";"I";"90.09896076"
"2008-09";"K";"GB";"I";"113.22578867"
"2008-09";"K";"US";"I";"132.22328075"
"2008-10";"N";"CN";"I";"121.61075218"
"2008-10";"N";"DE";"I";"99.63109135"
"2008-10";"N";"GB";"I";"127.6497509"
"2008-10";"N";"US";"I";"147.42709366"
"2008-10";"K";"CN";"I";"110.17262866"
"2008-10";"K";"DE";"I";"94.74679209"
"2008-10";"K";"GB";"I";"117.47244001"
"2008-10";"K";"US";"I";"129.5054451"
"2008-11";"N";"CN";"I";"116.66097963"
"2008-11";"N";"DE";"I";"99.96241321"
"2008-11";"N";"GB";"I";"134.97255698"
"2008-11";"N";"US";"I";"141.56756625"
"2008-11";"K";"CN";"I";"105.62405771"
"2008-11";"K";"DE";"I";"94.67054408"
"2008-11";"K";"GB";"I";"123.3337091"
"2008-11";"K";"US";"I";"125.48308364"
"2008-12";"N";"CN";"I";"122.25883635"
"2008-12";"N";"DE";"I";"98.55936841"
"2008-12";"N";"GB";"I";"145.2950262"
"2008-12";"N";"US";"I";"147.78038897"
"2008-12";"K";"CN";"I";"110.93113824"
"2008-12";"K";"DE";"I";"93.12969156"
"2008-12";"K";"GB";"I";"132.85561827"
"2008-12";"K";"US";"I";"131.40309898"
"2009-01";"N";"CN";"I";"123.57020234"
"2009-01";"N";"DE";"I";"101.37161036"
"2009-01";"N";"GB";"I";"151.93119468"
"2009-01";"N";"US";"I";"149.79312518"
"2009-01";"K";"CN";"I";"111.67693059"
"2009-01";"K";"DE";"I";"95.49623728"
"2009-01";"K";"GB";"I";"138.40666925"
"2009-01";"K";"US";"I";"132.27417105"
"2009-02";"N";"CN";"I";"119.20644699"
"2009-02";"N";"DE";"I";"101.62041919"
"2009-02";"N";"GB";"I";"146.80141732"
"2009-02";"N";"US";"I";"144.51462502"
"2009-02";"K";"CN";"I";"108.5646701"
"2009-02";"K";"DE";"I";"95.47324633"
"2009-02";"K";"GB";"I";"133.15875432"
"2009-02";"K";"US";"I";"127.23570159"
"2009-03";"N";"CN";"I";"120.23022461"
"2009-03";"N";"DE";"I";"100.51637075"
"2009-03";"N";"GB";"I";"150.29259668"
"2009-03";"N";"US";"I";"145.74314915"
"2009-03";"K";"CN";"I";"108.66325558"
"2009-03";"K";"DE";"I";"94.57176209"
"2009-03";"K";"GB";"I";"135.93637602"
"2009-03";"K";"US";"I";"128.23186232"
"2009-04";"N";"CN";"I";"120.92333199"
"2009-04";"N";"DE";"I";"99.9397206"
"2009-04";"N";"GB";"I";"145.97671958"
"2009-04";"N";"US";"I";"146.69081119"
"2009-04";"K";"CN";"I";"109.34239207"
"2009-04";"K";"DE";"I";"94.03143709"
"2009-04";"K";"GB";"I";"132.25266526"
"2009-04";"K";"US";"I";"129.20233214"
"2009-05";"N";"CN";"I";"124.98363306"
"2009-05";"N";"DE";"I";"100.17802144"
"2009-05";"N";"GB";"I";"144.26266539"
"2009-05";"N";"US";"I";"151.77943657"
"2009-05";"K";"CN";"I";"112.90503263"
"2009-05";"K";"DE";"I";"94.22915419"
"2009-05";"K";"GB";"I";"130.23407546"
"2009-05";"K";"US";"I";"133.63740793"
"2009-06";"N";"CN";"I";"128.47497977"
"2009-06";"N";"DE";"I";"100.01188009"
"2009-06";"N";"GB";"I";"139.3138584"
"2009-06";"N";"US";"I";"155.80128102"
"2009-06";"K";"CN";"I";"116.36363672"
"2009-06";"K";"DE";"I";"94.02818043"
"2009-06";"K";"GB";"I";"125.81467734"
"2009-06";"K";"US";"I";"136.55699757"
"2009-07";"N";"CN";"I";"128.57036738"
"2009-07";"N";"DE";"I";"99.6338779"
"2009-07";"N";"GB";"I";"139.5735095"
"2009-07";"N";"US";"I";"155.95989349"
"2009-07";"K";"CN";"I";"116.44841799"
"2009-07";"K";"DE";"I";"93.83310919"
"2009-07";"K";"GB";"I";"125.7323129"
"2009-07";"K";"US";"I";"136.8079155"
"2009-08";"N";"CN";"I";"129.86750915"
"2009-08";"N";"DE";"I";"99.38460974"
"2009-08";"N";"GB";"I";"139.36844318"
"2009-08";"N";"US";"I";"157.52974877"
"2009-08";"K";"CN";"I";"117.43977937"
"2009-08";"K";"DE";"I";"93.55436727"
"2009-08";"K";"GB";"I";"125.68695817"
"2009-08";"K";"US";"I";"138.05244693"
"2009-09";"N";"CN";"I";"133.3135926"
"2009-09";"N";"DE";"I";"99.9913363"
"2009-09";"N";"GB";"I";"145.01231445"
"2009-09";"N";"US";"I";"161.80392451"
"2009-09";"K";"CN";"I";"120.20970734"
"2009-09";"K";"DE";"I";"94.13670612"
"2009-09";"K";"GB";"I";"130.51348334"
"2009-09";"K";"US";"I";"141.42397864"
"2009-10";"N";"CN";"I";"135.77438411"
"2009-10";"N";"DE";"I";"100.03889335"
"2009-10";"N";"GB";"I";"149.02178149"
"2009-10";"N";"US";"I";"164.82115817"
"2009-10";"K";"CN";"I";"122.7638676"
"2009-10";"K";"DE";"I";"94.37001597"
"2009-10";"K";"GB";"I";"134.31157781"
"2009-10";"K";"US";"I";"143.88008935"
"2009-11";"N";"CN";"I";"137.02859198"
"2009-11";"N";"DE";"I";"100.27808951"
"2009-11";"N";"GB";"I";"146.56940801"
"2009-11";"N";"US";"I";"166.33549722"
"2009-11";"K";"CN";"I";"123.53749029"
"2009-11";"K";"DE";"I";"94.69234047"
"2009-11";"K";"GB";"I";"132.028546"
"2009-11";"K";"US";"I";"144.85407121"
"2009-12";"N";"CN";"I";"134.85953562"
"2009-12";"N";"DE";"I";"100.84414071"
"2009-12";"N";"GB";"I";"147.61633054"
"2009-12";"N";"US";"I";"163.69246128"
"2009-12";"K";"CN";"I";"120.72456632"
"2009-12";"K";"DE";"I";"94.79450136"
"2009-12";"K";"GB";"I";"132.64806972"
"2009-12";"K";"US";"I";"142.15833798"
"2010-01";"N";"CN";"I";"134.18970747"
"2010-01";"N";"DE";"I";"102.54035309"
"2010-01";"N";"GB";"I";"147.27607378"
"2010-01";"N";"US";"I";"162.89716999"
"2010-01";"K";"CN";"I";"120.75596233"
"2010-01";"K";"DE";"I";"96.85643933"
"2010-01";"K";"GB";"I";"132.22366539"
"2010-01";"K";"US";"I";"141.63117895"
"2010-02";"N";"CN";"I";"129.49204053"
"2010-02";"N";"DE";"I";"103.22554027"
"2010-02";"N";"GB";"I";"147.08409942"
"2010-02";"N";"US";"I";"157.14696808"
"2010-02";"K";"CN";"I";"115.93611141"
"2010-02";"K";"DE";"I";"97.35484813"
"2010-02";"K";"GB";"I";"131.97049988"
"2010-02";"K";"US";"I";"136.74916421"
"2010-03";"N";"CN";"I";"130.00572686"
"2010-03";"N";"DE";"I";"104.57629104"
"2010-03";"N";"GB";"I";"153.44860407"
"2010-03";"N";"US";"I";"157.83176815"
"2010-03";"K";"CN";"I";"116.46538835"
"2010-03";"K";"DE";"I";"98.5289094"
"2010-03";"K";"GB";"I";"137.36221317"
"2010-03";"K";"US";"I";"137.62855065"
"2010-04";"N";"CN";"I";"129.89629863"
"2010-04";"N";"DE";"I";"105.68338271"
"2010-04";"N";"GB";"I";"150.52511206"
"2010-04";"N";"US";"I";"157.70929682"
"2010-04";"K";"CN";"I";"116.05035879"
"2010-04";"K";"DE";"I";"99.59080766"
"2010-04";"K";"GB";"I";"134.6307409"
"2010-04";"K";"US";"I";"137.77872185"
"2010-05";"N";"CN";"I";"122.85572376"
"2010-05";"N";"DE";"I";"106.69059014"
"2010-05";"N";"GB";"I";"148.85168352"
"2010-05";"N";"US";"I";"149.12300679"
"2010-05";"K";"CN";"I";"109.12626828"
"2010-05";"K";"DE";"I";"100.25847855"
"2010-05";"K";"GB";"I";"132.57652014"
"2010-05";"K";"US";"I";"130.12453066"
"2010-06";"N";"CN";"I";"122.80364919"
"2010-06";"N";"DE";"I";"109.9600739"
"2010-06";"N";"GB";"I";"148.17712494"
"2010-06";"N";"US";"I";"149.24694594"
"2010-06";"K";"CN";"I";"108.84333987"
"2010-06";"K";"DE";"I";"102.97655996"
"2010-06";"K";"GB";"I";"131.29817509"
"2010-06";"K";"US";"I";"130.02331277"
"2010-07";"N";"CN";"I";"130.50993654"
"2010-07";"N";"DE";"I";"112.43531848"
"2010-07";"N";"GB";"I";"152.8977899"
"2010-07";"N";"US";"I";"159.61956142"
"2010-07";"K";"CN";"I";"115.09998481"
"2010-07";"K";"DE";"I";"105.14004617"
"2010-07";"K";"GB";"I";"135.18843718"
"2010-07";"K";"US";"I";"138.79410032"
"2010-08";"N";"CN";"I";"132.62141198"
"2010-08";"N";"DE";"I";"112.79783776"
"2010-08";"N";"GB";"I";"151.26625081"
"2010-08";"N";"US";"I";"161.93831902"
"2010-08";"K";"CN";"I";"116.55353779"
"2010-08";"K";"DE";"I";"105.44423826"
"2010-08";"K";"GB";"I";"133.59069926"
"2010-08";"K";"US";"I";"140.66557368"
"2010-09";"N";"CN";"I";"136.66731164"
"2010-09";"N";"DE";"I";"115.75605749"
"2010-09";"N";"GB";"I";"157.97010804"
"2010-09";"N";"US";"I";"167.99342635"
"2010-09";"K";"CN";"I";"119.44557827"
"2010-09";"K";"DE";"I";"107.94908314"
"2010-09";"K";"GB";"I";"139.19283175"
"2010-09";"K";"US";"I";"145.48064283"
"2010-10";"N";"CN";"I";"140.06026766"
"2010-10";"N";"DE";"I";"112.52421676"
"2010-10";"N";"GB";"I";"160.48775646"
"2010-10";"N";"US";"I";"173.8478028"
"2010-10";"K";"CN";"I";"121.75200825"
"2010-10";"K";"DE";"I";"104.99647034"
"2010-10";"K";"GB";"I";"141.42799294"
"2010-10";"K";"US";"I";"150.33929298"
"2010-11";"N";"CN";"I";"137.25819109"
"2010-11";"N";"DE";"I";"112.65761523"
"2010-11";"N";"GB";"I";"156.87629435"
"2010-11";"N";"US";"I";"171.28149032"
"2010-11";"K";"CN";"I";"118.10343424"
"2010-11";"K";"DE";"I";"105.1484094"
"2010-11";"K";"GB";"I";"138.1136517"
"2010-11";"K";"US";"I";"147.89224942"
"2010-12";"N";"CN";"I";"139.71916253"
"2010-12";"N";"DE";"I";"118.27111121"
"2010-12";"N";"GB";"I";"163.03108358"
"2010-12";"N";"US";"I";"173.88281677"
"2010-12";"K";"CN";"I";"120.30911103"
"2010-12";"K";"DE";"I";"110.33968459"
"2010-12";"K";"GB";"I";"142.83026415"
"2010-12";"K";"US";"I";"149.64768565"
"2011-01";"N";"CN";"I";"140.24809932"
"2011-01";"N";"DE";"I";"118.52389004"
"2011-01";"N";"GB";"I";"163.36652424"
"2011-01";"N";"US";"I";"175.96480664"
"2011-01";"K";"CN";"I";"120.48168093"
"2011-01";"K";"DE";"I";"110.29418721"
"2011-01";"K";"GB";"I";"142.29494681"
"2011-01";"K";"US";"I";"151.00101672"
"2011-02";"N";"CN";"I";"140.86197701"
"2011-02";"N";"DE";"I";"116.813052"
"2011-02";"N";"GB";"I";"160.72535431"
"2011-02";"N";"US";"I";"177.26815948"
"2011-02";"K";"CN";"I";"120.5789396"
"2011-02";"K";"DE";"I";"108.6134843"
"2011-02";"K";"GB";"I";"139.78749614"
"2011-02";"K";"US";"I";"151.88037344"
"2011-03";"N";"CN";"I";"145.23919781"
"2011-03";"N";"DE";"I";"117.59369175"
"2011-03";"N";"GB";"I";"165.72855273"
"2011-03";"N";"US";"I";"183.08351993"
"2011-03";"K";"CN";"I";"124.27531145"
"2011-03";"K";"DE";"I";"109.62964747"
"2011-03";"K";"GB";"I";"144.57267434"
"2011-03";"K";"US";"I";"156.98999856"
"2011-04";"N";"CN";"I";"147.94969417"
"2011-04";"N";"DE";"I";"116.80432659"
"2011-04";"N";"GB";"I";"167.7356074"
"2011-04";"N";"US";"I";"187.72580043"
"2011-04";"K";"CN";"I";"125.66596063"
"2011-04";"K";"DE";"I";"108.30747133"
"2011-04";"K";"GB";"I";"145.02238109"
"2011-04";"K";"US";"I";"159.47567702"
"2011-05";"N";"CN";"I";"151.17614688"
"2011-05";"N";"DE";"I";"120.77983149"
"2011-05";"N";"GB";"I";"172.58035974"
"2011-05";"N";"US";"I";"192.76966797"
"2011-05";"K";"CN";"I";"127.5197889"
"2011-05";"K";"DE";"I";"111.69323926"
"2011-05";"K";"GB";"I";"148.70390415"
"2011-05";"K";"US";"I";"163.03846332"
"2011-06";"N";"CN";"I";"156.63460715"
"2011-06";"N";"DE";"I";"125.20355247"
"2011-06";"N";"GB";"I";"180.76006933"
"2011-06";"N";"US";"I";"200.32978097"
"2011-06";"K";"CN";"I";"130.95149724"
"2011-06";"K";"DE";"I";"115.54278142"
"2011-06";"K";"GB";"I";"155.36618901"
"2011-06";"K";"US";"I";"169.44290337"
"2011-07";"N";"CN";"I";"159.58984295"
"2011-07";"N";"DE";"I";"128.60317259"
"2011-07";"N";"GB";"I";"185.36614208"
"2011-07";"N";"US";"I";"204.2496657"
"2011-07";"K";"CN";"I";"132.49347741"
"2011-07";"K";"DE";"I";"118.35040157"
"2011-07";"K";"GB";"I";"158.44653289"
"2011-07";"K";"US";"I";"172.09541187"
"2011-08";"N";"CN";"I";"166.81502733"
"2011-08";"N";"DE";"I";"135.07562749"
"2011-08";"N";"GB";"I";"192.64412224"
"2011-08";"N";"US";"I";"215.53753594"
"2011-08";"K";"CN";"I";"138.08256888"
"2011-08";"K";"DE";"I";"123.91760696"
"2011-08";"K";"GB";"I";"164.01998753"
"2011-08";"K";"US";"I";"180.64454282"
"2011-09";"N";"CN";"I";"148.56244549"
"2011-09";"N";"DE";"I";"126.1192533"
"2011-09";"N";"GB";"I";"178.92197901"
"2011-09";"N";"US";"I";"193.01977686"
"2011-09";"K";"CN";"I";"122.76535159"
"2011-09";"K";"DE";"I";"115.38457292"
"2011-09";"K";"GB";"I";"151.45116913"
"2011-09";"K";"US";"I";"161.59574642"
"2011-10";"N";"CN";"I";"144.03998326"
"2011-10";"N";"DE";"I";"123.16086818"
"2011-10";"N";"GB";"I";"174.39696587"
"2011-10";"N";"US";"I";"187.6000085"
"2011-10";"K";"CN";"I";"118.49880526"
"2011-10";"K";"DE";"I";"112.24147108"
"2011-10";"K";"GB";"I";"147.22280372"
"2011-10";"K";"US";"I";"156.5757756"
"2011-11";"N";"CN";"I";"141.90584128"
"2011-11";"N";"DE";"I";"122.99363141"
"2011-11";"N";"GB";"I";"171.69569395"
"2011-11";"N";"US";"I";"185.40049887"
"2011-11";"K";"CN";"I";"116.57989358"
"2011-11";"K";"DE";"I";"111.63309803"
"2011-11";"K";"GB";"I";"144.40217675"
"2011-11";"K";"US";"I";"154.06567199"
"2011-12";"N";"CN";"I";"137.75733794"
"2011-12";"N";"DE";"I";"123.38644571"
"2011-12";"N";"GB";"I";"169.44423229"
"2011-12";"N";"US";"I";"180.73473106"
"2011-12";"K";"CN";"I";"113.27133767"
"2011-12";"K";"DE";"I";"112.07199833"
"2011-12";"K";"GB";"I";"142.33175056"
"2011-12";"K";"US";"I";"150.06264993"
"2012-01";"N";"CN";"I";"136.74842306"
"2012-01";"N";"DE";"I";"125.06201826"
"2012-01";"N";"GB";"I";"169.31612011"
"2012-01";"N";"US";"I";"179.54425174"
"2012-01";"K";"CN";"I";"111.46580342"
"2012-01";"K";"DE";"I";"113.02689218"
"2012-01";"K";"GB";"I";"141.83483441"
"2012-01";"K";"US";"I";"148.54160568"
"2012-02";"N";"CN";"I";"140.36621192"
"2012-02";"N";"DE";"I";"125.47081742"
"2012-02";"N";"GB";"I";"170.87096114"
"2012-02";"N";"US";"I";"184.63675337"
"2012-02";"K";"CN";"I";"115.43562039"
"2012-02";"K";"DE";"I";"113.12063379"
"2012-02";"K";"GB";"I";"142.83586644"
"2012-02";"K";"US";"I";"152.44713098"
"2012-03";"N";"CN";"I";"140.39931994"
"2012-03";"N";"DE";"I";"125.56619653"
"2012-03";"N";"GB";"I";"170.49867753"
"2012-03";"N";"US";"I";"184.36335007"
"2012-03";"K";"CN";"I";"114.80803588"
"2012-03";"K";"DE";"I";"113.38285388"
"2012-03";"K";"GB";"I";"142.90393074"
"2012-03";"K";"US";"I";"152.47343942"
"2012-04";"N";"CN";"I";"140.09061807"
"2012-04";"N";"DE";"I";"125.98890628"
"2012-04";"N";"GB";"I";"168.48350031"
"2012-04";"N";"US";"I";"184.3095351"
"2012-04";"K";"CN";"I";"114.04145313"
"2012-04";"K";"DE";"I";"113.46822065"
"2012-04";"K";"GB";"I";"140.38461173"
"2012-04";"K";"US";"I";"151.62323483"
"2012-05";"N";"CN";"I";"136.39760363"
"2012-05";"N";"DE";"I";"126.08747828"
"2012-05";"N";"GB";"I";"165.00819632"
"2012-05";"N";"US";"I";"179.56517746"
"2012-05";"K";"CN";"I";"110.64143137"
"2012-05";"K";"DE";"I";"113.25236717"
"2012-05";"K";"GB";"I";"137.27048914"
"2012-05";"K";"US";"I";"147.89214777"
"2012-06";"N";"CN";"I";"134.00532653"
"2012-06";"N";"DE";"I";"126.1120072"
"2012-06";"N";"GB";"I";"165.42590443"
"2012-06";"N";"US";"I";"175.6859082"
"2012-06";"K";"CN";"I";"108.67623693"
"2012-06";"K";"DE";"I";"113.3036862"
"2012-06";"K";"GB";"I";"137.55913659"
"2012-06";"K";"US";"I";"144.62438276"
"2012-07";"N";"CN";"I";"131.47265624"
"2012-07";"N";"DE";"I";"126.11271843"
"2012-07";"N";"GB";"I";"161.86112756"
"2012-07";"N";"US";"I";"172.41191915"
"2012-07";"K";"CN";"I";"106.54330189"
"2012-07";"K";"DE";"I";"113.13910719"
"2012-07";"K";"GB";"I";"134.1497844"
"2012-07";"K";"US";"I";"142.14420039"
"2012-08";"N";"CN";"I";"133.04861254"
"2012-08";"N";"DE";"I";"126.1008681"
"2012-08";"N";"GB";"I";"161.92031702"
"2012-08";"N";"US";"I";"173.84691089"
"2012-08";"K";"CN";"I";"107.37060626"
"2012-08";"K";"DE";"I";"112.73800275"
"2012-08";"K";"GB";"I";"134.02518885"
"2012-08";"K";"US";"I";"142.52867289"
"2012-09";"N";"CN";"I";"137.08837919"
"2012-09";"N";"DE";"I";"125.29304948"
"2012-09";"N";"GB";"I";"162.61876234"
"2012-09";"N";"US";"I";"179.03427234"
"2012-09";"K";"CN";"I";"110.70180433"
"2012-09";"K";"DE";"I";"111.86162391"
"2012-09";"K";"GB";"I";"134.33222928"
"2012-09";"K";"US";"I";"146.2495491"
"2012-10";"N";"CN";"I";"137.72089217"
"2012-10";"N";"DE";"I";"125.19767215"
"2012-10";"N";"GB";"I";"164.20429539"
"2012-10";"N";"US";"I";"180.50674655"
"2012-10";"K";"CN";"I";"111.18519922"
"2012-10";"K";"DE";"I";"111.59993698"
"2012-10";"K";"GB";"I";"135.07727402"
"2012-10";"K";"US";"I";"147.14518395"
"2012-11";"N";"CN";"I";"136.21876192"
"2012-11";"N";"DE";"I";"125.67549245"
"2012-11";"N";"GB";"I";"164.25865227"
"2012-11";"N";"US";"I";"179.27141587"
"2012-11";"K";"CN";"I";"109.27872583"
"2012-11";"K";"DE";"I";"111.54803877"
"2012-11";"K";"GB";"I";"134.44319185"
"2012-11";"K";"US";"I";"145.91523232"
