"PERIOD","SECTOR","CLASSIFICATION","VALUE","STATUS","UNIT_MEAS"
"2002","S.1","P.3","0.636466448841224","A","ACPP"
"2002","S.1","P.51b","130541.367547459","A","MCHF"
"2002","S.1","P.51b","131298.200070619","A","Y"
"2002","S.1","P.51b","0.469047888886811","A","AC"
"2002","S.1","P.51b","1.05153177458401","A","ACPP"
"2002","S.1","P.5111be","86326.6645177392","A","MCHF"
"2002","S.1","P.5111be","86590.4717945284","A","Y"
"2002","S.1","P.5111be","0.201602166199853","A","AC"
"2002","S.1","P.5111be","0.507810125757351","A","ACPP"
"2002","S.1","P.5111c","44214.7030297196","A","MCHF"
"2002","S.1","P.5111c","44707.7282760908","A","Y"
"2002","S.1","P.5111c","0.995356707385236","A","AC"
"2002","S.1","P.5111c","2.12152644756275","A","ACPP"
"2002","S.1","P.52","-2746.46592888913","A","MCHF"
"2002","S.1","P.52","-980.597923656402","A","Y"
"2002","S.1","P.52","-185.322338728585","A","AC"
"2002","S.1","P.52","-130.463479382247","A","ACPP"
"2002","S.1","P.53","-1418.65244113734","A","MCHF"
"2002","S.1","P.53","1202.62196523072","A","Y"
"2002","S.1","P.53","-278.884955607396","A","AC"
"2002","S.1","P.53","51.6445963962155","A","ACPP"
"2002","S.1","P.5","126376.249177432","A","MCHF"
"2002","S.1","P.5","131520.224112194","A","Y"
"2002","S.1","P.5","-5.64987094009877","A","AC"
"2002","S.1","P.5","-1.80947607053585","A","ACPP"
"2002","S.13","P.3","55645.67732613","A","MCHF"
"2002","S.13","P.3","55021.9933221454","A","Y"
"2002","S.13","P.3","3.06262722770629","A","AC"
"2002","S.13","P.3","1.90748786919282","A","ACPP"
"2002","S.14+S15","P.3","274324.730140913","A","MCHF"
"2002","S.14+S15","P.3","275648.880347905","A","Y"
"2002","S.14+S15","P.3","-0.0956868931792984","A","AC"
"2002","S.14+S15","P.3","0.38654566679351","A","ACPP"
"2002","S.2","P.7","208364.416885239","A","MCHF"
"2002","S.2","P.7","217436.63544433","A","Y"
"2002","S.2","P.7","-6.00893186136229","A","AC"
"2002","S.2","P.7","-1.91654638833911","A","ACPP"
"2002","S.2","P.71","148582.68420837","A","MCHF"
"2002","S.2","P.71","156747.233242665","A","Y"
"2002","S.2","P.71","-7.7450994783519","A","AC"
"2002","S.2","P.71","-2.67573582419485","A","ACPP"
"2002","S.2","P.71c","131937.471032144","A","MCHF"
"2002","S.2","P.71c","140940.630655268","A","Y"
"2002","S.2","P.71c","-8.05877698414192","A","AC"
"2002","S.2","P.71c","-1.78488450855139","A","ACPP"
"2002","S.2","P.72","59781.7326768694","A","MCHF"
"2002","S.2","P.72","60689.402201665","A","Y"
"2002","S.2","P.72","-1.39689801325343","A","AC"
"2002","S.2","P.72","0.100198620051598","A","ACPP"
"2002","S.2","P.6","234094.957248286","A","MCHF"
"2002","S.2","P.6","238528.350478203","A","Y"
"2002","S.2","P.6","-3.58478613704438","A","AC"
"2002","S.2","P.6","-1.75883242396325","A","ACPP"
"2002","S.2","P.61","158686.490111224","A","MCHF"
"2002","S.2","P.61","162145.733125407","A","Y"
"2002","S.2","P.61","-2.68557624907239","A","AC"
"2002","S.2","P.61","-0.564196916126715","A","ACPP"
"2002","S.2","P.61c","140114.504693224","A","MCHF"
"2002","S.2","P.61c","144506.148446741","A","Y"
"2002","S.2","P.61c","-0.916011883811374","A","AC"
"2002","S.2","P.61c","2.18960218831298","A","ACPP"
"2002","S.2","P.62","75408.4671370617","A","MCHF"
"2002","S.2","P.62","76382.6173527963","A","Y"
"2002","S.2","P.62","-5.42380231565426","A","AC"
"2002","S.2","P.62","-4.20203734846431","A","ACPP"
"2003","S.1","B.1*b","487606.518867423","A","MCHF"
"2003","S.1","B.1*b","481921.011418834","A","Y"
"2003","S.1","B.1*b","1.14697851178693","A","AC"
"2003","S.1","B.1*b","-0.0323984601755986","A","ACPP"
"2003","S.1","P.3","336007.902414293","A","MCHF"
"2003","S.1","P.3","332184.34144534","A","Y"
"2003","S.1","P.3","1.82970800127053","A","AC"
"2003","S.1","P.3","0.670949251265258","A","ACPP"
"2003","S.1","P.51b","129362.326408324","A","MCHF"
"2003","S.1","P.51b","129913.923666192","A","Y"
"2003","S.1","P.51b","-0.903193494358334","A","AC"
"2003","S.1","P.51b","-0.480647547252704","A","ACPP"
"2003","S.1","P.5111be","84996.2564411544","A","MCHF"
"2003","S.1","P.5111be","84895.6640072977","A","Y"
"2003","S.1","P.5111be","-1.541132260834","A","AC"
"2003","S.1","P.5111be","-1.65765759448218","A","ACPP"
"2003","S.1","P.5111c","44366.0699671694","A","MCHF"
"2003","S.1","P.5111c","45018.2596588941","A","Y"
"2003","S.1","P.5111c","0.342345254129663","A","AC"
"2003","S.1","P.5111c","1.81739687052592","A","ACPP"
"2003","S.1","P.52","-1251.16743566284","A","MCHF"
"2003","S.1","P.52","-636.758290379017","A","Y"
"2003","S.1","P.52","54.4444581488436","A","AC"
"2003","S.1","P.52","76.8153581050769","A","ACPP"
"2003","S.1","P.53","-1409.44215950348","A","MCHF"
"2003","S.1","P.53","-1255.6995235629","A","Y"
"2003","S.1","P.53","0.64922748988996","A","AC"
"2003","S.1","P.53","11.4864580533766","A","ACPP"
"2003","S.1","P.5","126701.716813157","A","MCHF"
"2003","S.1","P.5","128021.46585225","A","Y"
"2003","S.1","P.5","0.257538610176778","A","AC"
"2003","S.1","P.5","1.30184008904052","A","ACPP"
"2003","S.13","P.3","57220.10560453","A","MCHF"
"2003","S.13","P.3","56569.7007730552","A","Y"
"2003","S.13","P.3","2.82938110209807","A","AC"
"2003","S.13","P.3","1.66054847622692","A","ACPP"
"2003","S.14+S15","P.3","278787.796809763","A","MCHF"
"2003","S.14+S15","P.3","275614.640672285","A","Y"
"2003","S.14+S15","P.3","1.62692830010509","A","AC"
"2003","S.14+S15","P.3","0.47021299563814","A","ACPP"
"2003","S.2","P.7","207792.434463565","A","MCHF"
"2003","S.2","P.7","209624.328941164","A","Y"
"2003","S.2","P.7","-0.27451060513332","A","AC"
"2003","S.2","P.7","0.604667569808017","A","ACPP"
"2003","S.2","P.71","147800.539295091","A","MCHF"
"2003","S.2","P.71","151000.143187447","A","Y"
"2003","S.2","P.71","-0.52640381175381","A","AC"
"2003","S.2","P.71","1.62701259030078","A","ACPP"
"2003","S.2","P.71c","131669.481332265","A","MCHF"
"2003","S.2","P.71c","135086.987044098","A","Y"
"2003","S.2","P.71c","-0.203118718118927","A","AC"
"2003","S.2","P.71c","2.38712777144764","A","ACPP"
"2003","S.2","P.72","59991.8951684742","A","MCHF"
"2003","S.2","P.72","58624.185753717","A","Y"
"2003","S.2","P.72","0.351549682811582","A","AC"
"2003","S.2","P.72","-1.93628868104098","A","ACPP"
"2003","S.2","P.6","232689.334103537","A","MCHF"
"2003","S.2","P.6","231339.533062407","A","Y"
"2003","S.2","P.6","-0.6004499888726","A","AC"
"2003","S.2","P.6","-1.17705405458867","A","ACPP"
"2003","S.2","P.61","158280.263356917","A","MCHF"
"2003","S.2","P.61","159186.805834023","A","Y"
"2003","S.2","P.61","-0.255993282113849","A","AC"
"2003","S.2","P.61","0.315285644321904","A","ACPP"
"2003","S.2","P.61c","140041.834143917","A","MCHF"
"2003","S.2","P.61c","141181.552492649","A","Y"
"2003","S.2","P.61c","-0.0518651152256708","A","AC"
"2003","S.2","P.61c","0.761554131573502","A","ACPP"
"2003","S.2","P.62","74409.0707466201","A","MCHF"
"2003","S.2","P.62","72152.7272283842","A","Y"
"2003","S.2","P.62","-1.32531057636428","A","AC"
"2003","S.2","P.62","-4.31747260259243","A","ACPP"
"2004","S.1","B.1*b","502265.680026119","A","MCHF"
"2004","S.1","B.1*b","500780.22894543","A","Y"
"2004","S.1","B.1*b","3.00635052885367","A","AC"
"2004","S.1","B.1*b","2.70170917907451","A","ACPP"
"2004","S.1","P.3","343392.313148073","A","MCHF"
"2004","S.1","P.3","341967.341548123","A","Y"
"2004","S.1","P.3","2.1976896021556","A","AC"
"2004","S.1","P.3","1.77360088587517","A","ACPP"
"2004","S.1","P.51b","137178.121857463","A","MCHF"
"2004","S.1","P.51b","136506.324788289","A","Y"
"2004","S.1","P.51b","6.04178640423398","A","AC"
"2004","S.1","P.51b","5.52247209702754","A","ACPP"
"2004","S.1","P.5111be","90397.5278278899","A","MCHF"
"2004","S.1","P.5111be","90382.296157484","A","Y"
"2004","S.1","P.5111be","6.35471679917464","A","AC"
"2004","S.1","P.5111be","6.33679639768441","A","ACPP"
"2004","S.1","P.5111c","46780.5940295727","A","MCHF"
"2004","S.1","P.5111c","46124.0286308051","A","Y"
"2004","S.1","P.5111c","5.44227619031841","A","AC"
"2004","S.1","P.5111c","3.96239438141937","A","ACPP"
"2004","S.1","P.52","-3898.17698792485","A","MCHF"
"2004","S.1","P.52","-5765.44598633854","A","Y"
"2004","S.1","P.52","-211.56317506455","A","AC"
"2004","S.1","P.52","-360.805310464633","A","ACPP"
"2004","S.1","P.53","-9981.43331959242","A","MCHF"
"2004","S.1","P.53","-9478.30504201268","A","Y"
"2004","S.1","P.53","-608.183251954708","A","AC"
"2004","S.1","P.53","-572.486272537193","A","ACPP"
"2004","S.1","P.5","123298.511549945","A","MCHF"
"2004","S.1","P.5","121262.573759938","A","Y"
"2004","S.1","P.5","-2.68599775031513","A","AC"
"2004","S.1","P.5","-4.29287241722261","A","ACPP"
"2004","S.13","P.3","57835.43876289","A","MCHF"
"2004","S.13","P.3","57986.2606261142","A","Y"
"2004","S.13","P.3","1.07537927771894","A","AC"
"2004","S.13","P.3","1.33896121562483","A","ACPP"
"2004","S.14+S15","P.3","285556.874385183","A","MCHF"
"2004","S.14+S15","P.3","283981.080922009","A","Y"
"2004","S.14+S15","P.3","2.42803940950081","A","AC"
"2004","S.14+S15","P.3","1.8628089793292","A","ACPP"
"2004","S.2","P.7","222087.364269716","A","MCHF"
"2004","S.2","P.7","218037.480170868","A","Y"
"2004","S.2","P.7","6.87942746474593","A","AC"
"2004","S.2","P.7","4.93042286825866","A","ACPP"
"2004","S.2","P.71","153296.419995412","A","MCHF"
"2004","S.2","P.71","151642.339869034","A","Y"
"2004","S.2","P.71","3.71844428073987","A","AC"
"2004","S.2","P.71","2.59931431391645","A","ACPP"
"2004","S.2","P.71c","140832.449946926","A","MCHF"
"2004","S.2","P.71c","139652.559138046","A","Y"
"2004","S.2","P.71c","6.95906790392716","A","AC"
"2004","S.2","P.71c","6.06296745837093","A","ACPP"
"2004","S.2","P.72","68790.9442743039","A","MCHF"
"2004","S.2","P.72","66395.1403018342","A","Y"
"2004","S.2","P.72","14.6670630776365","A","AC"
"2004","S.2","P.72","10.6735170065521","A","ACPP"
"2004","S.2","P.6","257662.219597816","A","MCHF"
"2004","S.2","P.6","255587.793808237","A","Y"
"2004","S.2","P.6","10.732286286559","A","AC"
"2004","S.2","P.6","9.84078612495029","A","ACPP"
"2004","S.2","P.61","178772.162681283","A","MCHF"
"2004","S.2","P.61","175940.928291799","A","Y"
"2004","S.2","P.61","12.9465916278882","A","AC"
"2004","S.2","P.61","11.1578440421581","A","ACPP"
"2004","S.2","P.61c","155763.187215283","A","MCHF"
"2004","S.2","P.61c","153780.432508178","A","Y"
"2004","S.2","P.61c","11.2261833526185","A","AC"
"2004","S.2","P.61c","9.81035306217301","A","ACPP"
"2004","S.2","P.62","78890.0569165334","A","MCHF"
"2004","S.2","P.62","79646.8655164382","A","Y"
"2004","S.2","P.62","6.02209666771955","A","AC"
"2004","S.2","P.62","7.03918852535333","A","ACPP"
"2005","S.1","B.1*b","520848.315345466","A","MCHF"
"2005","S.1","B.1*b","516076.474942334","A","Y"
"2005","S.1","B.1*b","3.69976210964305","A","AC"
"2005","S.1","B.1*b","2.74969910655605","A","ACPP"
"2005","S.1","P.3","350862.202311785","A","MCHF"
"2005","S.1","P.3","347788.610406854","A","Y"
"2005","S.1","P.3","2.17532218331605","A","AC"
"2005","S.1","P.3","1.28025500002549","A","ACPP"
"2005","S.1","P.51b","141998.86609479","A","MCHF"
"2005","S.1","P.51b","141702.886667833","A","Y"
"2005","S.1","P.51b","3.51422236436276","A","AC"
"2005","S.1","P.51b","3.29845951315185","A","ACPP"
"2005","S.1","P.5111be","92484.3245583582","A","MCHF"
"2005","S.1","P.5111be","93278.6627157548","A","Y"
"2005","S.1","P.5111be","2.30846659262776","A","AC"
"2005","S.1","P.5111be","3.1871832749125","A","ACPP"
"2005","S.1","P.5111c","49514.5415364322","A","MCHF"
"2005","S.1","P.5111c","48424.2239520783","A","Y"
"2005","S.1","P.5111c","5.84419151482177","A","AC"
"2005","S.1","P.5111c","3.51348664248822","A","ACPP"
"2005","S.1","P.52","-1750.51226268015","A","MCHF"
"2005","S.1","P.52","-5299.76405358326","A","Y"
"2005","S.1","P.52","55.0940794093596","A","AC"
"2005","S.1","P.52","-35.9549366280706","A","ACPP"
"2005","S.1","P.53","1366.2356464757","A","MCHF"
"2005","S.1","P.53","991.928772010502","A","Y"
"2005","S.1","P.53","113.68777011007","A","AC"
"2005","S.1","P.53","109.937738802136","A","ACPP"
"2005","S.1","P.5","141614.589478586","A","MCHF"
"2005","S.1","P.5","137395.05138626","A","Y"
"2005","S.1","P.5","14.8550681580784","A","AC"
"2005","S.1","P.5","11.4328548326431","A","ACPP"
"2005","S.13","P.3","58586.32989693","A","MCHF"
"2005","S.13","P.3","58465.124518454","A","Y"
"2005","S.13","P.3","1.29832357132873","A","AC"
"2005","S.13","P.3","1.08875417742656","A","ACPP"
"2005","S.14+S15","P.3","292275.872414855","A","MCHF"
"2005","S.14+S15","P.3","289323.4858884","A","Y"
"2005","S.14+S15","P.3","2.35294564143778","A","AC"
"2005","S.14+S15","P.3","1.31904073797107","A","ACPP"
"2005","S.2","P.7","252127.034185975","A","MCHF"
"2005","S.2","P.7","243449.089584955","A","Y"
"2005","S.2","P.7","13.5260598976614","A","AC"
"2005","S.2","P.7","9.61861355124042","A","ACPP"
"2005","S.2","P.71","177984.543014277","A","MCHF"
"2005","S.2","P.71","169980.123228705","A","Y"
"2005","S.2","P.71","16.1048268574073","A","AC"
"2005","S.2","P.71","10.8832960572676","A","ACPP"
"2005","S.2","P.71c","154300.858966895","A","MCHF"
"2005","S.2","P.71c","148660.751645708","A","Y"
"2005","S.2","P.71c","9.56342733868841","A","AC"
"2005","S.2","P.71c","5.55859228589161","A","ACPP"
"2005","S.2","P.72","74142.4911716981","A","MCHF"
"2005","S.2","P.72","73468.9663562505","A","Y"
"2005","S.2","P.72","7.77943514782253","A","AC"
"2005","S.2","P.72","6.80034578867386","A","ACPP"
"2005","S.2","P.6","280498.557741069","A","MCHF"
"2005","S.2","P.6","274341.902734174","A","Y"
"2005","S.2","P.6","8.86289739291161","A","AC"
"2005","S.2","P.6","6.4734686995995","A","ACPP"
"2005","S.2","P.61","192549.451772103","A","MCHF"
"2005","S.2","P.61","187071.306314195","A","Y"
"2005","S.2","P.61","7.70661879578104","A","AC"
"2005","S.2","P.61","4.64230197164859","A","ACPP"
"2005","S.2","P.61c","167957.194154103","A","MCHF"
"2005","S.2","P.61c","164932.914461244","A","Y"
"2005","S.2","P.61c","7.82855510138378","A","AC"
"2005","S.2","P.61c","5.88696688216028","A","ACPP"
"2005","S.2","P.62","87949.1059689664","A","MCHF"
"2005","S.2","P.62","87270.5964199793","A","Y"
"2005","S.2","P.62","11.4831315966949","A","AC"
"2005","S.2","P.62","10.6230618039897","A","ACPP"
"2006","S.1","B.1*b","553721.551628674","A","MCHF"
"2006","S.1","B.1*b","542065.740677792","A","Y"
"2006","S.1","B.1*b","6.311479813735","A","AC"
"2006","S.1","B.1*b","4.07362848399605","A","ACPP"
"2006","S.1","P.3","360516.198858697","A","MCHF"
"2006","S.1","P.3","355529.870033626","A","Y"
"2006","S.1","P.3","2.75150656961702","A","AC"
"2006","S.1","P.3","1.33034213747905","A","ACPP"
"2006","S.1","P.51b","149838.465769338","A","MCHF"
"2006","S.1","P.51b","148538.590218087","A","Y"
"2006","S.1","P.51b","5.52088892689797","A","AC"
"2006","S.1","P.51b","4.60547629931852","A","ACPP"
"2006","S.1","P.5111be","99519.1157403977","A","MCHF"
"2006","S.1","P.5111be","99723.8718699728","A","Y"
"2006","S.1","P.5111be","7.6064686806471","A","AC"
"2006","S.1","P.5111be","7.82786417718432","A","ACPP"
"2006","S.1","P.5111c","50319.3500289406","A","MCHF"
"2006","S.1","P.5111c","48814.7183481142","A","Y"
"2006","S.1","P.5111c","1.62539825177679","A","AC"
"2006","S.1","P.5111c","-1.41336901565175","A","ACPP"
"2006","S.1","P.52","91.1673957235721","A","MCHF"
"2006","S.1","P.52","-5053.82028758375","A","Y"
"2006","S.1","P.52","105.208040964191","A","AC"
"2006","S.1","P.52","-188.705220484775","A","ACPP"
"2006","S.1","P.53","4663.52157729401","A","MCHF"
"2006","S.1","P.53","3806.39632226476","A","Y"
"2006","S.1","P.53","241.34093846284","A","AC"
"2006","S.1","P.53","178.604670583997","A","ACPP"
"2006","S.1","P.5","154593.154742356","A","MCHF"
"2006","S.1","P.5","147291.166252768","A","Y"
"2006","S.1","P.5","9.16470916701176","A","AC"
"2006","S.1","P.5","4.00846889793124","A","ACPP"
"2006","S.13","P.3","59485.00581061","A","MCHF"
"2006","S.13","P.3","58804.5612029014","A","Y"
"2006","S.13","P.3","1.53393447799344","A","AC"
"2006","S.13","P.3","0.372495266993685","A","ACPP"
"2006","S.14+S15","P.3","301031.193048087","A","MCHF"
"2006","S.14+S15","P.3","296725.308830724","A","Y"
"2006","S.14+S15","P.3","2.99556735932158","A","AC"
"2006","S.14+S15","P.3","1.52234133426991","A","ACPP"
"2006","S.2","P.7","274845.061259308","A","MCHF"
"2006","S.2","P.7","259293.878459789","A","Y"
"2006","S.2","P.7","9.01054785603639","A","AC"
"2006","S.2","P.7","2.84255288091311","A","ACPP"
"2006","S.2","P.71","197894.354706473","A","MCHF"
"2006","S.2","P.71","184126.379168574","A","Y"
"2006","S.2","P.71","11.1862588486681","A","AC"
"2006","S.2","P.71","3.45076940406242","A","ACPP"
"2006","S.2","P.71c","173742.072796892","A","MCHF"
"2006","S.2","P.71c","166363.301032225","A","Y"
"2006","S.2","P.71c","12.5995499702099","A","AC"
"2006","S.2","P.71c","7.81748212297248","A","ACPP"
"2006","S.2","P.72","76950.7065528346","A","MCHF"
"2006","S.2","P.72","75167.4992912153","A","Y"
"2006","S.2","P.72","3.78759242744255","A","AC"
"2006","S.2","P.72","1.38248405646837","A","ACPP"
"2006","S.2","P.6","313457.259286928","A","MCHF"
"2006","S.2","P.6","298538.582851188","A","Y"
"2006","S.2","P.6","11.7500431414991","A","AC"
"2006","S.2","P.6","6.43141456961471","A","ACPP"
"2006","S.2","P.61","218175.592494709","A","MCHF"
"2006","S.2","P.61","205989.204926214","A","Y"
"2006","S.2","P.61","13.3088619504025","A","AC"
"2006","S.2","P.61","6.97989686826945","A","ACPP"
"2006","S.2","P.61c","194772.594679709","A","MCHF"
"2006","S.2","P.61c","188759.81397971","A","Y"
"2006","S.2","P.61c","15.965615918186","A","AC"
"2006","S.2","P.61c","12.3856676282174","A","ACPP"
"2006","S.2","P.62","95281.6667922189","A","MCHF"
"2006","S.2","P.62","92549.3779249736","A","Y"
"2006","S.2","P.62","8.33727727242597","A","AC"
"2006","S.2","P.62","5.23060684395186","A","ACPP"
"2007","S.1","B.1*b","589085.155401669","A","MCHF"
"2007","S.1","B.1*b","575407.367657878","A","Y"
"2007","S.1","B.1*b","6.38653194353356","A","AC"
"2007","S.1","B.1*b","3.91637565224248","A","ACPP"
"2007","S.1","P.3","373700.389569813","A","MCHF"
"2007","S.1","P.3","367917.200376745","A","Y"
"2007","S.1","P.3","3.65703143238878","A","AC"
"2007","S.1","P.3","2.05289014515229","A","ACPP"
"2007","S.1","P.51b","160273.916006657","A","MCHF"
"2007","S.1","P.51b","157356.531308972","A","Y"
"2007","S.1","P.51b","6.96446682348078","A","AC"
"2007","S.1","P.51b","5.01744695598163","A","ACPP"
"2007","S.1","P.5111be","109127.096419091","A","MCHF"
"2007","S.1","P.5111be","108173.815642966","A","Y"
"2007","S.1","P.5111be","9.65440720329139","A","AC"
"2007","S.1","P.5111be","8.69652009885721","A","ACPP"
"2007","S.1","P.5111c","51146.819587566","A","MCHF"
"2007","S.1","P.5111c","49182.7156660052","A","Y"
"2007","S.1","P.5111c","1.64443610290957","A","AC"
"2007","S.1","P.5111c","-2.25884150387815","A","ACPP"
"2007","S.1","P.52","-281.359646161552","A","MCHF"
"2007","S.1","P.52","-5997.55962392644","A","Y"
"2007","S.1","P.52","-408.618716075493","A","AC"
"2007","S.1","P.52","-6678.62339526687","A","ACPP"
"2007","S.1","P.53","-2183.62668432592","A","MCHF"
"2007","S.1","P.53","-1734.23413022527","A","Y"
"2007","S.1","P.53","-146.823557008028","A","AC"
"2007","S.1","P.53","-137.187222177099","A","ACPP"
"2007","S.1","P.5","157808.929676169","A","MCHF"
"2007","S.1","P.5","149624.73755482","A","Y"
"2007","S.1","P.5","2.08015350949562","A","AC"
"2007","S.1","P.5","-3.21386622571768","A","ACPP"
"2007","S.13","P.3","61408.6515941","A","MCHF"
"2007","S.13","P.3","60477.9070457363","A","Y"
"2007","S.13","P.3","3.23383305973704","A","AC"
"2007","S.13","P.3","1.66916220582966","A","ACPP"
"2007","S.14+S15","P.3","312291.737975713","A","MCHF"
"2007","S.14+S15","P.3","307439.293331008","A","Y"
"2007","S.14+S15","P.3","3.74065717695474","A","AC"
"2007","S.14+S15","P.3","2.12871636923615","A","ACPP"
"2007","S.2","P.7","305022.656925026","A","MCHF"
"2007","S.2","P.7","290961.431731901","A","Y"
"2007","S.2","P.7","10.9798573521564","A","AC"
"2007","S.2","P.7","5.86380209953572","A","ACPP"
"2007","S.2","P.71","219838.126327809","A","MCHF"
"2007","S.2","P.71","209439.153715922","A","Y"
"2007","S.2","P.71","11.0886294123368","A","AC"
"2007","S.2","P.71","5.83381927522532","A","ACPP"
"2007","S.2","P.71c","189807.817429568","A","MCHF"
"2007","S.2","P.71c","182183.002297241","A","Y"
"2007","S.2","P.71c","9.24689361307275","A","AC"
"2007","S.2","P.71c","4.85831057755172","A","ACPP"
"2007","S.2","P.72","85184.5305972173","A","MCHF"
"2007","S.2","P.72","81522.2780159791","A","Y"
"2007","S.2","P.72","10.7001279302476","A","AC"
"2007","S.2","P.72","5.94090901557303","A","ACPP"
"2007","S.2","P.6","362598.493080712","A","MCHF"
"2007","S.2","P.6","348826.861458215","A","Y"
"2007","S.2","P.6","15.6771720347374","A","AC"
"2007","S.2","P.6","11.2837081048141","A","ACPP"
"2007","S.2","P.61","251439.408672398","A","MCHF"
"2007","S.2","P.61","241588.72119313","A","Y"
"2007","S.2","P.61","15.2463507935681","A","AC"
"2007","S.2","P.61","10.7313235319798","A","ACPP"
"2007","S.2","P.61c","218319.043290398","A","MCHF"
"2007","S.2","P.61c","211527.310705787","A","Y"
"2007","S.2","P.61c","12.0892000486052","A","AC"
"2007","S.2","P.61c","8.60219378071646","A","ACPP"
"2007","S.2","P.62","111159.084408314","A","MCHF"
"2007","S.2","P.62","107238.140265085","A","Y"
"2007","S.2","P.62","16.6636648482645","A","AC"
"2007","S.2","P.62","12.5485561655211","A","ACPP"
"2008","S.1","B.1*b","614407.719341564","A","MCHF"
"2008","S.1","B.1*b","605626.570561467","A","Y"
"2008","S.1","B.1*b","4.29862536981243","A","AC"
"2008","S.1","B.1*b","2.80798370288576","A","ACPP"
"2008","S.1","P.3","387736.346497321","A","MCHF"
"2008","S.1","P.3","380096.875288293","A","Y"
"2008","S.1","P.3","3.75593853238046","A","AC"
"2008","S.1","P.3","1.71166150665338","A","ACPP"
"2008","S.1","P.51b","164257.433311007","A","MCHF"
"2008","S.1","P.51b","160973.571220941","A","Y"
"2008","S.1","P.51b","2.485443298325","A","AC"
"2008","S.1","P.51b","0.436537168191166","A","ACPP"
"2008","S.1","P.5111be","111163.338458169","A","MCHF"
"2008","S.1","P.5111be","109804.821123879","A","Y"
"2008","S.1","P.5111be","1.86593623939045","A","AC"
"2008","S.1","P.5111be","0.621041635879479","A","ACPP"
"2008","S.1","P.5111c","53094.0948528381","A","MCHF"
"2008","S.1","P.5111c","51168.7500970616","A","Y"
"2008","S.1","P.5111c","3.80722649223236","A","AC"
"2008","S.1","P.5111c","0.0428775624222575","A","ACPP"
"2008","S.1","P.52","-2777.97177441047","A","MCHF"
"2008","S.1","P.52","-659.926092671648","A","Y"
"2008","S.1","P.52","-887.338380719815","A","AC"
"2008","S.1","P.52","-134.548948889682","A","ACPP"
"2008","S.1","P.53","6942.14384344426","A","MCHF"
"2008","S.1","P.53","5960.76248795132","A","Y"
"2008","S.1","P.53","417.918071494316","A","AC"
"2008","S.1","P.53","372.975345590786","A","ACPP"
"2008","S.1","P.5","168421.605380041","A","MCHF"
"2008","S.1","P.5","166274.407616221","A","Y"
"2008","S.1","P.5","6.72501595800025","A","AC"
"2008","S.1","P.5","5.36438461208959","A","ACPP"
"2008","S.13","P.3","64947.18951607","A","MCHF"
"2008","S.13","P.3","63080.6420054256","A","Y"
"2008","S.13","P.3","5.76227914164133","A","AC"
"2008","S.13","P.3","2.72272777193865","A","ACPP"
"2008","S.14+S15","P.3","322789.156981251","A","MCHF"
"2008","S.14+S15","P.3","317016.233282867","A","Y"
"2008","S.14+S15","P.3","3.36141425757311","A","AC"
"2008","S.14+S15","P.3","1.51284671755294","A","ACPP"
"2008","S.2","P.7","329621.639814379","A","MCHF"
"2008","S.2","P.7","318440.56427075","A","Y"
"2008","S.2","P.7","8.06464120971802","A","AC"
"2008","S.2","P.7","4.39898710508638","A","ACPP"
"2008","S.2","P.71","243660.816258645","A","MCHF"
"2008","S.2","P.71","233204.647325972","A","Y"
"2008","S.2","P.71","10.8364687821771","A","AC"
"2008","S.2","P.71","6.0801650839362","A","ACPP"
"2008","S.2","P.71c","194675.891515496","A","MCHF"
"2008","S.2","P.71c","189432.317852382","A","Y"
"2008","S.2","P.71c","2.5647384559039","A","AC"
"2008","S.2","P.71c","-0.197831460406181","A","ACPP"
"2008","S.2","P.72","85960.8235557338","A","MCHF"
"2008","S.2","P.72","85235.9169447781","A","Y"
"2008","S.2","P.72","0.911307432316672","A","AC"
"2008","S.2","P.72","0.0603235672023381","A","ACPP"
"2008","S.2","P.6","387871.407278581","A","MCHF"
"2008","S.2","P.6","377695.851927703","A","Y"
"2008","S.2","P.6","6.96994463025596","A","AC"
"2008","S.2","P.6","4.16365736071337","A","ACPP"
"2008","S.2","P.61","276995.011644363","A","MCHF"
"2008","S.2","P.61","265654.98231175","A","Y"
"2008","S.2","P.61","10.1637221893333","A","AC"
"2008","S.2","P.61","5.65367764520698","A","ACPP"
"2008","S.2","P.61c","233961.411079363","A","MCHF"
"2008","S.2","P.61c","227196.29183034","A","Y"
"2008","S.2","P.61c","7.16491220976919","A","AC"
"2008","S.2","P.61c","4.06618149573598","A","ACPP"
"2008","S.2","P.62","110876.395634218","A","MCHF"
"2008","S.2","P.62","112040.869615953","A","Y"
"2008","S.2","P.62","-0.254310095842841","A","AC"
"2008","S.2","P.62","0.793264187387419","A","ACPP"
"2009","S.1","B.1*b","603039.073630263","A","MCHF"
"2009","S.1","B.1*b","600292.472488247","A","Y"
"2009","S.1","B.1*b","-1.85034226514672","A","AC"
"2009","S.1","B.1*b","-2.29737459490965","A","ACPP"
"2009","S.1","P.3","394475.941964189","A","MCHF"
"2009","S.1","P.3","395054.135588102","A","Y"
"2009","S.1","P.3","1.73819027484812","A","AC"
"2009","S.1","P.3","1.88731058021451","A","ACPP"
"2009","S.1","P.51b","152055.407750135","A","MCHF"
"2009","S.1","P.51b","152696.8518432","A","Y"
"2009","S.1","P.51b","-7.42859870321275","A","AC"
