"PERIOD","SECTOR","CLASSIFICATION","VALUE","STATUS","UNIT_MEAS"
"2009","S.1","P.51b","-7.03808724803195","A","ACPP"
"2009","S.1","P.5111be","97908.3383461594","A","MCHF"
"2009","S.1","P.5111be","98021.7205443801","A","Y"
"2009","S.1","P.5111be","-11.9238953200361","A","AC"
"2009","S.1","P.5111be","-11.8218992844786","A","ACPP"
"2009","S.1","P.5111c","54147.0694039756","A","MCHF"
"2009","S.1","P.5111c","54675.1312988203","A","Y"
"2009","S.1","P.5111c","1.98322347156698","A","AC"
"2009","S.1","P.5111c","2.97780092186231","A","ACPP"
"2009","S.1","P.52","-4354.14821138893","A","MCHF"
"2009","S.1","P.52","-2360.14563088733","A","Y"
"2009","S.1","P.52","-56.7383891909035","A","AC"
"2009","S.1","P.52","15.0406907432243","A","ACPP"
"2009","S.1","P.53","23212.0114306622","A","MCHF"
"2009","S.1","P.53","21397.7768150509","A","Y"
"2009","S.1","P.53","234.363734807689","A","AC"
"2009","S.1","P.53","208.23009862087","A","ACPP"
"2009","S.1","P.5","170913.270969408","A","MCHF"
"2009","S.1","P.5","171734.483027364","A","Y"
"2009","S.1","P.5","1.47942158830815","A","AC"
"2009","S.1","P.5","1.96701464746624","A","ACPP"
"2009","S.13","P.3","68653.73494443","A","MCHF"
"2009","S.13","P.3","67253.7142862806","A","Y"
"2009","S.13","P.3","5.70701435424372","A","AC"
"2009","S.13","P.3","3.55138503666875","A","ACPP"
"2009","S.14+S15","P.3","325822.207019759","A","MCHF"
"2009","S.14+S15","P.3","327800.421301822","A","Y"
"2009","S.14+S15","P.3","0.93963814239399","A","AC"
"2009","S.14+S15","P.3","1.55248843159301","A","ACPP"
"2009","S.2","P.7","312171.110481891","A","MCHF"
"2009","S.2","P.7","320586.68246852","A","Y"
"2009","S.2","P.7","-5.29410913140133","A","AC"
"2009","S.2","P.7","-2.74100855482271","A","ACPP"
"2009","S.2","P.71","222047.47880897","A","MCHF"
"2009","S.2","P.71","229173.783957362","A","Y"
"2009","S.2","P.71","-8.87025570280145","A","AC"
"2009","S.2","P.71","-5.94557324551727","A","ACPP"
"2009","S.2","P.71c","166026.553388297","A","MCHF"
"2009","S.2","P.71c","179443.149374361","A","Y"
"2009","S.2","P.71c","-14.7164283693128","A","AC"
"2009","S.2","P.71c","-7.82466797637472","A","ACPP"
"2009","S.2","P.72","90123.631672921","A","MCHF"
"2009","S.2","P.72","91412.8985111578","A","Y"
"2009","S.2","P.72","4.84268058982494","A","AC"
"2009","S.2","P.72","6.34251130910707","A","ACPP"
"2009","S.2","P.6","349820.971178557","A","MCHF"
"2009","S.2","P.6","354090.536341302","A","Y"
"2009","S.2","P.6","-9.81006472402716","A","AC"
"2009","S.2","P.6","-8.70929650996843","A","ACPP"
"2009","S.2","P.61","241014.789297123","A","MCHF"
"2009","S.2","P.61","246629.164253719","A","Y"
"2009","S.2","P.61","-12.9894838660255","A","AC"
"2009","S.2","P.61","-10.9625971999926","A","ACPP"
"2009","S.2","P.61c","206302.590892123","A","MCHF"
"2009","S.2","P.61c","215847.812078749","A","Y"
"2009","S.2","P.61c","-11.8219581851717","A","AC"
"2009","S.2","P.61c","-7.74213102795384","A","ACPP"
"2009","S.2","P.62","108806.181881434","A","MCHF"
"2009","S.2","P.62","107461.372087583","A","Y"
"2009","S.2","P.62","-1.86713659020211","A","AC"
"2009","S.2","P.62","-3.08002756321648","A","ACPP"
"2010","S.1","B.1*b","624545.118545873","A","MCHF"
"2010","S.1","B.1*b","622598.026312037","A","Y"
"2010","S.1","B.1*b","3.56627718766952","A","AC"
"2010","S.1","B.1*b","3.24339724191182","A","ACPP"
"2010","S.1","P.3","402796.052750171","A","MCHF"
"2010","S.1","P.3","401155.830099436","A","Y"
"2010","S.1","P.3","2.10915543912627","A","AC"
"2010","S.1","P.3","1.69335754722733","A","ACPP"
"2010","S.1","P.51b","157314.353198083","A","MCHF"
"2010","S.1","P.51b","157536.842672829","A","Y"
"2010","S.1","P.51b","3.45857179679513","A","AC"
"2010","S.1","P.51b","3.60489311350308","A","ACPP"
"2010","S.1","P.5111be","101050.916845798","A","MCHF"
"2010","S.1","P.5111be","101480.977925562","A","Y"
"2010","S.1","P.5111be","3.20971487487371","A","AC"
"2010","S.1","P.5111be","3.64896355075645","A","ACPP"
"2010","S.1","P.5111c","56263.4363522852","A","MCHF"
"2010","S.1","P.5111c","56055.8647472666","A","Y"
"2010","S.1","P.5111c","3.90855307887495","A","AC"
"2010","S.1","P.5111c","3.52520526835905","A","ACPP"
"2010","S.1","P.52","-1540.40483404746","A","MCHF"
"2010","S.1","P.52","1900.81834645382","A","Y"
"2010","S.1","P.52","64.6221313730594","A","AC"
"2010","S.1","P.52","143.655343230668","A","ACPP"
"2010","S.1","P.53","5955.50245870213","A","MCHF"
"2010","S.1","P.53","5199.86188350006","A","Y"
"2010","S.1","P.53","-74.3430142773619","A","AC"
"2010","S.1","P.53","-77.5984002979112","A","ACPP"
"2010","S.1","P.5","161729.450822738","A","MCHF"
"2010","S.1","P.5","164637.522902783","A","Y"
"2010","S.1","P.5","-5.3733803668847","A","AC"
"2010","S.1","P.5","-3.67189044538797","A","ACPP"
"2010","S.13","P.3","69846.70434579","A","MCHF"
"2010","S.13","P.3","69229.6998930395","A","Y"
"2010","S.13","P.3","1.7376613265478","A","AC"
"2010","S.13","P.3","0.838941900357956","A","ACPP"
"2010","S.14+S15","P.3","332949.348404381","A","MCHF"
"2010","S.14+S15","P.3","331926.130206396","A","Y"
"2010","S.14+S15","P.3","2.18743266452372","A","AC"
"2010","S.14+S15","P.3","1.87339078034881","A","ACPP"
"2010","S.2","P.7","344920.626489379","A","MCHF"
"2010","S.2","P.7","337114.00024242","A","Y"
"2010","S.2","P.7","10.4908862184376","A","AC"
"2010","S.2","P.7","7.99013391150305","A","ACPP"
"2010","S.2","P.71","252349.456558431","A","MCHF"
"2010","S.2","P.71","241149.283886156","A","Y"
"2010","S.2","P.71","13.6466209443117","A","AC"
"2010","S.2","P.71","8.60257688114509","A","ACPP"
"2010","S.2","P.71c","181751.315267057","A","MCHF"
"2010","S.2","P.71c","182491.362782951","A","Y"
"2010","S.2","P.71c","9.47123309967382","A","AC"
"2010","S.2","P.71c","9.91697355551717","A","ACPP"
"2010","S.2","P.72","92571.1699309483","A","MCHF"
"2010","S.2","P.72","95964.7163562642","A","Y"
"2010","S.2","P.72","2.71575635889815","A","AC"
"2010","S.2","P.72","6.4811909761269","A","ACPP"
"2010","S.2","P.6","404940.241462343","A","MCHF"
"2010","S.2","P.6","393918.673552239","A","Y"
"2010","S.2","P.6","15.756422520379","A","AC"
"2010","S.2","P.6","12.6057915353433","A","ACPP"
"2010","S.2","P.61","296462.457659255","A","MCHF"
"2010","S.2","P.61","283303.547668808","A","Y"
"2010","S.2","P.61","23.0059194806407","A","AC"
"2010","S.2","P.61","17.5461259016564","A","ACPP"
"2010","S.2","P.61c","232370.185997255","A","MCHF"
"2010","S.2","P.61c","230033.899141914","A","Y"
"2010","S.2","P.61c","12.6356120843693","A","AC"
"2010","S.2","P.61c","11.5031557030713","A","ACPP"
"2010","S.2","P.62","108477.783803088","A","MCHF"
"2010","S.2","P.62","110615.125883431","A","Y"
"2010","S.2","P.62","-0.301819320066996","A","AC"
"2010","S.2","P.62","1.66253789143021","A","ACPP"
"2011","S.1","B.1*b","635738.744235165","A","MCHF"
"2011","S.1","B.1*b","635868.797880388","A","Y"
"2011","S.1","B.1*b","1.79228455349304","A","AC"
"2011","S.1","B.1*b","1.813108292461","A","ACPP"
"2011","S.1","P.3","407915.453269345","A","MCHF"
"2011","S.1","P.3","408456.05304422","A","Y"
"2011","S.1","P.3","1.27096591047007","A","AC"
"2011","S.1","P.3","1.40517769610787","A","ACPP"
"2011","S.1","P.51b","162233.210052225","A","MCHF"
"2011","S.1","P.51b","161765.852289314","A","Y"
"2011","S.1","P.51b","3.12676927066428","A","AC"
"2011","S.1","P.51b","2.82968400577262","A","ACPP"
"2011","S.1","P.5111be","103252.323218382","A","MCHF"
"2011","S.1","P.5111be","104065.090642595","A","Y"
"2011","S.1","P.5111be","2.17851202274941","A","AC"
"2011","S.1","P.5111be","2.98282676781343","A","ACPP"
"2011","S.1","P.5111c","58980.8868338429","A","MCHF"
"2011","S.1","P.5111c","57700.7616467187","A","Y"
"2011","S.1","P.5111c","4.82986937474416","A","AC"
"2011","S.1","P.5111c","2.55463474614997","A","ACPP"
"2011","S.1","P.52","1762.20644331664","A","MCHF"
"2011","S.1","P.52","3996.33162876173","A","Y"
"2011","S.1","P.52","214.398916724144","A","AC"
"2011","S.1","P.52","359.433854038308","A","ACPP"
"2011","S.1","P.53","17141.9280942243","A","MCHF"
"2011","S.1","P.53","16092.7630585817","A","Y"
"2011","S.1","P.53","187.833448362978","A","AC"
"2011","S.1","P.53","170.216714209682","A","ACPP"
"2011","S.1","P.5","181137.344589766","A","MCHF"
"2011","S.1","P.5","181854.946976657","A","Y"
"2011","S.1","P.5","12.0002223888709","A","AC"
"2011","S.1","P.5","12.4439278384603","A","ACPP"
"2011","S.13","P.3","71683.17714037","A","MCHF"
"2011","S.13","P.3","70805.438295519","A","Y"
"2011","S.13","P.3","2.6292905467496","A","AC"
"2011","S.13","P.3","1.37262589367504","A","ACPP"
"2011","S.14+S15","P.3","336232.276128975","A","MCHF"
"2011","S.14+S15","P.3","337650.614748701","A","Y"
"2011","S.14+S15","P.3","0.9860141611109","A","AC"
"2011","S.14+S15","P.3","1.41200647090902","A","ACPP"
"2011","S.2","P.7","375761.963641927","A","MCHF"
"2011","S.2","P.7","375744.459788404","A","Y"
"2011","S.2","P.7","8.94157518686333","A","AC"
"2011","S.2","P.7","8.93650043859405","A","ACPP"
"2011","S.2","P.71","280125.164738217","A","MCHF"
"2011","S.2","P.71","275314.674504064","A","Y"
"2011","S.2","P.71","11.0068428751915","A","AC"
"2011","S.2","P.71","9.10056168094639","A","ACPP"
"2011","S.2","P.71c","184567.149849117","A","MCHF"
"2011","S.2","P.71c","187613.150140788","A","Y"
"2011","S.2","P.71c","1.54927879224562","A","AC"
"2011","S.2","P.71c","3.22519529782653","A","ACPP"
"2011","S.2","P.72","95636.7989037102","A","MCHF"
"2011","S.2","P.72","100429.78528434","A","Y"
"2011","S.2","P.72","3.31164548859936","A","AC"
"2011","S.2","P.72","8.4892686991573","A","ACPP"
"2011","S.2","P.6","422447.910017982","A","MCHF"
"2011","S.2","P.6","421302.257647916","A","Y"
"2011","S.2","P.6","4.3235190684961","A","AC"
"2011","S.2","P.6","4.04060019485476","A","ACPP"
"2011","S.2","P.61","315289.702551104","A","MCHF"
"2011","S.2","P.61","314778.560374957","A","Y"
"2011","S.2","P.61","6.35063374988561","A","AC"
"2011","S.2","P.61","6.1782199541616","A","ACPP"
"2011","S.2","P.61c","237032.747227104","A","MCHF"
"2011","S.2","P.61c","242931.184142918","A","Y"
"2011","S.2","P.61c","2.00652300114959","A","AC"
"2011","S.2","P.61c","4.54490239371232","A","ACPP"
"2011","S.2","P.62","107158.207466878","A","MCHF"
"2011","S.2","P.62","106523.697272959","A","Y"
"2011","S.2","P.62","-1.21644846525047","A","AC"
"2011","S.2","P.62","-1.8013702544627","A","ACPP"
"2012","S.1","B.1*b","643645.589067921","A","MCHF"
"2012","S.1","B.1*b","643235.717082956","A","Y"
"2012","S.1","B.1*b","1.24372549328717","A","AC"
"2012","S.1","B.1*b","1.17925372895281","A","ACPP"
"2012","S.1","P.3","413470.751664717","A","MCHF"
"2012","S.1","P.3","415276.167241304","A","Y"
"2012","S.1","P.3","1.36187495493188","A","AC"
"2012","S.1","P.3","1.8044704884223","A","ACPP"
"2012","S.1","P.51b","169078.636825465","A","MCHF"
"2012","S.1","P.51b","169957.847213311","A","Y"
"2012","S.1","P.51b","4.2194978272553","A","AC"
"2012","S.1","P.51b","4.76144012597608","A","ACPP"
"2012","S.1","P.5111be","108135.254759625","A","MCHF"
"2012","S.1","P.5111be","109253.766400757","A","Y"
"2012","S.1","P.5111be","4.72912510734991","A","AC"
"2012","S.1","P.5111be","5.81240498548562","A","ACPP"
"2012","S.1","P.5111c","60943.3820658405","A","MCHF"
"2012","S.1","P.5111c","60704.0808125537","A","Y"
"2012","S.1","P.5111c","3.32734100374957","A","AC"
"2012","S.1","P.5111c","2.92161422320627","A","ACPP"
"2012","S.1","P.52","-771.566079208487","A","MCHF"
"2012","S.1","P.52","-1757.16262299454","A","Y"
"2012","S.1","P.52","-143.784091366522","A","AC"
"2012","S.1","P.52","-199.713778125076","A","ACPP"
"2012","S.1","P.53","3290.31689456611","A","MCHF"
"2012","S.1","P.53","2247.7866817452","A","Y"
"2012","S.1","P.53","-80.8054445422931","A","AC"
"2012","S.1","P.53","-86.8872003814871","A","ACPP"
"2012","S.1","P.5","171597.387640823","A","MCHF"
"2012","S.1","P.5","170448.471272061","A","Y"
"2012","S.1","P.5","-5.2666980243908","A","AC"
"2012","S.1","P.5","-5.90097715184706","A","ACPP"
"2012","S.13","P.3","72828.03099199","A","MCHF"
"2012","S.13","P.3","71645.1157731352","A","Y"
"2012","S.13","P.3","1.59710255221829","A","AC"
"2012","S.13","P.3","-0.0530966521758376","A","ACPP"
"2012","S.14+S15","P.3","340642.720672727","A","MCHF"
"2012","S.14+S15","P.3","343631.051468169","A","Y"
"2012","S.14+S15","P.3","1.31172551146169","A","AC"
"2012","S.14+S15","P.3","2.20049527201135","A","ACPP"
"2012","S.2","P.7","377668.622510852","A","MCHF"
"2012","S.2","P.7","367843.383243484","A","Y"
"2012","S.2","P.7","0.507411354370538","A","AC"
"2012","S.2","P.7","-2.10733952997675","A","ACPP"
"2012","S.2","P.71","273644.839122184","A","MCHF"
"2012","S.2","P.71","264094.34057477","A","Y"
"2012","S.2","P.71","-2.31336789113145","A","AC"
"2012","S.2","P.71","-5.72273618417259","A","ACPP"
"2012","S.2","P.71c","186633.365061279","A","MCHF"
"2012","S.2","P.71c","186803.459100998","A","Y"
"2012","S.2","P.71c","1.11949239821448","A","AC"
"2012","S.2","P.71c","1.21165074809313","A","ACPP"
"2012","S.2","P.72","104023.783388668","A","MCHF"
"2012","S.2","P.72","103749.042668714","A","Y"
"2012","S.2","P.72","8.76962067017954","A","AC"
"2012","S.2","P.72","8.48234555944458","A","ACPP"
"2012","S.2","P.6","436246.072273234","A","MCHF"
"2012","S.2","P.6","425354.461813074","A","Y"
"2012","S.2","P.6","3.26623991456472","A","AC"
"2012","S.2","P.6","0.688026079941684","A","ACPP"
"2012","S.2","P.61","317974.165723624","A","MCHF"
"2012","S.2","P.61","307540.138658157","A","Y"
"2012","S.2","P.61","0.851427481075083","A","AC"
"2012","S.2","P.61","-2.45791848900961","A","ACPP"
"2012","S.2","P.61c","236823.487982624","A","MCHF"
"2012","S.2","P.61c","235561.905166265","A","Y"
"2012","S.2","P.61c","-0.0882828414756978","A","AC"
"2012","S.2","P.61c","-0.620522724410635","A","ACPP"
"2012","S.2","P.62","118271.90654961","A","MCHF"
"2012","S.2","P.62","117814.323154917","A","Y"
"2012","S.2","P.62","10.3712999176166","A","AC"
"2012","S.2","P.62","9.94428326111466","A","ACPP"
"2013","S.1","B.1*b","654611.668970322","A","MCHF"
"2013","S.1","B.1*b","655180.645733773","A","Y"
"2013","S.1","B.1*b","1.70374505607669","A","AC"
"2013","S.1","B.1*b","1.79214413363037","A","ACPP"
"2013","S.1","P.3","421585.279918185","A","MCHF"
"2013","S.1","P.3","422477.724271157","A","Y"
"2013","S.1","P.3","1.96253984611903","A","AC"
"2013","S.1","P.3","2.17838204278681","A","ACPP"
"2013","S.1","P.51b","171688.948770193","A","MCHF"
"2013","S.1","P.51b","170969.340283152","A","Y"
"2013","S.1","P.51b","1.54384491958197","A","AC"
"2013","S.1","P.51b","1.11823911830956","A","ACPP"
"2013","S.1","P.5111be","108476.327844368","A","MCHF"
"2013","S.1","P.5111be","108139.681622269","A","Y"
"2013","S.1","P.5111be","0.315413401024002","A","AC"
"2013","S.1","P.5111be","0.0040938199608456","A","ACPP"
"2013","S.1","P.5111c","63212.6209258256","A","MCHF"
"2013","S.1","P.5111c","62829.6586608833","A","Y"
"2013","S.1","P.5111c","3.72351973760417","A","AC"
"2013","S.1","P.5111c","3.09512949741609","A","ACPP"
"2013","S.1","P.52","7242.05682979145","A","MCHF"
"2013","S.1","P.52","4130.73452879878","A","Y"
"2013","S.1","P.52","1038.61783519835","A","AC"
"2013","S.1","P.52","635.370156893925","A","ACPP"
"2013","S.1","P.53","-14263.8725558076","A","MCHF"
"2013","S.1","P.53","-16464.1735206306","A","Y"
"2013","S.1","P.53","-533.510601345545","A","AC"
"2013","S.1","P.53","-600.382608976687","A","ACPP"
"2013","S.1","P.5","164667.133044177","A","MCHF"
"2013","S.1","P.5","158635.90129132","A","Y"
"2013","S.1","P.5","-4.03867138767368","A","AC"
"2013","S.1","P.5","-7.55342871339787","A","ACPP"
"2013","S.13","P.3","74708.07466957","A","MCHF"
"2013","S.13","P.3","74138.4485869976","A","Y"
"2013","S.13","P.3","2.58148360181093","A","AC"
"2013","S.13","P.3","1.7993313524455","A","ACPP"
"2013","S.14+S15","P.3","346877.205248615","A","MCHF"
"2013","S.14+S15","P.3","348339.275684159","A","Y"
"2013","S.14+S15","P.3","1.83021218347939","A","AC"
"2013","S.14+S15","P.3","2.25942154179384","A","ACPP"
"2013","S.2","P.7","403407.67978785","A","MCHF"
"2013","S.2","P.7","424003.675167284","A","Y"
"2013","S.2","P.7","6.81524906831739","A","AC"
"2013","S.2","P.7","12.2687059222402","A","ACPP"
"2013","S.2","P.71","295711.257057185","A","MCHF"
"2013","S.2","P.71","318848.775232401","A","Y"
"2013","S.2","P.71","8.06388967750573","A","AC"
"2013","S.2","P.71","16.5191992128282","A","ACPP"
"2013","S.2","P.71c","187698.304394912","A","MCHF"
"2013","S.2","P.71c","187880.237835432","A","Y"
"2013","S.2","P.71c","0.570605011211867","A","AC"
"2013","S.2","P.71c","0.668086745230999","A","ACPP"
"2013","S.2","P.72","107696.422730665","A","MCHF"
"2013","S.2","P.72","105154.899934883","A","Y"
"2013","S.2","P.72","3.53057658773549","A","AC"
"2013","S.2","P.72","1.08736339841511","A","ACPP"
"2013","S.2","P.6","471766.935795809","A","MCHF"
"2013","S.2","P.6","498070.69533858","A","Y"
"2013","S.2","P.6","8.14239159506455","A","AC"
"2013","S.2","P.6","14.1719609630372","A","ACPP"
"2013","S.2","P.61","351761.273630082","A","MCHF"
"2013","S.2","P.61","377860.981161252","A","Y"
"2013","S.2","P.61","10.6257399337986","A","AC"
"2013","S.2","P.61","18.833861958987","A","ACPP"
"2013","S.2","P.61c","231977.335089082","A","MCHF"
"2013","S.2","P.61c","232596.809243818","A","Y"
"2013","S.2","P.61c","-2.04631429712647","A","AC"
"2013","S.2","P.61c","-1.78473798135941","A","ACPP"
"2013","S.2","P.62","120005.662165727","A","MCHF"
"2013","S.2","P.62","120209.714177328","A","Y"
"2013","S.2","P.62","1.46590654255646","A","AC"
"2013","S.2","P.62","1.63843442136862","A","ACPP"
"2014","S.1","B.1*b","665618.374466887","A","MCHF"
"2014","S.1","B.1*b","669994.266115004","A","Y"
"2014","S.1","B.1*b","1.68140991343441","A","AC"
"2014","S.1","B.1*b","2.34988129204581","A","ACPP"
"2014","S.1","P.3","425900.490685155","A","MCHF"
"2014","S.1","P.3","426584.055964307","A","Y"
"2014","S.1","P.3","1.02356770326686","A","AC"
"2014","S.1","P.3","1.18570934143905","A","ACPP"
"2014","S.1","P.51b","175844.325873746","A","MCHF"
"2014","S.1","P.51b","175907.146885072","A","Y"
"2014","S.1","P.51b","2.42029387058246","A","AC"
"2014","S.1","P.51b","2.45688388512664","A","ACPP"
"2014","S.1","P.5111be","110584.309583415","A","MCHF"
"2014","S.1","P.5111be","110673.578031383","A","Y"
"2014","S.1","P.5111be","1.94326428718262","A","AC"
"2014","S.1","P.5111be","2.02555730884201","A","ACPP"
"2014","S.1","P.5111c","65260.0162903313","A","MCHF"
"2014","S.1","P.5111c","65233.5688536888","A","Y"
"2014","S.1","P.5111c","3.23890282433971","A","AC"
"2014","S.1","P.5111c","3.19706396960603","A","ACPP"
"2014","S.1","P.52","1030.33097924436","A","MCHF"
"2014","S.1","P.52","3064.6439223065","A","Y"
"2014","S.1","P.52","-85.7729509245783","A","AC"
"2014","S.1","P.52","-57.682686088577","A","ACPP"
"2014","S.1","P.53","-6787.88911263912","A","MCHF"
"2014","S.1","P.53","-7456.40669185346","A","Y"
"2014","S.1","P.53","52.4120179419621","A","AC"
"2014","S.1","P.53","47.7252291572281","A","ACPP"
"2014","S.1","P.5","170086.767740351","A","MCHF"
"2014","S.1","P.5","171515.384115525","A","Y"
"2014","S.1","P.5","3.29126680958238","A","AC"
"2014","S.1","P.5","4.15884514702163","A","ACPP"
"2014","S.13","P.3","76423.88231767","A","MCHF"
"2014","S.13","P.3","76269.1721151541","A","Y"
"2014","S.13","P.3","2.29668299670274","A","AC"
"2014","S.13","P.3","2.08959667678328","A","ACPP"
"2014","S.14+S15","P.3","349476.608367485","A","MCHF"
"2014","S.14+S15","P.3","350314.883849153","A","Y"
"2014","S.14+S15","P.3","0.749372711593056","A","AC"
"2014","S.14+S15","P.3","0.991036178948098","A","ACPP"
"2014","S.2","P.7","365265.75886289","A","MCHF"
"2014","S.2","P.7","376122.178258578","A","Y"
"2014","S.2","P.7","-9.45493178142238","A","AC"
"2014","S.2","P.7","-6.76375361609906","A","ACPP"
"2014","S.2","P.71","249851.399801003","A","MCHF"
"2014","S.2","P.71","261082.31376874","A","Y"
"2014","S.2","P.71","-15.5083231232261","A","AC"
"2014","S.2","P.71","-11.7103906131475","A","ACPP"
"2014","S.2","P.71c","187340.065763818","A","MCHF"
"2014","S.2","P.71c","190811.087478705","A","Y"
"2014","S.2","P.71c","-0.190858746566121","A","AC"
"2014","S.2","P.71c","1.65839701846416","A","ACPP"
"2014","S.2","P.72","115414.359061887","A","MCHF"
"2014","S.2","P.72","115039.864489838","A","Y"
"2014","S.2","P.72","7.1663813296042","A","AC"
"2014","S.2","P.72","6.81864965704387","A","ACPP"
"2014","S.2","P.6","434896.874904272","A","MCHF"
"2014","S.2","P.6","448017.004293751","A","Y"
"2014","S.2","P.6","-7.81531262451486","A","AC"
"2014","S.2","P.6","-5.03425096165233","A","ACPP"
"2014","S.2","P.61","309394.981597697","A","MCHF"
"2014","S.2","P.61","321751.049527621","A","Y"
"2014","S.2","P.61","-12.0440466897269","A","AC"
"2014","S.2","P.61","-8.53141785414965","A","ACPP"
"2014","S.2","P.61c","243008.642456697","A","MCHF"
"2014","S.2","P.61c","247061.909144387","A","Y"
"2014","S.2","P.61c","4.75533843139412","A","AC"
"2014","S.2","P.61c","6.50260683851393","A","ACPP"
"2014","S.2","P.62","125501.893306575","A","MCHF"
"2014","S.2","P.62","126265.95476613","A","Y"
"2014","S.2","P.62","4.57997651248985","A","AC"
"2014","S.2","P.62","5.21666435351805","A","ACPP"
"2015","S.1","B.1*b","668006.381699436","A","MCHF"
"2015","S.1","B.1*b","676565.318094696","A","Y"
"2015","S.1","B.1*b","0.358765221056444","A","AC"
"2015","S.1","B.1*b","1.64462761962917","A","ACPP"
"2015","S.1","P.3","430234.235907393","A","MCHF"
"2015","S.1","P.3","435022.673063106","A","Y"
"2015","S.1","P.3","1.0175487741905","A","AC"
"2015","S.1","P.3","2.1418576821258","A","ACPP"
"2015","S.1","P.51b","176428.529434803","A","MCHF"
"2015","S.1","P.51b","179562.763955755","A","Y"
"2015","S.1","P.51b","0.332227700924561","A","AC"
"2015","S.1","P.51b","2.11461931656458","A","ACPP"
"2015","S.1","P.5111be","110395.100149289","A","MCHF"
"2015","S.1","P.5111be","113245.573887543","A","Y"
"2015","S.1","P.5111be","-0.171099711015469","A","AC"
"2015","S.1","P.5111be","2.40654783138192","A","ACPP"
"2015","S.1","P.5111c","66033.4292855137","A","MCHF"
"2015","S.1","P.5111c","66317.190068212","A","Y"
"2015","S.1","P.5111c","1.18512534802558","A","AC"
"2015","S.1","P.5111c","1.61994102664252","A","ACPP"
"2015","S.1","P.52","-7275.68350846173","A","MCHF"
"2015","S.1","P.52","-5224.21425933374","A","Y"
"2015","S.1","P.52","-806.150126030149","A","AC"
"2015","S.1","P.52","-607.042335382863","A","ACPP"
"2015","S.1","P.53","-1651.158778768","A","MCHF"
"2015","S.1","P.53","-1839.93502649838","A","Y"
"2015","S.1","P.53","75.6749299912174","A","AC"
"2015","S.1","P.53","72.8938555717948","A","ACPP"
"2015","S.1","P.5","167501.687147573","A","MCHF"
"2015","S.1","P.5","172498.614669923","A","Y"
"2015","S.1","P.5","-1.51985990863477","A","AC"
"2015","S.1","P.5","1.41800973797885","A","ACPP"
"2015","S.13","P.3","77071.6841773","A","MCHF"
"2015","S.13","P.3","76947.7002361874","A","Y"
"2015","S.13","P.3","0.84764322353747","A","AC"
"2015","S.13","P.3","0.685411291119806","A","ACPP"
"2015","S.14+S15","P.3","353162.551730093","A","MCHF"
"2015","S.14+S15","P.3","358074.972826919","A","Y"
"2015","S.14+S15","P.3","1.05470388413871","A","AC"
"2015","S.14+S15","P.3","2.46035478586097","A","ACPP"
"2015","S.2","P.7","356111.039480952","A","MCHF"
"2015","S.2","P.7","383352.125685403","A","Y"
"2015","S.2","P.7","-2.50631743047516","A","AC"
"2015","S.2","P.7","4.951563726865","A","ACPP"
"2015","S.2","P.71","239248.765829519","A","MCHF"
"2015","S.2","P.71","257332.612843029","A","Y"
"2015","S.2","P.71","-4.2435759735301","A","AC"
"2015","S.2","P.71","2.99426501031593","A","ACPP"
"2015","S.2","P.71c","172839.400290439","A","MCHF"
"2015","S.2","P.71c","188225.824843598","A","Y"
"2015","S.2","P.71c","-7.74029058560286","A","AC"
"2015","S.2","P.71c","0.472808139662276","A","ACPP"
"2015","S.2","P.72","116862.273651433","A","MCHF"
"2015","S.2","P.72","126019.512842374","A","Y"
"2015","S.2","P.72","1.254535918507","A","AC"
"2015","S.2","P.72","9.18876461012997","A","ACPP"
"2015","S.2","P.6","426381.498125422","A","MCHF"
"2015","S.2","P.6","452396.156047071","A","Y"
"2015","S.2","P.6","-1.9580220668922","A","AC"
"2015","S.2","P.6","4.02377716479357","A","ACPP"
"2015","S.2","P.61","300387.165965486","A","MCHF"
"2015","S.2","P.61","322135.597312275","A","Y"
"2015","S.2","P.61","-2.91142913362562","A","AC"
"2015","S.2","P.61","4.11791285326807","A","ACPP"
"2015","S.2","P.61c","233260.931266486","A","MCHF"
"2015","S.2","P.61c","252207.081702624","A","Y"
"2015","S.2","P.61c","-4.01126111880897","A","AC"
"2015","S.2","P.61c","3.78523132055524","A","ACPP"
"2015","S.2","P.62","125994.332159936","A","MCHF"
"2015","S.2","P.62","130260.558734796","A","Y"
"2015","S.2","P.62","0.392375637041451","A","AC"
"2015","S.2","P.62","3.79170807933275","A","ACPP"
"2016","S.1","B.1*b","677848.330564166","A","MCHF"
"2016","S.1","B.1*b","681825.360758103","A","Y"
"2016","S.1","B.1*b","1.47333156304472","A","AC"
"2016","S.1","B.1*b","2.06868967681293","A","ACPP"
"2016","S.1","P.3","436321.102346966","A","MCHF"
"2016","S.1","P.3","436236.184220439","A","Y"
"2016","S.1","P.3","1.41477965525826","A","AC"
"2016","S.1","P.3","1.39504200552224","A","ACPP"
"2016","S.1","P.51b","179628.565915126","A","MCHF"
"2016","S.1","P.51b","181083.766882161","A","Y"
"2016","S.1","P.51b","1.81378629101244","A","AC"
"2016","S.1","P.51b","2.63859675205107","A","ACPP"
"2016","S.1","P.5111be","114070.92981342","A","MCHF"
"2016","S.1","P.5111be","115156.476420187","A","Y"
"2016","S.1","P.5111be","3.32970363644776","A","AC"
"2016","S.1","P.5111be","4.31303224913012","A","ACPP"
